round,category,id,title,primary_heading,html_path,parsed_path,table_count,status
6,chara,1,博丽灵梦 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/1.html,data_raw/cn_official_legacy/round_06/processed/details/chara/1.json,7,ok
6,chara,2,雾雨魔理沙 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/2.html,data_raw/cn_official_legacy/round_06/processed/details/chara/2.json,7,ok
6,chara,3,露米娅 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/3.html,data_raw/cn_official_legacy/round_06/processed/details/chara/3.json,7,ok
6,chara,4,大妖精 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/4.html,data_raw/cn_official_legacy/round_06/processed/details/chara/4.json,7,ok
6,chara,5,琪露诺 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/5.html,data_raw/cn_official_legacy/round_06/processed/details/chara/5.json,7,ok
6,chara,6,红美铃 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/6.html,data_raw/cn_official_legacy/round_06/processed/details/chara/6.json,7,ok
6,chara,7,小恶魔 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/7.html,data_raw/cn_official_legacy/round_06/processed/details/chara/7.json,7,ok
6,chara,8,帕秋莉·诺蕾姬 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/8.html,data_raw/cn_official_legacy/round_06/processed/details/chara/8.json,7,ok
6,chara,9,十六夜咲夜 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/9.html,data_raw/cn_official_legacy/round_06/processed/details/chara/9.json,7,ok
6,chara,10,蕾米莉亚·斯卡蕾特 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/10.html,data_raw/cn_official_legacy/round_06/processed/details/chara/10.json,7,ok
6,chara,11,芙兰朵露·斯卡蕾特 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/11.html,data_raw/cn_official_legacy/round_06/processed/details/chara/11.json,7,ok
6,chara,12,冴月麟 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/12.html,data_raw/cn_official_legacy/round_06/processed/details/chara/12.json,7,ok
6,chara,13,蕾蒂·霍瓦特洛克 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/13.html,data_raw/cn_official_legacy/round_06/processed/details/chara/13.json,7,ok
6,chara,14,橙 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/14.html,data_raw/cn_official_legacy/round_06/processed/details/chara/14.json,7,ok
6,chara,15,爱丽丝·玛格特洛依德 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/15.html,data_raw/cn_official_legacy/round_06/processed/details/chara/15.json,7,ok
6,chara,16,莉莉白 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/16.html,data_raw/cn_official_legacy/round_06/processed/details/chara/16.json,7,ok
6,chara,17,露娜萨·普莉兹姆利巴 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/17.html,data_raw/cn_official_legacy/round_06/processed/details/chara/17.json,7,ok
6,chara,18,梅露兰·普莉兹姆利巴 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/18.html,data_raw/cn_official_legacy/round_06/processed/details/chara/18.json,7,ok
6,chara,19,莉莉卡·普莉兹姆利巴 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/19.html,data_raw/cn_official_legacy/round_06/processed/details/chara/19.json,7,ok
6,chara,20,魂魄妖梦 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/20.html,data_raw/cn_official_legacy/round_06/processed/details/chara/20.json,7,ok
6,chara,21,西行寺幽幽子 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/21.html,data_raw/cn_official_legacy/round_06/processed/details/chara/21.json,7,ok
6,chara,22,八云蓝 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/22.html,data_raw/cn_official_legacy/round_06/processed/details/chara/22.json,7,ok
6,chara,23,八云紫 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/23.html,data_raw/cn_official_legacy/round_06/processed/details/chara/23.json,7,ok
6,chara,24,魂魄妖忌 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/24.html,data_raw/cn_official_legacy/round_06/processed/details/chara/24.json,7,ok
6,chara,25,蕾拉·普莉兹姆利巴 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/25.html,data_raw/cn_official_legacy/round_06/processed/details/chara/25.json,7,ok
6,chara,26,伊吹萃香 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/26.html,data_raw/cn_official_legacy/round_06/processed/details/chara/26.json,7,ok
6,chara,27,莉格露·奈特巴格 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/27.html,data_raw/cn_official_legacy/round_06/processed/details/chara/27.json,7,ok
6,chara,28,米斯蒂娅·萝蕾拉 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/28.html,data_raw/cn_official_legacy/round_06/processed/details/chara/28.json,7,ok
6,chara,29,上白泽慧音 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/29.html,data_raw/cn_official_legacy/round_06/processed/details/chara/29.json,7,ok
6,chara,30,因幡帝 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/30.html,data_raw/cn_official_legacy/round_06/processed/details/chara/30.json,7,ok
6,chara,31,铃仙·优昙华院·因幡 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/31.html,data_raw/cn_official_legacy/round_06/processed/details/chara/31.json,7,ok
6,chara,32,八意永琳 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/32.html,data_raw/cn_official_legacy/round_06/processed/details/chara/32.json,7,ok
6,chara,33,蓬莱山辉夜 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/33.html,data_raw/cn_official_legacy/round_06/processed/details/chara/33.json,7,ok
6,chara,34,藤原妹红 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/34.html,data_raw/cn_official_legacy/round_06/processed/details/chara/34.json,7,ok
6,chara,35,射命丸文 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/35.html,data_raw/cn_official_legacy/round_06/processed/details/chara/35.json,7,ok
6,chara,36,梅蒂欣·梅兰可莉 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/36.html,data_raw/cn_official_legacy/round_06/processed/details/chara/36.json,7,ok
6,chara,37,风见幽香 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/37.html,data_raw/cn_official_legacy/round_06/processed/details/chara/37.json,7,ok
6,chara,38,小野塚小町 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/38.html,data_raw/cn_official_legacy/round_06/processed/details/chara/38.json,7,ok
6,chara,39,四季映姬·亚玛萨那度 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/39.html,data_raw/cn_official_legacy/round_06/processed/details/chara/39.json,7,ok
6,chara,40,秋静叶 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/40.html,data_raw/cn_official_legacy/round_06/processed/details/chara/40.json,7,ok
6,chara,41,秋穰子 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/41.html,data_raw/cn_official_legacy/round_06/processed/details/chara/41.json,7,ok
6,chara,42,键山雏 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/42.html,data_raw/cn_official_legacy/round_06/processed/details/chara/42.json,7,ok
6,chara,43,河城荷取 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/43.html,data_raw/cn_official_legacy/round_06/processed/details/chara/43.json,7,ok
6,chara,44,犬走椛 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/44.html,data_raw/cn_official_legacy/round_06/processed/details/chara/44.json,7,ok
6,chara,45,东风谷早苗 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/45.html,data_raw/cn_official_legacy/round_06/processed/details/chara/45.json,7,ok
6,chara,46,八坂神奈子 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/46.html,data_raw/cn_official_legacy/round_06/processed/details/chara/46.json,7,ok
6,chara,47,洩矢诹访子 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/47.html,data_raw/cn_official_legacy/round_06/processed/details/chara/47.json,7,ok
6,chara,48,永江衣玖 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/48.html,data_raw/cn_official_legacy/round_06/processed/details/chara/48.json,7,ok
6,chara,49,比那名居天子 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/49.html,data_raw/cn_official_legacy/round_06/processed/details/chara/49.json,7,ok
6,chara,50,琪斯美 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/50.html,data_raw/cn_official_legacy/round_06/processed/details/chara/50.json,7,ok
6,chara,51,黑谷山女 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/51.html,data_raw/cn_official_legacy/round_06/processed/details/chara/51.json,7,ok
6,chara,52,水桥帕露西 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/52.html,data_raw/cn_official_legacy/round_06/processed/details/chara/52.json,7,ok
6,chara,53,星熊勇仪 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/53.html,data_raw/cn_official_legacy/round_06/processed/details/chara/53.json,7,ok
6,chara,54,古明地觉 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/54.html,data_raw/cn_official_legacy/round_06/processed/details/chara/54.json,7,ok
6,chara,55,火焰猫燐 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/55.html,data_raw/cn_official_legacy/round_06/processed/details/chara/55.json,7,ok
6,chara,56,灵乌路空 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/56.html,data_raw/cn_official_legacy/round_06/processed/details/chara/56.json,7,ok
6,chara,57,古明地恋 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/57.html,data_raw/cn_official_legacy/round_06/processed/details/chara/57.json,7,ok
6,chara,58,娜兹玲 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/58.html,data_raw/cn_official_legacy/round_06/processed/details/chara/58.json,7,ok
6,chara,59,多多良小伞 - 东方Project人气投票 第六回 - THBWiki,角色信息,data_raw/cn_official_legacy/round_06/raw/details/chara/59.html,data_raw/cn_official_legacy/round_06/processed/details/chara/59.json,7,ok
