id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
21,幻梦界,幻夢界,东方封魔录,8,2,10,<a href='./?m=info&type=music&id=21' target='_blank'>点击查看详情</a>,25%,0.13%,0.03%,4,4,50%,50%,0.06%,0.26%,
22,以死相赌,死を賭して,东方封魔录,1,0,1,<a href='./?m=info&type=music&id=22' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
23,神篱，如紫色火焰般燃烧,ひもろぎ、むらさきにもえ,东方封魔录,9,0,9,<a href='./?m=info&type=music&id=23' target='_blank'>点击查看详情</a>,0%,0.14%,0%,6,3,66.67%,33.33%,0.1%,0.19%,
24,恋色Magic（恋色Master spark）,恋色マジック,东方封魔录,675,86,761,<a href='./?m=info&type=music&id=24' target='_blank'>点击查看详情</a>,12.74%,10.78%,1.45%,534,140,79.11%,20.74%,8.59%,9.09%,
25,东方封魔录 ～ 幽幻乱舞,東方封魔録 ～ 幽幻乱舞,东方封魔录,5,0,5,<a href='./?m=info&type=music&id=25' target='_blank'>点击查看详情</a>,0%,0.08%,0%,4,1,80%,20%,0.06%,0.06%,
26,Complete Darkness,Complete Darkness,东方封魔录,32,0,32,<a href='./?m=info&type=music&id=26' target='_blank'>点击查看详情</a>,0%,0.51%,0%,27,5,84.38%,15.63%,0.43%,0.32%,
27,Extra Love,Extra Love,东方封魔录,3,1,4,<a href='./?m=info&type=music&id=27' target='_blank'>点击查看详情</a>,33.33%,0.05%,0.02%,0,3,0%,100%,0%,0.19%,
28,战车娘所做的梦,戦車むすめのみるゆめ,东方封魔录,14,0,14,<a href='./?m=info&type=music&id=28' target='_blank'>点击查看详情</a>,0%,0.22%,0%,11,3,78.57%,21.43%,0.18%,0.19%,
29,远野之森,遠野の森,东方封魔录,6,1,7,<a href='./?m=info&type=music&id=29' target='_blank'>点击查看详情</a>,16.67%,0.1%,0.02%,3,3,50%,50%,0.05%,0.19%,
30,传说中的仙境,昔話わんだーらんど,东方封魔录,3,1,4,<a href='./?m=info&type=music&id=30' target='_blank'>点击查看详情</a>,33.33%,0.05%,0.02%,2,1,66.67%,33.33%,0.03%,0.06%,
31,博丽神社境内,博麗神社境内,东方封魔录,21,0,21,<a href='./?m=info&type=music&id=31' target='_blank'>点击查看详情</a>,0%,0.34%,0%,15,6,71.43%,28.57%,0.24%,0.39%,
32,夕阳下落,陽落ちて,东方封魔录,2,0,2,<a href='./?m=info&type=music&id=32' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,2,0%,100%,0%,0.13%,
33,封魔终演,封魔終演,东方封魔录,2,0,2,<a href='./?m=info&type=music&id=33' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
34,梦想超越时空,夢は時空を越えて,东方梦时空,30,1,31,<a href='./?m=info&type=music&id=34' target='_blank'>点击查看详情</a>,3.33%,0.48%,0.02%,22,8,73.33%,26.67%,0.35%,0.52%,
35,Selection,Selection,东方梦时空,1,0,1,<a href='./?m=info&type=music&id=35' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
36,东方妖恋谈,東方妖恋談,东方梦时空,100,5,105,<a href='./?m=info&type=music&id=36' target='_blank'>点击查看详情</a>,5%,1.6%,0.08%,76,24,76%,24%,1.22%,1.56%,
37,Reincarnation,Reincarnation,东方梦时空,179,21,200,<a href='./?m=info&type=music&id=37' target='_blank'>点击查看详情</a>,11.73%,2.86%,0.35%,141,38,78.77%,21.23%,2.27%,2.47%,
38,Dim. Dream,Dim. Dream,东方梦时空,8,1,9,<a href='./?m=info&type=music&id=38' target='_blank'>点击查看详情</a>,12.5%,0.13%,0.02%,7,1,87.5%,12.5%,0.11%,0.06%,
39,Tabula rasa ～ 空白少女,Tabula rasa ～ 空白少女,东方梦时空,107,11,118,<a href='./?m=info&type=music&id=39' target='_blank'>点击查看详情</a>,10.28%,1.71%,0.19%,75,32,70.09%,29.91%,1.21%,2.08%,
40,Maniacal Princess,Maniacal Princess,东方梦时空,7,0,7,<a href='./?m=info&type=music&id=40' target='_blank'>点击查看详情</a>,0%,0.11%,0%,1,6,14.29%,85.71%,0.02%,0.39%,
41,梦消失 ～ Lost Dream,夢消失 ～ Lost Dream,东方梦时空,616,39,655,<a href='./?m=info&type=music&id=41' target='_blank'>点击查看详情</a>,6.33%,9.84%,0.66%,504,112,81.82%,18.18%,8.1%,7.27%,
42,梦幻游戏 ～ Dream War,夢幻遊戯 ～ Dream War,东方梦时空,3,0,3,<a href='./?m=info&type=music&id=42' target='_blank'>点击查看详情</a>,0%,0.05%,0%,1,2,33.33%,66.67%,0.02%,0.13%,
43,魔法决战！ ～ Fight it out!,魔法決戦！ ～ Fight it out!,东方梦时空,0,0,0,<a href='./?m=info&type=music&id=43' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
44,Sailor of Time,Sailor of Time,东方梦时空,7,1,8,<a href='./?m=info&type=music&id=44' target='_blank'>点击查看详情</a>,14.29%,0.11%,0.02%,2,5,28.57%,71.43%,0.03%,0.32%,
45,Strawberry Crisis!!,Strawberry Crisis!!,东方梦时空,92,6,98,<a href='./?m=info&type=music&id=45' target='_blank'>点击查看详情</a>,6.52%,1.47%,0.1%,76,16,82.61%,17.39%,1.22%,1.04%,
46,非统一魔法世界论,非統一魔法世界論,东方梦时空,18,1,19,<a href='./?m=info&type=music&id=46' target='_blank'>点击查看详情</a>,5.56%,0.29%,0.02%,14,4,77.78%,22.22%,0.23%,0.26%,
47,魔法钟爱,魔法鐘愛,东方梦时空,1,0,1,<a href='./?m=info&type=music&id=47' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
48,久远之梦,久遠の夢,东方梦时空,5,0,5,<a href='./?m=info&type=music&id=48' target='_blank'>点击查看详情</a>,0%,0.08%,0%,4,1,80%,20%,0.06%,0.06%,
49,东方的蓝色天空,東方の青い空,东方梦时空,3,0,3,<a href='./?m=info&type=music&id=49' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,0,100%,0%,0.05%,0%,
50,永远的满月,永遠の満月,东方梦时空,84,5,89,<a href='./?m=info&type=music&id=50' target='_blank'>点击查看详情</a>,5.95%,1.34%,0.08%,51,33,60.71%,39.29%,0.82%,2.14%,
51,Maple Dream...,Maple Dream...,东方梦时空,17,1,18,<a href='./?m=info&type=music&id=51' target='_blank'>点击查看详情</a>,5.88%,0.27%,0.02%,11,6,64.71%,35.29%,0.18%,0.39%,
52,灵人的休息日,霊人の休日,东方梦时空,0,0,0,<a href='./?m=info&type=music&id=52' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
53,胜利的示范,勝利デモ,东方梦时空,0,0,0,<a href='./?m=info&type=music&id=53' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
54,Game Over,ゲームオーバー,东方梦时空,2,0,2,<a href='./?m=info&type=music&id=54' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.06%,
55,时之风,時の風,东方梦时空,13,1,14,<a href='./?m=info&type=music&id=55' target='_blank'>点击查看详情</a>,7.69%,0.21%,0.02%,10,3,76.92%,23.08%,0.16%,0.19%,
56,Starbow Dream,スターボウドリーム,东方梦时空,1,0,1,<a href='./?m=info&type=music&id=56' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
57,Phantasmagoria,Phantasmagoria,东方梦时空,7,0,7,<a href='./?m=info&type=music&id=57' target='_blank'>点击查看详情</a>,0%,0.11%,0%,5,2,71.43%,28.57%,0.08%,0.13%,
58,幻想乡 ～ Lotus Land Story,幻想郷 ～ Lotus Land Story,东方幻想乡,15,2,17,<a href='./?m=info&type=music&id=58' target='_blank'>点击查看详情</a>,13.33%,0.24%,0.03%,10,5,66.67%,33.33%,0.16%,0.32%,
59,Witching Dream,Witching Dream,东方幻想乡,7,0,7,<a href='./?m=info&type=music&id=59' target='_blank'>点击查看详情</a>,0%,0.11%,0%,5,2,71.43%,28.57%,0.08%,0.13%,
60,Selene's light,Selene's light,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=60' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
61,装饰战 ～ Decoration Battle,装飾戦 ～ Decoration Battle,东方幻想乡,8,0,8,<a href='./?m=info&type=music&id=61' target='_blank'>点击查看详情</a>,0%,0.13%,0%,6,2,75%,25%,0.1%,0.13%,
62,Break the Sabbath,Break the Sabbath,东方幻想乡,3,0,3,<a href='./?m=info&type=music&id=62' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,1,66.67%,33.33%,0.03%,0.06%,
63,紅响曲 ～ Scarlet Phoneme,紅響曲 ～ Scarlet Phoneme,东方幻想乡,3,1,4,<a href='./?m=info&type=music&id=63' target='_blank'>点击查看详情</a>,33.33%,0.05%,0.02%,3,0,100%,0%,0.05%,0%,
64,Bad Apple!!,Bad Apple!!,东方幻想乡,706,75,781,<a href='./?m=info&type=music&id=64' target='_blank'>点击查看详情</a>,10.62%,11.28%,1.27%,594,112,84.14%,15.86%,9.55%,7.27%,
65,灵战 ～ Perdition crisis,霊戦 ～ Perdition crisis,东方幻想乡,5,2,7,<a href='./?m=info&type=music&id=65' target='_blank'>点击查看详情</a>,40%,0.08%,0.03%,4,1,80%,20%,0.06%,0.06%,
66,Alice Maestra,アリスマエステラ,东方幻想乡,78,7,85,<a href='./?m=info&type=music&id=66' target='_blank'>点击查看详情</a>,8.97%,1.25%,0.12%,53,25,67.95%,32.05%,0.85%,1.62%,
67,少女绮想曲 ～ Capriccio,少女綺想曲 ～ Capriccio,东方幻想乡,952,89,1041,<a href='./?m=info&type=music&id=67' target='_blank'>点击查看详情</a>,9.35%,15.21%,1.5%,763,189,80.15%,19.85%,12.27%,12.27%,
68,星之器 ～ Casket of Star,星の器 ～ Casket of Star,东方幻想乡,239,21,260,<a href='./?m=info&type=music&id=68' target='_blank'>点击查看详情</a>,8.79%,3.82%,0.35%,187,52,78.24%,21.76%,3.01%,3.38%,
69,Lotus Love,Lotus Love,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=69' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
70,能够睡眠的恐怖 ～ Sleeping Terror,眠れる恐怖 ～ Sleeping Terror,东方幻想乡,56,3,59,<a href='./?m=info&type=music&id=70' target='_blank'>点击查看详情</a>,5.36%,0.89%,0.05%,40,16,71.43%,28.57%,0.64%,1.04%,
71,Dream Land,Dream Land,东方幻想乡,12,0,12,<a href='./?m=info&type=music&id=71' target='_blank'>点击查看详情</a>,0%,0.19%,0%,11,1,91.67%,8.33%,0.18%,0.06%,
72,幽梦 ～ Inanimate Dream,幽夢 ～ Inanimate Dream,东方幻想乡,72,2,74,<a href='./?m=info&type=music&id=72' target='_blank'>点击查看详情</a>,2.78%,1.15%,0.03%,51,21,70.83%,29.17%,0.82%,1.36%,
73,不可不禁止的游戏,禁じざるをえない遊戯,东方幻想乡,12,0,12,<a href='./?m=info&type=music&id=73' target='_blank'>点击查看详情</a>,0%,0.19%,0%,5,7,41.67%,58.33%,0.08%,0.45%,
74,女仆幻想 ～ Icemilk Magic,メイド幻想 ～ Icemilk Magic,东方幻想乡,13,0,13,<a href='./?m=info&type=music&id=74' target='_blank'>点击查看详情</a>,0%,0.21%,0%,9,4,69.23%,30.77%,0.14%,0.26%,
75,可爱的恶魔 ～ Innocence,かわいい悪魔 ～ Innocence,东方幻想乡,28,0,28,<a href='./?m=info&type=music&id=75' target='_blank'>点击查看详情</a>,0%,0.45%,0%,19,9,67.86%,32.14%,0.31%,0.58%,
76,Days,Days,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=76' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
77,Peaceful,Peaceful,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=77' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
78,Arcadian Dream,Arcadian Dream,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=78' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
79,幻想的居民,幻想の住人,东方幻想乡,1,1,2,<a href='./?m=info&type=music&id=79' target='_blank'>点击查看详情</a>,100%,0.02%,0.02%,1,0,100%,0%,0.02%,0%,
80,Lotus Road,Lotus Road,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=80' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,1,0%,100%,0%,0.06%,
81,Dreamy pilot,Dreamy pilot,东方幻想乡,2,0,2,<a href='./?m=info&type=music&id=81' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.06%,
82,Incomplete Plot,Incomplete Plot,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=82' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
83,Border Land,Border Land,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=83' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
84,Magic Shop of Raspberry,Magic Shop of Raspberry,东方幻想乡,3,2,5,<a href='./?m=info&type=music&id=84' target='_blank'>点击查看详情</a>,66.67%,0.05%,0.03%,2,1,66.67%,33.33%,0.03%,0.06%,
85,Crescent Dream,Crescent Dream,东方幻想乡,3,0,3,<a href='./?m=info&type=music&id=85' target='_blank'>点击查看详情</a>,0%,0.05%,0%,1,2,33.33%,66.67%,0.02%,0.13%,
86,怪绮谈 ～ Mystic Square,怪綺談 ～ Mystic Square,东方怪绮谈,6,0,6,<a href='./?m=info&type=music&id=86' target='_blank'>点击查看详情</a>,0%,0.1%,0%,4,2,66.67%,33.33%,0.06%,0.13%,
87,Dream Express,Dream Express,东方怪绮谈,3,0,3,<a href='./?m=info&type=music&id=87' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,0,100%,0%,0.05%,0%,
88,魔法阵 ～ Magic Square,魔法陣 ～ Magic Square,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=88' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
89,梦想时空,夢想時空,东方怪绮谈,20,0,20,<a href='./?m=info&type=music&id=89' target='_blank'>点击查看详情</a>,0%,0.32%,0%,12,8,60%,40%,0.19%,0.52%,
90,灵天 ～ Spiritual Heaven,霊天 ～ Spiritual Heaven,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=90' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
91,Romantic Children,Romantic Children,东方怪绮谈,35,1,36,<a href='./?m=info&type=music&id=91' target='_blank'>点击查看详情</a>,2.86%,0.56%,0.02%,20,15,57.14%,42.86%,0.32%,0.97%,
92,Plastic Mind,プラスチックマインド,东方怪绮谈,7,1,8,<a href='./?m=info&type=music&id=92' target='_blank'>点击查看详情</a>,14.29%,0.11%,0.02%,4,3,57.14%,42.86%,0.06%,0.19%,
93,Maple Wise,メイプルワイズ,东方怪绮谈,3,0,3,<a href='./?m=info&type=music&id=93' target='_blank'>点击查看详情</a>,0%,0.05%,0%,0,3,0%,100%,0%,0.19%,
94,禁忌的魔法 ～ Forbidden Magic,禁断の魔法 ～ Forbidden Magic,东方怪绮谈,0,0,0,<a href='./?m=info&type=music&id=94' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
95,绯红的少女 ～ Crimson Dead!!,真紅の少女 ～ Crimson Dead!!,东方怪绮谈,7,0,7,<a href='./?m=info&type=music&id=95' target='_blank'>点击查看详情</a>,0%,0.11%,0%,4,3,57.14%,42.86%,0.06%,0.19%,
96,背叛的少女 ～ Judas Kiss,裏切りの少女 ～ Judas Kiss,东方怪绮谈,4,0,4,<a href='./?m=info&type=music&id=96' target='_blank'>点击查看详情</a>,0%,0.06%,0%,2,2,50%,50%,0.03%,0.13%,
97,the Last Judgement,the Last Judgement,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=97' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
98,可悲的人偶 ～ Doll of Misery,悲しき人形 ～ Doll of Misery,东方怪绮谈,22,0,22,<a href='./?m=info&type=music&id=98' target='_blank'>点击查看详情</a>,0%,0.35%,0%,15,7,68.18%,31.82%,0.24%,0.45%,
99,世界的尽头 ～ World's End,世界の果て ～ World's End,东方怪绮谈,3,0,3,<a href='./?m=info&type=music&id=99' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,0,100%,0%,0.05%,0%,
100,神话幻想 ～ Infinite Being,神話幻想 ～ Infinite Being,东方怪绮谈,61,3,64,<a href='./?m=info&type=music&id=100' target='_blank'>点击查看详情</a>,4.92%,0.97%,0.05%,52,9,85.25%,14.75%,0.84%,0.58%,
101,不可思议之国的爱丽丝,不思議の国のアリス,东方怪绮谈,473,49,522,<a href='./?m=info&type=music&id=101' target='_blank'>点击查看详情</a>,10.36%,7.56%,0.83%,378,95,79.92%,20.08%,6.08%,6.17%,
102,the Grimoire of Alice,the Grimoire of Alice,东方怪绮谈,83,7,90,<a href='./?m=info&type=music&id=102' target='_blank'>点击查看详情</a>,8.43%,1.33%,0.12%,67,16,80.72%,19.28%,1.08%,1.04%,
103,神社,神社,东方怪绮谈,0,0,0,<a href='./?m=info&type=music&id=103' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
104,Endless,Endless,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=104' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.06%,
105,永远的乐园,久遠の楽園,东方怪绮谈,7,0,7,<a href='./?m=info&type=music&id=105' target='_blank'>点击查看详情</a>,0%,0.11%,0%,4,3,57.14%,42.86%,0.06%,0.19%,
106,Mystic Dream,Mystic Dream,东方怪绮谈,3,0,3,<a href='./?m=info&type=music&id=106' target='_blank'>点击查看详情</a>,0%,0.05%,0%,1,2,33.33%,66.67%,0.02%,0.13%,
107,Peaceful Romancer,Peaceful Romancer,东方怪绮谈,1,1,2,<a href='./?m=info&type=music&id=107' target='_blank'>点击查看详情</a>,100%,0.02%,0.02%,1,0,100%,0%,0.02%,0%,
108,灵魂安息之所,魂の休らむ所,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=108' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
109,比赤色更红的梦,赤より紅い夢,东方红魔乡,85,1,86,<a href='./?m=info&type=music&id=109' target='_blank'>点击查看详情</a>,1.18%,1.36%,0.02%,66,19,77.65%,22.35%,1.06%,1.23%,
110,如鬼灯般的红色之魂,ほおずきみたいに紅い魂,东方红魔乡,32,1,33,<a href='./?m=info&type=music&id=110' target='_blank'>点击查看详情</a>,3.13%,0.51%,0.02%,23,9,71.88%,28.13%,0.37%,0.58%,
111,妖魔夜行,妖魔夜行,东方红魔乡,151,13,164,<a href='./?m=info&type=music&id=111' target='_blank'>点击查看详情</a>,8.61%,2.41%,0.22%,123,28,81.46%,18.54%,1.98%,1.82%,
112,Lunate Elf,ルーネイトエルフ,东方红魔乡,37,3,40,<a href='./?m=info&type=music&id=112' target='_blank'>点击查看详情</a>,8.11%,0.59%,0.05%,25,12,67.57%,32.43%,0.4%,0.78%,
113,活泼的纯情小姑娘（活泼纯情小姑娘的冒险）,おてんば恋娘（おてんば恋娘の冒険）,东方红魔乡,505,52,557,<a href='./?m=info&type=music&id=113' target='_blank'>点击查看详情</a>,10.3%,8.07%,0.88%,440,65,87.13%,12.87%,7.07%,4.22%,
114,上海红茶馆　～ Chinese Tea,上海紅茶館　～ Chinese Tea,东方红魔乡,926,118,1044,<a href='./?m=info&type=music&id=114' target='_blank'>点击查看详情</a>,12.74%,14.79%,1.99%,777,149,83.91%,16.09%,12.49%,9.68%,
115,明治十七年的上海爱丽丝,明治十七年の上海アリス,东方红魔乡,407,24,431,<a href='./?m=info&type=music&id=115' target='_blank'>点击查看详情</a>,5.9%,6.5%,0.4%,318,89,78.13%,21.87%,5.11%,5.78%,
116,巴瓦鲁魔法图书馆,ヴワル魔法図書館,东方红魔乡,65,3,68,<a href='./?m=info&type=music&id=116' target='_blank'>点击查看详情</a>,4.62%,1.04%,0.05%,46,19,70.77%,29.23%,0.74%,1.23%,
117,Locked Girl　～ 少女密室,ラクトガール　～ 少女密室,东方红魔乡,246,19,265,<a href='./?m=info&type=music&id=117' target='_blank'>点击查看详情</a>,7.72%,3.93%,0.32%,194,52,78.86%,21.14%,3.12%,3.38%,
118,女仆与血之怀表,メイドと血の懐中時計,东方红魔乡,103,8,111,<a href='./?m=info&type=music&id=118' target='_blank'>点击查看详情</a>,7.77%,1.65%,0.13%,76,27,73.79%,26.21%,1.22%,1.75%,
119,月时计　～ Luna Dial,月時計　～ ルナ・ダイアル,东方红魔乡,396,43,439,<a href='./?m=info&type=music&id=119' target='_blank'>点击查看详情</a>,10.86%,6.33%,0.73%,296,99,74.75%,25%,4.76%,6.43%,
120,特佩斯的年幼末裔,ツェペシュの幼き末裔,东方红魔乡,24,1,25,<a href='./?m=info&type=music&id=120' target='_blank'>点击查看详情</a>,4.17%,0.38%,0.02%,20,4,83.33%,16.67%,0.32%,0.26%,
121,献给已逝公主的七重奏,亡き王女の為のセプテット,东方红魔乡,1327,213,1540,<a href='./?m=info&type=music&id=121' target='_blank'>点击查看详情</a>,16.05%,21.2%,3.59%,1095,232,82.52%,17.48%,17.6%,15.06%,
122,魔法少女们的百年祭,魔法少女達の百年祭,东方红魔乡,340,22,362,<a href='./?m=info&type=music&id=122' target='_blank'>点击查看详情</a>,6.47%,5.43%,0.37%,275,64,80.88%,18.82%,4.42%,4.16%,
123,U.N.OWEN就是她吗？,U.N.オーエンは彼女なのか？,东方红魔乡,897,148,1045,<a href='./?m=info&type=music&id=123' target='_blank'>点击查看详情</a>,16.5%,14.33%,2.5%,742,155,82.72%,17.28%,11.93%,10.06%,
124,比红色更虚无的永远,紅より儚い永遠,东方红魔乡,17,2,19,<a href='./?m=info&type=music&id=124' target='_blank'>点击查看详情</a>,11.76%,0.27%,0.03%,12,5,70.59%,29.41%,0.19%,0.32%,
125,红楼 ～ Eastern Dream…,紅楼　～ Eastern Dream...,东方红魔乡,601,48,649,<a href='./?m=info&type=music&id=125' target='_blank'>点击查看详情</a>,7.99%,9.6%,0.81%,517,84,86.02%,13.98%,8.31%,5.45%,
126,妖妖梦 ～ Snow or Cherry Petal,妖々夢 ～ Snow or Cherry Petal,东方妖妖梦,72,3,75,<a href='./?m=info&type=music&id=126' target='_blank'>点击查看详情</a>,4.17%,1.15%,0.05%,50,22,69.44%,30.56%,0.8%,1.43%,
127,无何有之乡,無何有の郷 ～ Deep Mountain,东方妖妖梦,207,13,220,<a href='./?m=info&type=music&id=127' target='_blank'>点击查看详情</a>,6.28%,3.31%,0.22%,164,43,79.23%,20.77%,2.64%,2.79%,
128,Crystallize Silver,クリスタライズシルバー,东方妖妖梦,10,1,11,<a href='./?m=info&type=music&id=128' target='_blank'>点击查看详情</a>,10%,0.16%,0.02%,7,3,70%,30%,0.11%,0.19%,
