id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
24,恋色Magic（恋色Master spark）,东方封魔录，东方永夜抄，东方萃梦想，幻想曲拔萃，东方非想天则，核热造神非想天则，东方深秘录，深秘乐曲集‎，幺乐团的历史 vol.3,669,73,<a href='./?m=info&type=music&id=24' target='_blank'>点击查看详情</a>,10.91%,11.15%,1.3%,598,77,12.88%,11.74%,1.64%,409,74,18.09%,6.05%,1.72%
25,东方封魔录 ～ 幽幻乱舞,东方封魔录，幺乐团的历史 vol.3,7,1,<a href='./?m=info&type=music&id=25' target='_blank'>点击查看详情</a>,14.29%,0.12%,0.02%,10,1,10%,0.2%,0.02%,12,1,8.33%,0.18%,0.02%
26,Complete Darkness,东方封魔录，幺乐团的历史 vol.3,16,0,<a href='./?m=info&type=music&id=26' target='_blank'>点击查看详情</a>,0%,0.27%,0%,29,1,3.45%,0.57%,0.02%,15,0,0%,0.22%,0%
27,Extra Love,东方封魔录，幺乐团的历史 vol.3,1,0,<a href='./?m=info&type=music&id=27' target='_blank'>点击查看详情</a>,0%,0.02%,0%,3,0,0%,0.06%,0%,3,0,0%,0.04%,0%
28,战车娘所做的梦,东方封魔录，幺乐团的历史 vol.3,12,0,<a href='./?m=info&type=music&id=28' target='_blank'>点击查看详情</a>,0%,0.2%,0%,8,0,0%,0.16%,0%,4,0,0%,0.06%,0%
29,远野之森,东方封魔录，幺乐团的历史 vol.3,9,0,<a href='./?m=info&type=music&id=29' target='_blank'>点击查看详情</a>,0%,0.15%,0%,7,0,0%,0.14%,0%,9,0,0%,0.13%,0%
30,传说中的仙境,东方封魔录，幺乐团的历史 vol.3,5,1,<a href='./?m=info&type=music&id=30' target='_blank'>点击查看详情</a>,20%,0.08%,0.02%,4,0,0%,0.08%,0%,1,0,0%,0.01%,0%
31,博丽神社境内,东方封魔录，幺乐团的历史 vol.3,19,1,<a href='./?m=info&type=music&id=31' target='_blank'>点击查看详情</a>,5.26%,0.32%,0.02%,21,0,0%,0.41%,0%,18,1,5.56%,0.27%,0.02%
32,夕阳下落,东方封魔录，幺乐团的历史 vol.3,3,0,<a href='./?m=info&type=music&id=32' target='_blank'>点击查看详情</a>,0%,0.05%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
33,封魔终演,东方封魔录，幺乐团的历史 vol.3,4,0,<a href='./?m=info&type=music&id=33' target='_blank'>点击查看详情</a>,0%,0.07%,0%,3,0,0%,0.06%,0%,5,0,0%,0.07%,0%
34,梦想超越时空,东方梦时空，幺乐团的历史 vol.4,28,3,<a href='./?m=info&type=music&id=34' target='_blank'>点击查看详情</a>,10.71%,0.47%,0.05%,24,1,4.17%,0.47%,0.02%,26,1,3.85%,0.38%,0.02%
35,Selection,东方梦时空，幺乐团的历史 vol.4,0,0,<a href='./?m=info&type=music&id=35' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,4,1,25%,0.06%,0.02%
36,东方妖恋谈,东方梦时空，东方怪绮谈，东方萃梦想，幻想曲拔萃，东方绯想天，全人类的天乐录，东方非想天则，核热造神非想天则，幺乐团的历史 vol.4,81,4,<a href='./?m=info&type=music&id=36' target='_blank'>点击查看详情</a>,4.94%,1.35%,0.07%,84,1,1.19%,1.65%,0.02%,80,5,6.25%,1.18%,0.12%
37,Reincarnation,东方梦时空，蓬莱人形，幺乐团的历史 vol.4,157,10,<a href='./?m=info&type=music&id=37' target='_blank'>点击查看详情</a>,6.37%,2.62%,0.18%,172,13,7.56%,3.38%,0.28%,134,14,10.45%,1.98%,0.33%
38,Dim. Dream,东方梦时空，幺乐团的历史 vol.4,7,0,<a href='./?m=info&type=music&id=38' target='_blank'>点击查看详情</a>,0%,0.12%,0%,11,0,0%,0.22%,0%,13,1,7.69%,0.19%,0.02%
39,Tabula rasa ～ 空白少女,东方梦时空，幺乐团的历史 vol.4,93,11,<a href='./?m=info&type=music&id=39' target='_blank'>点击查看详情</a>,11.83%,1.55%,0.2%,114,10,8.77%,2.24%,0.21%,86,7,8.14%,1.27%,0.16%
40,Maniacal Princess,东方梦时空，幺乐团的历史 vol.4,5,0,<a href='./?m=info&type=music&id=40' target='_blank'>点击查看详情</a>,0%,0.08%,0%,5,0,0%,0.1%,0%,2,1,50%,0.03%,0.02%
41,梦消失 ～ Lost Dream,东方梦时空，幺乐团的历史 vol.4,533,34,<a href='./?m=info&type=music&id=41' target='_blank'>点击查看详情</a>,6.38%,8.88%,0.61%,508,30,5.91%,9.97%,0.64%,500,50,10%,7.39%,1.16%
42,梦幻游戏 ～ Dream War,东方梦时空，幺乐团的历史 vol.4,12,0,<a href='./?m=info&type=music&id=42' target='_blank'>点击查看详情</a>,0%,0.2%,0%,8,0,0%,0.16%,0%,6,0,0%,0.09%,0%
43,魔法决战！ ～ Fight it out!,东方梦时空，幺乐团的历史 vol.4,4,2,<a href='./?m=info&type=music&id=43' target='_blank'>点击查看详情</a>,50%,0.07%,0.04%,5,1,20%,0.1%,0.02%,0,0,0%,0%,0%
44,Sailor of Time,东方梦时空，幺乐团的历史 vol.4,6,0,<a href='./?m=info&type=music&id=44' target='_blank'>点击查看详情</a>,0%,0.1%,0%,4,0,0%,0.08%,0%,4,0,0%,0.06%,0%
45,Strawberry Crisis!!,东方梦时空，幺乐团的历史 vol.4,89,8,<a href='./?m=info&type=music&id=45' target='_blank'>点击查看详情</a>,8.99%,1.48%,0.14%,66,6,9.09%,1.3%,0.13%,83,13,15.66%,1.23%,0.3%
46,非统一魔法世界论,东方梦时空，幺乐团的历史 vol.4,27,0,<a href='./?m=info&type=music&id=46' target='_blank'>点击查看详情</a>,0%,0.45%,0%,33,1,3.03%,0.65%,0.02%,54,7,12.96%,0.8%,0.16%
47,魔法钟爱,东方梦时空，幺乐团的历史 vol.4,2,0,<a href='./?m=info&type=music&id=47' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,0,0%,0.02%,0%,0,0,0%,0%,0%
48,久远之梦,东方梦时空，幺乐团的历史 vol.4,2,0,<a href='./?m=info&type=music&id=48' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,0%,0.04%,0%,3,0,0%,0.04%,0%
49,东方的蓝色天空,东方梦时空，幺乐团的历史 vol.4,3,0,<a href='./?m=info&type=music&id=49' target='_blank'>点击查看详情</a>,0%,0.05%,0%,6,0,0%,0.12%,0%,5,1,20%,0.07%,0.02%
50,永远的满月,东方梦时空，幺乐团的历史 vol.4,55,3,<a href='./?m=info&type=music&id=50' target='_blank'>点击查看详情</a>,5.45%,0.92%,0.05%,44,2,4.55%,0.86%,0.04%,24,3,12.5%,0.35%,0.07%
51,Maple Dream...,东方梦时空，幺乐团的历史 vol.4,7,1,<a href='./?m=info&type=music&id=51' target='_blank'>点击查看详情</a>,14.29%,0.12%,0.02%,12,1,8.33%,0.24%,0.02%,7,1,14.29%,0.1%,0.02%
52,灵人的休息日,东方梦时空，幺乐团的历史 vol.4,3,1,<a href='./?m=info&type=music&id=52' target='_blank'>点击查看详情</a>,33.33%,0.05%,0.02%,1,0,0%,0.02%,0%,1,0,0%,0.01%,0%
53,胜利的示范,东方梦时空，幺乐团的历史 vol.4,1,0,<a href='./?m=info&type=music&id=53' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
54,Game Over,东方梦时空，幺乐团的历史 vol.4,2,0,<a href='./?m=info&type=music&id=54' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,0,0,0%,0%,0%
55,时之风,东方梦时空，幺乐团的历史 vol.4,8,2,<a href='./?m=info&type=music&id=55' target='_blank'>点击查看详情</a>,25%,0.13%,0.04%,11,1,9.09%,0.22%,0.02%,10,1,10%,0.15%,0.02%
56,Starbow Dream,东方梦时空，幺乐团的历史 vol.4,0,0,<a href='./?m=info&type=music&id=56' target='_blank'>点击查看详情</a>,0%,0%,0%,2,0,0%,0.04%,0%,3,1,33.33%,0.04%,0.02%
57,Phantasmagoria,东方梦时空，幺乐团的历史 vol.4,5,0,<a href='./?m=info&type=music&id=57' target='_blank'>点击查看详情</a>,0%,0.08%,0%,2,0,0%,0.04%,0%,4,1,25%,0.06%,0.02%
58,幻想乡 ～ Lotus Land Story,东方幻想乡，幺乐团的历史 vol.1,22,2,<a href='./?m=info&type=music&id=58' target='_blank'>点击查看详情</a>,9.09%,0.37%,0.04%,28,1,3.57%,0.55%,0.02%,68,14,20.59%,1.01%,0.33%
59,Witching Dream,东方幻想乡，幺乐团的历史 vol.1,4,0,<a href='./?m=info&type=music&id=59' target='_blank'>点击查看详情</a>,0%,0.07%,0%,3,0,0%,0.06%,0%,7,0,0%,0.1%,0%
60,Selene's light,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=60' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
61,装饰战 ～ Decoration Battle,东方幻想乡，幺乐团的历史 vol.1,5,0,<a href='./?m=info&type=music&id=61' target='_blank'>点击查看详情</a>,0%,0.08%,0%,6,0,0%,0.12%,0%,7,0,0%,0.1%,0%
62,Break the Sabbath,东方幻想乡，幺乐团的历史 vol.1,3,0,<a href='./?m=info&type=music&id=62' target='_blank'>点击查看详情</a>,0%,0.05%,0%,1,0,0%,0.02%,0%,0,0,0%,0%,0%
63,紅响曲 ～ Scarlet Phoneme,东方幻想乡，幺乐团的历史 vol.1,7,0,<a href='./?m=info&type=music&id=63' target='_blank'>点击查看详情</a>,0%,0.12%,0%,8,1,12.5%,0.16%,0.02%,9,0,0%,0.13%,0%
64,Bad Apple!!,东方幻想乡，幺乐团的历史 vol.1,724,92,<a href='./?m=info&type=music&id=64' target='_blank'>点击查看详情</a>,12.71%,12.07%,1.64%,647,62,9.58%,12.7%,1.32%,619,137,22.13%,9.15%,3.18%
65,灵战 ～ Perdition crisis,东方幻想乡，幺乐团的历史 vol.1,6,1,<a href='./?m=info&type=music&id=65' target='_blank'>点击查看详情</a>,16.67%,0.1%,0.02%,3,0,0%,0.06%,0%,4,1,25%,0.06%,0.02%
66,Alice Maestra,东方幻想乡，幺乐团的历史 vol.1,72,6,<a href='./?m=info&type=music&id=66' target='_blank'>点击查看详情</a>,8.33%,1.2%,0.11%,87,9,10.34%,1.71%,0.19%,67,10,14.93%,0.99%,0.23%
67,少女绮想曲 ～ Capriccio,东方幻想乡，东方永夜抄，东方萃梦想，幻想曲拔萃，幺乐团的历史 vol.1,955,107,<a href='./?m=info&type=music&id=67' target='_blank'>点击查看详情</a>,11.2%,15.92%,1.9%,821,99,12.06%,16.11%,2.11%,816,136,16.67%,12.06%,3.16%
68,星之器 ～ Casket of Star,东方幻想乡，东方怪绮谈，东方绯想天，幻想曲拔萃，幺乐团的历史 vol.1,177,14,<a href='./?m=info&type=music&id=68' target='_blank'>点击查看详情</a>,7.91%,2.95%,0.25%,169,12,7.1%,3.32%,0.26%,161,9,5.59%,2.38%,0.21%
69,Lotus Love,东方幻想乡，幺乐团的历史 vol.1,2,0,<a href='./?m=info&type=music&id=69' target='_blank'>点击查看详情</a>,0%,0.03%,0%,4,1,25%,0.08%,0.02%,6,1,16.67%,0.09%,0.02%
70,能够睡眠的恐怖 ～ Sleeping Terror,东方幻想乡，幺乐团的历史 vol.1,55,2,<a href='./?m=info&type=music&id=70' target='_blank'>点击查看详情</a>,3.64%,0.92%,0.04%,57,2,3.51%,1.12%,0.04%,39,4,10.26%,0.58%,0.09%
71,Dream Land,东方幻想乡，幺乐团的历史 vol.1,12,0,<a href='./?m=info&type=music&id=71' target='_blank'>点击查看详情</a>,0%,0.2%,0%,13,2,15.38%,0.26%,0.04%,18,0,0%,0.27%,0%
72,幽梦 ～ Inanimate Dream,东方幻想乡，幺乐团的历史 vol.1,80,8,<a href='./?m=info&type=music&id=72' target='_blank'>点击查看详情</a>,10%,1.33%,0.14%,87,4,4.6%,1.71%,0.09%,90,12,13.33%,1.33%,0.28%
73,不可不禁止的游戏,东方幻想乡，幺乐团的历史 vol.1,15,1,<a href='./?m=info&type=music&id=73' target='_blank'>点击查看详情</a>,6.67%,0.25%,0.02%,10,1,10%,0.2%,0.02%,14,2,14.29%,0.21%,0.05%
74,女仆幻想 ～ Icemilk Magic,东方幻想乡，幺乐团的历史 vol.1,10,0,<a href='./?m=info&type=music&id=74' target='_blank'>点击查看详情</a>,0%,0.17%,0%,11,3,27.27%,0.22%,0.06%,15,0,0%,0.22%,0%
75,可爱的恶魔 ～ Innocence,东方幻想乡，幺乐团的历史 vol.1,20,0,<a href='./?m=info&type=music&id=75' target='_blank'>点击查看详情</a>,0%,0.33%,0%,20,2,10%,0.39%,0.04%,19,3,15.79%,0.28%,0.07%
76,Days,东方幻想乡，幺乐团的历史 vol.1,1,0,<a href='./?m=info&type=music&id=76' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.02%,0%,0,0,0%,0%,0%
77,Peaceful,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=77' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
78,Arcadian Dream,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=78' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.02%,0%,2,0,0%,0.03%,0%
79,幻想的居民,东方幻想乡，幺乐团的历史 vol.1,6,0,<a href='./?m=info&type=music&id=79' target='_blank'>点击查看详情</a>,0%,0.1%,0%,1,0,0%,0.02%,0%,4,1,25%,0.06%,0.02%
80,Lotus Road,东方幻想乡，幺乐团的历史 vol.1,1,0,<a href='./?m=info&type=music&id=80' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.02%,0%,0,0,0%,0%,0%
81,Dreamy pilot,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=81' target='_blank'>点击查看详情</a>,0%,0%,0%,4,1,25%,0.08%,0.02%,3,1,33.33%,0.04%,0.02%
82,Incomplete Plot,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=82' target='_blank'>点击查看详情</a>,0%,0%,0%,2,0,0%,0.04%,0%,1,1,100%,0.01%,0.02%
83,Border Land,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=83' target='_blank'>点击查看详情</a>,0%,0%,0%,3,0,0%,0.06%,0%,1,0,0%,0.01%,0%
84,Magic Shop of Raspberry,东方幻想乡，幺乐团的历史 vol.1,3,2,<a href='./?m=info&type=music&id=84' target='_blank'>点击查看详情</a>,66.67%,0.05%,0.04%,2,1,50%,0.04%,0.02%,0,0,0%,0%,0%
85,Crescent Dream,东方幻想乡，幺乐团的历史 vol.1,0,0,<a href='./?m=info&type=music&id=85' target='_blank'>点击查看详情</a>,0%,0%,0%,1,0,0%,0.02%,0%,1,0,0%,0.01%,0%
86,怪绮谈 ～ Mystic Square,东方怪绮谈，幺乐团的历史 vol.2,5,0,<a href='./?m=info&type=music&id=86' target='_blank'>点击查看详情</a>,0%,0.08%,0%,3,0,0%,0.06%,0%,6,0,0%,0.09%,0%
87,Dream Express,东方怪绮谈，幺乐团的历史 vol.2,3,0,<a href='./?m=info&type=music&id=87' target='_blank'>点击查看详情</a>,0%,0.05%,0%,4,0,0%,0.08%,0%,0,0,0%,0%,0%
88,魔法阵 ～ Magic Square,东方怪绮谈，幺乐团的历史 vol.2,1,0,<a href='./?m=info&type=music&id=88' target='_blank'>点击查看详情</a>,0%,0.02%,0%,4,0,0%,0.08%,0%,1,0,0%,0.01%,0%
89,梦想时空,东方怪绮谈，幺乐团的历史 vol.2,12,0,<a href='./?m=info&type=music&id=89' target='_blank'>点击查看详情</a>,0%,0.2%,0%,13,0,0%,0.26%,0%,7,0,0%,0.1%,0%
90,灵天 ～ Spiritual Heaven,东方怪绮谈，幺乐团的历史 vol.2,3,0,<a href='./?m=info&type=music&id=90' target='_blank'>点击查看详情</a>,0%,0.05%,0%,0,0,0%,0%,0%,1,0,0%,0.01%,0%
91,Romantic Children,东方怪绮谈，幺乐团的历史 vol.2,34,2,<a href='./?m=info&type=music&id=91' target='_blank'>点击查看详情</a>,5.88%,0.57%,0.04%,31,1,3.23%,0.61%,0.02%,27,4,14.81%,0.4%,0.09%
92,Plastic Mind,东方怪绮谈，幺乐团的历史 vol.2,9,1,<a href='./?m=info&type=music&id=92' target='_blank'>点击查看详情</a>,11.11%,0.15%,0.02%,8,0,0%,0.16%,0%,4,1,25%,0.06%,0.02%
93,Maple Wise,东方怪绮谈，幺乐团的历史 vol.2,5,0,<a href='./?m=info&type=music&id=93' target='_blank'>点击查看详情</a>,0%,0.08%,0%,6,1,16.67%,0.12%,0.02%,2,0,0%,0.03%,0%
94,禁忌的魔法 ～ Forbidden Magic,东方怪绮谈，幺乐团的历史 vol.2,5,0,<a href='./?m=info&type=music&id=94' target='_blank'>点击查看详情</a>,0%,0.08%,0%,7,0,0%,0.14%,0%,11,2,18.18%,0.16%,0.05%
95,绯红的少女 ～ Crimson Dead!!,东方怪绮谈，幺乐团的历史 vol.2,6,0,<a href='./?m=info&type=music&id=95' target='_blank'>点击查看详情</a>,0%,0.1%,0%,12,0,0%,0.24%,0%,23,2,8.7%,0.34%,0.05%
96,背叛的少女 ～ Judas Kiss,东方怪绮谈，幺乐团的历史 vol.2,5,0,<a href='./?m=info&type=music&id=96' target='_blank'>点击查看详情</a>,0%,0.08%,0%,8,1,12.5%,0.16%,0.02%,11,2,18.18%,0.16%,0.05%
97,the Last Judgement,东方怪绮谈，幺乐团的历史 vol.2,7,0,<a href='./?m=info&type=music&id=97' target='_blank'>点击查看详情</a>,0%,0.12%,0%,8,0,0%,0.16%,0%,4,0,0%,0.06%,0%
98,可悲的人偶 ～ Doll of Misery,东方怪绮谈，幺乐团的历史 vol.2,19,1,<a href='./?m=info&type=music&id=98' target='_blank'>点击查看详情</a>,5.26%,0.32%,0.02%,20,0,0%,0.39%,0%,14,0,0%,0.21%,0%
99,世界的尽头 ～ World's End,东方怪绮谈，幺乐团的历史 vol.2,5,0,<a href='./?m=info&type=music&id=99' target='_blank'>点击查看详情</a>,0%,0.08%,0%,2,0,0%,0.04%,0%,6,1,16.67%,0.09%,0.02%
100,神话幻想 ～ Infinite Being,东方怪绮谈，幺乐团的历史 vol.2,45,2,<a href='./?m=info&type=music&id=100' target='_blank'>点击查看详情</a>,4.44%,0.75%,0.04%,44,3,6.82%,0.86%,0.06%,30,0,0%,0.44%,0%
101,不可思议之国的爱丽丝,东方怪绮谈，幺乐团的历史 vol.2,522,52,<a href='./?m=info&type=music&id=101' target='_blank'>点击查看详情</a>,9.96%,8.7%,0.93%,446,51,11.43%,8.75%,1.09%,387,54,13.95%,5.72%,1.25%
102,the Grimoire of Alice,东方怪绮谈，东方非想天则，核热造神非想天则，幺乐团的历史 vol.2,75,3,<a href='./?m=info&type=music&id=102' target='_blank'>点击查看详情</a>,4%,1.25%,0.05%,82,7,8.54%,1.61%,0.15%,94,6,6.38%,1.39%,0.14%
103,神社,东方怪绮谈，幺乐团的历史 vol.2,2,0,<a href='./?m=info&type=music&id=103' target='_blank'>点击查看详情</a>,0%,0.03%,0%,3,0,0%,0.06%,0%,4,1,25%,0.06%,0.02%
104,Endless,东方怪绮谈，幺乐团的历史 vol.2,2,0,<a href='./?m=info&type=music&id=104' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,3,0,0%,0.04%,0%
105,永远的乐园,东方怪绮谈，幺乐团的历史 vol.2,10,2,<a href='./?m=info&type=music&id=105' target='_blank'>点击查看详情</a>,20%,0.17%,0.04%,5,1,20%,0.1%,0.02%,9,1,11.11%,0.13%,0.02%
106,Mystic Dream,东方怪绮谈，幺乐团的历史 vol.2,1,0,<a href='./?m=info&type=music&id=106' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.02%,0%,2,0,0%,0.03%,0%
107,Peaceful Romancer,东方怪绮谈，幺乐团的历史 vol.2,1,0,<a href='./?m=info&type=music&id=107' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,0%,0.02%,0%,1,0,0%,0.01%,0%
108,灵魂安息之所,东方怪绮谈，幺乐团的历史 vol.2,2,0,<a href='./?m=info&type=music&id=108' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,0,0%,0%,0%,2,0,0%,0.03%,0%
109,比赤色更红的梦,东方红魔乡,73,3,<a href='./?m=info&type=music&id=109' target='_blank'>点击查看详情</a>,4.11%,1.22%,0.05%,44,2,4.55%,0.86%,0.04%,60,5,8.33%,0.89%,0.12%
110,如鬼灯般的红色之魂,东方红魔乡,24,1,<a href='./?m=info&type=music&id=110' target='_blank'>点击查看详情</a>,4.17%,0.4%,0.02%,20,1,5%,0.39%,0.02%,22,1,4.55%,0.33%,0.02%
111,妖魔夜行,东方红魔乡,178,13,<a href='./?m=info&type=music&id=111' target='_blank'>点击查看详情</a>,7.3%,2.97%,0.23%,141,8,5.67%,2.77%,0.17%,113,14,12.39%,1.67%,0.33%
112,Lunate Elf,东方红魔乡,35,5,<a href='./?m=info&type=music&id=112' target='_blank'>点击查看详情</a>,14.29%,0.58%,0.09%,30,2,6.67%,0.59%,0.04%,31,3,9.68%,0.46%,0.07%
113,活泼的纯情小姑娘,东方红魔乡，东方花映塚，东方非想天则，核热造神非想天则，东方文花帖,403,38,<a href='./?m=info&type=music&id=113' target='_blank'>点击查看详情</a>,9.43%,6.72%,0.68%,318,38,11.95%,6.24%,0.81%,234,21,8.97%,3.46%,0.49%
114,上海红茶馆　～ Chinese Tea,东方红魔乡，东方非想天则，核热造神非想天则，梦违科学世纪,924,95,<a href='./?m=info&type=music&id=114' target='_blank'>点击查看详情</a>,10.28%,15.4%,1.69%,900,95,10.56%,17.66%,2.02%,744,118,15.86%,11%,2.74%
