id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
11,来吧，直到倒地死去的那一刻,いざ、倒れ逝くその時まで,东方灵异传,71,6,77,<a href='./?m=info&type=music&id=11' target='_blank'>点击查看详情</a>,8.45%,1.18%,0.11%,54,17,76.06%,23.94%,0.82%,1.13%,
12,同归于尽,死なばもろとも,东方灵异传,20,4,24,<a href='./?m=info&type=music&id=12' target='_blank'>点击查看详情</a>,20%,0.33%,0.07%,15,5,75%,25%,0.23%,0.33%,
13,星幽剑士,星幽剣士,东方灵异传,29,3,32,<a href='./?m=info&type=music&id=13' target='_blank'>点击查看详情</a>,10.34%,0.48%,0.05%,24,5,82.76%,17.24%,0.37%,0.33%,
14,鸢尾花,アイリス,东方灵异传,16,2,18,<a href='./?m=info&type=music&id=14' target='_blank'>点击查看详情</a>,12.5%,0.27%,0.04%,16,0,100%,0%,0.24%,0%,
15,风之神社,風の神社,东方灵异传,40,2,42,<a href='./?m=info&type=music&id=15' target='_blank'>点击查看详情</a>,5%,0.67%,0.04%,32,8,80%,20%,0.49%,0.53%,
16,东方封魔录 ～ 净土曼荼罗,東方封魔録 ～ 浄土曼荼羅,东方封魔录,13,0,13,<a href='./?m=info&type=music&id=16' target='_blank'>点击查看详情</a>,0%,0.22%,0%,10,3,76.92%,23.08%,0.15%,0.2%,
17,博丽 ～ Eastern Wind,博麗 ～ Eastern Wind,东方封魔录,11,0,11,<a href='./?m=info&type=music&id=17' target='_blank'>点击查看详情</a>,0%,0.18%,0%,10,1,90.91%,9.09%,0.15%,0.07%,
18,She's in a temper!!,She's in a temper!!,东方封魔录,5,0,5,<a href='./?m=info&type=music&id=18' target='_blank'>点击查看详情</a>,0%,0.08%,0%,4,1,80%,20%,0.06%,0.07%,
19,End of Daylight,End of Daylight,东方封魔录,26,1,27,<a href='./?m=info&type=music&id=19' target='_blank'>点击查看详情</a>,3.85%,0.43%,0.02%,21,5,80.77%,19.23%,0.32%,0.33%,
20,黑暗的力量,やみのちから,东方封魔录,9,1,10,<a href='./?m=info&type=music&id=20' target='_blank'>点击查看详情</a>,11.11%,0.15%,0.02%,7,2,77.78%,22.22%,0.11%,0.13%,
21,幻梦界,幻夢界,东方封魔录,17,0,17,<a href='./?m=info&type=music&id=21' target='_blank'>点击查看详情</a>,0%,0.28%,0%,10,7,58.82%,41.18%,0.15%,0.47%,
22,以死相赌,死を賭して,东方封魔录,1,0,1,<a href='./?m=info&type=music&id=22' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,1,0%,100%,0%,0.07%,
23,神篱，如紫色火焰般燃烧,ひもろぎ、むらさきにもえ,东方封魔录,9,1,10,<a href='./?m=info&type=music&id=23' target='_blank'>点击查看详情</a>,11.11%,0.15%,0.02%,6,3,66.67%,33.33%,0.09%,0.2%,
24,恋色Magic（恋色Master spark）,恋色マジック,东方封魔录,669,73,742,<a href='./?m=info&type=music&id=24' target='_blank'>点击查看详情</a>,10.91%,11.15%,1.3%,557,112,83.26%,16.74%,8.51%,7.48%,
25,东方封魔录 ～ 幽幻乱舞,東方封魔録 ～ 幽幻乱舞,东方封魔录,7,1,8,<a href='./?m=info&type=music&id=25' target='_blank'>点击查看详情</a>,14.29%,0.12%,0.02%,5,2,71.43%,28.57%,0.08%,0.13%,
26,Complete Darkness,Complete Darkness,东方封魔录,16,0,16,<a href='./?m=info&type=music&id=26' target='_blank'>点击查看详情</a>,0%,0.27%,0%,12,4,75%,25%,0.18%,0.27%,
27,Extra Love,Extra Love,东方封魔录,1,0,1,<a href='./?m=info&type=music&id=27' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,1,0%,100%,0%,0.07%,
28,战车娘所做的梦,戦車むすめのみるゆめ,东方封魔录,12,0,12,<a href='./?m=info&type=music&id=28' target='_blank'>点击查看详情</a>,0%,0.2%,0%,7,5,58.33%,41.67%,0.11%,0.33%,
29,远野之森,遠野の森,东方封魔录,9,0,9,<a href='./?m=info&type=music&id=29' target='_blank'>点击查看详情</a>,0%,0.15%,0%,6,3,66.67%,33.33%,0.09%,0.2%,
30,传说中的仙境,昔話わんだーらんど,东方封魔录,5,1,6,<a href='./?m=info&type=music&id=30' target='_blank'>点击查看详情</a>,20%,0.08%,0.02%,4,1,80%,20%,0.06%,0.07%,
31,博丽神社境内,博麗神社境内,东方封魔录,19,1,20,<a href='./?m=info&type=music&id=31' target='_blank'>点击查看详情</a>,5.26%,0.32%,0.02%,16,3,84.21%,15.79%,0.24%,0.2%,
32,夕阳下落,陽落ちて,东方封魔录,3,0,3,<a href='./?m=info&type=music&id=32' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,0,100%,0%,0.05%,0%,
33,封魔终演,封魔終演,东方封魔录,4,0,4,<a href='./?m=info&type=music&id=33' target='_blank'>点击查看详情</a>,0%,0.07%,0%,4,0,100%,0%,0.06%,0%,
34,梦想超越时空,夢は時空を越えて,东方梦时空,28,3,31,<a href='./?m=info&type=music&id=34' target='_blank'>点击查看详情</a>,10.71%,0.47%,0.05%,19,9,67.86%,32.14%,0.29%,0.6%,
35,Selection,Selection,东方梦时空,0,0,0,<a href='./?m=info&type=music&id=35' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
36,东方妖恋谈,東方妖恋談,东方梦时空,81,4,85,<a href='./?m=info&type=music&id=36' target='_blank'>点击查看详情</a>,4.94%,1.35%,0.07%,62,19,76.54%,23.46%,0.95%,1.27%,
37,Reincarnation,Reincarnation,东方梦时空,157,10,167,<a href='./?m=info&type=music&id=37' target='_blank'>点击查看详情</a>,6.37%,2.62%,0.18%,124,33,78.98%,21.02%,1.89%,2.2%,
38,Dim. Dream,Dim. Dream,东方梦时空,7,0,7,<a href='./?m=info&type=music&id=38' target='_blank'>点击查看详情</a>,0%,0.12%,0%,5,2,71.43%,28.57%,0.08%,0.13%,
39,Tabula rasa ～ 空白少女,Tabula rasa ～ 空白少女,东方梦时空,93,11,104,<a href='./?m=info&type=music&id=39' target='_blank'>点击查看详情</a>,11.83%,1.55%,0.2%,62,31,66.67%,33.33%,0.95%,2.07%,
40,Maniacal Princess,Maniacal Princess,东方梦时空,5,0,5,<a href='./?m=info&type=music&id=40' target='_blank'>点击查看详情</a>,0%,0.08%,0%,2,3,40%,60%,0.03%,0.2%,
41,梦消失 ～ Lost Dream,夢消失 ～ Lost Dream,东方梦时空,533,34,567,<a href='./?m=info&type=music&id=41' target='_blank'>点击查看详情</a>,6.38%,8.88%,0.61%,426,107,79.92%,20.08%,6.51%,7.14%,
42,梦幻游戏 ～ Dream War,夢幻遊戯 ～ Dream War,东方梦时空,12,0,12,<a href='./?m=info&type=music&id=42' target='_blank'>点击查看详情</a>,0%,0.2%,0%,6,6,50%,50%,0.09%,0.4%,
43,魔法决战！ ～ Fight it out!,魔法決戦！ ～ Fight it out!,东方梦时空,4,2,6,<a href='./?m=info&type=music&id=43' target='_blank'>点击查看详情</a>,50%,0.07%,0.04%,3,1,75%,25%,0.05%,0.07%,
44,Sailor of Time,Sailor of Time,东方梦时空,6,0,6,<a href='./?m=info&type=music&id=44' target='_blank'>点击查看详情</a>,0%,0.1%,0%,2,4,33.33%,66.67%,0.03%,0.27%,
45,Strawberry Crisis!!,Strawberry Crisis!!,东方梦时空,89,8,97,<a href='./?m=info&type=music&id=45' target='_blank'>点击查看详情</a>,8.99%,1.48%,0.14%,63,26,70.79%,29.21%,0.96%,1.74%,
46,非统一魔法世界论,非統一魔法世界論,东方梦时空,27,0,27,<a href='./?m=info&type=music&id=46' target='_blank'>点击查看详情</a>,0%,0.45%,0%,22,5,81.48%,18.52%,0.34%,0.33%,
47,魔法钟爱,魔法鐘愛,东方梦时空,2,0,2,<a href='./?m=info&type=music&id=47' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.07%,
48,久远之梦,久遠の夢,东方梦时空,2,0,2,<a href='./?m=info&type=music&id=48' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
49,东方的蓝色天空,東方の青い空,东方梦时空,3,0,3,<a href='./?m=info&type=music&id=49' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,1,66.67%,33.33%,0.03%,0.07%,
50,永远的满月,永遠の満月,东方梦时空,55,3,58,<a href='./?m=info&type=music&id=50' target='_blank'>点击查看详情</a>,5.45%,0.92%,0.05%,40,15,72.73%,27.27%,0.61%,1%,
51,Maple Dream...,Maple Dream...,东方梦时空,7,1,8,<a href='./?m=info&type=music&id=51' target='_blank'>点击查看详情</a>,14.29%,0.12%,0.02%,5,2,71.43%,28.57%,0.08%,0.13%,
52,灵人的休息日,霊人の休日,东方梦时空,3,1,4,<a href='./?m=info&type=music&id=52' target='_blank'>点击查看详情</a>,33.33%,0.05%,0.02%,2,1,66.67%,33.33%,0.03%,0.07%,
53,胜利的示范,勝利デモ,东方梦时空,1,0,1,<a href='./?m=info&type=music&id=53' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
54,Game Over,ゲームオーバー,东方梦时空,2,0,2,<a href='./?m=info&type=music&id=54' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
55,时之风,時の風,东方梦时空,8,2,10,<a href='./?m=info&type=music&id=55' target='_blank'>点击查看详情</a>,25%,0.13%,0.04%,5,3,62.5%,37.5%,0.08%,0.2%,
56,Starbow Dream,スターボウドリーム,东方梦时空,0,0,0,<a href='./?m=info&type=music&id=56' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
57,Phantasmagoria,Phantasmagoria,东方梦时空,5,0,5,<a href='./?m=info&type=music&id=57' target='_blank'>点击查看详情</a>,0%,0.08%,0%,2,3,40%,60%,0.03%,0.2%,
58,幻想乡 ～ Lotus Land Story,幻想郷 ～ Lotus Land Story,东方幻想乡,22,2,24,<a href='./?m=info&type=music&id=58' target='_blank'>点击查看详情</a>,9.09%,0.37%,0.04%,21,1,95.45%,4.55%,0.32%,0.07%,
59,Witching Dream,Witching Dream,东方幻想乡,4,0,4,<a href='./?m=info&type=music&id=59' target='_blank'>点击查看详情</a>,0%,0.07%,0%,2,2,50%,50%,0.03%,0.13%,
60,Selene's light,Selene's light,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=60' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
61,装饰战 ～ Decoration Battle,装飾戦 ～ Decoration Battle,东方幻想乡,5,0,5,<a href='./?m=info&type=music&id=61' target='_blank'>点击查看详情</a>,0%,0.08%,0%,4,1,80%,20%,0.06%,0.07%,
62,Break the Sabbath,Break the Sabbath,东方幻想乡,3,0,3,<a href='./?m=info&type=music&id=62' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,1,66.67%,33.33%,0.03%,0.07%,
63,紅响曲 ～ Scarlet Phoneme,紅響曲 ～ Scarlet Phoneme,东方幻想乡,7,0,7,<a href='./?m=info&type=music&id=63' target='_blank'>点击查看详情</a>,0%,0.12%,0%,6,1,85.71%,14.29%,0.09%,0.07%,
64,Bad Apple!!,Bad Apple!!,东方幻想乡,724,92,816,<a href='./?m=info&type=music&id=64' target='_blank'>点击查看详情</a>,12.71%,12.07%,1.64%,620,103,85.64%,14.23%,9.47%,6.88%,
65,灵战 ～ Perdition crisis,霊戦 ～ Perdition crisis,东方幻想乡,6,1,7,<a href='./?m=info&type=music&id=65' target='_blank'>点击查看详情</a>,16.67%,0.1%,0.02%,4,2,66.67%,33.33%,0.06%,0.13%,
66,Alice Maestra,アリスマエステラ,东方幻想乡,72,6,78,<a href='./?m=info&type=music&id=66' target='_blank'>点击查看详情</a>,8.33%,1.2%,0.11%,52,20,72.22%,27.78%,0.79%,1.34%,
67,少女绮想曲 ～ Capriccio,少女綺想曲 ～ Capriccio,东方幻想乡,955,107,1062,<a href='./?m=info&type=music&id=67' target='_blank'>点击查看详情</a>,11.2%,15.92%,1.9%,809,146,84.71%,15.29%,12.35%,9.75%,
68,星之器 ～ Casket of Star,星の器 ～ Casket of Star,东方幻想乡,177,14,191,<a href='./?m=info&type=music&id=68' target='_blank'>点击查看详情</a>,7.91%,2.95%,0.25%,132,45,74.58%,25.42%,2.02%,3%,
69,Lotus Love,Lotus Love,东方幻想乡,2,0,2,<a href='./?m=info&type=music&id=69' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.07%,
70,能够睡眠的恐怖 ～ Sleeping Terror,眠れる恐怖 ～ Sleeping Terror,东方幻想乡,55,2,57,<a href='./?m=info&type=music&id=70' target='_blank'>点击查看详情</a>,3.64%,0.92%,0.04%,40,15,72.73%,27.27%,0.61%,1%,
71,Dream Land,Dream Land,东方幻想乡,12,0,12,<a href='./?m=info&type=music&id=71' target='_blank'>点击查看详情</a>,0%,0.2%,0%,6,6,50%,50%,0.09%,0.4%,
72,幽梦 ～ Inanimate Dream,幽夢 ～ Inanimate Dream,东方幻想乡,80,8,88,<a href='./?m=info&type=music&id=72' target='_blank'>点击查看详情</a>,10%,1.33%,0.14%,58,22,72.5%,27.5%,0.89%,1.47%,
73,不可不禁止的游戏,禁じざるをえない遊戯,东方幻想乡,15,1,16,<a href='./?m=info&type=music&id=73' target='_blank'>点击查看详情</a>,6.67%,0.25%,0.02%,11,4,73.33%,26.67%,0.17%,0.27%,
74,女仆幻想 ～ Icemilk Magic,メイド幻想 ～ Icemilk Magic,东方幻想乡,10,0,10,<a href='./?m=info&type=music&id=74' target='_blank'>点击查看详情</a>,0%,0.17%,0%,8,2,80%,20%,0.12%,0.13%,
75,可爱的恶魔 ～ Innocence,かわいい悪魔 ～ Innocence,东方幻想乡,20,0,20,<a href='./?m=info&type=music&id=75' target='_blank'>点击查看详情</a>,0%,0.33%,0%,13,7,65%,35%,0.2%,0.47%,
76,Days,Days,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=76' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
77,Peaceful,Peaceful,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=77' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
78,Arcadian Dream,Arcadian Dream,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=78' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
79,幻想的居民,幻想の住人,东方幻想乡,6,0,6,<a href='./?m=info&type=music&id=79' target='_blank'>点击查看详情</a>,0%,0.1%,0%,5,1,83.33%,16.67%,0.08%,0.07%,
80,Lotus Road,Lotus Road,东方幻想乡,1,0,1,<a href='./?m=info&type=music&id=80' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,1,0%,100%,0%,0.07%,
81,Dreamy pilot,Dreamy pilot,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=81' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
82,Incomplete Plot,Incomplete Plot,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=82' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
83,Border Land,Border Land,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=83' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
84,Magic Shop of Raspberry,Magic Shop of Raspberry,东方幻想乡,3,2,5,<a href='./?m=info&type=music&id=84' target='_blank'>点击查看详情</a>,66.67%,0.05%,0.04%,2,1,66.67%,33.33%,0.03%,0.07%,
85,Crescent Dream,Crescent Dream,东方幻想乡,0,0,0,<a href='./?m=info&type=music&id=85' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
86,怪绮谈 ～ Mystic Square,怪綺談 ～ Mystic Square,东方怪绮谈,5,0,5,<a href='./?m=info&type=music&id=86' target='_blank'>点击查看详情</a>,0%,0.08%,0%,3,2,60%,40%,0.05%,0.13%,
87,Dream Express,Dream Express,东方怪绮谈,3,0,3,<a href='./?m=info&type=music&id=87' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,0,100%,0%,0.05%,0%,
88,魔法阵 ～ Magic Square,魔法陣 ～ Magic Square,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=88' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
89,梦想时空,夢想時空,东方怪绮谈,12,0,12,<a href='./?m=info&type=music&id=89' target='_blank'>点击查看详情</a>,0%,0.2%,0%,9,3,75%,25%,0.14%,0.2%,
90,灵天 ～ Spiritual Heaven,霊天 ～ Spiritual Heaven,东方怪绮谈,3,0,3,<a href='./?m=info&type=music&id=90' target='_blank'>点击查看详情</a>,0%,0.05%,0%,2,1,66.67%,33.33%,0.03%,0.07%,
91,Romantic Children,Romantic Children,东方怪绮谈,34,2,36,<a href='./?m=info&type=music&id=91' target='_blank'>点击查看详情</a>,5.88%,0.57%,0.04%,27,7,79.41%,20.59%,0.41%,0.47%,
92,Plastic Mind,プラスチックマインド,东方怪绮谈,9,1,10,<a href='./?m=info&type=music&id=92' target='_blank'>点击查看详情</a>,11.11%,0.15%,0.02%,6,3,66.67%,33.33%,0.09%,0.2%,
93,Maple Wise,メイプルワイズ,东方怪绮谈,5,0,5,<a href='./?m=info&type=music&id=93' target='_blank'>点击查看详情</a>,0%,0.08%,0%,1,4,20%,80%,0.02%,0.27%,
94,禁忌的魔法 ～ Forbidden Magic,禁断の魔法 ～ Forbidden Magic,东方怪绮谈,5,0,5,<a href='./?m=info&type=music&id=94' target='_blank'>点击查看详情</a>,0%,0.08%,0%,4,1,80%,20%,0.06%,0.07%,
95,绯红的少女 ～ Crimson Dead!!,真紅の少女 ～ Crimson Dead!!,东方怪绮谈,6,0,6,<a href='./?m=info&type=music&id=95' target='_blank'>点击查看详情</a>,0%,0.1%,0%,3,3,50%,50%,0.05%,0.2%,
96,背叛的少女 ～ Judas Kiss,裏切りの少女 ～ Judas Kiss,东方怪绮谈,5,0,5,<a href='./?m=info&type=music&id=96' target='_blank'>点击查看详情</a>,0%,0.08%,0%,2,3,40%,60%,0.03%,0.2%,
97,the Last Judgement,the Last Judgement,东方怪绮谈,7,0,7,<a href='./?m=info&type=music&id=97' target='_blank'>点击查看详情</a>,0%,0.12%,0%,5,2,71.43%,28.57%,0.08%,0.13%,
98,可悲的人偶 ～ Doll of Misery,悲しき人形 ～ Doll of Misery,东方怪绮谈,19,1,20,<a href='./?m=info&type=music&id=98' target='_blank'>点击查看详情</a>,5.26%,0.32%,0.02%,11,8,57.89%,42.11%,0.17%,0.53%,
99,世界的尽头 ～ World's End,世界の果て ～ World's End,东方怪绮谈,5,0,5,<a href='./?m=info&type=music&id=99' target='_blank'>点击查看详情</a>,0%,0.08%,0%,4,1,80%,20%,0.06%,0.07%,
100,神话幻想 ～ Infinite Being,神話幻想 ～ Infinite Being,东方怪绮谈,45,2,47,<a href='./?m=info&type=music&id=100' target='_blank'>点击查看详情</a>,4.44%,0.75%,0.04%,33,12,73.33%,26.67%,0.5%,0.8%,
101,不可思议之国的爱丽丝,不思議の国のアリス,东方怪绮谈,522,52,574,<a href='./?m=info&type=music&id=101' target='_blank'>点击查看详情</a>,9.96%,8.7%,0.93%,414,108,79.31%,20.69%,6.32%,7.21%,
102,the Grimoire of Alice,the Grimoire of Alice,东方怪绮谈,75,3,78,<a href='./?m=info&type=music&id=102' target='_blank'>点击查看详情</a>,4%,1.25%,0.05%,48,27,64%,36%,0.73%,1.8%,
103,神社,神社,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=103' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
104,Endless,Endless,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=104' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
105,永远的乐园,久遠の楽園,东方怪绮谈,10,2,12,<a href='./?m=info&type=music&id=105' target='_blank'>点击查看详情</a>,20%,0.17%,0.04%,9,1,90%,10%,0.14%,0.07%,
106,Mystic Dream,Mystic Dream,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=106' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,0,100%,0%,0.02%,0%,
107,Peaceful Romancer,Peaceful Romancer,东方怪绮谈,1,0,1,<a href='./?m=info&type=music&id=107' target='_blank'>点击查看详情</a>,0%,0.02%,0%,0,1,0%,100%,0%,0.07%,
108,灵魂安息之所,魂の休らむ所,东方怪绮谈,2,0,2,<a href='./?m=info&type=music&id=108' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
109,比赤色更红的梦,赤より紅い夢,东方红魔乡,73,3,76,<a href='./?m=info&type=music&id=109' target='_blank'>点击查看详情</a>,4.11%,1.22%,0.05%,58,15,79.45%,20.55%,0.89%,1%,
110,如鬼灯般的红色之魂,ほおずきみたいに紅い魂,东方红魔乡,24,1,25,<a href='./?m=info&type=music&id=110' target='_blank'>点击查看详情</a>,4.17%,0.4%,0.02%,22,2,91.67%,8.33%,0.34%,0.13%,
111,妖魔夜行,妖魔夜行,东方红魔乡,178,13,191,<a href='./?m=info&type=music&id=111' target='_blank'>点击查看详情</a>,7.3%,2.97%,0.23%,150,28,84.27%,15.73%,2.29%,1.87%,
112,Lunate Elf,ルーネイトエルフ,东方红魔乡,35,5,40,<a href='./?m=info&type=music&id=112' target='_blank'>点击查看详情</a>,14.29%,0.58%,0.09%,29,6,82.86%,17.14%,0.44%,0.4%,
113,活泼的纯情小姑娘,おてんば恋娘,东方红魔乡,403,38,441,<a href='./?m=info&type=music&id=113' target='_blank'>点击查看详情</a>,9.43%,6.72%,0.68%,364,38,90.32%,9.43%,5.56%,2.54%,
114,上海红茶馆　～ Chinese Tea,上海紅茶館　～ Chinese Tea,东方红魔乡,924,95,1019,<a href='./?m=info&type=music&id=114' target='_blank'>点击查看详情</a>,10.28%,15.4%,1.69%,772,151,83.55%,16.34%,11.79%,10.08%,
115,明治十七年的上海爱丽丝,明治十七年の上海アリス,东方红魔乡,393,24,417,<a href='./?m=info&type=music&id=115' target='_blank'>点击查看详情</a>,6.11%,6.55%,0.43%,303,90,77.1%,22.9%,4.63%,6.01%,
116,巴瓦鲁魔法图书馆,ヴワル魔法図書館,东方红魔乡,81,7,88,<a href='./?m=info&type=music&id=116' target='_blank'>点击查看详情</a>,8.64%,1.35%,0.12%,60,21,74.07%,25.93%,0.92%,1.4%,
117,Locked Girl　～ 少女密室,ラクトガール　～ 少女密室,东方红魔乡,257,27,284,<a href='./?m=info&type=music&id=117' target='_blank'>点击查看详情</a>,10.51%,4.28%,0.48%,209,48,81.32%,18.68%,3.19%,3.2%,
118,女仆与血之怀表,メイドと血の懐中時計,东方红魔乡,85,4,89,<a href='./?m=info&type=music&id=118' target='_blank'>点击查看详情</a>,4.71%,1.42%,0.07%,68,17,80%,20%,1.04%,1.13%,
119,月时计　～ Luna Dial,月時計　～ ルナ・ダイアル,东方红魔乡,428,59,487,<a href='./?m=info&type=music&id=119' target='_blank'>点击查看详情</a>,13.79%,7.13%,1.05%,348,80,81.31%,18.69%,5.31%,5.34%,
120,特佩斯的年幼末裔,ツェペシュの幼き末裔,东方红魔乡,27,0,27,<a href='./?m=info&type=music&id=120' target='_blank'>点击查看详情</a>,0%,0.45%,0%,23,4,85.19%,14.81%,0.35%,0.27%,
121,献给已逝公主的七重奏,亡き王女の為のセプテット,东方红魔乡,1495,268,1763,<a href='./?m=info&type=music&id=121' target='_blank'>点击查看详情</a>,17.93%,24.92%,4.77%,1268,226,84.82%,15.12%,19.36%,15.09%,
122,魔法少女们的百年祭,魔法少女達の百年祭,东方红魔乡,291,22,313,<a href='./?m=info&type=music&id=122' target='_blank'>点击查看详情</a>,7.56%,4.85%,0.39%,231,60,79.38%,20.62%,3.53%,4.01%,
123,U.N.OWEN就是她吗？,U.N.オーエンは彼女なのか？,东方红魔乡,1054,200,1254,<a href='./?m=info&type=music&id=123' target='_blank'>点击查看详情</a>,18.98%,17.57%,3.56%,886,167,84.06%,15.84%,13.53%,11.15%,
124,比红色更虚无的永远,紅より儚い永遠,东方红魔乡,12,0,12,<a href='./?m=info&type=music&id=124' target='_blank'>点击查看详情</a>,0%,0.2%,0%,10,2,83.33%,16.67%,0.15%,0.13%,
125,红楼 ～ Eastern Dream…,紅楼　～ Eastern Dream...,东方红魔乡,467,31,498,<a href='./?m=info&type=music&id=125' target='_blank'>点击查看详情</a>,6.64%,7.78%,0.55%,395,72,84.58%,15.42%,6.03%,4.81%,
126,妖妖梦 ～ Snow or Cherry Petal,妖々夢 ～ Snow or Cherry Petal,东方妖妖梦,84,4,88,<a href='./?m=info&type=music&id=126' target='_blank'>点击查看详情</a>,4.76%,1.4%,0.07%,62,22,73.81%,26.19%,0.95%,1.47%,
127,无何有之乡,無何有の郷 ～ Deep Mountain,东方妖妖梦,187,7,194,<a href='./?m=info&type=music&id=127' target='_blank'>点击查看详情</a>,3.74%,3.12%,0.12%,150,37,80.21%,19.79%,2.29%,2.47%,
128,Crystallize Silver,クリスタライズシルバー,东方妖妖梦,10,2,12,<a href='./?m=info&type=music&id=128' target='_blank'>点击查看详情</a>,20%,0.17%,0.04%,7,3,70%,30%,0.11%,0.2%,
