region,round,scope,source_url,source_sha256,source_file,source_table_index,source_row_index,question_id,question,question_path_json,table_variant,rank,points,item,option,count,count_unit,percentage,official_percentage,additional_official_percentages_json,percentage_basis,denominator,denominator_unit,denominator_basis,denominator_candidate_min,denominator_candidate_max,raw_cells_json
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,23,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,星蓮～妖精,同人誌即売会,13,,0.93,0.93,,official,1405,,sum_of_complete_cross_tab_row,,,"{""counts"":[""星蓮～妖精"",""444"",""69"",""39"",""51"",""26"",""693"",""4"",""8"",""13"",""16"",""35"",""7""],""percentages"":[""31.6%"",""4.91%"",""2.78%"",""3.63%"",""1.85%"",""49.32%"",""0.28%"",""0.57%"",""0.93%"",""1.14%"",""2.49%"",""0.5%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,23,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,星蓮～妖精,同人ショップ,16,,1.14,1.14,,official,1405,,sum_of_complete_cross_tab_row,,,"{""counts"":[""星蓮～妖精"",""444"",""69"",""39"",""51"",""26"",""693"",""4"",""8"",""13"",""16"",""35"",""7""],""percentages"":[""31.6%"",""4.91%"",""2.78%"",""3.63%"",""1.85%"",""49.32%"",""0.28%"",""0.57%"",""0.93%"",""1.14%"",""2.49%"",""0.5%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,23,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,星蓮～妖精,STGゲーム,35,,2.49,2.49,,official,1405,,sum_of_complete_cross_tab_row,,,"{""counts"":[""星蓮～妖精"",""444"",""69"",""39"",""51"",""26"",""693"",""4"",""8"",""13"",""16"",""35"",""7""],""percentages"":[""31.6%"",""4.91%"",""2.78%"",""3.63%"",""1.85%"",""49.32%"",""0.28%"",""0.57%"",""0.93%"",""1.14%"",""2.49%"",""0.5%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,23,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,星蓮～妖精,格闘ゲーム,7,,0.5,0.5,,official,1405,,sum_of_complete_cross_tab_row,,,"{""counts"":[""星蓮～妖精"",""444"",""69"",""39"",""51"",""26"",""693"",""4"",""8"",""13"",""16"",""35"",""7""],""percentages"":[""31.6%"",""4.91%"",""2.78%"",""3.63%"",""1.85%"",""49.32%"",""0.28%"",""0.57%"",""0.93%"",""1.14%"",""2.49%"",""0.5%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,オフライン,389,,30.02,30.02,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,オンライン,52,,4.01,4.01,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,個人サイト,28,,2.16,2.16,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,イラストSNS,50,,3.86,3.86,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,匿名掲示板,17,,1.31,1.31,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,動画サイト,699,,53.94,53.94,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,Twitter,3,,0.23,0.23,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,雑誌・TV,6,,0.46,0.46,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,同人誌即売会,13,,1,1,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,同人ショップ,6,,0.46,0.46,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,STGゲーム,27,,2.08,2.08,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,25,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,妖精～神霊,格闘ゲーム,6,,0.46,0.46,,official,1296,,sum_of_complete_cross_tab_row,,,"{""counts"":[""妖精～神霊"",""389"",""52"",""28"",""50"",""17"",""699"",""3"",""6"",""13"",""6"",""27"",""6""],""percentages"":[""30.02%"",""4.01%"",""2.16%"",""3.86%"",""1.31%"",""53.94%"",""0.23%"",""0.46%"",""1%"",""0.46%"",""2.08%"",""0.46%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,オフライン,457,,27.07,27.07,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,オンライン,58,,3.44,3.44,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,個人サイト,43,,2.55,2.55,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,イラストSNS,70,,4.15,4.15,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,匿名掲示板,20,,1.18,1.18,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,動画サイト,959,,56.81,56.81,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,Twitter,16,,0.95,0.95,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,雑誌・TV,6,,0.36,0.36,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,同人誌即売会,22,,1.3,1.3,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,同人ショップ,13,,0.77,0.77,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,STGゲーム,19,,1.13,1.13,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,27,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,神霊～口授,格闘ゲーム,5,,0.3,0.3,,official,1688,,sum_of_complete_cross_tab_row,,,"{""counts"":[""神霊～口授"",""457"",""58"",""43"",""70"",""20"",""959"",""16"",""6"",""22"",""13"",""19"",""5""],""percentages"":[""27.07%"",""3.44%"",""2.55%"",""4.15%"",""1.18%"",""56.81%"",""0.95%"",""0.36%"",""1.3%"",""0.77%"",""1.13%"",""0.3%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,29,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,口授～輝針,オフライン,500,,27.82,27.82,,official,1797,,sum_of_complete_cross_tab_row,,,"{""counts"":[""口授～輝針"",""500"",""53"",""28"",""55"",""23"",""1054"",""17"",""5"",""14"",""13"",""23"",""12""],""percentages"":[""27.82%"",""2.95%"",""1.56%"",""3.06%"",""1.28%"",""58.65%"",""0.95%"",""0.28%"",""0.78%"",""0.72%"",""1.28%"",""0.67%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,29,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,口授～輝針,オンライン,53,,2.95,2.95,,official,1797,,sum_of_complete_cross_tab_row,,,"{""counts"":[""口授～輝針"",""500"",""53"",""28"",""55"",""23"",""1054"",""17"",""5"",""14"",""13"",""23"",""12""],""percentages"":[""27.82%"",""2.95%"",""1.56%"",""3.06%"",""1.28%"",""58.65%"",""0.95%"",""0.28%"",""0.78%"",""0.72%"",""1.28%"",""0.67%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,29,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,口授～輝針,個人サイト,28,,1.56,1.56,,official,1797,,sum_of_complete_cross_tab_row,,,"{""counts"":[""口授～輝針"",""500"",""53"",""28"",""55"",""23"",""1054"",""17"",""5"",""14"",""13"",""23"",""12""],""percentages"":[""27.82%"",""2.95%"",""1.56%"",""3.06%"",""1.28%"",""58.65%"",""0.95%"",""0.28%"",""0.78%"",""0.72%"",""1.28%"",""0.67%""]}"
jp,12,overall_questionnaire,http://thwiki.info/th/vote12/result_list_questionnaire.php,2000d15d1a4153969c15c0bb36b7390ec63f12a80cf14bf7bb624d8f5d6d39b1,data_raw/jp_official_legacy/round_12/questionnaire/result_list_questionnaire.php.html.tables.json,12,29,jp12:q:e33418f8fa91,08.東方を知ったきっかけ（東方Projectを知った時期別）,"[""08.東方を知ったきっかけ（東方Projectを知った時期別）""]",table_12,,,口授～輝針,イラストSNS,55,,3.06,3.06,,official,1797,,sum_of_complete_cross_tab_row,,,"{""counts"":[""口授～輝針"",""500"",""53"",""28"",""55"",""23"",""1054"",""17"",""5"",""14"",""13"",""23"",""12""],""percentages"":[""27.82%"",""2.95%"",""1.56%"",""3.06%"",""1.28%"",""58.65%"",""0.95%"",""0.28%"",""0.78%"",""0.72%"",""1.28%"",""0.67%""]}"
