region,round,scope,source_url,source_sha256,source_file,source_table_index,source_row_index,question_id,question,question_path_json,table_variant,rank,points,item,option,count,count_unit,percentage,official_percentage,additional_official_percentages_json,percentage_basis,denominator,denominator_unit,denominator_basis,denominator_candidate_min,denominator_candidate_max,raw_cells_json
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,3,7,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品別""]",table_3,,,■作品別,東方緋想天,11780,人,77.72,77.72,,official,15156,,derived_unique_integer_from_official_rounded_percentages,15156,15156,"[""東方緋想天"",""11780人"",""77.72%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,3,8,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品別""]",table_3,,,■作品別,東方地霊殿,13134,人,86.66,86.66,,official,15156,,derived_unique_integer_from_official_rounded_percentages,15156,15156,"[""東方地霊殿"",""13134人"",""86.66%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,0,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,未プレイ,164,人,1.08,1.08,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""未プレイ"",""164人"",""1.08%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,1,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,1作,267,人,1.76,1.76,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""1作"",""267人"",""1.76%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,2,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,2作,314,人,2.07,2.07,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""2作"",""314人"",""2.07%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,3,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,3作,430,人,2.84,2.84,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""3作"",""430人"",""2.84%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,4,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,4作,539,人,3.56,3.56,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""4作"",""539人"",""3.56%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,5,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,5作,744,人,4.91,4.91,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""5作"",""744人"",""4.91%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,6,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,6作,1011,人,6.67,6.67,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""6作"",""1011人"",""6.67%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,7,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,7作,1542,人,10.17,10.17,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""7作"",""1542人"",""10.17%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,8,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,8作,2244,人,14.81,14.81,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""8作"",""2244人"",""14.81%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,4,9,jp6:q:0819d4ec7362,２．プレイしたことがある作品,"[""投票者アンケート結果"",""２．プレイしたことがある作品"",""■作品数""]",table_4,,,■作品数,全作,7901,人,52.13,52.13,,official,15156,,sum_of_complete_mutually_exclusive_official_counts,,,"[""全作"",""7901人"",""52.13%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,5,0,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：13625人 - グラフ""]",table_5,,,■紅魔郷 - 有効回答数：13625人 - グラフ,未クリア,1907,人,14,14,,official,13625,人,explicit_official_heading,,,"[""未クリア"",""1907人"",""14.00%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,5,1,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：13625人 - グラフ""]",table_5,,,■紅魔郷 - 有効回答数：13625人 - グラフ,EASY,2474,人,18.16,18.16,,official,13625,人,explicit_official_heading,,,"[""EASY"",""2474人"",""18.16%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,5,2,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：13625人 - グラフ""]",table_5,,,■紅魔郷 - 有効回答数：13625人 - グラフ,NORMAL,6887,人,50.55,50.55,,official,13625,人,explicit_official_heading,,,"[""NORMAL"",""6887人"",""50.55%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,5,3,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：13625人 - グラフ""]",table_5,,,■紅魔郷 - 有効回答数：13625人 - グラフ,HARD,1687,人,12.38,12.38,,official,13625,人,explicit_official_heading,,,"[""HARD"",""1687人"",""12.38%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,5,4,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：13625人 - グラフ""]",table_5,,,■紅魔郷 - 有効回答数：13625人 - グラフ,LUNATIC,670,人,4.92,4.92,,official,13625,人,explicit_official_heading,,,"[""LUNATIC"",""670人"",""4.92%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,6,0,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷EX - グラフ""]",table_6,,,■紅魔郷EX - グラフ,未クリア,8542,人,65.48,65.48,,official,13045,,sum_of_complete_mutually_exclusive_official_counts,,,"[""未クリア"",""8542人"",""65.48%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,6,1,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷EX - グラフ""]",table_6,,,■紅魔郷EX - グラフ,クリア,4503,人,34.52,34.52,,official,13045,,sum_of_complete_mutually_exclusive_official_counts,,,"[""クリア"",""4503人"",""34.52%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,7,0,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：13706人 - グラフ""]",table_7,,,■妖々夢 - 有効回答数：13706人 - グラフ,未クリア,1651,人,12.05,12.05,,official,13706,人,explicit_official_heading,,,"[""未クリア"",""1651人"",""12.05%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,7,1,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：13706人 - グラフ""]",table_7,,,■妖々夢 - 有効回答数：13706人 - グラフ,EASY,2557,人,18.66,18.66,,official,13706,人,explicit_official_heading,,,"[""EASY"",""2557人"",""18.66%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,7,2,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：13706人 - グラフ""]",table_7,,,■妖々夢 - 有効回答数：13706人 - グラフ,NORMAL,6608,人,48.21,48.21,,official,13706,人,explicit_official_heading,,,"[""NORMAL"",""6608人"",""48.21%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,7,3,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：13706人 - グラフ""]",table_7,,,■妖々夢 - 有効回答数：13706人 - グラフ,HARD,1916,人,13.98,13.98,,official,13706,人,explicit_official_heading,,,"[""HARD"",""1916人"",""13.98%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,7,4,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：13706人 - グラフ""]",table_7,,,■妖々夢 - 有効回答数：13706人 - グラフ,LUNATIC,974,人,7.11,7.11,,official,13706,人,explicit_official_heading,,,"[""LUNATIC"",""974人"",""7.11%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,8,0,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢EX - グラフ""]",table_8,,,■妖々夢EX - グラフ,未クリア,7056,人,53.59,53.59,,official,13166,,sum_of_complete_mutually_exclusive_official_counts,,,"[""未クリア"",""7056人"",""53.59%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,8,1,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢EX - グラフ""]",table_8,,,■妖々夢EX - グラフ,EXクリア,2110,人,16.03,16.03,,official,13166,,sum_of_complete_mutually_exclusive_official_counts,,,"[""EXクリア"",""2110人"",""16.03%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,8,2,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢EX - グラフ""]",table_8,,,■妖々夢EX - グラフ,PHクリア,4000,人,30.38,30.38,,official,13166,,sum_of_complete_mutually_exclusive_official_counts,,,"[""PHクリア"",""4000人"",""30.38%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,9,0,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：13791人 - グラフ""]",table_9,,,■永夜抄 - 有効回答数：13791人 - グラフ,未クリア,890,人,6.45,6.45,,official,13791,人,explicit_official_heading,,,"[""未クリア"",""890人"",""6.45%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,9,1,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：13791人 - グラフ""]",table_9,,,■永夜抄 - 有効回答数：13791人 - グラフ,EASY,2738,人,19.85,19.85,,official,13791,人,explicit_official_heading,,,"[""EASY"",""2738人"",""19.85%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,9,2,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：13791人 - グラフ""]",table_9,,,■永夜抄 - 有効回答数：13791人 - グラフ,NORMAL,6276,人,45.51,45.51,,official,13791,人,explicit_official_heading,,,"[""NORMAL"",""6276人"",""45.51%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,9,3,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：13791人 - グラフ""]",table_9,,,■永夜抄 - 有効回答数：13791人 - グラフ,HARD,2521,人,18.28,18.28,,official,13791,人,explicit_official_heading,,,"[""HARD"",""2521人"",""18.28%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,9,4,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：13791人 - グラフ""]",table_9,,,■永夜抄 - 有効回答数：13791人 - グラフ,LUNATIC,1366,人,9.91,9.91,,official,13791,人,explicit_official_heading,,,"[""LUNATIC"",""1366人"",""9.91%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,10,0,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄EX - グラフ""]",table_10,,,■永夜抄EX - グラフ,未クリア,7188,人,54.18,54.18,,official,13267,,sum_of_complete_mutually_exclusive_official_counts,,,"[""未クリア"",""7188人"",""54.18%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,10,1,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄EX - グラフ""]",table_10,,,■永夜抄EX - グラフ,クリア,6079,人,45.82,45.82,,official,13267,,sum_of_complete_mutually_exclusive_official_counts,,,"[""クリア"",""6079人"",""45.82%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,11,0,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■花映塚 - 有効回答数：12345人 - グラフ""]",table_11,,,■花映塚 - 有効回答数：12345人 - グラフ,未クリア,1243,人,10.07,10.07,,official,12345,人,explicit_official_heading,,,"[""未クリア"",""1243人"",""10.07%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,11,1,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■花映塚 - 有効回答数：12345人 - グラフ""]",table_11,,,■花映塚 - 有効回答数：12345人 - グラフ,EASY,2844,人,23.04,23.04,,official,12345,人,explicit_official_heading,,,"[""EASY"",""2844人"",""23.04%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,11,2,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■花映塚 - 有効回答数：12345人 - グラフ""]",table_11,,,■花映塚 - 有効回答数：12345人 - グラフ,NORMAL,5918,人,47.94,47.94,,official,12345,人,explicit_official_heading,,,"[""NORMAL"",""5918人"",""47.94%"",""""]"
jp,6,overall_questionnaire,http://thwiki.info/th/vote6/result_anq.html,3de12586216c41c0b77d8742ffa4d36e0eedaecf49945aa9a9552740fb0a2ce9,data_raw/jp_official_legacy/round_06/questionnaire/result_anq.html.tables.json,11,3,jp6:q:84ec99ed0026,３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）,"[""投票者アンケート結果"",""３．ノーコンティニューでクリアできた難易度 （EASY〜LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■花映塚 - 有効回答数：12345人 - グラフ""]",table_11,,,■花映塚 - 有効回答数：12345人 - グラフ,HARD,1229,人,9.96,9.96,,official,12345,人,explicit_official_heading,,,"[""HARD"",""1229人"",""9.96%"",""""]"
