keyword,textrank
小伞,1.0
吓人,0.22659999640542858
烟花,0.204407015391929
惊吓,0.19509144603311304
村纱,0.14641558641176391
故事,0.13618217882432992
墓地,0.11996857798357359
出现,0.11646125964039834
对话,0.11495380562040267
进行,0.11223508070212702
道具,0.10992429496669745
出场,0.10912665458751569
结果,0.10877355243503598
不会,0.10822924734437012
新闻,0.10795707167414942
地狱,0.10687448037036952
类型,0.0990215703803285
自称,0.09785629539774952
好像,0.0965002588817489
解释,0.09145612879990749
