keyword,textrank
赌场,0.7622774584529507
烟草,0.3527438366047909
赌博,0.30581468169602266
草山,0.28919231065335455
之山,0.2627418730978987
类型,0.253360487648651
女郎,0.24954870165108056
生命,0.2448415883544326
出场,0.22511118661694945
文花,0.1994540768014821
建议,0.1942207967194983
外套,0.1899639612796243
精神,0.18975631552995842
开办,0.18920923433279582
授权,0.1886122255083222
操纵,0.18722133074044617
山怪,0.18005845156178282
凭依,0.17872449436638224
重叠,0.1759693087206344
太夫,0.1759490126429375
