id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
136,稗田阿求,稗田阿求,官方出版物,307,26,333,<a href='./?m=info&type=chara&id=136' target='_blank'>点击查看详情</a>,8.47%,4.21%,0.37%,247,60,80.46%,19.54%,3.77%,4.01%,
137,森近霖之助,森近霖之助,官方出版物,206,11,217,<a href='./?m=info&type=chara&id=137' target='_blank'>点击查看详情</a>,5.34%,2.82%,0.16%,182,24,88.35%,11.65%,2.78%,1.6%,
138,无名的读书妖怪（朱鹭子）,名無しの本読み妖怪（朱鷺子）,官方出版物,37,2,39,<a href='./?m=info&type=chara&id=138' target='_blank'>点击查看详情</a>,5.41%,0.51%,0.03%,32,5,86.49%,13.51%,0.49%,0.33%,
139,桑尼米尔克,サニーミルク,官方出版物,36,3,39,<a href='./?m=info&type=chara&id=139' target='_blank'>点击查看详情</a>,8.33%,0.49%,0.04%,33,3,91.67%,8.33%,0.5%,0.2%,
140,露娜切尔德,ルナチャイルド,官方出版物,57,4,61,<a href='./?m=info&type=chara&id=140' target='_blank'>点击查看详情</a>,7.02%,0.78%,0.06%,54,3,94.74%,5.26%,0.82%,0.2%,
141,斯塔萨菲雅,スターサファイア,官方出版物,52,6,58,<a href='./?m=info&type=chara&id=141' target='_blank'>点击查看详情</a>,11.54%,0.71%,0.09%,47,5,90.38%,9.62%,0.72%,0.33%,
142,绵月丰姬,綿月豊姫,官方出版物,37,0,37,<a href='./?m=info&type=chara&id=142' target='_blank'>点击查看详情</a>,0%,0.51%,0%,25,12,67.57%,32.43%,0.38%,0.8%,
143,绵月依姬,綿月依姫,官方出版物,78,14,92,<a href='./?m=info&type=chara&id=143' target='_blank'>点击查看详情</a>,17.95%,1.07%,0.2%,65,13,83.33%,16.67%,0.99%,0.87%,
144,Reisen,レイセン,官方出版物,10,0,10,<a href='./?m=info&type=chara&id=144' target='_blank'>点击查看详情</a>,0%,0.14%,0%,8,2,80%,20%,0.12%,0.13%,
145,茨木华扇,茨木華扇,官方出版物,231,30,261,<a href='./?m=info&type=chara&id=145' target='_blank'>点击查看详情</a>,12.99%,3.17%,0.43%,208,22,90.04%,9.52%,3.18%,1.47%,
146,本居小铃,本居小鈴,官方出版物,187,15,202,<a href='./?m=info&type=chara&id=146' target='_blank'>点击查看详情</a>,8.02%,2.56%,0.21%,152,35,81.28%,18.72%,2.32%,2.34%,
147,龙神,龍神,官方出版物,15,0,15,<a href='./?m=info&type=chara&id=147' target='_blank'>点击查看详情</a>,0%,0.21%,0%,13,2,86.67%,13.33%,0.2%,0.13%,
148,月夜见,月夜見,官方出版物,4,0,4,<a href='./?m=info&type=chara&id=148' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,1,75%,25%,0.05%,0.07%,
149,石长姬,磐長姫,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=149' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
150,木花咲耶姬,木花咲耶姫,官方出版物,4,1,5,<a href='./?m=info&type=chara&id=150' target='_blank'>点击查看详情</a>,25%,0.05%,0.01%,4,0,100%,0%,0.06%,0%,
151,天照大御神,天照大御神,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=151' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
152,石凝老命,石凝老命,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=152' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
153,天宇受卖命,天宇受売命,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=153' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
154,伊豆能卖,伊豆能売,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=154' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
155,火雷神,火雷神,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=155' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
156,岩笠,岩笠,官方出版物,9,1,10,<a href='./?m=info&type=chara&id=156' target='_blank'>点击查看详情</a>,11.11%,0.12%,0.01%,9,0,100%,0%,0.14%,0%,
157,瑞江浦岛子,瑞江浦嶋子,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=157' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
158,前鬼 / 后鬼,前鬼 / 後鬼,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=158' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
159,求闻史纪中的受访人群,求闻史纪中的受访人群,官方出版物,7,0,7,<a href='./?m=info&type=chara&id=159' target='_blank'>点击查看详情</a>,0%,0.1%,0%,6,1,85.71%,14.29%,0.09%,0.07%,
160,野槌,ツチノコ,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=160' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
161,酒虫,酒虫,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=161' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
162,雷兽（务光）,雷獣（務光）,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=162' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.07%,
163,运松翁,運松の爺,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=163' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
164,久米 / 竿打,久米 / 竿打,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=164' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
165,管狐,管狐,官方出版物,3,0,3,<a href='./?m=info&type=chara&id=165' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.05%,0%,
166,水鬼鬼神长,水鬼鬼神長,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=166' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
167,万岁乐,万歲楽,官方出版物,2,1,3,<a href='./?m=info&type=chara&id=167' target='_blank'>点击查看详情</a>,50%,0.03%,0.01%,2,0,100%,0%,0.03%,0%,
168,人面犬,人面犬,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=168' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
169,邪龙,邪龍（邪竜）,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=169' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.07%,
170,烟烟罗,煙々羅,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=170' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
171,卓柏卡布拉,チュパカブラ,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=171' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
172,沓颊,沓頬,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=172' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.07%,
173,稻荷大人,お稲荷さん,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=173' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
174,怨灵少女,怨霊（少女の怨霊）,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=174' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.07%,
175,佑天上人,祐天上人,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=175' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
176,读书狐狸,子狐,官方出版物,3,0,3,<a href='./?m=info&type=chara&id=176' target='_blank'>点击查看详情</a>,0%,0.04%,0%,2,1,66.67%,33.33%,0.03%,0.07%,
177,白仙和尚,白仙坊主,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=177' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
178,占卜师（易者）,易者,官方出版物,83,5,88,<a href='./?m=info&type=chara&id=178' target='_blank'>点击查看详情</a>,6.02%,1.14%,0.07%,68,15,81.93%,18.07%,1.04%,1%,
179,毛玉,毛玉,数量不定群组,58,3,61,<a href='./?m=info&type=chara&id=179' target='_blank'>点击查看详情</a>,5.17%,0.79%,0.04%,51,7,87.93%,12.07%,0.78%,0.47%,
180,妖精（含持花妖精，僵尸妖精）,妖精,数量不定群组,10,1,11,<a href='./?m=info&type=chara&id=180' target='_blank'>点击查看详情</a>,10%,0.14%,0.01%,9,1,90%,10%,0.14%,0.07%,
181,UFO,UFO,数量不定群组,7,1,8,<a href='./?m=info&type=chara&id=181' target='_blank'>点击查看详情</a>,14.29%,0.1%,0.01%,7,0,100%,0%,0.11%,0%,
182,怨灵,怨霊,数量不定群组,0,0,0,<a href='./?m=info&type=chara&id=182' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
183,人偶（含上海人偶、哥利亚人偶）,人形,数量不定群组,48,7,55,<a href='./?m=info&type=chara&id=183' target='_blank'>点击查看详情</a>,14.58%,0.66%,0.1%,44,4,91.67%,8.33%,0.67%,0.27%,
184,幽灵,幽霊,数量不定群组,1,0,1,<a href='./?m=info&type=chara&id=184' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.02%,0%,
185,阴阳玉,陰陽玉,数量不定群组,6,0,6,<a href='./?m=info&type=chara&id=185' target='_blank'>点击查看详情</a>,0%,0.08%,0%,5,1,83.33%,16.67%,0.08%,0.07%,
186,狸猫,化け狸,数量不定群组,2,0,2,<a href='./?m=info&type=chara&id=186' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.02%,0.07%,
187,河童（含山童）,河童（山童）,数量不定群组,5,1,6,<a href='./?m=info&type=chara&id=187' target='_blank'>点击查看详情</a>,20%,0.07%,0.01%,5,0,100%,0%,0.08%,0%,
188,野铁炮,野鉄砲,数量不定群组,0,0,0,<a href='./?m=info&type=chara&id=188' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
189,地精,ホフゴブリン,数量不定群组,0,0,0,<a href='./?m=info&type=chara&id=189' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
190,座敷童子,座敷童子,数量不定群组,5,0,5,<a href='./?m=info&type=chara&id=190' target='_blank'>点击查看详情</a>,0%,0.07%,0%,4,1,80%,20%,0.06%,0.07%,
191,STG作品中没有名称的角色,STG作品中没有名称的角色,数量不定群组,7,0,7,<a href='./?m=info&type=chara&id=191' target='_blank'>点击查看详情</a>,0%,0.1%,0%,6,1,85.71%,14.29%,0.09%,0.07%,
192,酒吧老板,バーのマスター,音乐CD,5,0,5,<a href='./?m=info&type=chara&id=192' target='_blank'>点击查看详情</a>,0%,0.07%,0%,3,2,60%,40%,0.05%,0.13%,
193,长相酷似周杰伦的参拜客,抗鬱薬おじさん,官方出版物,74,2,76,<a href='./?m=info&type=chara&id=193' target='_blank'>点击查看详情</a>,2.7%,1.01%,0.03%,60,14,81.08%,18.92%,0.92%,0.93%,
194,盐家老板,塩屋敷の旦那,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=194' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
195,马凭,馬憑き,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=195' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
196,竹扫帚付丧神,付喪神の竹箒,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=196' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
197,大老爷,大旦那,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=197' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
198,杀死大老爷的侍童,小間使い,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=198' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
199,妖怪兔,妖怪兎,数量不定群组,5,0,5,<a href='./?m=info&type=chara&id=199' target='_blank'>点击查看详情</a>,0%,0.07%,0%,3,2,60%,40%,0.05%,0.13%,
200,酒吧客人,バーの客,数量不定群组,3,0,3,<a href='./?m=info&type=chara&id=200' target='_blank'>点击查看详情</a>,0%,0.04%,0%,2,1,66.67%,33.33%,0.03%,0.07%,
201,嫦娥,嫦娥,官方出版物,3,0,3,<a href='./?m=info&type=chara&id=201' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.05%,0%,
202,兜风四人组,四人の若者,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=202' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
203,导航,カーナビ,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=203' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
