id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector0,vector3,ratio,vratio
225,1,0,<a href='./?m=info&type=cp&id=026053219' target='_blank'>点击查看详情</a>,1,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,53,<a href='./?m=info&type=chara&id=53' target='_blank'>星熊勇仪</a>,219,<a href='./?m=info&type=chara&id=219' target='_blank'>茨木童子之臂</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.02%
226,35,6,<a href='./?m=info&type=cp&id=117118000' target='_blank'>点击查看详情</a>,1,117,<a href='./?m=info&type=chara&id=117' target='_blank'>北白河千百合</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,0,-,22,13,62.86%,37.14%,0.31%,0.97%,20%,28.57%,51.43%,-,17.14,0.57%
227,48,8,<a href='./?m=info&type=cp&id=058063000' target='_blank'>点击查看详情</a>,1,58,<a href='./?m=info&type=chara&id=58' target='_blank'>娜兹玲</a>,63,<a href='./?m=info&type=chara&id=63' target='_blank'>寅丸星</a>,0,-,30,18,62.5%,37.5%,0.43%,1.34%,29.17%,25%,45.83%,-,16.67,0.78%
228,3,1,<a href='./?m=info&type=cp&id=010054057' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,3,0,100%,0%,0.04%,0%,0%,33.33%,33.33%,33.33%,33.33,0.05%
229,5,3,<a href='./?m=info&type=cp&id=004005013' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,5,0,100%,0%,0.07%,0%,0%,20%,80%,0%,60,0.08%
230,6,0,<a href='./?m=info&type=cp&id=047207000' target='_blank'>点击查看详情</a>,1,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,207,<a href='./?m=info&type=chara&id=207' target='_blank'>矢田寺成美</a>,0,-,5,1,83.33%,16.67%,0.07%,0.07%,0%,0%,100%,-,,0.1%
231,1,0,<a href='./?m=info&type=cp&id=028031079' target='_blank'>点击查看详情</a>,1,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,79,<a href='./?m=info&type=chara&id=79' target='_blank'>若鹭姬</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.02%
232,1,0,<a href='./?m=info&type=cp&id=003042217' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.02%
233,2,1,<a href='./?m=info&type=cp&id=037039000' target='_blank'>点击查看详情</a>,1,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·夜摩仙那度</a>,0,-,2,0,100%,0%,0.03%,0%,50%,50%,0%,-,50,0.03%
234,31,8,<a href='./?m=info&type=cp&id=045059000' target='_blank'>点击查看详情</a>,1,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,0,-,28,3,90.32%,9.68%,0.4%,0.22%,61.29%,6.45%,32.26%,-,25.81,0.5%
235,2,1,<a href='./?m=info&type=cp&id=015054000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,0,-,2,0,100%,0%,0.03%,0%,0%,50%,50%,-,50,0.03%
236,12,4,<a href='./?m=info&type=cp&id=042217000' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,0,-,11,1,91.67%,8.33%,0.16%,0.07%,25%,0%,75%,-,33.33,0.2%
237,5,0,<a href='./?m=info&type=cp&id=045087000' target='_blank'>点击查看详情</a>,1,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,0,-,1,3,20%,60%,0.01%,0.22%,20%,0%,80%,-,,0.08%
238,6,4,<a href='./?m=info&type=cp&id=001002005' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,4,2,66.67%,33.33%,0.06%,0.15%,16.67%,0%,0%,83.33%,66.67,0.1%
239,1,1,<a href='./?m=info&type=cp&id=042179000' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,179,<a href='./?m=info&type=chara&id=179' target='_blank'>毛玉</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,100,0.02%
240,7,1,<a href='./?m=info&type=cp&id=023032046' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,46,<a href='./?m=info&type=chara&id=46' target='_blank'>八坂神奈子</a>,7,0,100%,0%,0.1%,0%,0%,0%,100%,0%,14.29,0.11%
241,3,0,<a href='./?m=info&type=cp&id=178210000' target='_blank'>点击查看详情</a>,1,178,<a href='./?m=info&type=chara&id=178' target='_blank'>占卜师（易者）</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,3,0,100%,0%,0.04%,0%,0%,33.33%,66.67%,-,,0.05%
242,2,0,<a href='./?m=info&type=cp&id=001023045' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,2,0,100%,0%,0.03%,0%,50%,0%,50%,0%,,0.03%
243,1,1,<a href='./?m=info&type=cp&id=039054100' target='_blank'>点击查看详情</a>,1,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·夜摩仙那度</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,100,<a href='./?m=info&type=chara&id=100' target='_blank'>赫卡提亚·拉碧斯拉祖利</a>,1,0,100%,0%,0.01%,0%,100%,0%,0%,0%,100,0.02%
244,3,0,<a href='./?m=info&type=cp&id=001134000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,0,-,3,0,100%,0%,0.04%,0%,33.33%,0%,66.67%,-,,0.05%
245,3,0,<a href='./?m=info&type=cp&id=087087000' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,0,-,2,1,66.67%,33.33%,0.03%,0.07%,0%,0%,100%,-,,0.05%
246,12,6,<a href='./?m=info&type=cp&id=001001000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,0,-,9,3,75%,25%,0.13%,0.22%,0%,0%,100%,-,50,0.2%
247,1,0,<a href='./?m=info&type=cp&id=047062000' target='_blank'>点击查看详情</a>,1,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,62,<a href='./?m=info&type=chara&id=62' target='_blank'>村纱水蜜</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,,0.02%
248,1,0,<a href='./?m=info&type=cp&id=056075000' target='_blank'>点击查看详情</a>,1,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,0%,-,,0.02%
249,1,1,<a href='./?m=info&type=cp&id=001003028' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,100,0.02%
250,10,3,<a href='./?m=info&type=cp&id=084096097' target='_blank'>点击查看详情</a>,1,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,96,<a href='./?m=info&type=chara&id=96' target='_blank'>哆来咪·苏伊特</a>,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,6,4,60%,40%,0.09%,0.3%,10%,20%,70%,0%,30,0.16%
251,4,0,<a href='./?m=info&type=cp&id=001002008' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,3,1,75%,25%,0.04%,0.07%,50%,50%,0%,0%,,0.07%
252,9,2,<a href='./?m=info&type=cp&id=002052000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,52,<a href='./?m=info&type=chara&id=52' target='_blank'>水桥帕露西</a>,0,-,8,1,88.89%,11.11%,0.11%,0.07%,55.56%,0%,44.44%,-,22.22,0.15%
253,2,0,<a href='./?m=info&type=cp&id=009132000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,132,<a href='./?m=info&type=chara&id=132' target='_blank'>梦子</a>,0,-,2,0,100%,0%,0.03%,0%,0%,100%,0%,-,,0.03%
254,5,2,<a href='./?m=info&type=cp&id=005037000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,4,1,80%,20%,0.06%,0.07%,0%,40%,60%,-,40,0.08%
255,1,0,<a href='./?m=info&type=cp&id=024031000' target='_blank'>点击查看详情</a>,1,24,<a href='./?m=info&type=chara&id=24' target='_blank'>魂魄妖忌</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,0%,-,,0.02%
256,1,0,<a href='./?m=info&type=cp&id=031099143' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,1,0,100%,0%,0.01%,0%,0%,100%,0%,0%,,0.02%
257,1,0,<a href='./?m=info&type=cp&id=030042217' target='_blank'>点击查看详情</a>,1,30,<a href='./?m=info&type=chara&id=30' target='_blank'>因幡天为（因幡帝）</a>,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.02%
258,1,0,<a href='./?m=info&type=cp&id=035047145' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.02%
259,22,5,<a href='./?m=info&type=cp&id=009015000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,0,-,14,8,63.64%,36.36%,0.2%,0.6%,36.36%,4.55%,59.09%,-,22.73,0.36%
260,4,1,<a href='./?m=info&type=cp&id=134134000' target='_blank'>点击查看详情</a>,1,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,0,-,4,0,100%,0%,0.06%,0%,0%,0%,100%,-,25,0.07%
261,5,2,<a href='./?m=info&type=cp&id=002020000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,0,-,5,0,100%,0%,0.07%,0%,60%,0%,40%,-,40,0.08%
262,23,4,<a href='./?m=info&type=cp&id=022023000' target='_blank'>点击查看详情</a>,1,22,<a href='./?m=info&type=chara&id=22' target='_blank'>八云蓝</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,0,-,12,11,52.17%,47.83%,0.17%,0.82%,8.7%,47.83%,43.48%,-,17.39,0.37%
263,8,0,<a href='./?m=info&type=cp&id=050051000' target='_blank'>点击查看详情</a>,1,50,<a href='./?m=info&type=chara&id=50' target='_blank'>琪斯美</a>,51,<a href='./?m=info&type=chara&id=51' target='_blank'>黑谷山女</a>,0,-,5,3,62.5%,37.5%,0.07%,0.22%,0%,25%,75%,-,,0.13%
264,17,6,<a href='./?m=info&type=cp&id=059080000' target='_blank'>点击查看详情</a>,1,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,80,<a href='./?m=info&type=chara&id=80' target='_blank'>赤蛮奇</a>,0,-,13,4,76.47%,23.53%,0.19%,0.3%,0%,23.53%,76.47%,-,35.29,0.28%
265,1,0,<a href='./?m=info&type=cp&id=002059000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,0,-,0,0,0%,0%,,,100%,0%,0%,-,,0.02%
266,6,3,<a href='./?m=info&type=cp&id=011011000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,0,-,5,1,83.33%,16.67%,0.07%,0.07%,0%,0%,100%,-,50,0.1%
267,39,7,<a href='./?m=info&type=cp&id=002011000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,0,-,28,11,71.79%,28.21%,0.4%,0.82%,30.77%,12.82%,56.41%,-,17.95,0.63%
268,10,1,<a href='./?m=info&type=cp&id=024060137' target='_blank'>点击查看详情</a>,1,24,<a href='./?m=info&type=chara&id=24' target='_blank'>魂魄妖忌</a>,60,<a href='./?m=info&type=chara&id=60' target='_blank'>云山</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,10,0,100%,0%,0.14%,0%,0%,0%,70%,30%,10,0.16%
269,13,3,<a href='./?m=info&type=cp&id=001002137' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,12,1,92.31%,7.69%,0.17%,0.07%,0%,0%,100%,0%,23.08,0.21%
270,1,0,<a href='./?m=info&type=cp&id=009023032' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.02%
271,9,1,<a href='./?m=info&type=cp&id=001137000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,7,2,77.78%,22.22%,0.1%,0.15%,22.22%,22.22%,55.56%,-,11.11,0.15%
272,3,0,<a href='./?m=info&type=cp&id=029034136' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,1,2,33.33%,66.67%,0.01%,0.15%,33.33%,0%,66.67%,0%,,0.05%
273,1,0,<a href='./?m=info&type=cp&id=041043000' target='_blank'>点击查看详情</a>,1,41,<a href='./?m=info&type=chara&id=41' target='_blank'>秋穰子</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,,0.02%
274,29,2,<a href='./?m=info&type=cp&id=002207000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,207,<a href='./?m=info&type=chara&id=207' target='_blank'>矢田寺成美</a>,0,-,23,6,79.31%,20.69%,0.33%,0.45%,37.93%,3.45%,58.62%,-,6.9,0.47%
275,20,4,<a href='./?m=info&type=cp&id=009020000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,0,-,19,1,95%,5%,0.27%,0.07%,25%,5%,70%,-,20,0.33%
276,2,0,<a href='./?m=info&type=cp&id=032034000' target='_blank'>点击查看详情</a>,1,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,,0.03%
277,2,0,<a href='./?m=info&type=cp&id=035043000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,,0.03%
278,1,0,<a href='./?m=info&type=cp&id=072099220' target='_blank'>点击查看详情</a>,1,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,220,<a href='./?m=info&type=chara&id=220' target='_blank'>戎璎花</a>,1,0,100%,0%,0.01%,0%,0%,100%,0%,0%,,0.02%
279,1,0,<a href='./?m=info&type=cp&id=033034133' target='_blank'>点击查看详情</a>,1,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.02%
280,16,0,<a href='./?m=info&type=cp&id=076146000' target='_blank'>点击查看详情</a>,1,76,<a href='./?m=info&type=chara&id=76' target='_blank'>二岩猯藏</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,0,-,10,6,62.5%,37.5%,0.14%,0.45%,56.25%,12.5%,31.25%,-,,0.26%
281,2,1,<a href='./?m=info&type=cp&id=139140000' target='_blank'>点击查看详情</a>,1,139,<a href='./?m=info&type=chara&id=139' target='_blank'>桑尼米尔克</a>,140,<a href='./?m=info&type=chara&id=140' target='_blank'>露娜切尔德</a>,0,-,2,0,100%,0%,0.03%,0%,50%,0%,50%,-,50,0.03%
282,2,0,<a href='./?m=info&type=cp&id=027036037' target='_blank'>点击查看详情</a>,1,27,<a href='./?m=info&type=chara&id=27' target='_blank'>莉格露·奈特巴格</a>,36,<a href='./?m=info&type=chara&id=36' target='_blank'>梅蒂欣·梅兰可莉</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,2,0,100%,0%,0.03%,0%,100%,0%,0%,0%,,0.03%
283,8,1,<a href='./?m=info&type=cp&id=049085217' target='_blank'>点击查看详情</a>,1,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,7,1,87.5%,12.5%,0.1%,0.07%,25%,12.5%,50%,12.5%,12.5,0.13%
284,1,1,<a href='./?m=info&type=cp&id=035071000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,71,<a href='./?m=info&type=chara&id=71' target='_blank'>宫古芳香</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,100,0.02%
285,41,13,<a href='./?m=info&type=cp&id=006009010' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,33,8,80.49%,19.51%,0.47%,0.6%,12.2%,24.39%,43.9%,19.51%,31.71,0.67%
286,1,0,<a href='./?m=info&type=cp&id=029032034' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,0,0%,0%,,,0%,0%,100%,0%,,0.02%
287,1,0,<a href='./?m=info&type=cp&id=061062064' target='_blank'>点击查看详情</a>,1,61,<a href='./?m=info&type=chara&id=61' target='_blank'>云居一轮</a>,62,<a href='./?m=info&type=chara&id=62' target='_blank'>村纱水蜜</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,0,0,0%,0%,,,0%,0%,100%,0%,,0.02%
288,9,1,<a href='./?m=info&type=cp&id=099210225' target='_blank'>点击查看详情</a>,1,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,8,1,88.89%,11.11%,0.11%,0.07%,33.33%,0%,66.67%,0%,11.11,0.15%
289,3,2,<a href='./?m=info&type=cp&id=010011057' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,1,2,33.33%,66.67%,0.01%,0.15%,33.33%,0%,66.67%,0%,66.67,0.05%
290,1,0,<a href='./?m=info&type=cp&id=001036000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,36,<a href='./?m=info&type=chara&id=36' target='_blank'>梅蒂欣·梅兰可莉</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
291,1,0,<a href='./?m=info&type=cp&id=080086000' target='_blank'>点击查看详情</a>,1,80,<a href='./?m=info&type=chara&id=80' target='_blank'>赤蛮奇</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,,0.02%
292,2,0,<a href='./?m=info&type=cp&id=035226000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,226,<a href='./?m=info&type=chara&id=226' target='_blank'>骊驹早鬼</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,,0.03%
293,1,0,<a href='./?m=info&type=cp&id=001181000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,181,<a href='./?m=info&type=chara&id=181' target='_blank'>UFO</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,,0.02%
294,1,0,<a href='./?m=info&type=cp&id=222223000' target='_blank'>点击查看详情</a>,1,222,<a href='./?m=info&type=chara&id=222' target='_blank'>庭渡久侘歌</a>,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,,0.02%
295,1,1,<a href='./?m=info&type=cp&id=065070000' target='_blank'>点击查看详情</a>,1,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,70,<a href='./?m=info&type=chara&id=70' target='_blank'>幽谷响子</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,100%,-,100,0.02%
296,1,0,<a href='./?m=info&type=cp&id=042043217' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,1,0,100%,0%,0.01%,0%,0%,100%,0%,0%,,0.02%
297,1,0,<a href='./?m=info&type=cp&id=016040041' target='_blank'>点击查看详情</a>,1,16,<a href='./?m=info&type=chara&id=16' target='_blank'>莉莉白</a>,40,<a href='./?m=info&type=chara&id=40' target='_blank'>秋静叶</a>,41,<a href='./?m=info&type=chara&id=41' target='_blank'>秋穰子</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.02%
298,1,1,<a href='./?m=info&type=cp&id=026028000' target='_blank'>点击查看详情</a>,1,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,0%,-,100,0.02%
299,1,1,<a href='./?m=info&type=cp&id=045087118' target='_blank'>点击查看详情</a>,1,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,100,0.02%
