keyword,tfidf
庭渡,0.22433445758848525
seraphic,0.19228667793298737
chicken,0.16023889827748947
水符,0.15095352964201175
鬼符,0.14515391045499246
鸡你太美,0.1281911186219916
2019年5月6日,0.1281911186219916
治愈喉疾程度的能力,0.1281911186219916
獭,0.12814885021883252
鹫,0.12814885021883252
狼,0.12487521657645403
光符,0.12487521657645403
niwatari,0.09614333896649369
血战,0.09614333896649369
血戦,0.09614333896649369
鬼形兽,0.08543256681255501
久侘歌,0.08310418243371481
时间,0.0730802542340241
东方鬼形兽,0.06897559704645502
著名家常药代言,0.0640955593109958
肯德基代言,0.0640955593109958
社畜,0.0640955593109958
铃仙和因幡帝,0.0640955593109958
鸡神,0.0640955593109958
kutaka,0.0640955593109958
为人公正,0.0640955593109958
优先平等与利他精神的神明,0.0640955593109958
将他们分配到属于各自的地方,0.0640955593109958
地狱口岸的守护神,0.0640955593109958
セラフィックチキン,0.0640955593109958
看守口岸的鸡之神,0.0640955593109958
笛符,0.0640955593109958
鸡冠,0.0640955593109958
interview,0.06291036408374555
幺乐团的历史,0.06270508822405002
三途河,0.060931882774318734
故事模式,0.05944527241869674
地狱,0.058648950447170924
东方刚欲异闻,0.05643457940164502
鸡,0.05540278828914321
原因,0.05379310371158354
东方鬼形兽访谈,0.052604341074786135
神明,0.04671001726729063
3rd,0.04520078093391253
的自机,0.04391157005293356
刚欲挑战,0.038826624977794266
change_log,0.038826624977794266
3面boss,0.038826624977794266
查看日文原文,0.03824493573670958
二次设定,0.03762305293443002
