keyword,tfidf
火符,0.20296144493454382
木符,0.1856426393094959
介绍,0.17517575531746668
水符,0.16395487431424005
帕秋莉,0.1498326719662716
不动的大图书馆,0.13923197948212193
土符,0.13923197948212193
诺蕾姬,0.1294009439708709
金符,0.10682181312344412
月符,0.1047475997495059
土,0.10442398461159146
帕琪,0.10029087773067975
水,0.10029087773067975
b或c,0.09737700490697866
使用魔法,0.09522509068136902
魔女,0.09282131965474795
少女密室,0.09282131965474795
日,0.09136982711820987
程度的能力,0.08758652488509265
金,0.08545745049875529
木,0.08121865469790446
灵梦b,0.08121865469790446
魔理沙a,0.08121865469790446
魔理沙b,0.08121865469790446
royal,0.08121865469790446
火水木金土符,0.08121865469790446
cost,0.07790160392558294
中,0.07718652798262475
灵梦a,0.07477526918641088
日符,0.07477526918641088
15,0.07020596123587731
火,0.07020361441147582
動かない大図書館,0.06961598974106097
合成魔法,0.06961598974106097
在,0.0681057599846689
参考度,0.06553255951474402
hard,0.061811416032302134
lunatic,0.06128037091438011
符卡名,0.06049159339822525
萃梦想,0.06028021555834698
patchouli,0.05801332478421747
皇家烈焰,0.05801332478421747
知识与避世的少女,0.05801332478421747
locked,0.05801332478421747
girl,0.05801332478421747
agni,0.05801332478421747
基础魔法,0.05801332478421747
备考,0.05704234350415033
斯卡蕾特,0.05675479998722408
贤者之石,0.05341090656172206
