keyword,tfidf
不死,0.15551999910057157
飘上月球,0.11261410573308664
不死之烟,0.11261410573308664
必,0.10699996959981001
杀,0.10699996959981001
蓬莱,0.10367999940038104
永珠符,0.09734115007919189
惜命,0.09384508811090551
resurrection,0.09384508811090551
妹红,0.08639999950031753
儚月抄,0.08250459367259326
在,0.07711976083556843
藤原,0.07507607048872442
huziwara,0.07507607048872442
mokou,0.07507607048872442
不老不死程度的能力,0.07507607048872442
火鸟,0.07507607048872442
不死鸟之尾,0.07507607048872442
extra模式专用,0.07507607048872442
中,0.06977502170837144
炎符,0.06911999960025403
查看日文原文,0.05972914030386642
妹红炭,0.05630705286654332
蘑菇汤,0.05630705286654332
人体自燃现象,0.05630705286654332
月まで届け,0.05630705286654332
不死の煙,0.05630705286654332
激热,0.05630705286654332
人类地狱火,0.05630705286654332
凤翼天翔,0.05630705286654332
虚人,0.05630705286654332
不死鸟附体,0.05630705286654332
不死之身的舍身击,0.05630705286654332
リザレクション,0.05630705286654332
人体自燃,0.05630705286654332
必杀,0.055662698976168705
噩梦周五,0.05373830840818365
击,0.053499984799905004
无,0.05183999970019052
萃夜符,0.05183999970019052
故事模式专用,0.05156537104537078
东方永夜抄,0.05141317389037895
永夜抄,0.04981530002829827
里,0.04968620624893583
人类村落,0.048127754137192405
东方文花帖,0.047740804326780455
优昙华院,0.047740804326780455
因幡,0.047740804326780455
no,0.04649166566917183
复活,0.0462121782811172
