keyword,freq
巫女,132
博丽灵,123
灵梦,123
魔理沙,122
雾雨,103
Stage,89
自机,54
对话,53
Manual,49
Readme,43
Omake,41
八云,38
故事,37
早苗,36
红魔,35
十六,35
夜咲夜,35
爱丽丝,32
背景,32
魂魄,32
