keyword,freq
尸体,75
地灵,44
地狱,44
火焰,38
兽王,23
Level,21
怨灵,20
魔理沙,19
就是,17
应该,15
求闻,15
口授,15
的话,15
博丽灵,15
雾雨,15
古明,14
自机,14
开始,14
文花,14
火车,14
