id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
129,远野幻想物语,遠野幻想物語,东方妖妖梦,288,13,301,<a href='./?m=info&type=music&id=129' target='_blank'>点击查看详情</a>,4.51%,4.23%,0.2%,237,51,82.29%,17.71%,3.38%,3.79%,
130,凋叶棕（withered leaf）,ティアオイエツォン(withered leaf),东方妖妖梦,92,10,102,<a href='./?m=info&type=music&id=130' target='_blank'>点击查看详情</a>,10.87%,1.35%,0.15%,74,18,80.43%,19.57%,1.05%,1.34%,
131,布加勒斯特的人偶师,ブクレシュティの人形師,东方妖妖梦,96,12,108,<a href='./?m=info&type=music&id=131' target='_blank'>点击查看详情</a>,12.5%,1.41%,0.19%,79,17,82.29%,17.71%,1.13%,1.26%,
132,人偶裁判 ～ 玩弄人形的少女,人形裁判　～ 人の形弄びし少女,东方妖妖梦,214,19,233,<a href='./?m=info&type=music&id=132' target='_blank'>点击查看详情</a>,8.88%,3.14%,0.29%,178,36,83.18%,16.82%,2.54%,2.68%,
133,天空的花都,天空の花の都,东方妖妖梦,530,49,579,<a href='./?m=info&type=music&id=133' target='_blank'>点击查看详情</a>,9.25%,7.79%,0.76%,447,83,84.34%,15.66%,6.37%,6.18%,
134,幽灵乐团 ～ Phantom Ensemble,幽霊楽団　～ Phantom Ensemble,东方妖妖梦,631,77,708,<a href='./?m=info&type=music&id=134' target='_blank'>点击查看详情</a>,12.2%,9.27%,1.19%,529,102,83.84%,16.16%,7.54%,7.59%,
135,东方妖妖梦 ～ Ancient Temple,東方妖々夢　～ Ancient Temple,东方妖妖梦,226,31,257,<a href='./?m=info&type=music&id=135' target='_blank'>点击查看详情</a>,13.72%,3.32%,0.48%,177,49,78.32%,21.68%,2.52%,3.65%,
136,广有射怪鸟事 ～ Till When?,広有射怪鳥事　～ Till When?,东方妖妖梦,153,10,163,<a href='./?m=info&type=music&id=136' target='_blank'>点击查看详情</a>,6.54%,2.25%,0.15%,132,21,86.27%,13.73%,1.88%,1.56%,
137,Ultimate Truth,アルティメットトゥルース,东方妖妖梦,59,3,62,<a href='./?m=info&type=music&id=137' target='_blank'>点击查看详情</a>,5.08%,0.87%,0.05%,42,17,71.19%,28.81%,0.6%,1.26%,
138,幽雅地绽放吧，墨染的樱花　～ Border of Life,幽雅に咲かせ、墨染の桜　～ Border of Life,东方妖妖梦,1472,253,1725,<a href='./?m=info&type=music&id=138' target='_blank'>点击查看详情</a>,17.19%,21.63%,3.91%,1273,199,86.48%,13.52%,18.15%,14.81%,
139,Border of Life,ボーダーオブライフ,东方妖妖梦,154,19,173,<a href='./?m=info&type=music&id=139' target='_blank'>点击查看详情</a>,12.34%,2.26%,0.29%,139,15,90.26%,9.74%,1.98%,1.12%,
140,妖妖跋扈,妖々跋扈,东方妖妖梦,37,2,39,<a href='./?m=info&type=music&id=140' target='_blank'>点击查看详情</a>,5.41%,0.54%,0.03%,30,7,81.08%,18.92%,0.43%,0.52%,
141,少女幻葬 ～ Necro-Fantasy,少女幻葬～ Necro-Fantasy,东方妖妖梦,426,35,461,<a href='./?m=info&type=music&id=141' target='_blank'>点击查看详情</a>,8.22%,6.26%,0.54%,360,66,84.51%,15.49%,5.13%,4.91%,
142,妖妖跋扈 ～ Who done it!,妖々跋扈　～ Who done it!,东方妖妖梦,26,0,26,<a href='./?m=info&type=music&id=142' target='_blank'>点击查看详情</a>,0%,0.38%,0%,21,5,80.77%,19.23%,0.3%,0.37%,
143,Necro-Fantasia,ネクロファンタジア,东方妖妖梦,392,62,454,<a href='./?m=info&type=music&id=143' target='_blank'>点击查看详情</a>,15.82%,5.76%,0.96%,324,68,82.65%,17.35%,4.62%,5.06%,
144,春风之梦,春風の夢,东方妖妖梦,12,0,12,<a href='./?m=info&type=music&id=144' target='_blank'>点击查看详情</a>,0%,0.18%,0%,9,3,75%,25%,0.13%,0.22%,
145,樱花樱花 ～ Japanize Dream...,さくらさくら　～ Japanize Dream...,东方妖妖梦,266,19,285,<a href='./?m=info&type=music&id=145' target='_blank'>点击查看详情</a>,7.14%,3.91%,0.29%,219,47,82.33%,17.67%,3.12%,3.5%,
146,萃梦想,萃夢想,东方萃梦想,265,30,295,<a href='./?m=info&type=music&id=146' target='_blank'>点击查看详情</a>,11.32%,3.89%,0.46%,232,33,87.55%,12.45%,3.31%,2.46%,
147,Demystify Feast,Demystify Feast,东方萃梦想,55,5,60,<a href='./?m=info&type=music&id=147' target='_blank'>点击查看详情</a>,9.09%,0.81%,0.08%,42,13,76.36%,23.64%,0.6%,0.97%,
148,夜幕降临 ～ Evening Star,夜が降りてくる ～ Evening Star,东方萃梦想,151,8,159,<a href='./?m=info&type=music&id=148' target='_blank'>点击查看详情</a>,5.3%,2.22%,0.12%,118,33,78.15%,21.85%,1.68%,2.46%,
149,御伽之国的鬼岛 ～ Missing Power,御伽の国の鬼が島 ～ Missing Power,东方萃梦想,59,4,63,<a href='./?m=info&type=music&id=149' target='_blank'>点击查看详情</a>,6.78%,0.87%,0.06%,47,12,79.66%,20.34%,0.67%,0.89%,
150,夏明,夏明き,东方萃梦想,6,0,6,<a href='./?m=info&type=music&id=150' target='_blank'>点击查看详情</a>,0%,0.09%,0%,6,0,100%,0%,0.09%,0%,
151,东方萃梦想,東方萃夢想,东方萃梦想,336,37,373,<a href='./?m=info&type=music&id=151' target='_blank'>点击查看详情</a>,11.01%,4.94%,0.57%,295,41,87.8%,12.2%,4.21%,3.05%,
152,魔所,魔所,东方萃梦想,1,1,2,<a href='./?m=info&type=music&id=152' target='_blank'>点击查看详情</a>,100%,0.01%,0.02%,1,0,100%,0%,0.01%,0%,
153,月轮,月輪,东方萃梦想,1,0,1,<a href='./?m=info&type=music&id=153' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
154,遍参,遍参,东方萃梦想,10,1,11,<a href='./?m=info&type=music&id=154' target='_blank'>点击查看详情</a>,10%,0.15%,0.02%,8,2,80%,20%,0.11%,0.15%,
155,内心,裏心,东方萃梦想,0,0,0,<a href='./?m=info&type=music&id=155' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
156,间奏曲,Intermezzo,东方萃梦想,0,0,0,<a href='./?m=info&type=music&id=156' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
157,东风,あゆのかぜ,东方萃梦想,0,0,0,<a href='./?m=info&type=music&id=157' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
158,森闲,森閑,东方萃梦想,2,0,2,<a href='./?m=info&type=music&id=158' target='_blank'>点击查看详情</a>,0%,0.03%,0%,0,2,0%,100%,0%,0.15%,
159,仰空,仰空,东方萃梦想,19,1,20,<a href='./?m=info&type=music&id=159' target='_blank'>点击查看详情</a>,5.26%,0.28%,0.02%,14,5,73.68%,26.32%,0.2%,0.37%,
160,幽境,幽境,东方萃梦想,1,0,1,<a href='./?m=info&type=music&id=160' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
161,稀客,珍客,东方萃梦想,3,0,3,<a href='./?m=info&type=music&id=161' target='_blank'>点击查看详情</a>,0%,0.04%,0%,2,1,66.67%,33.33%,0.03%,0.07%,
162,红夜,紅夜,东方萃梦想,2,0,2,<a href='./?m=info&type=music&id=162' target='_blank'>点击查看详情</a>,0%,0.03%,0%,2,0,100%,0%,0.03%,0%,
163,战迅,戦迅,东方萃梦想,2,0,2,<a href='./?m=info&type=music&id=163' target='_blank'>点击查看详情</a>,0%,0.03%,0%,1,1,50%,50%,0.01%,0.07%,
164,祸机,禍機,东方萃梦想,4,1,5,<a href='./?m=info&type=music&id=164' target='_blank'>点击查看详情</a>,25%,0.06%,0.02%,3,1,75%,25%,0.04%,0.07%,
165,碎月,砕月,东方萃梦想,1038,121,1159,<a href='./?m=info&type=music&id=165' target='_blank'>点击查看详情</a>,11.66%,15.25%,1.87%,919,119,88.54%,11.46%,13.1%,8.85%,
166,永夜抄　～ Eastern Night.,永夜抄　～ Eastern Night.,东方永夜抄,55,3,58,<a href='./?m=info&type=music&id=166' target='_blank'>点击查看详情</a>,5.45%,0.81%,0.05%,44,11,80%,20%,0.63%,0.82%,
167,幻视之夜　～ Ghostly Eyes,幻視の夜　～ Ghostly Eyes,东方永夜抄,86,5,91,<a href='./?m=info&type=music&id=167' target='_blank'>点击查看详情</a>,5.81%,1.26%,0.08%,68,18,79.07%,20.93%,0.97%,1.34%,
168,蠢蠢的秋月　～ Mooned Insect,蠢々秋月　～ Mooned Insect,东方永夜抄,52,4,56,<a href='./?m=info&type=music&id=168' target='_blank'>点击查看详情</a>,7.69%,0.76%,0.06%,45,7,86.54%,13.46%,0.64%,0.52%,
169,夜雀的歌声　～ Night Bird,夜雀の歌声　～ Night Bird,东方永夜抄,87,5,92,<a href='./?m=info&type=music&id=169' target='_blank'>点击查看详情</a>,5.75%,1.28%,0.08%,77,10,88.51%,11.49%,1.1%,0.74%,
170,已经只能听见歌声了,もう歌しか聞こえない,东方永夜抄,73,6,79,<a href='./?m=info&type=music&id=170' target='_blank'>点击查看详情</a>,8.22%,1.07%,0.09%,59,14,80.82%,19.18%,0.84%,1.04%,
171,令人怀念的东方之血　～ Old World,懐かしき東方の血　～ Old World,东方永夜抄,279,29,308,<a href='./?m=info&type=music&id=171' target='_blank'>点击查看详情</a>,10.39%,4.1%,0.45%,226,53,81%,19%,3.22%,3.94%,
172,Plain Asia,プレインエイジア,东方永夜抄,80,6,86,<a href='./?m=info&type=music&id=172' target='_blank'>点击查看详情</a>,7.5%,1.18%,0.09%,60,20,75%,25%,0.86%,1.49%,
173,永夜的报应　～ Imperishable Night（Pipes and Fiddle）,永夜の報い　～ Imperishable Night,东方永夜抄,40,0,40,<a href='./?m=info&type=music&id=173' target='_blank'>点击查看详情</a>,0%,0.59%,0%,33,7,82.5%,17.5%,0.47%,0.52%,
174,灰姑娘的笼子　～ Kagome-Kagome,シンデレラケージ　～ Kagome-Kagome,东方永夜抄,127,4,131,<a href='./?m=info&type=music&id=174' target='_blank'>点击查看详情</a>,3.15%,1.87%,0.06%,99,28,77.95%,22.05%,1.41%,2.08%,
175,狂气之瞳　～ Invisible Full Moon,狂気の瞳　～ Invisible Full Moon,东方永夜抄,301,34,335,<a href='./?m=info&type=music&id=175' target='_blank'>点击查看详情</a>,11.3%,4.42%,0.52%,265,36,88.04%,11.96%,3.78%,2.68%,
176,Voyage1969,ヴォヤージュ1969,东方永夜抄,286,32,318,<a href='./?m=info&type=music&id=176' target='_blank'>点击查看详情</a>,11.19%,4.2%,0.49%,226,60,79.02%,20.98%,3.22%,4.46%,
177,千年幻想乡　～ History of the Moon,千年幻想郷　～ History of the Moon,东方永夜抄,584,47,631,<a href='./?m=info&type=music&id=177' target='_blank'>点击查看详情</a>,8.05%,8.58%,0.73%,512,71,87.67%,12.16%,7.3%,5.28%,
178,竹取飞翔　～ Lunatic Princess,竹取飛翔　～ Lunatic Princess,东方永夜抄,1054,121,1175,<a href='./?m=info&type=music&id=178' target='_blank'>点击查看详情</a>,11.48%,15.49%,1.87%,874,179,82.92%,16.98%,12.46%,13.32%,
179,Voyage1970,ヴォヤージュ1970,东方永夜抄,75,6,81,<a href='./?m=info&type=music&id=179' target='_blank'>点击查看详情</a>,8%,1.1%,0.09%,61,14,81.33%,18.67%,0.87%,1.04%,
180,Extend Ash　～ 蓬莱人,エクステンドアッシュ　～ 蓬莱人,东方永夜抄,131,8,139,<a href='./?m=info&type=music&id=180' target='_blank'>点击查看详情</a>,6.11%,1.93%,0.12%,100,31,76.34%,23.66%,1.43%,2.31%,
181,飘上月球，不死之烟,月まで届け、不死の煙,东方永夜抄,979,122,1101,<a href='./?m=info&type=music&id=181' target='_blank'>点击查看详情</a>,12.46%,14.39%,1.88%,811,168,82.84%,17.16%,11.56%,12.5%,
182,月见草,月見草,东方永夜抄,33,0,33,<a href='./?m=info&type=music&id=182' target='_blank'>点击查看详情</a>,0%,0.48%,0%,29,4,87.88%,12.12%,0.41%,0.3%,
183,Eternal Dream　～ 幽玄的枫树,Eternal Dream　～ 幽玄の槭樹,东方永夜抄,99,7,106,<a href='./?m=info&type=music&id=183' target='_blank'>点击查看详情</a>,7.07%,1.45%,0.11%,78,21,78.79%,21.21%,1.11%,1.56%,
184,东方妖怪小町,東方妖怪小町,东方永夜抄,54,4,58,<a href='./?m=info&type=music&id=184' target='_blank'>点击查看详情</a>,7.41%,0.79%,0.06%,42,12,77.78%,22.22%,0.6%,0.89%,
185,花映塚　～ Higan Retour,花映塚　～ Higan Retour,东方花映塚,31,2,33,<a href='./?m=info&type=music&id=185' target='_blank'>点击查看详情</a>,6.45%,0.46%,0.03%,20,11,64.52%,35.48%,0.29%,0.82%,
186,春色小径　～ Colorful Path,春色小径　～ Colorful Path,东方花映塚,170,12,182,<a href='./?m=info&type=music&id=186' target='_blank'>点击查看详情</a>,7.06%,2.5%,0.19%,118,52,69.41%,30.59%,1.68%,3.87%,
187,Oriental Dark Flight,オリエンタルダークフライト,东方花映塚,30,2,32,<a href='./?m=info&type=music&id=187' target='_blank'>点击查看详情</a>,6.67%,0.44%,0.03%,20,10,66.67%,33.33%,0.29%,0.74%,
188,Flowering Night,フラワリングナイト,东方花映塚,250,37,287,<a href='./?m=info&type=music&id=188' target='_blank'>点击查看详情</a>,14.8%,3.67%,0.57%,206,44,82.4%,17.6%,2.94%,3.27%,
189,宇佐大人的白旗,お宇佐さまの素い幡,东方花映塚,59,3,62,<a href='./?m=info&type=music&id=189' target='_blank'>点击查看详情</a>,5.08%,0.87%,0.05%,45,14,76.27%,23.73%,0.64%,1.04%,
190,剧毒身体　～ Forsaken Doll,ポイズンボディ　～ Forsaken Doll,东方花映塚,16,3,19,<a href='./?m=info&type=music&id=190' target='_blank'>点击查看详情</a>,18.75%,0.24%,0.05%,11,5,68.75%,31.25%,0.16%,0.37%,
191,今昔幻想乡　～ Flower Land,今昔幻想郷　～ Flower Land,东方花映塚,112,11,123,<a href='./?m=info&type=music&id=191' target='_blank'>点击查看详情</a>,9.82%,1.65%,0.17%,94,18,83.93%,16.07%,1.34%,1.34%,
192,彼岸归航　～ Riverside View,彼岸帰航　～ Riverside View,东方花映塚,269,17,286,<a href='./?m=info&type=music&id=192' target='_blank'>点击查看详情</a>,6.32%,3.95%,0.26%,215,54,79.93%,20.07%,3.06%,4.02%,
193,第六十年的东方审判　～ Fate of Sixty Years,六十年目の東方裁判　～ Fate of Sixty Years,东方花映塚,534,59,593,<a href='./?m=info&type=music&id=193' target='_blank'>点击查看详情</a>,11.05%,7.85%,0.91%,461,72,86.33%,13.48%,6.57%,5.36%,
194,映花之塚,花の映る塚,东方花映塚,26,2,28,<a href='./?m=info&type=music&id=194' target='_blank'>点击查看详情</a>,7.69%,0.38%,0.03%,21,5,80.77%,19.23%,0.3%,0.37%,
195,此岸之塚,此岸の塚,东方花映塚,3,0,3,<a href='./?m=info&type=music&id=195' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.04%,0%,
196,花如幻想一般,花は幻想のままに,东方花映塚,98,13,111,<a href='./?m=info&type=music&id=196' target='_blank'>点击查看详情</a>,13.27%,1.44%,0.2%,71,27,72.45%,27.55%,1.01%,2.01%,
197,魂之花 ～ Another Dream...,魂の花　～ Another Dream...,东方花映塚,11,0,11,<a href='./?m=info&type=music&id=197' target='_blank'>点击查看详情</a>,0%,0.16%,0%,9,2,81.82%,18.18%,0.13%,0.15%,
198,天狗的笔记 ～ Mysterious Note,天狗の手帖　～ Mysterious Note,东方文花帖,22,5,27,<a href='./?m=info&type=music&id=198' target='_blank'>点击查看详情</a>,22.73%,0.32%,0.08%,15,7,68.18%,31.82%,0.21%,0.52%,
199,风的循环 ～ Wind Tour,風の循環　～ Wind Tour,东方文花帖,12,1,13,<a href='./?m=info&type=music&id=199' target='_blank'>点击查看详情</a>,8.33%,0.18%,0.02%,11,1,91.67%,8.33%,0.16%,0.07%,
200,天狗正凝视着 ～ Black Eyes,天狗が見ている　～ Black Eyes,东方文花帖,7,0,7,<a href='./?m=info&type=music&id=200' target='_blank'>点击查看详情</a>,0%,0.1%,0%,6,1,85.71%,14.29%,0.09%,0.07%,
201,东之国的不眠夜,東の国の眠らない夜,东方文花帖,107,7,114,<a href='./?m=info&type=music&id=201' target='_blank'>点击查看详情</a>,6.54%,1.57%,0.11%,84,23,78.5%,21.5%,1.2%,1.71%,
202,回忆京都,レトロスペクティブ京都,东方文花帖,89,8,97,<a href='./?m=info&type=music&id=202' target='_blank'>点击查看详情</a>,8.99%,1.31%,0.12%,78,11,87.64%,12.36%,1.11%,0.82%,
203,被封印的众神,封印されし神々,东方风神录,28,0,28,<a href='./?m=info&type=music&id=203' target='_blank'>点击查看详情</a>,0%,0.41%,0%,17,11,60.71%,39.29%,0.24%,0.82%,
204,眷爱众生之神　～ Romantic Fall,人恋し神様　～ Romantic Fall,东方风神录,29,2,31,<a href='./?m=info&type=music&id=204' target='_blank'>点击查看详情</a>,6.9%,0.43%,0.03%,24,5,82.76%,17.24%,0.34%,0.37%,
205,会受稻田姬的斥责啦,稲田姫様に叱られるから,东方风神录,220,15,235,<a href='./?m=info&type=music&id=205' target='_blank'>点击查看详情</a>,6.82%,3.23%,0.23%,193,27,87.73%,12.27%,2.75%,2.01%,
206,厄神降临之路　～ Dark Road,厄神様の通り道　～ Dark Road,东方风神录,162,13,175,<a href='./?m=info&type=music&id=206' target='_blank'>点击查看详情</a>,8.02%,2.38%,0.2%,142,20,87.65%,12.35%,2.02%,1.49%,
207,命运的阴暗面,運命のダークサイド,东方风神录,119,10,129,<a href='./?m=info&type=music&id=207' target='_blank'>点击查看详情</a>,8.4%,1.75%,0.15%,99,20,83.19%,16.81%,1.41%,1.49%,
208,众神眷恋的幻想乡,神々が恋した幻想郷,东方风神录,1488,192,1680,<a href='./?m=info&type=music&id=208' target='_blank'>点击查看详情</a>,12.9%,21.87%,2.96%,1327,161,89.18%,10.82%,18.92%,11.98%,
209,芥川龙之介的河童 ～ Candid Friend,芥川龍之介の河童　～ Candid Friend,东方风神录,225,24,249,<a href='./?m=info&type=music&id=209' target='_blank'>点击查看详情</a>,10.67%,3.31%,0.37%,184,41,81.78%,18.22%,2.62%,3.05%,
210,Fall of Fall ～ 秋意渐浓之瀑,フォールオブフォール　～ 秋めく滝,东方风神录,405,46,451,<a href='./?m=info&type=music&id=210' target='_blank'>点击查看详情</a>,11.36%,5.95%,0.71%,356,49,87.9%,12.1%,5.07%,3.65%,
211,妖怪之山 ～ Mysterious Mountain,妖怪の山　～ Mysterious Mountain,东方风神录,511,61,572,<a href='./?m=info&type=music&id=211' target='_blank'>点击查看详情</a>,11.94%,7.51%,0.94%,424,87,82.97%,17.03%,6.04%,6.47%,
212,少女曾见的日本原风景,少女が見た日本の原風景,东方风神录,455,42,497,<a href='./?m=info&type=music&id=212' target='_blank'>点击查看详情</a>,9.23%,6.69%,0.65%,365,89,80.22%,19.56%,5.2%,6.62%,
213,信仰是为了虚幻之人,信仰は儚き人間の為に,东方风神录,834,109,943,<a href='./?m=info&type=music&id=213' target='_blank'>点击查看详情</a>,13.07%,12.26%,1.68%,726,108,87.05%,12.95%,10.35%,8.04%,
214,御柱的墓场 ～ Grave of Being,御柱の墓場　～ Grave of Being,东方风神录,45,0,45,<a href='./?m=info&type=music&id=214' target='_blank'>点击查看详情</a>,0%,0.66%,0%,35,10,77.78%,22.22%,0.5%,0.74%,
215,神圣庄严的古战场 ～ Suwa Foughten Field,神さびた古戦場　～ Suwa Foughten Field,东方风神录,438,26,464,<a href='./?m=info&type=music&id=215' target='_blank'>点击查看详情</a>,5.94%,6.44%,0.4%,361,77,82.42%,17.58%,5.15%,5.73%,
216,明日之盛，昨日之俗,明日ハレの日、ケの昨日,东方风神录,551,44,595,<a href='./?m=info&type=music&id=216' target='_blank'>点击查看详情</a>,7.99%,8.1%,0.68%,450,101,81.67%,18.33%,6.41%,7.51%,
217,Native Faith,ネイティブフェイス,东方风神录,226,21,247,<a href='./?m=info&type=music&id=217' target='_blank'>点击查看详情</a>,9.29%,3.32%,0.32%,207,19,91.59%,8.41%,2.95%,1.41%,
218,山脚的神社,麓の神社,东方风神录,24,0,24,<a href='./?m=info&type=music&id=218' target='_blank'>点击查看详情</a>,0%,0.35%,0%,18,6,75%,25%,0.26%,0.45%,
219,神明降下恩惠之雨 ～ Sylphid Dream,神は恵みの雨を降らす　～ Sylphid Dream,东方风神录,20,0,20,<a href='./?m=info&type=music&id=219' target='_blank'>点击查看详情</a>,0%,0.29%,0%,16,4,80%,20%,0.23%,0.3%,
220,Player's Score,プレイヤーズスコア,东方风神录,39,1,40,<a href='./?m=info&type=music&id=220' target='_blank'>点击查看详情</a>,2.56%,0.57%,0.02%,33,6,84.62%,15.38%,0.47%,0.45%,
221,绯想天,緋想天,东方绯想天,313,41,354,<a href='./?m=info&type=music&id=221' target='_blank'>点击查看详情</a>,13.1%,4.6%,0.63%,276,37,88.18%,11.82%,3.93%,2.75%,
222,日常坐卧,日常坐臥,东方绯想天,1,0,1,<a href='./?m=info&type=music&id=222' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
223,地之色乃黄色（地之色乃黄色　～ Primrose）,地の色は黄色,东方绯想天,74,4,78,<a href='./?m=info&type=music&id=223' target='_blank'>点击查看详情</a>,5.41%,1.09%,0.06%,64,10,86.49%,13.51%,0.91%,0.74%,
224,甲论乙驳,甲論乙駁,东方绯想天,26,0,26,<a href='./?m=info&type=music&id=224' target='_blank'>点击查看详情</a>,0%,0.38%,0%,23,3,88.46%,11.54%,0.33%,0.22%,
225,风光明媚,風光明媚,东方绯想天,0,0,0,<a href='./?m=info&type=music&id=225' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
226,散发着香气的树叶花,香る樹葉花,东方绯想天,25,3,28,<a href='./?m=info&type=music&id=226' target='_blank'>点击查看详情</a>,12%,0.37%,0.05%,22,3,88%,12%,0.31%,0.22%,
227,飞舞的水飞沫,踊る水飛沫,东方绯想天,35,1,36,<a href='./?m=info&type=music&id=227' target='_blank'>点击查看详情</a>,2.86%,0.51%,0.02%,31,4,88.57%,11.43%,0.44%,0.3%,
228,以鱼驱蝇,以魚駆蠅,东方绯想天,0,0,0,<a href='./?m=info&type=music&id=228' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
229,放纵不羁,放縦不羈,东方绯想天,1,1,2,<a href='./?m=info&type=music&id=229' target='_blank'>点击查看详情</a>,100%,0.01%,0.02%,1,0,100%,0%,0.01%,0%,
230,嘲讽的游戏,嘲りの遊戯,东方绯想天,3,0,3,<a href='./?m=info&type=music&id=230' target='_blank'>点击查看详情</a>,0%,0.04%,0%,1,2,33.33%,66.67%,0.01%,0.15%,
231,冷吟闲醉,冷吟閑酔,东方绯想天,8,0,8,<a href='./?m=info&type=music&id=231' target='_blank'>点击查看详情</a>,0%,0.12%,0%,7,1,87.5%,12.5%,0.1%,0.07%,
232,云外苍天,雲外蒼天,东方绯想天,7,1,8,<a href='./?m=info&type=music&id=232' target='_blank'>点击查看详情</a>,14.29%,0.1%,0.02%,5,2,71.43%,28.57%,0.07%,0.15%,
233,黑海中的绯红 ～ Legendary Fish,黒い海に紅く ～ Legendary Fish,东方绯想天,36,3,39,<a href='./?m=info&type=music&id=233' target='_blank'>点击查看详情</a>,8.33%,0.53%,0.05%,31,5,86.11%,13.89%,0.44%,0.37%,
234,天衣无缝（天衣无缝　～ Yellow Lily）,天衣無縫,东方绯想天,129,10,139,<a href='./?m=info&type=music&id=234' target='_blank'>点击查看详情</a>,7.75%,1.9%,0.15%,114,15,88.37%,11.63%,1.63%,1.12%,
235,有顶天变 ～ Wonderful Heaven,有頂天変 ～ Wonderful Heaven,东方绯想天,355,40,395,<a href='./?m=info&type=music&id=235' target='_blank'>点击查看详情</a>,11.27%,5.22%,0.62%,300,55,84.51%,15.49%,4.28%,4.09%,
236,幼小的有顶天,幼心地の有頂天,东方绯想天,73,6,79,<a href='./?m=info&type=music&id=236' target='_blank'>点击查看详情</a>,8.22%,1.07%,0.09%,59,14,80.82%,19.18%,0.84%,1.04%,
237,暮色苍然,暮色蒼然,东方绯想天,57,2,59,<a href='./?m=info&type=music&id=237' target='_blank'>点击查看详情</a>,3.51%,0.84%,0.03%,43,14,75.44%,24.56%,0.61%,1.04%,
238,东方绯想天,東方緋想天,东方绯想天,624,88,712,<a href='./?m=info&type=music&id=238' target='_blank'>点击查看详情</a>,14.1%,9.17%,1.36%,570,54,91.35%,8.65%,8.13%,4.02%,
239,地灵们的起床,地霊達の起床,东方地灵殿,16,1,17,<a href='./?m=info&type=music&id=239' target='_blank'>点击查看详情</a>,6.25%,0.24%,0.02%,15,1,93.75%,6.25%,0.21%,0.07%,
240,昏暗的风穴,暗闇の風穴,东方地灵殿,49,0,49,<a href='./?m=info&type=music&id=240' target='_blank'>点击查看详情</a>,0%,0.72%,0%,39,10,79.59%,20.41%,0.56%,0.74%,
241,被封印的妖怪　～ Lost Place,封じられた妖怪 ～ Lost Place,东方地灵殿,8,2,10,<a href='./?m=info&type=music&id=241' target='_blank'>点击查看详情</a>,25%,0.12%,0.03%,7,1,87.5%,12.5%,0.1%,0.07%,
242,阻绝人迹之桥,渡る者の途絶えた橋,东方地灵殿,51,5,56,<a href='./?m=info&type=music&id=242' target='_blank'>点击查看详情</a>,9.8%,0.75%,0.08%,38,13,74.51%,25.49%,0.54%,0.97%,
243,绿眼的嫉妒,緑眼のジェラシー,东方地灵殿,261,37,298,<a href='./?m=info&type=music&id=243' target='_blank'>点击查看详情</a>,14.18%,3.84%,0.57%,199,62,76.25%,23.75%,2.84%,4.61%,
244,漫游旧地狱街道,旧地獄街道を行く,东方地灵殿,212,7,219,<a href='./?m=info&type=music&id=244' target='_blank'>点击查看详情</a>,3.3%,3.12%,0.11%,178,34,83.96%,16.04%,2.54%,2.53%,
245,大江山的花之酒宴,華のさかづき大江山,东方地灵殿,58,3,61,<a href='./?m=info&type=music&id=245' target='_blank'>点击查看详情</a>,5.17%,0.85%,0.05%,43,15,74.14%,25.86%,0.61%,1.12%,
246,Heartfelt Fancy,ハートフェルトファンシー,东方地灵殿,62,7,69,<a href='./?m=info&type=music&id=246' target='_blank'>点击查看详情</a>,11.29%,0.91%,0.11%,49,13,79.03%,20.97%,0.7%,0.97%,
247,少女觉 ～ 3rd eye,少女さとり ～ 3rd eye,东方地灵殿,928,130,1058,<a href='./?m=info&type=music&id=247' target='_blank'>点击查看详情</a>,14.01%,13.64%,2.01%,778,150,83.84%,16.16%,11.09%,11.16%,
248,废狱摇篮曲,廃獄ララバイ,东方地灵殿,503,41,544,<a href='./?m=info&type=music&id=248' target='_blank'>点击查看详情</a>,8.15%,7.39%,0.63%,419,84,83.3%,16.7%,5.97%,6.25%,
249,尸体旅行　～ Be of good cheer!,死体旅行～Be of good cheer!,东方地灵殿,94,7,101,<a href='./?m=info&type=music&id=249' target='_blank'>点击查看详情</a>,7.45%,1.38%,0.11%,80,14,85.11%,14.89%,1.14%,1.04%,
250,业火地幔,業火マントル,东方地灵殿,24,2,26,<a href='./?m=info&type=music&id=250' target='_blank'>点击查看详情</a>,8.33%,0.35%,0.03%,11,13,45.83%,54.17%,0.16%,0.97%,
251,灵知的太阳信仰 ～ Nuclear Fusion,霊知の太陽信仰　～ Nuclear Fusion,东方地灵殿,289,25,314,<a href='./?m=info&type=music&id=251' target='_blank'>点击查看详情</a>,8.65%,4.25%,0.39%,256,32,88.58%,11.07%,3.65%,2.38%,
