id,name,group,by,info,v0,v1,v2
TH17.5,东方刚欲异闻,Win(STG),TH17.5,<a href='./?m=info&type=work&id=65' target='_blank'>点击查看详情</a>,5600 (94.72%),234 (3.96%),117 (1.98%)
