id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
TH15,东方绀珠传,Win(STG),TH15,<a href='./?m=info&type=work&id=24' target='_blank'>点击查看详情</a>,2291 (38.75%),1401 (23.7%),1238 (20.94%),323 (5.46%),350 (5.92%),751 (12.7%),556 (9.4%),135 (2.28%),260 (4.4%),370 (6.26%)
