id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
TH09.5,东方文花帖,Win(STG),TH09.5,<a href='./?m=info&type=work&id=11' target='_blank'>点击查看详情</a>,4278 (72.36%),921 (15.58%),692 (11.71%),638 (10.79%),524 (8.86%),439 (7.43%),328 (5.55%),230 (3.89%),165 (2.79%),144 (2.44%),258 (4.36%),160 (2.71%)
