id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
TH14.3,弹幕天邪鬼,Win(STG),TH14.3,<a href='./?m=info&type=work&id=22' target='_blank'>点击查看详情</a>,3781 (63.95%),1177 (19.91%),1009 (17.07%),980 (16.58%),865 (14.63%),735 (12.43%),668 (11.3%),625 (10.57%),581 (9.83%),606 (10.25%),777 (13.14%)
