id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8
TH01,东方灵异传,PC-98,TH01,<a href='./?m=info&type=work&id=37' target='_blank'>点击查看详情</a>,5495 (92.95%),232 (3.92%),98 (1.66%),29 (0.49%),24 (0.41%),151 (2.55%),74 (1.25%),17 (0.29%),19 (0.32%)
