keyword,freq
赤蛮,35
辉针,22
辘轳,17
魔理沙,15
飞出去,13
雾雨,13
THBWiki,12
邪鬼,10
ZUN,10
THB,10
正邪,10
博丽灵,10
脑袋,9
场景,9
BOSS,9
十六,9
夜咲夜,9
Project,8
有着,8
文花,8
