keyword,freq
地灵,72
古明,53
读心,35
想起,35
地觉,33
地狱,33
回忆,28
宠物,23
ZUN,22
噩梦,21
Level,21
魔理沙,20
怨灵,20
Easy,19
Normal,19
Hard,19
Lunatic,19
支援,18
口授,15
不会,14
