keyword,freq
永琳,88
八意,43
永夜,40
辉夜,32
蓬莱,30
噩梦,25
永远,24
铃仙,21
月球,20
ZUN,18
文花,17
Level,15
药物,14
之后,14
漫画,13
求闻,13
头脑,13
之药,13
THBWiki,12
魔理沙,12
