region,round,round_label,category,entity_id,canonical_name,name_jp,name_cn,rank,equal_rank,old_2_1_rank,points,old_2_1_points,primary_count,secondary_count,other_count,selection_count,ballots,primary_rate,secondary_rate,top2_rate,selection_rate,male_rate,female_rate,other_gender_rate,under20_rate,overall_male_rate,overall_female_rate,overall_other_gender_rate,equal_rank_change,source_type
cn,4,CN4,character,104,矜羯罗,コンガラ,矜羯罗,109,109,,17.0,,2.0,,13.0,15.0,5888,0.13333333333333333,,,0.002547554347826087,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,125,艾丽,エリー,艾丽,112,112,,14.0,,0.0,,14.0,14.0,5888,0.0,,,0.002377717391304348,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,110,明罗,明羅,明罗,113,113,,15.0,,2.0,,11.0,13.0,5888,0.15384615384615385,,,0.0022078804347826085,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,60,云山,雲山,云山,114,114,,12.0,,0.0,,12.0,12.0,5888,0.0,,,0.0020380434782608695,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,50,琪斯美,キスメ,琪斯美,114,114,,13.0,,1.0,,11.0,12.0,5888,0.08333333333333333,,,0.0020380434782608695,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,181,ufo,,UFO,116,116,,15.0,,4.0,,7.0,11.0,5888,0.36363636363636365,,,0.0018682065217391305,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,124,胡桃,くるみ,胡桃,116,116,,12.0,,1.0,,10.0,11.0,5888,0.09090909090909091,,,0.0018682065217391305,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,117,北白河千百合,北白河 ちゆり,北白河千百合,118,118,,10.0,,0.0,,10.0,10.0,5888,0.0,,,0.0016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,116,朝仓理香子,朝倉 理香子,朝仓理香子,118,118,,11.0,,1.0,,9.0,10.0,5888,0.1,,,0.0016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,126,梦月,夢月,梦月,118,118,,10.0,,0.0,,10.0,10.0,5888,0.0,,,0.0016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,25,蕾拉普莉兹姆利巴,レイラ・プリズムリバー,蕾拉·普莉兹姆利巴,118,118,,10.0,,0.0,,10.0,10.0,5888,0.0,,,0.0016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,147,龙神,,龙神,118,118,,10.0,,0.0,,10.0,10.0,5888,0.0,,,0.0016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,132,梦子,夢子,梦子,123,123,,10.0,,1.0,,8.0,9.0,5888,0.1111111111111111,,,0.0015285326086956522,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,130,雪,ユキ,雪,123,123,,9.0,,0.0,,9.0,9.0,5888,0.0,,,0.0015285326086956522,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,191,stg作品中没有名称的角色3,,STG作品中没有名称的角色3,125,125,,8.0,,0.0,,8.0,8.0,5888,0.0,,,0.001358695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,144,reisen,,Reisen,126,126,,7.0,,0.0,,7.0,7.0,5888,0.0,,,0.001188858695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,106,依莉斯,エリス,依莉斯,126,126,,7.0,,0.0,,7.0,7.0,5888,0.0,,,0.001188858695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,114,小兔姬,小兎姫,小兔姬,126,126,,7.0,,0.0,,7.0,7.0,5888,0.0,,,0.001188858695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,88,绿巨人,,绿巨人,126,126,,7.0,,0.0,,7.0,7.0,5888,0.0,,,0.001188858695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,68,非想天则,,非想天则,126,126,,7.0,,0.0,,7.0,7.0,5888,0.0,,,0.001188858695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,180,妖精（含持花妖精，僵尸妖精）,,妖精（含持花妖精，僵尸妖精）,131,131,,7.0,,1.0,,5.0,6.0,5888,0.16666666666666666,,,0.0010190217391304348,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,187,河童（含山童）,河童（山童含む）,河童（含山童）,131,131,,7.0,,1.0,,5.0,6.0,5888,0.16666666666666666,,,0.0010190217391304348,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,131,舞,マイ,舞,131,131,,7.0,,1.0,,5.0,6.0,5888,0.16666666666666666,,,0.0010190217391304348,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,185,阴阳玉,,阴阳玉,131,131,,6.0,,0.0,,6.0,6.0,5888,0.0,,,0.0010190217391304348,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,159,求闻史纪中的受访人群,,求闻史纪中的受访人群,135,135,,5.0,,0.0,,5.0,5.0,5888,0.0,,,0.0008491847826086956,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,108,玄爷,玄爺,玄爷,135,135,,5.0,,0.0,,5.0,5.0,5888,0.0,,,0.0008491847826086956,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,78,秦河胜,,秦河胜,137,137,,4.0,,0.0,,4.0,4.0,5888,0.0,,,0.0006793478260869565,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,89,阿菊,,阿菊,137,137,,4.0,,0.0,,4.0,4.0,5888,0.0,,,0.0006793478260869565,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,119,咪咪号,ミミちゃん,咪咪号,139,139,,3.0,,0.0,,3.0,3.0,5888,0.0,,,0.0005095108695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,123,奥莲姬,オレンジ,奥莲姬,139,139,,3.0,,0.0,,3.0,3.0,5888,0.0,,,0.0005095108695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,156,岩笠,岩笠,岩笠,139,139,,3.0,,0.0,,3.0,3.0,5888,0.0,,,0.0005095108695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,176,读书狐狸,,读书狐狸,139,139,,3.0,,0.0,,3.0,3.0,5888,0.0,,,0.0005095108695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,109,里香,里香,里香,139,139,,3.0,,0.0,,3.0,3.0,5888,0.0,,,0.0005095108695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,92,黄帝,,黄帝,139,139,,3.0,,0.0,,3.0,3.0,5888,0.0,,,0.0005095108695652174,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,178,占卜师（易者）,,占卜师（易者）,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,190,座敷童子,座敷童,座敷童子,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,148,月夜见,,月夜见,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,150,木花咲耶姬,木花咲耶姫,木花咲耶姬,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,186,狸猫,,狸猫,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,101,神玉,シンギョク,神玉,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,173,稻荷大人,,稻荷大人,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,103,菊理,キクリ,菊理,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,162,雷兽（务光）4,,雷兽（务光）4,145,145,,2.0,,0.0,,2.0,2.0,5888,0.0,,,0.00033967391304347825,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,167,万岁乐,万歳楽,万岁乐,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,164,久米/竿打,,久米 / 竿打,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,90,八尺大人,,八尺大人,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,153,天宇受卖命5,,天宇受卖命5,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,151,天照大御神5,,天照大御神5,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,105,幽玄魔眼,,幽玄魔眼,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,91,彭祖,,彭祖,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,121,玛○奇,,玛○奇,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,157,瑞江浦岛子,,瑞江浦岛子,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,120,留琴,るーこと,留琴,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,165,管狐,,管狐,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,122,苏格拉底,,苏格拉底,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,128,萨拉,サラ,萨拉,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,163,运松翁,運松,运松翁,154,154,,2.0,,1.0,,0.0,1.0,5888,1.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,169,邪龙,,邪龙,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,161,酒虫,酒虫,酒虫,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,160,野槌,ツチノコ,野槌,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,188,野铁炮,,野铁炮,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,129,露易兹,ルイズ,露易兹,154,154,,1.0,,0.0,,1.0,1.0,5888,0.0,,,0.00016983695652173913,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,111,flower～战车,,Flower～战车,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,168,人面犬,,人面犬,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,154,伊豆能卖5,,伊豆能卖5,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,175,佑天上人,,佑天上人,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,158,前鬼/后鬼,,前鬼 / 后鬼,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,171,卓柏卡布拉,チュパカブラ,卓柏卡布拉,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,189,大地精,,大地精,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,93,尼西号,,尼西号,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,184,幽灵,,幽灵,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,182,怨灵,,怨灵,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,174,怨灵少女,,怨灵少女,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,166,水鬼鬼神长,,水鬼鬼神长,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,172,沓颊,沓頬,沓颊,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,155,火雷神,,火雷神,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,170,烟烟罗,煙々羅,烟烟罗,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,177,白仙和尚,,白仙和尚,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,152,石凝老命5,,石凝老命5,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,149,石长姬,,石长姬,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,4,CN4,character,112,邪眼西格玛,,邪眼西格玛,173,173,,0.0,,0.0,,0.0,0.0,5888,,,,0.0,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,1,博丽灵梦,博麗 霊夢,博丽灵梦,1,1,,3515.0,,660.0,,2195.0,2855.0,7296,0.23117338003502627,,,0.3913103070175439,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,2,雾雨魔理沙,霧雨 魔理沙,雾雨魔理沙,2,2,,2329.0,,345.0,,1639.0,1984.0,7296,0.17389112903225806,,,0.2719298245614035,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,9,十六夜咲夜,十六夜 咲夜,十六夜咲夜,3,3,,2064.0,,354.0,,1356.0,1710.0,7296,0.20701754385964913,,,0.234375,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,10,蕾米莉亚斯卡蕾特,レミリア・スカーレット,蕾米莉亚·斯卡蕾特,4,4,,1848.0,,285.0,,1278.0,1563.0,7296,0.18234165067178504,,,0.21422697368421054,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,21,西行寺幽幽子,西行寺 幽々子,西行寺幽幽子,5,5,,1893.0,,369.0,,1155.0,1524.0,7296,0.2421259842519685,,,0.20888157894736842,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,23,八云紫,八雲 紫,八云紫,6,6,,1738.0,,238.0,,1262.0,1500.0,7296,0.15866666666666668,,,0.20559210526315788,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,57,古明地恋,古明地 こいし,古明地恋,7,7,,1712.0,,303.0,,1106.0,1409.0,7296,0.2150461320085167,,,0.19311951754385964,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,11,芙兰朵露斯卡蕾特,フランドール・スカーレット,芙兰朵露·斯卡蕾特,8,8,,1601.0,,280.0,,1041.0,1321.0,7296,0.21196063588190764,,,0.18105811403508773,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,34,藤原妹红,藤原 妹紅,藤原妹红,9,9,,1454.0,,241.0,,972.0,1213.0,7296,0.19868095630667765,,,0.16625548245614036,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,15,爱丽丝玛格特洛依德,アリス・マーガトロイド,爱丽丝·玛格特洛依德,10,10,,1442.0,,235.0,,972.0,1207.0,7296,0.19469759734879868,,,0.16543311403508773,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,54,古明地觉,古明地 さとり,古明地觉,11,11,,1400.0,,214.0,,972.0,1186.0,7296,0.18043844856661045,,,0.16255482456140352,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,20,魂魄妖梦,魂魄 妖夢,魂魄妖梦,12,12,,1360.0,,223.0,,914.0,1137.0,7296,0.1961301671064204,,,0.15583881578947367,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,35,射命丸文,射命丸 文,射命丸文,13,13,,1358.0,,226.0,,906.0,1132.0,7296,0.19964664310954064,,,0.15515350877192982,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,5,琪露诺,チルノ,琪露诺,14,14,,1281.0,,177.0,,927.0,1104.0,7296,0.16032608695652173,,,0.1513157894736842,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,45,东风谷早苗,東風谷 早苗,东风谷早苗,15,15,,1220.0,,168.0,,884.0,1052.0,7296,0.1596958174904943,,,0.14418859649122806,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,31,铃仙优昙华院因幡,鈴仙・優曇華院・イナバ,铃仙·优昙华院·因幡,16,16,,1072.0,,136.0,,800.0,936.0,7296,0.1452991452991453,,,0.12828947368421054,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,8,帕秋莉诺蕾姬,パチュリー・ノーレッジ,帕秋莉·诺蕾姬,17,17,,1099.0,,166.0,,767.0,933.0,7296,0.17792068595927116,,,0.1278782894736842,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,33,蓬莱山辉夜,蓬莱山 輝夜,蓬莱山辉夜,18,18,,1060.0,,150.0,,760.0,910.0,7296,0.16483516483516483,,,0.12472587719298246,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,77,秦心,秦 こころ,秦心,19,19,,1009.0,,104.0,,801.0,905.0,7296,0.11491712707182321,,,0.1240405701754386,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,49,比那名居天子,比那名居 天子,比那名居天子,20,20,,935.0,,136.0,,663.0,799.0,7296,0.1702127659574468,,,0.10951206140350878,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,97,稀神探女,稀神 サグメ,稀神探女,21,21,,814.0,,48.0,,718.0,766.0,7296,0.06266318537859007,,,0.1049890350877193,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,37,风见幽香,風見 幽香,风见幽香,22,22,,887.0,,133.0,,621.0,754.0,7296,0.17639257294429708,,,0.10334429824561403,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,26,伊吹萃香,伊吹 萃香,伊吹萃香,23,23,,770.0,,100.0,,570.0,670.0,7296,0.14925373134328357,,,0.0918311403508772,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,47,洩矢诹访子,洩矢 諏訪子,洩矢诹访子,24,24,,696.0,,75.0,,546.0,621.0,7296,0.12077294685990338,,,0.08511513157894737,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,84,鬼人正邪,鬼人 正邪,鬼人正邪,25,25,,701.0,,96.0,,509.0,605.0,7296,0.15867768595041323,,,0.08292214912280702,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,39,四季映姬夜摩仙那度,四季映姫・ヤマザナドゥ,四季映姬·夜摩仙那度,26,26,,698.0,,97.0,,504.0,601.0,7296,0.16139767054908485,,,0.08237390350877193,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,6,红美铃,紅 美鈴,红美铃,27,27,,676.0,,80.0,,516.0,596.0,7296,0.1342281879194631,,,0.08168859649122807,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,134,宇佐见莲子,宇佐見 蓮子,宇佐见莲子,28,28,,599.0,,64.0,,471.0,535.0,7296,0.11962616822429907,,,0.07332785087719298,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,98,克劳恩皮丝,クラウンピース,克劳恩皮丝,29,29,,503.0,,27.0,,449.0,476.0,7296,0.05672268907563025,,,0.06524122807017543,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,64,圣白莲,聖 白蓮,圣白莲,30,30,,518.0,,43.0,,432.0,475.0,7296,0.09052631578947369,,,0.06510416666666667,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,42,键山雏,鍵山 雛,键山雏,31,31,,558.0,,88.0,,382.0,470.0,7296,0.18723404255319148,,,0.0644188596491228,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,99,纯狐,純狐,纯狐,32,32,,468.0,,44.0,,380.0,424.0,7296,0.10377358490566038,,,0.0581140350877193,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,3,露米娅,ルーミア,露米娅,33,33,,468.0,,45.0,,378.0,423.0,7296,0.10638297872340426,,,0.05797697368421053,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,32,八意永琳,八意 永琳,八意永琳,34,34,,449.0,,45.0,,359.0,404.0,7296,0.11138613861386139,,,0.05537280701754386,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,75,丰聪耳神子,豊聡耳 神子,丰聪耳神子,35,35,,460.0,,75.0,,310.0,385.0,7296,0.19480519480519481,,,0.052768640350877194,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,29,上白泽慧音,上白沢 慧音,上白泽慧音,36,36,,414.0,,32.0,,350.0,382.0,7296,0.08376963350785341,,,0.05235745614035088,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,,玛艾露贝莉赫恩（梅莉）1,,玛艾露贝莉·赫恩（梅莉）1,37,37,,400.0,,25.0,,350.0,375.0,7296,0.06666666666666667,,,0.05139802631578947,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,85,少名针妙丸,少名 針妙丸,少名针妙丸,38,38,,382.0,,30.0,,322.0,352.0,7296,0.08522727272727272,,,0.04824561403508772,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,59,多多良小伞,多々良 小傘,多多良小伞,39,39,,385.0,,38.0,,309.0,347.0,7296,0.10951008645533142,,,0.04756030701754386,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,136,稗田阿求,稗田 阿求,稗田阿求,40,40,,333.0,,26.0,,281.0,307.0,7296,0.08469055374592833,,,0.042077850877192985,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,56,灵乌路空,霊烏路 空,灵乌路空,41,41,,336.0,,46.0,,244.0,290.0,7296,0.15862068965517243,,,0.03974780701754386,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,52,水桥帕露西,水橋 パルスィ,水桥帕露西,42,42,,313.0,,39.0,,235.0,274.0,7296,0.14233576642335766,,,0.03755482456140351,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,65,封兽鵺,封獣 ぬえ,封兽鵺,43,43,,280.0,,20.0,,240.0,260.0,7296,0.07692307692307693,,,0.0356359649122807,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,44,犬走椛,犬走 椛,犬走椛,44,44,,286.0,,39.0,,208.0,247.0,7296,0.15789473684210525,,,0.033854166666666664,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,74,物部布都,物部 布都,物部布都,45,45,,270.0,,28.0,,214.0,242.0,7296,0.11570247933884298,,,0.033168859649122806,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,72,霍青娥,霍 青娥,霍青娥,46,46,,252.0,,16.0,,220.0,236.0,7296,0.06779661016949153,,,0.03234649122807018,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,145,茨木华扇,茨木 華扇,茨木华扇,47,47,,261.0,,30.0,,201.0,231.0,7296,0.12987012987012986,,,0.031661184210526314,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,22,八云蓝,八雲 藍,八云蓝,48,48,,256.0,,28.0,,200.0,228.0,7296,0.12280701754385964,,,0.03125,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,133,神绮,神綺,神绮,49,49,,230.0,,15.0,,200.0,215.0,7296,0.06976744186046512,,,0.029468201754385966,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,4,大妖精,大妖精,大妖精,50,50,,221.0,,9.0,,203.0,212.0,7296,0.04245283018867924,,,0.02905701754385965,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,137,森近霖之助,森近 霖之助,森近霖之助,51,51,,217.0,,11.0,,195.0,206.0,7296,0.05339805825242718,,,0.02823464912280702,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,118,冈崎梦美,岡崎 夢美,冈崎梦美,52,52,,228.0,,24.0,,180.0,204.0,7296,0.11764705882352941,,,0.027960526315789474,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,87,宇佐见堇子,宇佐見 菫子,宇佐见堇子,53,53,,211.0,,10.0,,191.0,201.0,7296,0.04975124378109453,,,0.027549342105263157,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,55,火焰猫燐,火焔猫 燐,火焰猫燐,54,54,,213.0,,17.0,,179.0,196.0,7296,0.08673469387755102,,,0.0268640350877193,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,43,河城荷取,河城 にとり,河城荷取,55,55,,215.0,,23.0,,169.0,192.0,7296,0.11979166666666667,,,0.02631578947368421,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,48,永江衣玖,永江 衣玖,永江衣玖,56,56,,214.0,,26.0,,162.0,188.0,7296,0.13829787234042554,,,0.025767543859649123,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,146,本居小铃,本居 小鈴,本居小铃,57,57,,202.0,,15.0,,172.0,187.0,7296,0.08021390374331551,,,0.02563048245614035,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,96,哆来咪苏伊特,ドレミー・スイート,哆来咪·苏伊特,58,58,,190.0,,13.0,,164.0,177.0,7296,0.07344632768361582,,,0.02425986842105263,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,7,小恶魔,小悪魔,小恶魔,58,58,,199.0,,22.0,,155.0,177.0,7296,0.12429378531073447,,,0.02425986842105263,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,38,小野塚小町,小野塚 小町,小野塚小町,60,60,,172.0,,13.0,,146.0,159.0,7296,0.08176100628930817,,,0.021792763157894735,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,30,因幡天为（因幡帝）,因幡 てゐ,因幡天为（因幡帝）,61,61,,171.0,,16.0,,139.0,155.0,7296,0.1032258064516129,,,0.02124451754385965,,,,,,,,0,cn_normalized_workbook
cn,5,CN5,character,86,堀川雷鼓,堀川 雷鼓,堀川雷鼓,62,62,,167.0,,14.0,,139.0,153.0,7296,0.0915032679738562,,,0.020970394736842105,,,,,,,,0,cn_normalized_workbook
