region,round,round_label,category,entity_id,canonical_name,name_jp,name_cn,rank,equal_rank,old_2_1_rank,points,old_2_1_points,primary_count,secondary_count,other_count,selection_count,ballots,primary_rate,secondary_rate,top2_rate,selection_rate,male_rate,female_rate,other_gender_rate,under20_rate,overall_male_rate,overall_female_rate,overall_other_gender_rate,equal_rank_change,source_type
jp,11,JP11,character,,八意永琳,八意 永琳,八意永琳,56,56,56,1034.0,1034.0,143.0,,748.0,891.0,32244,0.16049382716049382,,,0.027633048008931894,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,大妖精,大妖精,大妖精,57,57,57,1022.0,1022.0,151.0,,720.0,871.0,32244,0.17336394948335246,,,0.027012777571020965,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,寅丸星,寅丸 星,寅丸星,58,58,58,1012.0,1012.0,152.0,,708.0,860.0,32244,0.17674418604651163,,,0.026671628830169953,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,八坂神奈子,八坂 神奈子,八坂神奈子,59,60,59,952.0,952.0,140.0,,672.0,812.0,32244,0.1724137931034483,,,0.025182979779183726,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,姬海棠果,姫海棠 はたて,姬海棠果,60,59,60,944.0,944.0,88.0,,768.0,856.0,32244,0.102803738317757,,,0.02654757474258777,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,星熊勇仪,星熊 勇儀,星熊勇仪,61,62,61,901.0,901.0,114.0,,673.0,787.0,32244,0.144853875476493,,,0.024407641731795063,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,因幡天为（因幡帝）,因幡 てゐ,因幡天为（因幡帝）,62,63,62,897.0,897.0,127.0,,643.0,770.0,32244,0.16493506493506493,,,0.023880411859570773,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,堀川雷鼓,堀川 雷鼓,堀川雷鼓,63,61,63,887.0,887.0,83.0,,721.0,804.0,32244,0.10323383084577115,,,0.024934871604019353,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,森近霖之助,森近 霖之助,森近霖之助,64,66,64,868.0,868.0,167.0,,534.0,701.0,32244,0.23823109843081314,,,0.021740478848778066,,,,,,,,-2,jp_legacy_official_html_table
jp,11,JP11,character,,云居一轮,雲居 一輪,云居一轮,65,64,65,841.0,841.0,130.0,,581.0,711.0,32244,0.1828410689170183,,,0.02205061406773353,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,村纱水蜜,村紗 水蜜,村纱水蜜,66,64,66,830.0,830.0,119.0,,592.0,711.0,32244,0.16736990154711673,,,0.02205061406773353,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,露娜萨普莉兹姆利巴,ルナサ・プリズムリバー,露娜萨·普莉兹姆利巴,67,71,67,793.0,793.0,145.0,,503.0,648.0,32244,0.22376543209876543,,,0.020096762188314105,,,,,,,,-4,jp_legacy_official_html_table
jp,11,JP11,character,,幽谷响子,幽谷 響子,幽谷响子,68,66,68,786.0,786.0,85.0,,616.0,701.0,32244,0.12125534950071326,,,0.021740478848778066,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,稗田阿求,稗田 阿求,稗田阿求,69,68,69,785.0,785.0,87.0,,611.0,698.0,32244,0.12464183381088825,,,0.021647438283091427,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,小恶魔,小悪魔,小恶魔,70,69,70,745.0,745.0,88.0,,569.0,657.0,32244,0.1339421613394216,,,0.02037588388537402,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,秋静叶,秋 静葉,秋静叶,71,70,71,738.0,738.0,89.0,,560.0,649.0,32244,0.13713405238828968,,,0.020127775710209652,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,冈崎梦美,岡崎 夢美,冈崎梦美,72,72,72,715.0,715.0,95.0,,525.0,620.0,32244,0.1532258064516129,,,0.019228383575238803,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,秋穰子,秋 穣子,秋穰子,73,73,73,678.0,678.0,84.0,,510.0,594.0,32244,0.1414141414141414,,,0.018422032005954596,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,梅蒂欣梅兰可莉,メディスン・メランコリー,梅蒂欣·梅兰可莉,74,75,74,623.0,623.0,98.0,,427.0,525.0,32244,0.18666666666666668,,,0.016282098995161892,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,莉格露奈特巴格,リグル・ナイトバグ,莉格露·奈特巴格,75,82,75,617.0,617.0,162.0,,293.0,455.0,32244,0.35604395604395606,,,0.01411115246247364,,,,,,,,-7,jp_legacy_official_html_table
jp,11,JP11,character,,黑谷山女,黒谷 ヤマメ,黑谷山女,76,76,76,604.0,604.0,80.0,,444.0,524.0,32244,0.15267175572519084,,,0.016251085473266345,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,苏我屠自古,蘇我 屠自古,苏我屠自古,77,74,77,598.0,598.0,64.0,,470.0,534.0,32244,0.1198501872659176,,,0.01656122069222181,,,,,,,,3,jp_legacy_official_html_table
jp,11,JP11,character,,宫古芳香,宮古 芳香,宫古芳香,78,79,78,561.0,561.0,69.0,,423.0,492.0,32244,0.1402439024390244,,,0.015258652772608858,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,神绮,神綺,神绮,78,78,78,561.0,561.0,54.0,,453.0,507.0,32244,0.10650887573964497,,,0.015723855601042055,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,若鹭姬,わかさぎ姫,若鹭姬,80,77,80,560.0,560.0,41.0,,478.0,519.0,32244,0.0789980732177264,,,0.01609601786378861,,,,,,,,3,jp_legacy_official_html_table
jp,11,JP11,character,,魅魔,魅魔,魅魔,81,80,81,535.0,535.0,51.0,,433.0,484.0,32244,0.10537190082644628,,,0.015010544597444485,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,蕾蒂霍瓦特洛克,レティ・ホワイトロック,蕾蒂·霍瓦特洛克,82,83,82,532.0,532.0,104.0,,324.0,428.0,32244,0.24299065420560748,,,0.013273787371293885,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,绵月依姬,綿月 依姫,绵月依姬,83,81,83,524.0,524.0,58.0,,408.0,466.0,32244,0.12446351931330472,,,0.01445230120332465,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,九十九弁弁,九十九 弁々,九十九弁弁,84,84,84,356.0,356.0,38.0,,280.0,318.0,32244,0.11949685534591195,,,0.009862299962783774,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,露娜切露德,ルナチャイルド,露娜切露德,85,85,85,338.0,338.0,22.0,,294.0,316.0,32244,0.06962025316455696,,,0.009800272918992681,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,斯塔萨菲雅,スターサファイア,斯塔萨菲雅,86,86,86,319.0,319.0,48.0,,223.0,271.0,32244,0.17712177121771217,,,0.008404664433693091,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,莉莉卡普莉兹姆利巴,リリカ・プリズムリバー,莉莉卡·普莉兹姆利巴,87,88,87,308.0,308.0,46.0,,216.0,262.0,32244,0.17557251908396945,,,0.008125542736633172,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,幻月,幻月,幻月,88,87,88,307.0,307.0,40.0,,227.0,267.0,32244,0.149812734082397,,,0.008280610346110905,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,莉莉霍瓦特（莉莉白）,リリーホワイト,莉莉霍瓦特（莉莉白）,88,90,88,307.0,307.0,54.0,,199.0,253.0,32244,0.2134387351778656,,,0.007846421039573254,,,,,,,,-2,jp_legacy_official_html_table
jp,11,JP11,character,,桑尼米尔克,サニーミルク,桑尼米尔克,90,89,90,286.0,286.0,31.0,,224.0,255.0,32244,0.12156862745098039,,,0.007908448083364347,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,九十九八桥,九十九 八橋,九十九八桥,91,91,91,268.0,268.0,27.0,,214.0,241.0,32244,0.11203319502074689,,,0.007474258776826697,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,梅露兰普莉兹姆利巴,メルラン・プリズムリバー,梅露兰·普莉兹姆利巴,92,93,92,261.0,261.0,36.0,,189.0,225.0,32244,0.16,,,0.006978042426497953,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,无名的读书妖怪（朱鹭子）,名無しの本読み妖怪,无名的读书妖怪（朱鹭子）,93,92,93,253.0,253.0,25.0,,203.0,228.0,32244,0.10964912280701754,,,0.0070710829921845925,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,琪斯美,キスメ,琪斯美,94,95,94,243.0,243.0,38.0,,167.0,205.0,32244,0.18536585365853658,,,0.006357771988587024,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,绵月丰姬,綿月 豊姫,绵月丰姬,95,96,95,232.0,232.0,29.0,,174.0,203.0,32244,0.14285714285714285,,,0.006295744944795931,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,爱丽丝的人偶（上海、蓬莱、大江户等）,アリスの人形（上海、蓬莱、大江戸他）,爱丽丝的人偶（上海、蓬莱、大江户等）,96,94,96,224.0,224.0,18.0,,188.0,206.0,32244,0.08737864077669903,,,0.00638878551048257,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,卡娜安娜贝拉尔,カナ・アナベラル,卡娜·安娜贝拉尔,97,97,97,199.0,199.0,21.0,,157.0,178.0,32244,0.11797752808988764,,,0.005520406897407269,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,梦月,夢月,梦月,98,98,98,160.0,160.0,13.0,,134.0,147.0,32244,0.08843537414965986,,,0.0045589877186453295,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,梦子,夢子,梦子,99,99,99,135.0,135.0,13.0,,109.0,122.0,32244,0.10655737704918032,,,0.003783649671256668,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,易者,易者,易者,100,100,100,129.0,129.0,18.0,,93.0,111.0,32244,0.16216216216216217,,,0.003442500930405657,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,铃仙二号,レイセン,铃仙二号,101,101,101,120.0,120.0,13.0,,94.0,107.0,32244,0.12149532710280374,,,0.0033184468428234712,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,云山,雲山,云山,102,101,102,119.0,119.0,12.0,,95.0,107.0,32244,0.11214953271028037,,,0.0033184468428234712,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,北白河千百合,北白河 ちゆり,北白河千百合,103,101,103,118.0,118.0,11.0,,96.0,107.0,32244,0.102803738317757,,,0.0033184468428234712,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,萨丽爱尔,サリエル,萨丽爱尔,104,104,104,116.0,116.0,12.0,,92.0,104.0,32244,0.11538461538461539,,,0.003225406277136832,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,舞,マイ,舞,105,105,105,115.0,115.0,14.0,,87.0,101.0,32244,0.13861386138613863,,,0.0031323657114501924,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,艾丽,エリー,艾丽,106,106,106,112.0,112.0,12.0,,88.0,100.0,32244,0.12,,,0.0031013521895546458,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,雪,ユキ,雪,107,108,107,100.0,100.0,12.0,,76.0,88.0,32244,0.13636363636363635,,,0.0027291899268080885,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,核热造神非想天则,核熱造神ヒソウテンソク,核热造神非想天则,108,107,108,99.0,99.0,3.0,,93.0,96.0,32244,0.03125,,,0.00297729810197246,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,胡桃,くるみ,胡桃,109,109,109,97.0,97.0,10.0,,77.0,87.0,32244,0.11494252873563218,,,0.002698176404912542,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,爱莲,エレン,爱莲,110,110,110,92.0,92.0,12.0,,68.0,80.0,32244,0.15,,,0.0024810817516437165,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,矜羯罗,コンガラ,矜羯罗,111,111,111,83.0,83.0,7.0,,69.0,76.0,32244,0.09210526315789473,,,0.002357027664061531,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,小兔姬,小兎姫,小兔姬,112,113,112,82.0,82.0,10.0,,62.0,72.0,32244,0.1388888888888889,,,0.002232973576479345,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,魂魄妖忌,魂魄 妖忌,魂魄妖忌,113,112,113,78.0,78.0,5.0,,68.0,73.0,32244,0.0684931506849315,,,0.0022639870983748914,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,毛玉,毛玉,毛玉,114,114,114,76.0,76.0,6.0,,64.0,70.0,32244,0.08571428571428572,,,0.002170946532688252,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,里香,里香,里香,115,119,115,65.0,65.0,15.0,,35.0,50.0,32244,0.3,,,0.0015506760947773229,,,,,,,,-4,jp_legacy_official_html_table
jp,11,JP11,character,,蕾拉普莉兹姆利巴,レイラ・プリズムリバー,蕾拉·普莉兹姆利巴,116,115,116,64.0,64.0,5.0,,54.0,59.0,32244,0.0847457627118644,,,0.001829797791837241,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,露易兹,ルイズ,露易兹,117,116,117,58.0,58.0,5.0,,48.0,53.0,32244,0.09433962264150944,,,0.0016437166604639623,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,依莉斯,エリス,依莉斯,118,117,118,56.0,56.0,4.0,,48.0,52.0,32244,0.07692307692307693,,,0.001612703138568416,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,明罗,明羅,明罗,118,118,118,56.0,56.0,5.0,,46.0,51.0,32244,0.09803921568627451,,,0.0015816896166728693,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,妖精（女仆妖精、向日葵妖精等）,妖精（メイド妖精・ひまわり妖精他）,妖精（女仆妖精、向日葵妖精等）,120,121,120,54.0,54.0,7.0,,40.0,47.0,32244,0.14893617021276595,,,0.0014576355290906835,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,大鲶鱼,大ナマズ,大鲶鱼,121,120,121,53.0,53.0,5.0,,43.0,48.0,32244,0.10416666666666667,,,0.00148864905098623,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,幽幻魔眼,ユウゲンマガン,幽幻魔眼,122,122,122,52.0,52.0,9.0,,34.0,43.0,32244,0.20930232558139536,,,0.0013335814415084976,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,地精,ホフゴブリン,地精,123,122,123,44.0,44.0,1.0,,42.0,43.0,32244,0.023255813953488372,,,0.0013335814415084976,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,留琴,るーこと,留琴,124,125,124,43.0,43.0,5.0,,33.0,38.0,32244,0.13157894736842105,,,0.0011785138320307654,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,飞碟（红、蓝、绿、其他）,UFO（赤・青・緑、その他）,飞碟（红、蓝、绿、其他）,125,124,125,42.0,42.0,3.0,,36.0,39.0,32244,0.07692307692307693,,,0.0012095273539263118,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,奥莲姬,オレンジ,奥莲姬,126,127,126,41.0,41.0,6.0,,29.0,35.0,32244,0.17142857142857143,,,0.001085473266344126,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,朝仓理香子,朝倉 理香子,朝仓理香子,127,130,127,39.0,39.0,6.0,,27.0,33.0,32244,0.18181818181818182,,,0.0010234462225530332,,,,,,,,-3,jp_legacy_official_html_table
jp,11,JP11,character,,万岁乐,万歳楽,万岁乐,128,126,128,38.0,38.0,2.0,,34.0,36.0,32244,0.05555555555555555,,,0.0011164867882396724,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,野槌,ツチノコ,野槌,129,130,129,37.0,37.0,4.0,,29.0,33.0,32244,0.12121212121212122,,,0.0010234462225530332,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,酒虫,酒虫,酒虫,130,128,130,36.0,36.0,2.0,,32.0,34.0,32244,0.058823529411764705,,,0.0010544597444485796,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,卓柏卡布拉,チュパカブラ,卓柏卡布拉,131,128,131,35.0,35.0,1.0,,33.0,34.0,32244,0.029411764705882353,,,0.0010544597444485796,,,,,,,,3,jp_legacy_official_html_table
jp,11,JP11,character,,八尺大人,八尺さま,八尺大人,132,132,132,30.0,30.0,1.0,,28.0,29.0,32244,0.034482758620689655,,,0.0008993921349708473,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,河童（山童）,河童（山童）,河童（山童）,132,132,132,30.0,30.0,1.0,,28.0,29.0,32244,0.034482758620689655,,,0.0008993921349708473,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,咪咪号,ミミちゃん,咪咪号,134,136,134,28.0,28.0,4.0,,20.0,24.0,32244,0.16666666666666666,,,0.000744324525493115,,,,,,,,-2,jp_legacy_official_html_table
jp,11,JP11,character,,玄爷,玄爺,玄爷,135,134,135,27.0,27.0,2.0,,23.0,25.0,32244,0.08,,,0.0007753380473886614,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,邪龙,邪龍,邪龙,136,136,136,26.0,26.0,2.0,,22.0,24.0,32244,0.08333333333333333,,,0.000744324525493115,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,阿菊,お菊さん,阿菊,136,134,136,26.0,26.0,1.0,,24.0,25.0,32244,0.04,,,0.0007753380473886614,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,岩笠,岩笠,岩笠,138,136,138,25.0,25.0,1.0,,23.0,24.0,32244,0.041666666666666664,,,0.000744324525493115,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,运松翁,運松,运松翁,138,136,138,25.0,25.0,1.0,,23.0,24.0,32244,0.041666666666666664,,,0.000744324525493115,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,妖怪狐,妖怪狐,妖怪狐,140,141,140,23.0,23.0,2.0,,19.0,21.0,32244,0.09523809523809523,,,0.0006512839598064756,,,,,,,,-1,jp_legacy_official_html_table
jp,11,JP11,character,,年幼的妖狐,狐の子,年幼的妖狐,140,142,140,23.0,23.0,3.0,,17.0,20.0,32244,0.15,,,0.0006202704379109291,,,,,,,,-2,jp_legacy_official_html_table
jp,11,JP11,character,,雷兽（务光）,雷獣,雷兽（务光）,140,140,140,23.0,23.0,0.0,,23.0,23.0,32244,0.0,,,0.0007133110035975685,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,萨拉,サラ,萨拉,143,145,143,22.0,22.0,5.0,,12.0,17.0,32244,0.29411764705882354,,,0.0005272298722242898,,,,,,,,-2,jp_legacy_official_html_table
jp,11,JP11,character,,月之兔（玉兔）,月の兎（玉兎）,月之兔（玉兔）,144,143,144,20.0,20.0,2.0,,16.0,18.0,32244,0.1111111111111111,,,0.0005582433941198362,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,神玉,シンギョク,神玉,145,145,145,19.0,19.0,2.0,,15.0,17.0,32244,0.11764705882352941,,,0.0005272298722242898,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,雷蜥蜴,トカゲ,雷蜥蜴,146,143,146,18.0,18.0,0.0,,18.0,18.0,32244,0.0,,,0.0005582433941198362,,,,,,,,3,jp_legacy_official_html_table
jp,11,JP11,character,,永远亭的妖怪兔,永遠亭の妖怪兎,永远亭的妖怪兔,147,147,147,17.0,17.0,2.0,,13.0,15.0,32244,0.13333333333333333,,,0.0004652028284331969,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,菊理,キクリ,菊理,147,147,147,17.0,17.0,2.0,,13.0,15.0,32244,0.13333333333333333,,,0.0004652028284331969,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,大鹫（久米、竿打）,大鷲（久米、竿打）,大鹫（久米、竿打）,149,147,149,16.0,16.0,1.0,,14.0,15.0,32244,0.06666666666666667,,,0.0004652028284331969,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,乌鸦（地狱鸦、紫和文的使魔等）,カラス（地獄鴉、紫・文の使い魔他）,乌鸦（地狱鸦、紫和文的使魔等）,150,150,150,14.0,14.0,0.0,,14.0,14.0,32244,0.0,,,0.00043418930653765043,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,命莲,命蓮,命莲,150,153,150,14.0,14.0,1.0,,12.0,13.0,32244,0.07692307692307693,,,0.000403175784642104,,,,,,,,-3,jp_legacy_official_html_table
jp,11,JP11,character,,尼西号,ネッシー号,尼西号,150,150,150,14.0,14.0,0.0,,14.0,14.0,32244,0.0,,,0.00043418930653765043,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,蟒蛇,ウワバミ,蟒蛇,150,150,150,14.0,14.0,0.0,,14.0,14.0,32244,0.0,,,0.00043418930653765043,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,仙台四郎（福神）,仙台四郎（福の神）,仙台四郎（福神）,154,154,154,13.0,13.0,3.0,,7.0,10.0,32244,0.3,,,0.00031013521895546456,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,人面犬,人面犬,人面犬,155,154,155,11.0,11.0,1.0,,9.0,10.0,32244,0.1,,,0.00031013521895546456,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,毘沙门天,毘沙門天,毘沙门天,156,154,156,10.0,10.0,0.0,,10.0,10.0,32244,0.0,,,0.00031013521895546456,,,,,,,,2,jp_legacy_official_html_table
jp,11,JP11,character,,烟烟罗,煙々羅,烟烟罗,157,157,157,9.0,9.0,0.0,,9.0,9.0,32244,0.0,,,0.0002791216970599181,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,小铃的父母,小鈴の両親,小铃的父母,158,158,158,8.0,8.0,0.0,,8.0,8.0,32244,0.0,,,0.00024810817516437165,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,木花咲耶姬,木花咲耶姫,木花咲耶姬,158,158,158,8.0,8.0,0.0,,8.0,8.0,32244,0.0,,,0.00024810817516437165,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,降神的神灵（天照、伊豆能卖等）,神降ろしの神霊（天照、伊豆能売他）,降神的神灵（天照、伊豆能卖等）,158,160,158,8.0,8.0,1.0,,6.0,7.0,32244,0.14285714285714285,,,0.00021709465326882522,,,,,,,,-2,jp_legacy_official_html_table
jp,11,JP11,character,,幽灵（包括怨灵、旧作的一种杂鱼）,幽霊（怨霊、化け化け含む）,幽灵（包括怨灵、旧作的一种杂鱼）,161,160,161,7.0,7.0,0.0,,7.0,7.0,32244,0.0,,,0.00021709465326882522,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,座敷童子,座敷童,座敷童子,161,163,161,7.0,7.0,1.0,,5.0,6.0,32244,0.16666666666666666,,,0.00018608113137327876,,,,,,,,-2,jp_legacy_official_html_table
jp,11,JP11,character,,沓颊,沓頬,沓颊,161,160,161,7.0,7.0,0.0,,7.0,7.0,32244,0.0,,,0.00021709465326882522,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,天狗（大天狗等）,天狗（大天狗他）,天狗（大天狗等）,164,163,164,6.0,6.0,0.0,,6.0,6.0,32244,0.0,,,0.00018608113137327876,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,妖怪狸,化け狸,妖怪狸,164,163,164,6.0,6.0,0.0,,6.0,6.0,32244,0.0,,,0.00018608113137327876,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,彭祖,彭祖,彭祖,164,163,164,6.0,6.0,0.0,,6.0,6.0,32244,0.0,,,0.00018608113137327876,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,月之都的门卫,月の都の門番,月之都的门卫,164,163,164,6.0,6.0,0.0,,6.0,6.0,32244,0.0,,,0.00018608113137327876,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,野铁炮,野鉄砲（マミ）,野铁炮,168,168,168,4.0,4.0,0.0,,4.0,4.0,32244,0.0,,,0.00012405408758218582,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,子龙,子龍,子龙,169,169,169,3.0,3.0,1.0,,1.0,2.0,32244,0.5,,,6.202704379109291e-05,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,绿色小人,緑の小人,绿色小人,170,169,170,2.0,2.0,0.0,,2.0,2.0,32244,0.0,,,6.202704379109291e-05,,,,,,,,1,jp_legacy_official_html_table
jp,11,JP11,character,,大蛤蟆,大ガマ,大蛤蟆,171,171,171,1.0,1.0,0.0,,1.0,1.0,32244,0.0,,,3.1013521895546456e-05,,,,,,,,0,jp_legacy_official_html_table
jp,11,JP11,character,,水江浦岛子（瑞江浦岛子）,水江浦島子,水江浦岛子（瑞江浦岛子）,172,172,172,0.0,0.0,0.0,,0.0,0.0,32244,,,,0.0,,,,,,,,0,jp_legacy_official_html_table
jp,12,JP12,character,,博丽灵梦,博麗 霊夢,博丽灵梦,1,1,1,15427.0,15427.0,3255.0,,8917.0,12172.0,42419,0.2674170226749918,,,0.2869468870081803,,,,,,,,0,jp_legacy_official_html_table
jp,12,JP12,character,,雾雨魔理沙,霧雨 魔理沙,雾雨魔理沙,2,2,2,10969.0,10969.0,1927.0,,7115.0,9042.0,42419,0.21311656713116567,,,0.21315919752940898,,,,,,,,0,jp_legacy_official_html_table
jp,12,JP12,character,,古明地恋,古明地 こいし,古明地恋,3,3,3,10913.0,10913.0,2036.0,,6841.0,8877.0,42419,0.2293567646727498,,,0.2092694311511351,,,,,,,,0,jp_legacy_official_html_table
jp,12,JP12,character,,十六夜咲夜,十六夜 咲夜,十六夜咲夜,4,4,4,10195.0,10195.0,1758.0,,6679.0,8437.0,42419,0.20836790328315752,,,0.19889672080907142,,,,,,,,0,jp_legacy_official_html_table
jp,12,JP12,character,,芙兰朵露斯卡蕾特,フランドール・スカーレット,芙兰朵露·斯卡蕾特,5,5,5,9844.0,9844.0,1701.0,,6442.0,8143.0,42419,0.20889107208645463,,,0.19196586435323792,,,,,,,,0,jp_legacy_official_html_table
jp,12,JP12,character,,魂魄妖梦,魂魄 妖夢,魂魄妖梦,6,7,6,9669.0,9669.0,1967.0,,5735.0,7702.0,42419,0.25538821085432356,,,0.18156957966948772,,,,,,,,-1,jp_legacy_official_html_table
jp,12,JP12,character,,蕾米莉亚斯卡蕾特,レミリア・スカーレット,蕾米莉亚·斯卡蕾特,7,6,7,9091.0,9091.0,1353.0,,6385.0,7738.0,42419,0.17485138278624968,,,0.18241825597020203,,,,,,,,1,jp_legacy_official_html_table
jp,12,JP12,character,,古明地觉,古明地 さとり,古明地觉,8,8,8,8821.0,8821.0,1258.0,,6305.0,7563.0,42419,0.16633611000925558,,,0.17829274617506305,,,,,,,,0,jp_legacy_official_html_table
jp,12,JP12,character,,爱丽丝玛格特洛依德,アリス・マーガトロイド,爱丽丝·玛格特洛依德,9,9,9,7834.0,7834.0,1394.0,,5046.0,6440.0,42419,0.21645962732919255,,,0.15181876046111412,,,,,,,,0,jp_legacy_official_html_table
