topic,comparison_group,item,option,first_round,first_count,first_denominator,first_percent,last_round,last_count,last_denominator,last_percent,change_pp,rounds_observed,observed_rounds_json,missing_rounds_json,source_url_first,source_url_last
played_title,played_title_count_distribution,,9作,7,2074,22245,9.323443,10,665,15494,4.291984,-5.031459,4,"[7,8,9,10]",[],http://thwiki.info/th/vote7/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,全作,5,5456,8501,64.180685,10,3392,15494,21.892345,-42.28834,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,未プレイ,5,64,8501,0.752853,10,517,15494,3.336776,2.583923,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,ダブルスポイラー,8,13442,21499,62.523838,10,7739,15494,49.948367,-12.575471,3,"[8,9,10]",[],http://thwiki.info/th/vote8/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,地霊殿,6,13134,15156,86.658749,10,11532,15494,74.428811,-12.229938,5,"[6,7,8,9,10]",[],http://thwiki.info/th/vote6/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,妖々夢,5,7961,8501,93.647806,10,12646,15494,81.618691,-12.029115,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,妖精大戦争,8,12834,21499,59.6958,10,7835,15494,50.567962,-9.127838,3,"[8,9,10]",[],http://thwiki.info/th/vote8/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,文花帖,5,6450,8501,75.873427,10,8738,15494,56.396024,-19.477403,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,星蓮船,7,18088,22245,81.312655,10,10977,15494,70.846779,-10.465876,4,"[7,8,9,10]",[],http://thwiki.info/th/vote7/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,永夜抄,5,8017,8501,94.306552,10,12502,15494,80.689299,-13.617253,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,神霊廟,9,15496,20105,77.075354,10,10677,15494,68.910546,-8.164808,2,"[9,10]",[],http://thwiki.info/th/vote9/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,紅魔郷,5,7908,8501,93.02435,10,13133,15494,84.761843,-8.262507,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,緋想天,6,11780,15156,77.724993,10,9377,15494,60.520201,-17.204792,5,"[6,7,8,9,10]",[],http://thwiki.info/th/vote6/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,花映塚,5,7316,8501,86.060463,10,10571,15494,68.22641,-17.834053,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,萃夢想,5,6671,8501,78.473121,10,7207,15494,46.51478,-31.958341,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,非想天則,7,15283,22245,68.703079,10,9060,15494,58.474248,-10.228831,4,"[7,8,9,10]",[],http://thwiki.info/th/vote7/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_options,,風神録,5,7651,8501,90.001176,10,12142,15494,78.365819,-11.635357,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
purchase_method,purchase_method_options,,CD-ROMを購入している,19,4255,10320,41.23062,21,3698,9903,37.34222,-3.8884,3,"[19,20,21]",[],https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
purchase_method,purchase_method_options,,ダウンロード版を購入している,19,4256,10320,41.24031,21,4253,9903,42.946582,1.706272,3,"[19,20,21]",[],https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
purchase_method,purchase_method_options,,両方購入している,19,1809,10320,17.52907,21,1952,9903,19.711199,2.182129,3,"[19,20,21]",[],https://toho-vote.info/assets/questionnaire-CAQ3N1s_.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
sex,sex_options,,female,5,485,8119,5.973642,21,3918,15538,25.2156,19.241958,17,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
sex,sex_options,,male,5,7634,8119,94.026358,21,11151,15538,71.765993,-22.260365,17,"[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
sex,sex_options,,other,18,557,15625,3.5648,21,469,15538,3.018406,-0.546394,4,"[18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-CHaH0Y-8.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,ダブルスポイラー,20,3131,9174,34.12906,21,2760,8139,33.9108,-0.21826,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,バレットフィリア達の闇市場,20,3156,9174,34.40157,21,2596,8139,31.89581,-2.50576,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,剛欲異聞,20,3559,9174,38.794419,21,2960,8139,36.368104,-2.426315,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,妖精大戦争,20,3663,9174,39.928058,21,3244,8139,39.857476,-0.070582,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,弾幕アマノジャク,20,3330,9174,36.298234,21,2889,8139,35.495761,-0.802473,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,心綺楼,20,2915,9174,31.77458,21,2364,8139,29.045337,-2.729243,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,憑依華,20,4595,9174,50.087203,21,3925,8139,48.224598,-1.862605,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,文花帖,20,3850,9174,41.966427,21,3428,8139,42.118196,0.151769,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,深秘録,20,3106,9174,33.856551,21,2573,8139,31.61322,-2.243331,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,秘封ナイトメアダイアリー,20,2677,9174,29.180292,21,2324,8139,28.553876,-0.626416,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,緋想天,20,4199,9174,45.770656,21,3504,8139,43.051972,-2.718684,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,萃夢想,20,3367,9174,36.701548,21,2895,8139,35.56948,-1.132068,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
subnumber,subnumber_title_options,,非想天則,20,4502,9174,49.073468,21,3627,8139,44.563214,-4.510254,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,anonymous_boards,11,335,10185,3.289151,21,199,15208,1.308522,-1.980629,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,character_interest,5,320,8476,3.775366,8,669,21380,3.129093,-0.646273,4,"[5,6,7,8]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote8/result_anq.html
trigger,trigger_channels,,creator_fandom,5,264,8476,3.114677,11,169,10185,1.659303,-1.455374,5,"[5,6,7,8,11]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote11/result_questionnaire.php
trigger,trigger_channels,,derivative_game,5,172,8476,2.029259,8,327,21380,1.529467,-0.499792,4,"[5,6,7,8]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote8/result_anq.html
trigger,trigger_channels,,derivative_smartphone_game,16,185,13475,1.372913,21,597,15208,3.925565,2.552652,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,doujin_event,5,65,8476,0.766871,21,65,15208,0.427407,-0.339464,15,"[5,6,7,8,11,12,13,14,15,16,17,18,19,20,21]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,game_search_fighting,5,171,8476,2.017461,13,85,15313,0.555084,-1.462377,7,"[5,6,7,8,11,12,13]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/result13/result_list_questionnaire.php
trigger,trigger_channels,,game_search_general,14,436,12996,3.354878,21,430,15208,2.827459,-0.527419,8,"[14,15,16,17,18,19,20,21]",[],https://toho-vote.info/result14/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,game_search_stg,5,526,8476,6.205757,13,360,15313,2.350944,-3.854813,7,"[5,6,7,8,11,12,13]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/result13/result_list_questionnaire.php
trigger,trigger_channels,,illustration_sns,8,172,21380,0.80449,21,462,15208,3.037875,2.233385,12,"[8,11,12,13,14,15,16,17,18,19,20,21]","[9,10]",http://thwiki.info/th/vote8/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,incidental_web,5,987,8476,11.644644,8,1598,21380,7.474275,-4.170369,4,"[5,6,7,8]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote8/result_anq.html
trigger,trigger_channels,,music_interest,5,757,8476,8.9311,8,2748,21380,12.853134,3.922034,4,"[5,6,7,8]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote8/result_anq.html
trigger,trigger_channels,,official_or_mass_media,5,52,8476,0.613497,21,45,15208,0.295897,-0.3176,15,"[5,6,7,8,11,12,13,14,15,16,17,18,19,20,21]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,offline_referral,5,2935,8476,34.627183,21,2338,15208,15.373488,-19.253695,15,"[5,6,7,8,11,12,13,14,15,16,17,18,19,20,21]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,online_social,11,382,10185,3.750614,21,959,15208,6.305892,2.555278,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,other_offline_event,18,17,15607,0.108925,21,16,15208,0.105208,-0.003717,4,"[18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-CHaH0Y-8.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,personal_sites,5,673,8476,7.940066,21,397,15208,2.610468,-5.329598,15,"[5,6,7,8,11,12,13,14,15,16,17,18,19,20,21]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,rhythm_game,13,573,15313,3.741919,21,890,15208,5.852183,2.110264,9,"[13,14,15,16,17,18,19,20,21]",[],https://toho-vote.info/result13/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,shop,5,340,8476,4.011326,21,107,15208,0.703577,-3.307749,15,"[5,6,7,8,11,12,13,14,15,16,17,18,19,20,21]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,twitter,11,23,10185,0.225822,21,104,15208,0.683851,0.458029,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
trigger,trigger_channels,,video_any,5,1214,8476,14.322794,21,8574,15208,56.378222,42.055428,15,"[5,6,7,8,11,12,13,14,15,16,17,18,19,20,21]","[9,10]",http://thwiki.info/th/vote5/result_anq.html,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,アレンジ楽曲を制作した,20,654,15221,4.296695,21,590,14147,4.170496,-0.126199,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,アレンジ楽曲を聞いた,20,12528,15221,82.307339,21,11390,14147,80.511769,-1.79557,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,イラスト作品を制作した,20,2980,15221,19.578214,21,2924,14147,20.668693,1.090479,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,イラスト作品を鑑賞した,20,11323,15221,74.390645,21,10419,14147,73.648123,-0.742522,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,コスプレの鑑賞や撮影をした,20,2204,15221,14.479995,21,2169,14147,15.331872,0.851877,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,コスプレをした,20,856,15221,5.623809,21,919,14147,6.496077,0.872268,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,企業制作作品(グッズなど)を購入した,20,6429,15221,42.237698,21,6042,14147,42.708701,0.471003,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,企業制作作品(グッズなど)制作に関与した,20,135,15221,0.886933,21,136,14147,0.961335,0.074402,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,公式公認スマホゲームをした,20,9055,15221,59.490178,21,7839,14147,55.411041,-4.079137,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,公式公認スマホゲーム制作に関与した,20,184,15221,1.208856,21,173,14147,1.222874,0.014018,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,公式原作ゲームを遊んだ,20,9520,15221,62.545168,21,8679,14147,61.348696,-1.196472,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,公式原作ゲーム制作に関与した,20,185,15221,1.215426,21,160,14147,1.130982,-0.084444,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,公式書籍を読んだ,20,8733,15221,57.37468,21,8363,14147,59.115007,1.740327,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,公式書籍制作に関与した,20,154,15221,1.01176,21,124,14147,0.876511,-0.135249,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人グッズ作品を制作した,20,386,15221,2.53597,21,394,14147,2.785043,0.249073,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人グッズ作品を購入した,20,5733,15221,37.665068,21,5479,14147,38.729059,1.063991,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人ゲームソフトを制作した,20,255,15221,1.675317,21,255,14147,1.802502,0.127185,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人ゲームソフトを遊んだ,20,6509,15221,42.763288,21,5861,14147,41.429278,-1.33401,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人映像作品を制作した,20,394,15221,2.588529,21,367,14147,2.59419,0.005661,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人映像作品を視聴した,20,7210,15221,47.368767,21,6223,14147,43.988125,-3.380642,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人誌作品(ストーリーも含む)を制作した,20,880,15221,5.781486,21,832,14147,5.881106,0.09962,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人誌作品(ストーリーも含む)を読んだ,20,9167,15221,60.226004,21,8155,14147,57.64473,-2.581274,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,同人誌即売会にサークル参加をした,20,664,15221,4.362394,21,638,14147,4.50979,0.147396,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,東方系イベントに参加した,20,4427,15221,29.084817,21,4185,14147,29.582244,0.497427,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,東方系イベントを企画、運営(スタッフも含む)をした,20,268,15221,1.760725,21,272,14147,1.922669,0.161944,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,音ゲーなどのゲームコラボを遊んだ,20,7124,15221,46.803758,21,6604,14147,46.681275,-0.122483,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
usertype,user_activity_options,,音ゲーなどのゲームコラボ制作に関与した,20,206,15221,1.353393,21,192,14147,1.357178,0.003785,2,"[20,21]",[],https://toho-vote.info/assets/questionnaire-CQ8qn_xC.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
voted,voting_experience_common_bins,,first_time,11,4162,10451,39.82394,21,5987,15771,37.962082,-1.861858,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
voted,voting_experience_common_bins,,past_1_3,11,4173,10451,39.929193,21,6528,15771,41.392429,1.463236,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
voted,voting_experience_common_bins,,past_4_plus,11,2116,10451,20.246866,21,3256,15771,20.645489,0.398623,11,"[11,12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
