topic,comparison_group,item,option,first_round,first_count,first_denominator,first_percent,last_round,last_count,last_denominator,last_percent,change_pp,rounds_observed,observed_rounds_json,missing_rounds_json,source_url_first,source_url_last
intention,event_intention_all_respondents,,音楽ライブ(併催されるとき),17,905,11846,7.63971,21,1704,14771,11.536118,3.896408,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
intention,event_intention_all_respondents,,音楽同人作品の購入,17,3206,11846,27.063988,21,3741,14771,25.326654,-1.737334,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
intention,event_intention_among_participants,,コスプレ(する側),12,567,8579,6.609162,16,465,6775,6.863469,0.254307,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,コスプレ(見る・撮影する側),12,1524,8579,17.764308,16,1089,6775,16.073801,-1.690507,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,サークルや友人との交流,12,2663,8579,31.040914,16,1983,6775,29.269373,-1.771541,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,企業制作作品の購入,12,1296,8579,15.106656,16,1303,6775,19.232472,4.125816,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,作品頒布(サークル),12,1707,8579,19.897424,16,1269,6775,18.730627,-1.166797,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,公式原作の購入,12,4466,8579,52.057349,16,3610,6775,53.284133,1.226784,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,同人グッズ作品の購入,12,5030,8579,58.631542,16,3840,6775,56.678967,-1.952575,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,同人ソフト作品の購入,12,4185,8579,48.781909,16,2538,6775,37.461255,-11.320654,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,同人誌作品の購入,12,7207,8579,84.00746,16,5445,6775,80.369004,-3.638456,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,裏方作業(スタッフ),12,236,8579,2.750903,16,224,6775,3.306273,0.55537,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,音ゲーなどのコラボ企画,12,896,8579,10.444108,16,734,6775,10.833948,0.38984,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,音楽ライブ(併催されるとき),12,986,8579,11.493181,16,867,6775,12.797048,1.303867,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_intention_among_participants,,音楽同人作品の購入,12,5739,8579,66.895909,16,4373,6775,64.546125,-2.349784,5,"[12,13,14,15,16]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result16/result_list_questionnaire.php
intention,event_participation_overall,,not_participating,12,8579,17525,48.952924,21,8489,14771,57.47072,8.517796,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
intention,event_participation_overall,,participating,12,8946,17525,51.047076,21,6282,14771,42.52928,-8.517796,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,domestic_overseas,,domestic,12,14699,16466,89.268796,21,10791,14739,73.213922,-16.054874,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,domestic_overseas,,overseas,12,1767,16466,10.731204,21,3948,14739,26.786078,16.054874,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,中国(鳥取・島根・岡山・広島・山口),12,729,16466,4.427305,21,574,14739,3.89443,-0.532875,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,九州北部(福岡・佐賀・長崎・大分),12,670,16466,4.068991,21,524,14739,3.555194,-0.513797,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,九州南部(熊本・宮崎・鹿児島・沖縄),12,403,16466,2.447468,21,358,14739,2.42893,-0.018538,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,北東北(青森・岩手・秋田),12,384,16466,2.332078,21,269,14739,1.82509,-0.506988,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,北海道,12,715,16466,4.342281,21,444,14739,3.012416,-1.329865,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,北関東(茨城・栃木・群馬),12,805,16466,4.888862,21,567,14739,3.846937,-1.041925,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,北陸(富山・石川・福井),12,351,16466,2.131665,21,254,14739,1.723319,-0.408346,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,南東北(宮城・山形・福島),12,628,16466,3.81392,21,449,14739,3.04634,-0.76758,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,南関東(埼玉・千葉・東京・神奈川),12,5019,16466,30.480991,21,3711,14739,25.178099,-5.302892,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,四国(徳島・愛媛・香川・高知),12,367,16466,2.228835,21,271,14739,1.838659,-0.390176,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,日本国外:アフリカ,12,10,16466,0.060731,21,27,14739,0.183187,0.122456,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,日本国外:オセアニア,12,33,16466,0.200413,21,60,14739,0.407083,0.20667,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,日本国外:ヨーロッパ,12,113,16466,0.686263,21,563,14739,3.819798,3.133535,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,日本国外:北アメリカ,12,147,16466,0.892749,21,733,14739,4.9732,4.080451,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,日本国外:南アメリカ,12,36,16466,0.218632,21,170,14739,1.153403,0.934771,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,日本国外:南・中央・西アジア,12,15,16466,0.091097,21,84,14739,0.569917,0.47882,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,日本国外:東南アジア,12,55,16466,0.334022,21,249,14739,1.689395,1.355373,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,日本国外：東アジア,12,1358,16466,8.247297,21,2062,14739,13.990094,5.742797,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,東海(愛知・三重・岐阜・静岡),12,1692,16466,10.27572,21,1340,14739,9.091526,-1.184194,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,甲信越(新潟・山梨・長野),12,597,16466,3.625653,21,447,14739,3.03277,-0.592883,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
location,location_regions,,近畿(大阪・京都・兵庫・奈良・滋賀・和歌山),12,2339,16466,14.205029,21,1583,14739,10.740213,-3.464816,10,"[12,13,14,15,16,17,18,19,20,21]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_holdings,,儚月抄連載誌を全て購読,5,439,8501,5.164098,6,588,15156,3.879652,-1.284446,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_holdings,,単行本: 東方三月精 ～ Eastern and Little Nature Deity. (松倉版),5,2721,8501,32.007999,6,3562,15156,23.502243,-8.505756,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_holdings,,単行本: 東方三月精 ～ Strange and Bright Nature Deity. (比良坂版),5,3369,8501,39.630632,6,7174,15156,47.334389,7.703757,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_holdings,,書籍: 東方文花帖 ～ Bohemian Archive in Japanese Red.,5,5073,8501,59.675332,6,8910,15156,58.788599,-0.886733,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_holdings,,書籍: 東方求聞史紀 ～ Perfect Memento in Strict Sense.,5,5290,8501,62.227973,6,9539,15156,62.93877,0.710797,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_holdings,,雑誌:まんが4コマKINGSぱれっと (東方儚月抄 ～ 月のイナバと地上の因幡),5,763,8501,8.975415,6,1032,15156,6.809184,-2.166231,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_holdings,,雑誌:キャラ☆メル (東方儚月抄 ～ Cage in Lunatic Runagate.),5,665,8501,7.822609,6,1288,15156,8.498285,0.675676,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_holdings,,雑誌:キャラ☆メルFebri (東方茨歌仙 ～ Wild and Horned Hermit.),8,1417,21499,6.591004,10,1300,15494,8.390345,1.799341,2,"[8,10]",[9],http://thwiki.info/th/vote8/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
magazine,magazine_holdings,,雑誌:コミックREX (東方儚月抄 ～ Silent Sinner in Blue.),5,981,8501,11.539819,6,1456,15156,9.606756,-1.933063,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_holdings,,雑誌:コンプエース (東方三月精 ～ Strange and Bright Nature Deity.),5,892,8501,10.492883,6,1179,15156,7.779097,-2.713786,2,"[5,6]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote6/result_anq.html
magazine,magazine_series_status,三月精,単行本が出たら購入している,14,4979,10748,46.324898,15,4006,8421,47.571547,1.246649,2,"[14,15]",[],https://toho-vote.info/result14/result_list_questionnaire.php,https://toho-vote.info/result15/result_list_questionnaire.php
magazine,magazine_series_status,三月精,購入していない,14,5332,10748,49.60923,15,4113,8421,48.84218,-0.76705,2,"[14,15]",[],https://toho-vote.info/result14/result_list_questionnaire.php,https://toho-vote.info/result15/result_list_questionnaire.php
magazine,magazine_series_status,三月精,連載誌(コンプエース)を継続購入している,14,437,10748,4.065873,15,302,8421,3.586272,-0.479601,2,"[14,15]",[],https://toho-vote.info/result14/result_list_questionnaire.php,https://toho-vote.info/result15/result_list_questionnaire.php
magazine,magazine_series_status,外來韋編,購入していない,12,8563,14277,59.977586,15,5029,8253,60.935417,0.957831,4,"[12,13,14,15]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result15/result_list_questionnaire.php
magazine,magazine_series_status,外來韋編,連載誌(外來韋編)を購入した,12,5714,14277,40.022414,15,3224,8253,39.064583,-0.957831,4,"[12,13,14,15]",[],http://thwiki.info/th/vote12/result_list_questionnaire.php,https://toho-vote.info/result15/result_list_questionnaire.php
magazine,magazine_series_status,智霊奇伝,Comic Walker/カドコミで読んでいる,16,1543,9999,15.431543,21,1081,9793,11.038497,-4.393046,5,"[16,18,19,20,21]",[17],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,智霊奇伝,ニコニコ静画で読んでいる,16,1160,9999,11.60116,21,549,9793,5.606045,-5.995115,5,"[16,18,19,20,21]",[17],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,智霊奇伝,単行本で購入している,18,1731,10475,16.52506,21,2205,9793,22.516083,5.991023,4,"[18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-CHaH0Y-8.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,智霊奇伝,東方我楽多叢誌で読んでいる,16,1291,9999,12.911291,21,840,9793,8.577555,-4.333736,5,"[16,18,19,20,21]",[17],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,智霊奇伝,読んでいない,16,6005,9999,60.056006,21,5118,9793,52.26182,-7.794186,5,"[16,18,19,20,21]",[17],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,茨歌仙,単行本が出たら購入している,11,5655,9252,61.12192,15,4946,8667,57.067036,-4.054884,5,"[11,12,13,14,15]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/result15/result_list_questionnaire.php
magazine,magazine_series_status,茨歌仙,購入していない,11,3328,9252,35.970601,15,3454,8667,39.852313,3.881712,5,"[11,12,13,14,15]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/result15/result_list_questionnaire.php
magazine,magazine_series_status,茨歌仙,連載誌(Febri)を継続購入している,11,269,9252,2.907479,15,267,8667,3.080651,0.173172,5,"[11,12,13,14,15]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/result15/result_list_questionnaire.php
magazine,magazine_series_status,酔蝶華,Comic Walker/カドコミで読んでいる,17,1109,8338,13.300552,21,827,9992,8.276621,-5.023931,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,酔蝶華,ニコニコ静画で読んでいる,17,791,8338,9.486687,21,448,9992,4.483587,-5.0031,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,酔蝶華,単行本で購入している,18,2725,10955,24.874487,21,3175,9992,31.77542,6.900933,4,"[18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-CHaH0Y-8.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,酔蝶華,東方我楽多叢誌で読んでいる,17,935,8338,11.21372,21,668,9992,6.685348,-4.528372,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,酔蝶華,読んでいない,17,4893,8338,58.683137,21,4728,9992,47.317854,-11.365283,5,"[17,18,19,20,21]",[],https://toho-vote.info/assets/questionnaire-DRU1OYTt.js,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,酔蝶華,連載誌(コンプエース)を継続購入している,16,1104,9589,11.513192,21,146,9992,1.461169,-10.052023,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,鈴奈庵,単行本が出たら購入している,11,5487,9250,59.318919,13,8444,13551,62.312744,2.993825,3,"[11,12,13]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/result13/result_list_questionnaire.php
magazine,magazine_series_status,鈴奈庵,購入していない,11,3390,9250,36.648649,13,4519,13551,33.348092,-3.300557,3,"[11,12,13]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/result13/result_list_questionnaire.php
magazine,magazine_series_status,鈴奈庵,連載誌(コンプエース)を継続購入している,11,373,9250,4.032432,13,588,13551,4.339163,0.306731,3,"[11,12,13]",[],http://thwiki.info/th/vote11/result_questionnaire.php,https://toho-vote.info/result13/result_list_questionnaire.php
magazine,magazine_series_status,香霖堂,購入していない,16,6982,10102,69.115027,21,7743,9407,82.311045,13.196018,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
magazine,magazine_series_status,香霖堂,連載誌(外來韋編)を購入した,16,3120,10102,30.884973,21,1664,9407,17.688955,-13.196018,6,"[16,17,18,19,20,21]",[],https://toho-vote.info/result16/result_list_questionnaire.php,https://toho-vote.info/assets/questionnaire-Dtnh2EWB.js
play_time,play_time_10h_bins,妖々夢,0～10時間,3,135,2577,5.23865,4,202,2799,7.216863,1.978213,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,100～150時間,3,325,2577,12.611564,4,278,2799,9.932119,-2.679445,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,10～20時間,3,244,2577,9.468374,4,297,2799,10.610932,1.142558,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,150～200時間,3,118,2577,4.578968,4,131,2799,4.680243,0.101275,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,20～30時間,3,265,2577,10.283275,4,318,2799,11.3612,1.077925,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,30～40時間,3,236,2577,9.157936,4,296,2799,10.575205,1.417269,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,40～50時間,3,233,2577,9.041521,4,255,2799,9.110397,0.068876,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,50～60時間,3,205,2577,7.954986,4,211,2799,7.538407,-0.416579,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,60～70時間,3,150,2577,5.820722,4,136,2799,4.858878,-0.961844,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,70～80時間,3,119,2577,4.617773,4,116,2799,4.144337,-0.473436,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,80～90時間,3,101,2577,3.919286,4,85,2799,3.036799,-0.882487,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,妖々夢,90～100時間,3,197,2577,7.644548,4,199,2799,7.109682,-0.534866,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,0～10時間,3,131,2602,5.034589,4,103,2838,3.629316,-1.405273,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,100～150時間,3,166,2602,6.379708,4,318,2838,11.205074,4.825366,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,10～20時間,3,293,2602,11.260569,4,231,2838,8.139535,-3.121034,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,150～200時間,3,50,2602,1.921599,4,164,2838,5.778717,3.857118,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,20～30時間,3,401,2602,15.411222,4,294,2838,10.359408,-5.051814,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,30～40時間,3,381,2602,14.642583,4,260,2838,9.161381,-5.481202,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,40～50時間,3,333,2602,12.797848,4,248,2838,8.738548,-4.0593,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,50～60時間,3,264,2602,10.146042,4,269,2838,9.478506,-0.667536,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,60～70時間,3,172,2602,6.6103,4,188,2838,6.624383,0.014083,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,70～80時間,3,123,2602,4.727133,4,167,2838,5.884426,1.157293,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,80～90時間,3,83,2602,3.189854,4,137,2838,4.827343,1.637489,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
play_time,play_time_10h_bins,永夜抄,90～100時間,3,110,2602,4.227517,4,177,2838,6.236786,2.009269,2,"[3,4]",[],http://thwiki.info/th/vote3/result_anq.html,http://thwiki.info/th/vote4/result_anq.html
played_title,played_title_count_distribution,,10作,7,3498,22245,15.724882,10,730,15494,4.711501,-11.013381,4,"[7,8,9,10]",[],http://thwiki.info/th/vote7/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,11作,8,2204,21499,10.25164,10,816,15494,5.266555,-4.985085,3,"[8,9,10]",[],http://thwiki.info/th/vote8/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,12作,8,3054,21499,14.205312,10,1032,15494,6.660643,-7.544669,3,"[8,9,10]",[],http://thwiki.info/th/vote8/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,13作,9,2589,20105,12.877394,10,1024,15494,6.60901,-6.268384,2,"[9,10]",[],http://thwiki.info/th/vote9/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,1作,5,157,8501,1.846842,10,505,15494,3.259326,1.412484,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,2作,5,206,8501,2.423244,10,571,15494,3.685298,1.262054,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,3作,5,311,8501,3.658393,10,615,15494,3.969278,0.310885,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,4作,5,444,8501,5.222915,10,599,15494,3.866013,-1.356902,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,5作,5,674,8501,7.928479,10,572,15494,3.691752,-4.236727,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,6作,5,1189,8501,13.98659,10,546,15494,3.523945,-10.462645,6,"[5,6,7,8,9,10]",[],http://thwiki.info/th/vote5/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,7作,6,1542,15156,10.174188,10,626,15494,4.040274,-6.133914,5,"[6,7,8,9,10]",[],http://thwiki.info/th/vote6/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
played_title,played_title_count_distribution,,8作,6,2244,15156,14.806017,10,638,15494,4.117723,-10.688294,5,"[6,7,8,9,10]",[],http://thwiki.info/th/vote6/result_anq.html,http://thwiki.info/th/vote10/result_anq.html
