region,round,source_system,source_question_id,question_key,question,topic,source_item,source_option,count,denominator,percent,official_percent,percent_basis,denominator_basis,source_url,source_file,source_locator,question_path_json
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,0～10時間,135,2577,5.23865,5.24,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:0,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,10～20時間,244,2577,9.468374,9.47,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:1,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,100～150時間,325,2577,12.611564,12.61,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:10,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,150～200時間,118,2577,4.578968,4.58,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:11,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,200時間以上,249,2577,9.662398,9.66,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:12,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,20～30時間,265,2577,10.283275,10.28,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:2,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,30～40時間,236,2577,9.157936,9.16,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:3,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,40～50時間,233,2577,9.041521,9.04,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:4,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,50～60時間,205,2577,7.954986,7.95,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:5,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,60～70時間,150,2577,5.820722,5.82,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:6,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,70～80時間,119,2577,4.617773,4.62,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:7,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,80～90時間,101,2577,3.919286,3.92,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:8,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■妖々夢 - 有効回答数:2577人,90～100時間,197,2577,7.644548,7.64,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:11/row:9,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■妖々夢 - 有効回答数：2577人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,0～10時間,131,2602,5.034589,5.03,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:0,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,10～20時間,293,2602,11.260569,11.26,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:1,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,100～150時間,166,2602,6.379708,6.38,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:10,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,150～200時間,50,2602,1.921599,1.92,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:11,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,200時間以上,95,2602,3.651038,3.65,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:12,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,20～30時間,401,2602,15.411222,15.41,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:2,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,30～40時間,381,2602,14.642583,14.64,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:3,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,40～50時間,333,2602,12.797848,12.8,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:4,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,50～60時間,264,2602,10.146042,10.15,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:5,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,60～70時間,172,2602,6.6103,6.61,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:6,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,70～80時間,123,2602,4.727133,4.73,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:7,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,80～90時間,83,2602,3.189854,3.19,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:8,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:28121cf4ff0b,,3.妖々夢、永夜抄の総プレイ時間,play_time,■永夜抄 - 有効回答数:2602人,90～100時間,110,2602,4.227517,4.23,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:12/row:9,"[""投票者アンケート結果"",""３．妖々夢、永夜抄の総プレイ時間"",""■永夜抄 - 有効回答数：2602人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■紅魔郷 - 有効回答数:2864人,未プレイ・未クリア,358,2864,12.5,12.5,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:0/row:0,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■紅魔郷 - 有効回答数:2864人,EASY,308,2864,10.75419,10.75,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:0/row:1,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■紅魔郷 - 有効回答数:2864人,NORMAL,1428,2864,49.860335,49.86,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:0/row:2,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■紅魔郷 - 有効回答数:2864人,HARD,603,2864,21.054469,21.05,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:0/row:3,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■紅魔郷 - 有効回答数:2864人,LUNATIC,167,2864,5.831006,5.83,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:0/row:4,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■紅魔郷 - 有効回答数:2864人,EXTRA,1094,2864,38.198324,38.2,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:1/row:0,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■紅魔郷 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■妖々夢 - 有効回答数:2868人,未プレイ・未クリア,169,2868,5.892608,5.93,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:2/row:0,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：2868人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■妖々夢 - 有効回答数:2868人,EASY,342,2868,11.924686,11.96,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:2/row:1,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：2868人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■妖々夢 - 有効回答数:2868人,NORMAL,1264,2868,44.072524,44.07,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:2/row:2,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：2868人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■妖々夢 - 有効回答数:2868人,HARD,768,2868,26.778243,26.78,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:2/row:3,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：2868人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■妖々夢 - 有効回答数:2868人,LUNATIC,324,2868,11.297071,11.3,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:2/row:4,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：2868人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■妖々夢 - 有効回答数:2868人,EXTRA,1798,2868,62.691771,62.69,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:3/row:0,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：2868人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■妖々夢 - 有効回答数:2868人,PHANTASM,1371,2868,47.803347,47.8,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:3/row:1,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■妖々夢 - 有効回答数：2868人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄 - 有効回答数:2864人,未プレイ・未クリア,89,2864,3.107542,3.11,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:4/row:0,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄 - 有効回答数:2864人,EASY,394,2864,13.756983,13.76,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:4/row:1,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄 - 有効回答数:2864人,NORMAL,1081,2864,37.744413,37.74,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:4/row:2,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄 - 有効回答数:2864人,HARD,851,2864,29.713687,29.71,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:4/row:3,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄 - 有効回答数:2864人,LUNATIC,449,2864,15.677374,15.68,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:4/row:4,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄 - 有効回答数:2864人,EXTRA,1585,2864,55.342179,55.34,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:5/row:0,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄 - 有効回答数：2864人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄スペルプラクティス取得枚数 - 有効回答数:2504人,0～63,364,2504,14.536741,14.54,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:6/row:0,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄スペルプラクティス取得枚数 - 有効回答数：2504人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄スペルプラクティス取得枚数 - 有効回答数:2504人,64～127,460,2504,18.370607,18.37,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:6/row:1,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄スペルプラクティス取得枚数 - 有効回答数：2504人""]"
jp,3,jp_official_legacy,jp3:q:7915609e6bef,,1.ノーコンティニューでクリアできた難易度 (EASY～LUNAの中から最大のもの1つとEXTRAのクリア有無。初期残機数・ルート問わず),cleared_title,■永夜抄スペルプラクティス取得枚数 - 有効回答数:2504人,222,210,2504,8.386581,8.41,computed_from_count_and_denominator,explicit_official_heading,http://thwiki.info/th/vote3/result_anq.html,data_raw/jp_official_legacy/round_03/questionnaire/result_anq.html.tables.json,table:6/row:10,"[""投票者アンケート結果"",""１．ノーコンティニューでクリアできた難易度 （EASY～LUNAの中から最大のもの１つとEXTRAのクリア有無。初期残機数・ルート問わず）"",""■永夜抄スペルプラクティス取得枚数 - 有効回答数：2504人""]"
