id,index,name,first,cname,imp,total,11,35,male,female,mratio,mtratio,fratio,ftratio,love1,love2,love3,love4
240,212,暗闇の風穴,1,昏暗的风穴,,25,20,10|1|14|0,20,5,80,0.43,20,0.35000000000000003,40,4,56.00000000000001,0
474,212,夢幻回廊,1,梦幻回廊,,25,20,6|1|18|0,20,5,80,0.43,20,0.35000000000000003,24,4,72,0
19,214,End of Daylight,1,End of Daylight,,24,15,6|1|17|0,15,9,62.5,0.33,37.5,0.63,25,4.17,70.83,0
34,214,夢は時空を越えて,1,梦想超越时空,,24,18,7|1|16|0,18,6,75,0.38999999999999996,25,0.42,29.17,4.17,66.67,0
15,216,風の神社,3,风之神社,,23,16,10|0|13|0,16,7,69.57,0.35000000000000003,30.43,0.49,43.480000000000004,0,56.52,0
13,216,星幽剣士,2,星幽剑士,,23,16,7|0|16|0,16,7,69.57,0.35000000000000003,30.43,0.49,30.43,0,69.57,0
242,216,渡る者の途絶えた橋,2,阻绝人迹之桥,,23,12,8|0|15|0,12,11,52.17,0.26,47.83,0.77,34.78,0,65.22,0
411,216,テーマ·オブ·イースタンストーリー,2,Theme of Eastern Story,,23,16,9|0|14|0,16,7,69.57,0.35000000000000003,30.43,0.49,39.129999999999995,0,60.870000000000005,0
329,216,針小棒大の天守閣,1,针小棒大的天守阁,,23,15,6|1|16|0,15,8,65.22,0.33,34.78,0.5599999999999999,26.090000000000003,4.35,69.57,0
288,216,ルーズレイン,0,Loose Rain,,23,14,9|1|13|0,14,9,60.870000000000005,0.3,39.129999999999995,0.63,39.129999999999995,4.35,56.52,0
272,222,空の帰り道　～ Sky Dream,0,天空上的归途　～ Sky Dream,,22,18,10|0|12|0,18,4,81.82000000000001,0.38999999999999996,18.18,0.27999999999999997,45.45,0,54.55,0
404,222,天鳥船神社の結界,0,天鸟船神社的结界,,22,16,10|2|10|0,16,6,72.72999999999999,0.35000000000000003,27.27,0.42,45.45,9.09,45.45,0
219,224,神は恵みの雨を降らす　～ Sylphid Dream,1,神灵降下的恩惠之雨 ～ Sylphid Dream,,21,11,5|1|15|0,11,10,52.38,0.24,47.620000000000005,0.7000000000000001,23.810000000000002,4.760000000000001,71.43,0
31,224,博麗神社境内,0,博丽神社境内,,21,11,4|1|16|0,11,10,52.38,0.24,47.620000000000005,0.7000000000000001,19.05,4.760000000000001,76.19,0
426,224,可愛い大戦争のリフレーン,0,可爱的大战争叠奏曲,（妖精大战争）,21,18,6|3|12|0,18,3,85.71,0.38999999999999996,14.29,0.21,28.57,14.29,57.14,0
75,227,かわいい悪魔 ～ Innocence,2,可爱的恶魔 ～ Innocence,,20,10,7|0|13|0,10,10,50,0.22,50,0.7000000000000001,35,0,65,0
185,227,花映塚　～ Higan Retour,2,花映塚　～ Higan Retour,,20,8,5|1|14|0,8,12,40,0.16999999999999998,60,0.84,25,5,70,0
226,227,香る樹葉花,2,散发着香气的树叶花,,20,16,5|4|11|0,16,4,80,0.35000000000000003,20,0.27999999999999997,25,20,55.00000000000001,0
1,227,A Sacred Lot,1,A Sacred Lot,,20,16,9|1|10|0,16,4,80,0.35000000000000003,20,0.27999999999999997,45,5,50,0
17,227,博麗 ～ Eastern Wind,1,博丽 ～ Eastern Wind,,20,14,3|1|16|0,14,6,70,0.3,30,0.42,15,5,80,0
110,227,ほおずきみたいに紅い魂,1,如鬼灯般的红色之魂,,20,16,8|2|10|0,16,4,80,0.35000000000000003,20,0.27999999999999997,40,10,50,0
307,227,デザイアドリーム,1,Desire Dream,,20,10,5|5|10|0,10,10,50,0.22,50,0.7000000000000001,25,25,50,0
333,227,小槌の魔力,1,小槌的魔力,,20,17,5|2|13|0,17,3,85,0.37,15,0.21,25,10,65,0
98,227,悲しき人形 ～ Doll of Misery,0,可悲的人偶 ～ Doll of Misery,,20,12,6|1|13|0,12,8,60,0.26,40,0.5599999999999999,30,5,65,0
335,227,反則の狼煙を上げろ,0,燃起犯规的狼烟,,20,15,6|1|13|0,15,5,75,0.33,25,0.35000000000000003,30,5,65,0
218,237,麓の神社,2,山脚的神社,,19,11,2|1|16|0,11,8,57.89,0.24,42.11,0.5599999999999999,10.530000000000001,5.26,84.21,0
401,237,衛星トリフネ,2,卫星鸟船,,19,11,7|2|10|0,11,8,57.89,0.24,42.11,0.5599999999999999,36.84,10.530000000000001,52.629999999999995,0
424,237,雪月桜花の国,2,雪月樱花之国,,19,13,3|2|14|0,13,6,68.42,0.27999999999999997,31.580000000000002,0.42,15.790000000000001,10.530000000000001,73.68,0
406,237,緑のサナトリウム,1,绿意盎然的疗养院,,19,9,7|1|11|0,9,10,47.370000000000005,0.2,52.629999999999995,0.7000000000000001,36.84,5.26,57.89,0
413,237,阿礼の子供,1,阿礼的孩子,,19,12,4|1|14|0,12,7,63.160000000000004,0.26,36.84,0.49,21.05,5.26,73.68,0
304,237,妖怪裏参道,0,妖怪里参道,（伊奘诺物质）,19,11,5|0|14|0,11,8,57.89,0.24,42.11,0.5599999999999999,26.32,0,73.68,0
407,237,牛に引かれて善光寺参り,0,被牛引到善光寺,,19,14,8|0|11|0,14,5,73.68,0.3,26.32,0.35000000000000003,42.11,0,57.89,0
224,244,甲論乙駁,0,甲论乙驳,,18,15,1|2|15|0,15,3,83.33,0.33,16.669999999999998,0.21,5.56,11.110000000000001,83.33,0
340,244,心揺さぶる都市伝説,0,震撼心灵的都市传说,,18,12,6|0|12|0,12,6,66.67,0.26,33.33,0.42,33.33,0,66.67,0
403,244,天鳥船神社,0,天鸟船神社,,18,12,3|0|15|0,12,6,66.67,0.26,33.33,0.42,16.669999999999998,0,83.33,0
430,244,年中夢中の好奇心,0,时刻旺盛的好奇心,（妖精大战争）,18,15,5|3|10|0,15,3,83.33,0.33,16.669999999999998,0.21,27.779999999999998,16.669999999999998,55.559999999999995,0
190,248,ポイズンボディ　～ Forsaken Doll,2,剧毒身体　～ Forsaken Doll,,17,9,8|0|9|0,9,8,52.94,0.2,47.06,0.5599999999999999,47.06,0,52.94,0
480,248,ラストワード発動,1,Lastword发动,,17,15,6|2|9|0,15,2,88.24,0.33,11.76,0.13999999999999999,35.29,11.76,52.94,0
8,248,破邪の小太刀,0,破邪的小太刀,,17,12,5|1|11|0,12,5,70.59,0.26,29.409999999999997,0.35000000000000003,29.409999999999997,5.88,64.71000000000001,0
159,248,仰空,0,仰空,,17,11,4|4|9|0,11,6,64.71000000000001,0.24,35.29,0.42,23.53,23.53,52.94,0
324,248,孤独なウェアウルフ,0,孤独的狼人,,17,13,4|1|12|0,13,4,76.47,0.27999999999999997,23.53,0.27999999999999997,23.53,5.88,70.59,0
355,248,竹林インフレイム,0,竹林大火,,17,10,7|1|9|0,10,7,58.81999999999999,0.22,41.18,0.49,41.18,5.88,52.94,0
12,254,死なばもろとも,1,同归于尽,,16,11,2|2|12|0,11,5,68.75,0.24,31.25,0.35000000000000003,12.5,12.5,75,0
358,254,宇宙巫女現る,1,宇宙巫女现身,,16,7,5|1|10|0,7,9,43.75,0.15,56.25,0.63,31.25,6.25,62.5,0
223,254,地の色は黄色,0,地之色乃黄色,,16,13,2|3|11|0,13,3,81.25,0.27999999999999997,18.75,0.21,12.5,18.75,68.75,0
431,254,真夜中のフェアリーダンス,0,午夜中的妖精舞会,（妖精大战争）,16,13,3|0|13|0,13,3,81.25,0.27999999999999997,18.75,0.21,18.75,0,81.25,0
477,254,心綺楼祭囃子,0,心绮楼祭囃子,,16,13,3|2|11|0,13,3,81.25,0.27999999999999997,18.75,0.21,18.75,12.5,68.75,0
182,259,月見草,1,月见草,,15,9,3|1|11|0,9,6,60,0.2,40,0.42,20,6.67,73.33,0
227,259,踊る水飛沫,1,飞舞的水飞沫,,15,13,5|2|8|0,13,2,86.67,0.27999999999999997,13.33,0.13999999999999999,33.33,13.33,53.33,0
256,259,青空の影,1,青空之影,,15,14,9|0|6|0,14,1,93.33,0.3,6.67,0.06999999999999999,60,0,40,0
124,259,紅より儚い永遠,0,比红色更虚无的永远,,15,12,3|0|12|0,12,3,80,0.26,20,0.21,20,0,80,0
286,259,春の氷精,0,春之冰精,,15,15,2|0|13|0,15,0,100,0.33,0,0,13.33,0,86.67,0
297,259,リジッドパラダイス,0,Rigid Paradise,,15,8,4|1|10|0,8,7,53.33,0.16999999999999998,46.67,0.49,26.669999999999998,6.67,66.67,0
377,259,空飛ぶ巫女の不思議な毎日,0,空中飞翔的巫女不可思议的每天,,15,10,2|2|11|0,10,5,66.67,0.22,33.33,0.35000000000000003,13.33,13.33,73.33,0
239,266,地霊達の起床,0,地灵们的起床,,14,11,2|0|12|0,11,3,78.57,0.24,21.43,0.21,14.29,0,85.71,0
262,266,時代親父とハイカラ少女,0,守旧老爹与前卫少女,（心绮楼、深秘录）,14,8,4|1|9|0,8,6,57.14,0.16999999999999998,42.86,0.42,28.57,7.140000000000001,64.29,0
71,268,Dream Land,2,Dream Land,,13,7,3|1|9|0,7,6,53.849999999999994,0.15,46.150000000000006,0.42,23.080000000000002,7.6899999999999995,69.23,0
281,268,あなたの町の怪事件,2,你所在之城的怪事,,13,8,2|0|11|0,8,5,61.53999999999999,0.16999999999999998,38.46,0.35000000000000003,15.379999999999999,0,84.61999999999999,0
393,268,月面ツアーへようこそ,1,欢迎来到月面旅行团,,13,10,3|2|8|0,10,3,76.92,0.22,23.080000000000002,0.21,23.080000000000002,15.379999999999999,61.53999999999999,0
89,268,夢想時空,0,梦想时空,,13,8,3|0|10|0,8,5,61.53999999999999,0.16999999999999998,38.46,0.35000000000000003,23.080000000000002,0,76.92,0
203,268,封印されし神々,0,被封印的众神,,13,10,1|2|10|0,10,3,76.92,0.22,23.080000000000002,0.21,7.6899999999999995,15.379999999999999,76.92,0
282,268,妖怪モダンコロニー,0,现代妖怪殖民地,（三月精）,13,11,7|0|6|0,11,2,84.61999999999999,0.24,15.379999999999999,0.13999999999999999,53.849999999999994,0,46.150000000000006,0
378,268,夜のデンデラ野を逝く,0,走在夜晚的莲台野,,13,10,4|0|9|0,10,3,76.92,0.22,23.080000000000002,0.21,30.769999999999996,0,69.23,0
220,275,プレイヤーズスコア,2,Player's Score,（地灵殿、星莲船、大战争、神灵庙、辉针城）,12,9,5|1|6|0,9,3,75,0.2,25,0.21,41.67,8.33,50,0
291,275,欲深き霊魂,2,欲望深重的灵魂,,12,8,6|1|5|0,8,4,66.67,0.16999999999999998,33.33,0.27999999999999997,50,8.33,41.67,0
6,275,天使伝説,1,天使传说,,12,7,3|1|8|0,7,5,58.330000000000005,0.15,41.67,0.35000000000000003,25,8.33,66.67,0
14,275,アイリス,1,鸢尾花,,12,6,2|2|8|0,6,6,50,0.13,50,0.42,16.669999999999998,16.669999999999998,66.67,0
51,275,Maple Dream...,1,Maple Dream...,,12,9,3|0|9|0,9,3,75,0.2,25,0.21,25,0,75,0
320,275,秘境のマーメイド,1,秘境的人鱼,（天邪鬼）,12,7,3|0|9|0,7,5,58.330000000000005,0.15,41.67,0.35000000000000003,25,0,75,0
95,275,真紅の少女 ～ Crimson Dead!!,0,绯红的少女 ～ Crimson Dead!!,,12,8,2|1|9|0,8,4,66.67,0.16999999999999998,33.33,0.27999999999999997,16.669999999999998,8.33,75,0
278,275,アンノウンＸ　～ Unfound Adventure,0,未知物Ｘ　～ Unfound Adventure,（伊奘诺物质）,12,7,3|0|9|0,7,5,58.330000000000005,0.15,41.67,0.35000000000000003,25,0,75,0
391,275,青木ヶ原の伝説,0,青木原的传说,,12,7,1|4|7|0,7,5,58.330000000000005,0.15,41.67,0.35000000000000003,8.33,33.33,58.330000000000005,0
74,284,メイド幻想 ～ Icemilk Magic,3,女仆幻想 ～ Icemilk Magic,,11,7,3|1|7|0,7,4,63.63999999999999,0.15,36.36,0.27999999999999997,27.27,9.09,63.63999999999999,0
55,284,時の風,1,时之风,,11,7,1|0|10|0,7,4,63.63999999999999,0.15,36.36,0.27999999999999997,9.09,0,90.91,0
293,284,ゴーストリード,1,Ghost Lead,,11,9,5|0|6|0,9,2,81.82000000000001,0.2,18.18,0.13999999999999999,45.45,0,54.55,0
21,284,幻夢界,0,幻梦界,,11,8,3|1|7|0,8,3,72.72999999999999,0.16999999999999998,27.27,0.21,27.27,9.09,63.63999999999999,0
38,284,Dim. Dream,0,Dim. Dream,,11,9,6|1|4|0,9,2,81.82000000000001,0.2,18.18,0.13999999999999999,54.55,9.09,36.36,0
384,284,幻想の永遠祭,0,幻想的永远祭,,11,10,2|0|9|0,10,1,90.91,0.22,9.09,0.06999999999999999,18.18,0,81.82000000000001,0
418,284,花映塚 ～ after Higan Retour,0,花映塚 ～ after Higan Retour,,11,8,1|1|9|0,8,3,72.72999999999999,0.16999999999999998,27.27,0.21,9.09,9.09,81.82000000000001,0
25,291,東方封魔録 ～ 幽幻乱舞,1,东方封魔录 ～ 幽幻乱舞,,10,7,0|3|7|0,7,3,70,0.15,30,0.21,0,30,70,0
73,291,禁じざるをえない遊戯,1,不可不禁止的游戏,,10,6,1|0|9|0,6,4,60,0.13,40,0.27999999999999997,10,0,90,0
187,291,オリエンタルダークフライト,1,Oriental Dark Flight,,10,6,3|0|7|0,6,4,60,0.13,40,0.27999999999999997,30,0,70,0
254,291,地霊達の帰宅,1,地灵们的归宅,,10,8,2|1|7|0,8,2,80,0.16999999999999998,20,0.13999999999999999,20,10,70,0
402,291,トロヤ群の密林,1,特洛伊群的密林,,10,7,4|1|5|0,7,3,70,0.15,30,0.21,40,10,50,0
462,291,エニグマティクドール ～ God Knows,0,神秘的人偶　～ God Knows,（蓬莱人形）,10,8,3|1|6|0,8,2,80,0.16999999999999998,20,0.13999999999999999,30,10,60,0
476,291,巨大な影と小さな結末,0,巨大的影子与渺小的结局,,10,9,3|0|7|0,9,1,90,0.2,10,0.06999999999999999,30,0,70,0
154,298,遍参,0,遍参,,9,7,2|2|5|0,7,2,77.78,0.15,22.220000000000002,0.13999999999999999,22.220000000000002,22.220000000000002,55.559999999999995,0
241,298,封じられた妖怪 ～ Lost Place,0,被封印的妖怪　～ Lost Place,,9,7,3|1|5|0,7,2,77.78,0.15,22.220000000000002,0.13999999999999999,33.33,11.110000000000001,55.559999999999995,0
334,298,不思議な不思議な道具達,0,非常非常神奇的道具们,,9,9,3|2|4|0,9,0,100,0.2,0,0,33.33,22.220000000000002,44.440000000000005,0
128,301,クリスタライズシルバー,2,Crystallize Silver,,8,6,2|1|5|0,6,2,75,0.13,25,0.13999999999999999,25,12.5,62.5,0
3,301,The Positive and Negative,1,The Positive and Negative,,8,7,4|0|4|0,7,1,87.5,0.15,12.5,0.06999999999999999,50,0,50,0
63,301,紅響曲 ～ Scarlet Phoneme,1,紅响曲 ～ Scarlet Phoneme,,8,5,3|1|4|0,5,3,62.5,0.11,37.5,0.21,37.5,12.5,50,0
96,301,裏切りの少女 ～ Judas Kiss,1,背叛的少女 ～ Judas Kiss,,8,6,2|0|6|0,6,2,75,0.13,25,0.13999999999999999,25,0,75,0
255,301,エネルギー黎明 ～ Future Dream...,1,能源黎明 ～ Future Dream...,,8,7,3|0|5|0,7,1,87.5,0.15,12.5,0.06999999999999999,37.5,0,62.5,0
295,301,門前の妖怪小娘,1,门前的妖怪小姑娘,,8,4,2|0|6|0,4,4,50,0.09,50,0.27999999999999997,25,0,75,0
321,301,運河を行き交う人妖,1,往来于运河的人与妖,,8,5,3|0|5|0,5,3,62.5,0.11,37.5,0.21,37.5,0,62.5,0
421,301,夜だから眠れない,1,夜晚无法入睡,,8,5,1|0|7|0,5,3,62.5,0.11,37.5,0.21,12.5,0,87.5,0
475,301,蓬莱幻想 ～ far East,1,蓬莱幻想 ～ far East,,8,5,1|1|6|0,5,3,62.5,0.11,37.5,0.21,12.5,12.5,75,0
23,301,ひもろぎ、むらさきにもえ,0,神篱，如紫色般火焰燃烧,,8,6,2|0|5|1,6,2,75,0.13,25,0.13999999999999999,25,0,62.5,12.5
28,301,戦車むすめのみるゆめ,0,战车娘的梦想,,8,5,2|1|5|0,5,3,62.5,0.11,37.5,0.21,25,12.5,62.5,0
42,301,夢幻遊戯 ～ Dream War,0,梦幻游戏 ～ Dream War,,8,4,4|0|4|0,4,4,50,0.09,50,0.27999999999999997,50,0,50,0
92,301,プラスチックマインド,0,Plastic Mind,,8,4,1|0|7|0,4,4,50,0.09,50,0.27999999999999997,12.5,0,87.5,0
97,301,the Last Judgement,0,the Last Judgement,,8,5,1|0|7|0,5,3,62.5,0.11,37.5,0.21,12.5,0,87.5,0
197,301,魂の花　～ Another Dream...,0,魂之花 ～ Another Dream...,,8,5,4|0|4|0,5,3,62.5,0.11,37.5,0.21,50,0,50,0
199,301,風の循環　～ Wind Tour,0,风的循环 ～ Wind Tour,,8,6,4|0|4|0,6,2,75,0.13,25,0.13999999999999999,50,0,50,0
232,301,雲外蒼天,0,云外苍天,,8,7,1|1|6|0,7,1,87.5,0.15,12.5,0.06999999999999999,12.5,12.5,75,0
317,301,官板黄昏新聞,0,官板黄昏新闻,,8,8,1|0|7|0,8,0,100,0.16999999999999998,0,0,12.5,0,87.5,0
354,301,対蹠地の鐘,0,对跖点之钟,,8,8,1|0|7|0,8,0,100,0.16999999999999998,0,0,12.5,0,87.5,0
361,320,湖は浄めの月光を映して,1,湖上倒映着洁净的月光,,7,4,4|1|2|0,4,3,57.14,0.09,42.86,0.21,57.14,14.29,28.57,0
468,320,キュアリアス上海古牌,1,好奇的上海古牌,,7,6,2|0|5|0,6,1,85.71,0.13,14.29,0.06999999999999999,28.57,0,71.43,0
29,320,遠野の森,0,远野之森,,7,4,2|0|5|0,4,3,57.14,0.09,42.86,0.21,28.57,0,71.43,0
94,320,禁断の魔法 ～ Forbidden Magic,0,禁忌的魔法 ～ Forbidden Magic,,7,4,1|0|6|0,4,3,57.14,0.09,42.86,0.21,14.29,0,85.71,0
200,320,天狗が見ている　～ Black Eyes,0,天狗正凝视着 ～ Black Eyes,,7,4,1|0|6|0,4,3,57.14,0.09,42.86,0.21,14.29,0,85.71,0
325,320,マジカルストーム,0,Magical Storm,,7,4,3|0|4|0,4,3,57.14,0.09,42.86,0.21,42.86,0,57.14,0
352,320,七玉蒐集ショウダウン,0,七玉搜集大摊牌,,7,5,3|0|4|0,5,2,71.43,0.11,28.57,0.13999999999999999,42.86,0,57.14,0
373,320,神社から見える月,0,从神社所见之月,,7,5,3|0|4|0,5,2,71.43,0.11,28.57,0.13999999999999999,42.86,0,57.14,0
446,320,幻想科学　～ Doll's Phantom,0,幻想科学　～ Doll's Phantom,（梦违科学世纪）,7,7,3|1|3|0,7,0,100,0.15,0,0,42.86,14.29,42.86,0
93,329,メイプルワイズ,1,Maple Wise,,6,0,0|0|6|0,0,6,0,0,100,0.42,0,0,100,0
195,329,此岸の塚,1,此岸之塚,,6,4,1|0|5|0,4,2,66.67,0.09,33.33,0.13999999999999999,16.669999999999998,0,83.33,0
290,329,春の氷精　- 静 -,1,春之冰精 -静-,,6,5,1|2|3|0,5,1,83.33,0.11,16.669999999999998,0.06999999999999999,16.669999999999998,33.33,50,0
416,329,綿月のスペルカード　～ Lunatic Blue,1,绵月的符卡 ～ Lunatic Blue,,6,6,1|0|5|0,6,0,100,0.13,0,0,16.669999999999998,0,83.33,0
448,329,シルクロードアリス,1,Silk Road Alice,,6,6,3|1|2|0,6,0,100,0.13,0,0,50,16.669999999999998,33.33,0
49,329,東方の青い空,0,东方的蓝色天空,,6,4,2|1|3|0,4,2,66.67,0.09,33.33,0.13999999999999999,33.33,16.669999999999998,50,0
61,329,装飾戦 ～ Decoration Battle,0,装饰战 ～ Decoration Battle,,6,5,1|1|4|0,5,1,83.33,0.11,16.669999999999998,0.06999999999999999,16.669999999999998,16.669999999999998,66.67,0
144,329,春風の夢,0,春风之梦,,6,5,2|0|4|0,5,1,83.33,0.11,16.669999999999998,0.06999999999999999,33.33,0,66.67,0
276,329,人形のある風景,0,人偶存在的风景,,6,4,2|1|3|0,4,2,66.67,0.09,33.33,0.13999999999999999,33.33,16.669999999999998,50,0
350,329,明かされる深秘,0,被揭晓的深秘,,6,6,0|0|6|0,6,0,100,0.13,0,0,0,0,100,0
374,329,宇宙巫女帰還する,0,宇宙巫女归还,,6,6,1|0|5|0,6,0,100,0.13,0,0,16.669999999999998,0,83.33,0
380,329,古の冥界寺,0,古老的冥界寺,,6,5,1|1|4|0,5,1,83.33,0.11,16.669999999999998,0.06999999999999999,16.669999999999998,16.669999999999998,66.67,0
423,329,サニーミルクの紅霧異変,0,桑尼米尔克的红雾异变,,6,5,1|2|3|0,5,1,83.33,0.11,16.669999999999998,0.06999999999999999,16.669999999999998,33.33,50,0
428,329,二つの世界,0,两个世界,,6,4,1|1|4|0,4,2,66.67,0.09,33.33,0.13999999999999999,16.669999999999998,16.669999999999998,66.67,0
467,329,AN ORDEAL FROM GOD,0,AN ORDEAL FROM GOD,（幻想麻雀）,6,4,3|0|3|0,4,2,66.67,0.09,33.33,0.13999999999999999,50,0,50,0
4,344,Highly Responsive to Prayers,1,Highly Responsive to Prayers,,5,5,3|0|2|0,5,0,100,0.11,0,0,60,0,40,0
43,344,魔法決戦！ ～ Fight it out!,1,魔法决战！ ～ Fight it out!,,5,3,1|0|4|0,3,2,60,0.06999999999999999,40,0.13999999999999999,20,0,80,0
105,344,久遠の楽園,1,永远的乐园,,5,2,0|1|4|0,2,3,40,0.04,60,0.21,0,20,80,0
150,344,夏明き,1,夏明,,5,5,2|0|3|0,5,0,100,0.11,0,0,40,0,60,0
9,344,魔鏡,0,魔镜,,5,5,0|0|5|0,5,0,100,0.11,0,0,0,0,100,0
10,344,the Legend of KAGE,0,the Legend of KAGE,,5,3,2|0|3|0,3,2,60,0.06999999999999999,40,0.13999999999999999,40,0,60,0
16,344,東方封魔録 ～ 浄土曼荼羅,0,东方封魔录 ～ 净土曼荼罗,,5,2,2|0|3|0,2,3,40,0.04,60,0.21,40,0,60,0
40,344,Maniacal Princess,0,Maniacal Princess,,5,1,1|2|2|0,1,4,20,0.02,80,0.27999999999999997,20,40,40,0
161,344,珍客,0,稀客,,5,4,2|0|3|0,4,1,80,0.09,20,0.06999999999999999,40,0,60,0
194,344,花の映る塚,0,映花之塚,,5,2,0|0|5|0,2,3,40,0.04,60,0.21,0,0,100,0
294,344,妖怪寺へようこそ,0,欢迎来到妖怪寺,,5,3,2|0|3|0,3,2,60,0.06999999999999999,40,0.13999999999999999,40,0,60,0
347,344,真実を知る者,0,知晓真相之人,,5,5,1|0|4|0,5,0,100,0.11,0,0,20,0,80,0
348,344,外界フォークロア,0,外界民俗,,5,3,2|0|3|0,3,2,60,0.06999999999999999,40,0.13999999999999999,40,0,60,0
351,344,オカルトアラカルト,0,灵异任你选,,5,4,1|0|4|0,4,1,80,0.09,20,0.06999999999999999,20,0,80,0
415,344,妖怪宇宙旅行,0,妖怪宇宙旅行,,5,3,0|1|4|0,3,2,60,0.06999999999999999,40,0.13999999999999999,0,20,80,0
478,344,演者選択,0,出演者选择,,5,3,1|1|3|0,3,2,60,0.06999999999999999,40,0.13999999999999999,20,20,60,0
69,360,Lotus Love,1,Lotus Love,,4,2,0|1|3|0,2,2,50,0.04,50,0.13999999999999999,0,25,75,0
81,360,Dreamy pilot,1,Dreamy pilot,,4,2,1|0|3|0,2,2,50,0.04,50,0.13999999999999999,25,0,75,0
343,360,顕現した伝承の形,1,显现的传承形态,,4,4,2|0|2|0,4,0,100,0.09,0,0,50,0,50,0
441,360,機械サーカス　～ Reverie,1,机械马戏团　～ Reverie（Circus Reverie）,（蓬莱人形）,4,2,1|0|3|0,2,2,50,0.04,50,0.13999999999999999,25,0,75,0
459,360,"My Maid, Sweet Maid",1,"My Maid, Sweet Maid",,4,3,2|2|0|0,3,1,75,0.06999999999999999,25,0.06999999999999999,50,50,0,0
18,360,She's in a temper!!,0,She's in a temper!!,,4,3,2|0|2|0,3,1,75,0.06999999999999999,25,0.06999999999999999,50,0,50,0
22,360,死を賭して,0,以死相赌,,4,4,0|0|4|0,4,0,100,0.09,0,0,0,0,100,0
30,360,昔話わんだーらんど,0,传说中的仙境,,4,3,0|0|4|0,3,1,75,0.06999999999999999,25,0.06999999999999999,0,0,100,0
44,360,Sailor of Time,0,Sailor of Time,,4,0,1|0|3|0,0,4,0,0,100,0.27999999999999997,25,0,75,0
87,360,Dream Express,0,Dream Express,,4,4,2|0|2|0,4,0,100,0.09,0,0,50,0,50,0
88,360,魔法陣 ～ Magic Square,0,魔法阵 ～ Magic Square,,4,2,0|1|3|0,2,2,50,0.04,50,0.13999999999999999,0,25,75,0
283,360,ネメシスの要塞,0,复仇女神的要塞,,4,4,2|0|2|0,4,0,100,0.09,0,0,50,0,50,0
337,360,ミッドナイトスペルカード,0,Midnight Spell Card,,4,3,1|0|3|0,3,1,75,0.06999999999999999,25,0.06999999999999999,25,0,75,0
349,360,各々の結末,0,各自的结局,,4,3,1|0|3|0,3,1,75,0.06999999999999999,25,0.06999999999999999,25,0,75,0
412,360,ジャパニーズサーガ,0,Japanese Saga,,4,3,2|0|2|0,3,1,75,0.06999999999999999,25,0.06999999999999999,50,0,50,0
427,360,フェアリー冒険譚,0,妖精冒险谭,,4,3,2|0|2|0,3,1,75,0.06999999999999999,25,0.06999999999999999,50,0,50,0
447,360,少女神性　～ Pandora's Box,0,少女神性　～ Pandora's Box,,4,3,2|0|2|0,3,1,75,0.06999999999999999,25,0.06999999999999999,50,0,50,0
454,360,天鵝絨少女戰　～ Velvet Battle,0,天鹅绒少女战　～ Velvet Battle,,4,1,2|0|2|0,1,3,25,0.02,75,0.21,50,0,50,0
466,360,呑んべぇのレムリア,0,酒鬼的Lamuria,（儚月抄）,4,3,2|0|2|0,3,1,75,0.06999999999999999,25,0.06999999999999999,50,0,50,0
469,360,妖々跋扈　～ Speed Fox!,0,妖妖跋扈　～ Speed Fox!,,4,4,0|0|4|0,4,0,100,0.09,0,0,0,0,100,0
231,380,冷吟閑酔,1,冷吟闲醉,,3,2,1|0|2|0,2,1,66.67,0.04,33.33,0.06999999999999999,33.33,0,66.67,0
7,380,Oriental Magician,0,Oriental Magician,,3,2,2|0|1|0,2,1,66.67,0.04,33.33,0.06999999999999999,66.67,0,33.33,0
20,380,やみのちから,0,黑暗的力量,,3,1,1|1|1|0,1,2,33.33,0.02,66.67,0.13999999999999999,33.33,33.33,33.33,0
27,380,Extra Love,0,Extra Love,,3,2,1|1|1|0,2,1,66.67,0.04,33.33,0.06999999999999999,33.33,33.33,33.33,0
33,380,封魔終演,0,封魔终演,,3,3,0|1|2|0,3,0,100,0.06999999999999999,0,0,0,33.33,66.67,0
59,380,Witching Dream,0,Witching Dream,,3,1,0|0|3|0,1,2,33.33,0.02,66.67,0.13999999999999999,0,0,100,0
65,380,霊戦 ～ Perdition crisis,0,灵战 ～ Perdition crisis,,3,1,3|0|0|0,1,2,33.33,0.02,66.67,0.13999999999999999,100,0,0,0
83,380,Border Land,0,Border Land,,3,2,0|1|2|0,2,1,66.67,0.04,33.33,0.06999999999999999,0,33.33,66.67,0
86,380,怪綺談 ～ Mystic Square,0,怪绮谈 ～ Mystic Square,,3,3,1|0|2|0,3,0,100,0.06999999999999999,0,0,33.33,0,66.67,0
103,380,神社,0,神社,,3,2,0|0|3|0,2,1,66.67,0.04,33.33,0.06999999999999999,0,0,100,0
163,380,戦迅,0,战迅,,3,3,0|0|3|0,3,0,100,0.06999999999999999,0,0,0,0,100,0
164,380,禍機,0,祸机,,3,1,2|0|1|0,1,2,33.33,0.02,66.67,0.13999999999999999,66.67,0,33.33,0
222,380,日常坐臥,0,日常坐卧,,3,2,1|0|2|0,2,1,66.67,0.04,33.33,0.06999999999999999,33.33,0,66.67,0
261,380,スカイルーイン,0,Sky Ruin,,3,3,1|1|1|0,3,0,100,0.06999999999999999,0,0,33.33,33.33,33.33,0
