id,index,name,first,cname,imp,total,11,35,male,female,mratio,mtratio,fratio,ftratio,love1,love2,love3,love4
306,380,神社の新しい風,0,神社的新风,,3,2,0|0|3|0,2,1,66.67,0.04,33.33,0.06999999999999999,0,0,100,0
314,380,丑三つ時の里,0,丑时三刻的村庄,,3,2,2|0|1|0,2,1,66.67,0.04,33.33,0.06999999999999999,66.67,0,33.33,0
414,380,夜の鳩山を飛ぶ -Power MIX,0,飞越夜晚的鸠山 - Power MIX,,3,3,1|0|2|0,3,0,100,0.06999999999999999,0,0,33.33,0,66.67,0
422,380,妖精燦々として,0,妖精灿烂的样子,,3,2,0|0|3|0,2,1,66.67,0.04,33.33,0.06999999999999999,0,0,100,0
436,380,幻想帝都,0,幻想帝都,,3,2,1|2|0|0,2,1,66.67,0.04,33.33,0.06999999999999999,33.33,66.67,0,0
463,380,Witch of Love Potion,0,Witch of Love Potion,（蓬莱人形）,3,3,1|0|2|0,3,0,100,0.06999999999999999,0,0,33.33,0,66.67,0
84,400,Magic Shop of Raspberry,1,Magic Shop of Raspberry,,2,1,1|0|1|0,1,1,50,0.02,50,0.06999999999999999,50,0,50,0
48,400,久遠の夢,0,久远之梦,,2,1,0|0|2|0,1,1,50,0.02,50,0.06999999999999999,0,0,100,0
56,400,スターボウドリーム,0,Starbow Dream,,2,2,1|0|1|0,2,0,100,0.04,0,0,50,0,50,0
57,400,Phantasmagoria,0,Phantasmagoria,,2,2,0|1|1|0,2,0,100,0.04,0,0,0,50,50,0
82,400,Incomplete Plot,0,Incomplete Plot,,2,1,0|1|1|0,1,1,50,0.02,50,0.06999999999999999,0,50,50,0
99,400,世界の果て ～ World's End,0,世界的尽头 ～ World's End,,2,2,1|0|1|0,2,0,100,0.04,0,0,50,0,50,0
230,400,嘲りの遊戯,0,嘲讽的游戏,,2,2,1|1|0|0,2,0,100,0.04,0,0,50,50,0,0
274,400,伝説の巨神,0,传说的巨神,,2,2,1|0|1|0,2,0,100,0.04,0,0,50,0,50,0
280,400,ニュースハウンド,0,Newshound,,2,1,0|0|2|0,1,1,50,0.02,50,0.06999999999999999,0,0,100,0
313,400,人気のない場所,0,无人气的场所,,2,1,0|0|2|0,1,1,50,0.02,50,0.06999999999999999,0,0,100,0
376,400,人形の森,0,人偶之森,,2,1,1|0|1|0,1,1,50,0.02,50,0.06999999999999999,50,0,50,0
434,400,フォルスストロベリー,0,False Strawberry,,2,2,0|1|1|0,2,0,100,0.04,0,0,0,50,50,0
442,400,カナベラルの夢幻少女,0,卡纳维拉尔角的梦幻少女,,2,1,1|0|1|0,1,1,50,0.02,50,0.06999999999999999,50,0,50,0
452,400,タイトルドメイド,0,Titled Maid,,2,2,0|1|1|0,2,0,100,0.04,0,0,0,50,50,0
453,400,稀翁玉　～ Fairy Dance,0,稀翁玉　～ Fairy Dance,,2,1,0|0|2|0,1,1,50,0.02,50,0.06999999999999999,0,0,100,0
470,400,宵闇の魔術師,0,黄昏的魔术师,,2,2,1|0|1|0,2,0,100,0.04,0,0,50,0,50,0
479,400,使われなかった場所,0,没用上的场所,,2,1,0|0|2|0,1,1,50,0.02,50,0.06999999999999999,0,0,100,0
47,417,魔法鐘愛,0,魔法钟爱,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
52,417,霊人の休日,0,灵人的休息日,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
62,417,Break the Sabbath,0,Break the Sabbath,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
76,417,Days,0,Days,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
78,417,Arcadian Dream,0,Arcadian Dream,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
79,417,幻想の住人,0,幻想的居民,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
80,417,Lotus Road,0,Lotus Road,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
85,417,Crescent Dream,0,Crescent Dream,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
106,417,Mystic Dream,0,Mystic Dream,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
107,417,Peaceful Romancer,0,Peaceful Romancer,,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
152,417,魔所,0,魔所,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
153,417,月輪,0,月轮,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
157,417,あゆのかぜ,0,东风,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
158,417,森閑,0,森闲,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
160,417,幽境,0,幽境,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
162,417,紅夜,0,红夜,,1,0,1|0|0|0,0,1,0,0,100,0.06999999999999999,100,0,0,0
225,417,風光明媚,0,风光明媚,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
228,417,以魚駆蠅,0,以鱼驱蝇,,1,1,0|1|0|0,1,0,100,0.02,0,0,0,100,0,0
259,417,閉ざせし雲の通い路,0,封闭的云中通路,,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
271,417,妖怪寺,0,妖怪寺,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
285,417,曲名不详,0,曲名不详,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
312,417,人気のある場所,0,有人气的场所,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
341,417,幻想郷ふしぎ発見,0,幻想乡不可思议发现,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
353,417,公正なる奪い合い,0,公正的争夺,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
420,417,サニールチルフレクション,0,Sunny Rutile Flection,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
433,417,秋霜玉　～ Clockworks,0,秋霜玉　～ Clockworks,,1,1,1|0|0|0,1,0,100,0.02,0,0,100,0,0,0
439,417,天空アーミー,0,天空军团,,1,1,0|1|0|0,1,0,100,0.02,0,0,0,100,0,0
440,417,スプートニク幻夜,0,斯普特尼克幻夜,（tGoM）,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
451,417,ハーセルヴズ,0,Herselves,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
456,417,オルフェの詩　～ Pseudoclassic,0,俄耳甫斯的诗　～ Pseudoclassic,,1,0,0|0|1|0,0,1,0,0,100,0.06999999999999999,0,0,100,0
457,417,新幻想　～ New Fantasy,0,新幻想　～ New Fantasy,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
458,417,オルレアンの聖騎士,0,奥尔良的圣骑士,,1,1,0|0|1|0,1,0,100,0.02,0,0,0,0,100,0
32,449,陽落ちて,0,夕阳下落,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
35,449,Selection,0,Selection,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
53,449,勝利デモ,0,胜利的示范,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
54,449,ゲームオーバー,0,Game Over,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
60,449,Selene's light,0,Selene's light,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
77,449,Peaceful,0,Peaceful,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
90,449,霊天 ～ Spiritual Heaven,0,灵天 ～ Spiritual Heaven,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
104,449,Endless,0,Endless,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
108,449,魂の休らむ所,0,灵魂安息之所,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
155,449,裏心,0,内心,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
156,449,Intermezzo,0,间奏曲,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
229,449,放縦不羈,0,放纵不羁,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
279,449,空に浮かぶ物体Ｘ,0,空中飘浮的物体Ｘ,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
315,449,本日の一面記事,0,本日的头版头条,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
342,449,ボールのある日常,0,有珠子的日常,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
344,449,時代の風の訪れ,0,时代风潮的造访,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
345,449,価値がわからない,0,价值不明,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
346,449,可能性を信じて,0,相信可能性,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
425,449,スターヴォヤージュ2008,0,Star Voyage2008,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
429,449,神域のかくれんぼ暮らし,0,神域的捉迷藏生活,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
435,449,プリムローズシヴァ,0,Primrose Shiver,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
437,449,ディザストラスジェミニ,0,Disastrous Gemini,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
438,449,華の幻想　紅夢の宙,0,华之幻想 红梦之宙,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
444,449,アンティークテラー,0,Antique Terror,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
445,449,夢機械　～ Innocent Power,0,梦机械　～ Innocent Power,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
455,449,Castle Explorer -in the Sky-,0,Castle Explorer -in the Sky-,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
461,449,乙女戰士 ～ Heart of Valkyrie,0,少女战士　～ Heart of Valkyrie,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
464,449,Magical and Hopeless,0,Magical and Hopeless,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
465,449,Sacred Battle,0,Sacred Battle,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
471,449,Magic of Life,0,Magic of Life,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
472,449,Plastic Space,0,Plastic Space,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
473,449,Inventive City,0,Inventive City,,0,0,0|0|0|0,0,0,0,0,0,0,0,0,0,0
