id,name,group,vote,first,info,ratio,vratio,fratio,vote1,first1,ratio1,vratio1,fratio1,vote2,first2,ratio2,vratio2,fratio2
1,博丽灵梦,主角,2675,519,<a href='./?m=info&type=chara&id=1' target='_blank'>点击查看详情</a>,19.4%,32.88%,6.56%,2271,422,18.58%,33.54%,6.41%,2582,513,19.87%,34.68%,7.12%
2,雾雨魔理沙,主角,2294,407,<a href='./?m=info&type=chara&id=2' target='_blank'>点击查看详情</a>,17.74%,28.2%,5.15%,1851,320,17.29%,27.34%,4.86%,2047,381,18.61%,27.49%,5.29%
3,露米娅,东方红魔乡,356,50,<a href='./?m=info&type=chara&id=3' target='_blank'>点击查看详情</a>,14.04%,4.38%,0.63%,314,32,10.19%,4.64%,0.49%,366,47,12.84%,4.92%,0.65%
4,大妖精,东方红魔乡,233,15,<a href='./?m=info&type=chara&id=4' target='_blank'>点击查看详情</a>,6.44%,2.86%,0.19%,228,15,6.58%,3.37%,0.23%,217,13,5.99%,2.91%,0.18%
5,琪露诺,东方红魔乡,951,175,<a href='./?m=info&type=chara&id=5' target='_blank'>点击查看详情</a>,18.4%,11.69%,2.21%,863,138,15.99%,12.75%,2.1%,1103,197,17.86%,14.81%,2.73%
6,红美铃,东方红魔乡,619,63,<a href='./?m=info&type=chara&id=6' target='_blank'>点击查看详情</a>,10.18%,7.61%,0.8%,480,52,10.83%,7.09%,0.79%,538,86,15.99%,7.23%,1.19%
7,小恶魔,东方红魔乡,169,14,<a href='./?m=info&type=chara&id=7' target='_blank'>点击查看详情</a>,8.28%,2.08%,0.18%,161,13,8.07%,2.38%,0.2%,110,6,5.45%,1.48%,0.08%
8,帕秋莉·诺蕾姬,东方红魔乡,873,155,<a href='./?m=info&type=chara&id=8' target='_blank'>点击查看详情</a>,17.75%,10.73%,1.96%,757,124,16.38%,11.18%,1.88%,870,142,16.32%,11.68%,1.97%
9,十六夜咲夜,东方红魔乡,1621,300,<a href='./?m=info&type=chara&id=9' target='_blank'>点击查看详情</a>,18.51%,19.93%,3.79%,1264,202,15.98%,18.67%,3.07%,1574,297,18.87%,21.14%,4.12%
10,蕾米莉亚·斯卡蕾特,东方红魔乡,1568,267,<a href='./?m=info&type=chara&id=10' target='_blank'>点击查看详情</a>,17.03%,19.27%,3.38%,1372,231,16.84%,20.26%,3.51%,1456,263,18.06%,19.55%,3.65%
11,芙兰朵露·斯卡蕾特,东方红魔乡,1289,269,<a href='./?m=info&type=chara&id=11' target='_blank'>点击查看详情</a>,20.87%,15.85%,3.4%,1087,217,19.96%,16.05%,3.3%,1086,212,19.52%,14.59%,2.94%
12,冴月麟,东方红魔乡,142,14,<a href='./?m=info&type=chara&id=12' target='_blank'>点击查看详情</a>,9.86%,1.75%,0.18%,126,13,10.32%,1.86%,0.2%,141,16,11.35%,1.89%,0.22%
13,蕾蒂·霍瓦特洛克,东方妖妖梦,61,7,<a href='./?m=info&type=chara&id=13' target='_blank'>点击查看详情</a>,11.48%,0.75%,0.09%,56,8,14.29%,0.83%,0.12%,59,8,13.56%,0.79%,0.11%
14,橙,东方妖妖梦,142,8,<a href='./?m=info&type=chara&id=14' target='_blank'>点击查看详情</a>,5.63%,1.75%,0.1%,126,7,5.56%,1.86%,0.11%,134,9,6.72%,1.8%,0.12%
15,爱丽丝·玛格特洛依德,东方妖妖梦,1353,267,<a href='./?m=info&type=chara&id=15' target='_blank'>点击查看详情</a>,19.73%,16.63%,3.38%,1120,223,19.91%,16.54%,3.39%,1182,220,18.61%,15.87%,3.05%
16,莉莉白,东方妖妖梦,212,23,<a href='./?m=info&type=chara&id=16' target='_blank'>点击查看详情</a>,10.85%,2.61%,0.29%,168,17,10.12%,2.48%,0.26%,116,9,7.76%,1.56%,0.12%
17,露娜萨·普莉兹姆利巴,东方妖妖梦,47,1,<a href='./?m=info&type=chara&id=17' target='_blank'>点击查看详情</a>,2.13%,0.58%,0.01%,50,3,6%,0.74%,0.05%,48,1,2.08%,0.64%,0.01%
18,梅露兰·普莉兹姆利巴,东方妖妖梦,21,2,<a href='./?m=info&type=chara&id=18' target='_blank'>点击查看详情</a>,9.52%,0.26%,0.03%,23,2,8.7%,0.34%,0.03%,23,2,8.7%,0.31%,0.03%
19,莉莉卡·普莉兹姆利巴,东方妖妖梦,24,0,<a href='./?m=info&type=chara&id=19' target='_blank'>点击查看详情</a>,0%,0.3%,0%,19,1,5.26%,0.28%,0.02%,23,2,8.7%,0.31%,0.03%
20,魂魄妖梦,东方妖妖梦,1326,224,<a href='./?m=info&type=chara&id=20' target='_blank'>点击查看详情</a>,16.89%,16.3%,2.83%,1059,187,17.66%,15.64%,2.84%,1197,210,17.54%,16.08%,2.91%
21,西行寺幽幽子,东方妖妖梦,1341,301,<a href='./?m=info&type=chara&id=21' target='_blank'>点击查看详情</a>,22.45%,16.48%,3.81%,1217,309,25.39%,17.97%,4.69%,1450,351,24.21%,19.47%,4.87%
22,八云蓝,东方妖妖梦,220,21,<a href='./?m=info&type=chara&id=22' target='_blank'>点击查看详情</a>,9.55%,2.7%,0.27%,226,25,11.06%,3.34%,0.38%,215,24,11.16%,2.89%,0.33%
23,八云紫,东方妖妖梦,1375,230,<a href='./?m=info&type=chara&id=23' target='_blank'>点击查看详情</a>,16.73%,16.9%,2.91%,1290,216,16.74%,19.05%,3.28%,1512,276,18.25%,20.31%,3.83%
24,魂魄妖忌,东方妖妖梦,37,0,<a href='./?m=info&type=chara&id=24' target='_blank'>点击查看详情</a>,0%,0.45%,0%,31,1,3.23%,0.46%,0.02%,37,2,5.41%,0.5%,0.03%
25,蕾拉·普莉兹姆利巴,东方妖妖梦,21,2,<a href='./?m=info&type=chara&id=25' target='_blank'>点击查看详情</a>,9.52%,0.26%,0.03%,20,1,5%,0.3%,0.02%,25,2,8%,0.34%,0.03%
26,伊吹萃香,东方萃梦想,767,96,<a href='./?m=info&type=chara&id=26' target='_blank'>点击查看详情</a>,12.52%,9.43%,1.21%,575,84,14.61%,8.49%,1.28%,639,91,14.24%,8.58%,1.26%
27,莉格露·奈特巴格,东方永夜抄,61,14,<a href='./?m=info&type=chara&id=27' target='_blank'>点击查看详情</a>,22.95%,0.75%,0.18%,45,9,20%,0.66%,0.14%,49,13,26.53%,0.66%,0.18%
28,米斯蒂娅·萝蕾拉,东方永夜抄,156,21,<a href='./?m=info&type=chara&id=28' target='_blank'>点击查看详情</a>,13.46%,1.92%,0.27%,151,29,19.21%,2.23%,0.44%,157,27,17.2%,2.11%,0.37%
29,上白泽慧音,东方永夜抄,376,46,<a href='./?m=info&type=chara&id=29' target='_blank'>点击查看详情</a>,12.23%,4.62%,0.58%,323,33,10.22%,4.77%,0.5%,381,26,6.82%,5.12%,0.36%
30,因幡天为（因幡帝）,东方永夜抄,180,19,<a href='./?m=info&type=chara&id=30' target='_blank'>点击查看详情</a>,10.56%,2.21%,0.24%,147,15,10.2%,2.17%,0.23%,170,19,11.18%,2.28%,0.26%
31,铃仙·优昙华院·因幡,东方永夜抄,967,150,<a href='./?m=info&type=chara&id=31' target='_blank'>点击查看详情</a>,15.51%,11.89%,1.9%,908,139,15.31%,13.41%,2.11%,883,134,15.18%,11.86%,1.86%
32,八意永琳,东方永夜抄,257,33,<a href='./?m=info&type=chara&id=32' target='_blank'>点击查看详情</a>,12.84%,3.16%,0.42%,303,43,14.19%,4.47%,0.65%,386,46,11.92%,5.18%,0.64%
33,蓬莱山辉夜,东方永夜抄,802,126,<a href='./?m=info&type=chara&id=33' target='_blank'>点击查看详情</a>,15.71%,9.86%,1.59%,794,145,18.26%,11.73%,2.2%,869,138,15.88%,11.67%,1.92%
34,藤原妹红,东方永夜抄,1337,234,<a href='./?m=info&type=chara&id=34' target='_blank'>点击查看详情</a>,17.5%,16.44%,2.96%,1207,222,18.39%,17.83%,3.37%,1344,252,18.75%,18.05%,3.5%
35,射命丸文,东方花映塚,1335,257,<a href='./?m=info&type=chara&id=35' target='_blank'>点击查看详情</a>,19.25%,16.41%,3.25%,1155,261,22.6%,17.06%,3.97%,1237,269,21.75%,16.61%,3.73%
36,梅蒂欣·梅兰可莉,东方花映塚,77,12,<a href='./?m=info&type=chara&id=36' target='_blank'>点击查看详情</a>,15.58%,0.95%,0.15%,82,11,13.41%,1.21%,0.17%,74,6,8.11%,0.99%,0.08%
37,风见幽香,东方花映塚,671,128,<a href='./?m=info&type=chara&id=37' target='_blank'>点击查看详情</a>,19.08%,8.25%,1.62%,575,105,18.26%,8.49%,1.6%,719,134,18.64%,9.66%,1.86%
38,小野塚小町,东方花映塚,139,11,<a href='./?m=info&type=chara&id=38' target='_blank'>点击查看详情</a>,7.91%,1.71%,0.14%,134,11,8.21%,1.98%,0.17%,162,8,4.94%,2.18%,0.11%
39,四季映姬·夜摩仙那度,东方花映塚,609,90,<a href='./?m=info&type=chara&id=39' target='_blank'>点击查看详情</a>,14.78%,7.49%,1.14%,644,103,15.99%,9.51%,1.56%,600,100,16.67%,8.06%,1.39%
