id,name,jpname,group,vote,first,weight,info,ratio,vratio,fratio,male,female,hmratio,hfratio,hmaratio,hfaratio,vvratio
132,梦子,夢子,东方怪绮谈,20,0,20,<a href='./?m=info&type=chara&id=132' target='_blank'>点击查看详情</a>,0%,0.25%,0%,18,2,90%,10%,0.26%,0.15%,
133,神绮,神綺,东方怪绮谈,196,17,213,<a href='./?m=info&type=chara&id=133' target='_blank'>点击查看详情</a>,8.67%,2.41%,0.21%,172,24,87.76%,12.24%,2.45%,1.79%,
134,宇佐见莲子,宇佐見蓮子,音乐CD,679,80,759,<a href='./?m=info&type=chara&id=134' target='_blank'>点击查看详情</a>,11.78%,8.35%,1.01%,550,129,81%,19%,7.84%,9.6%,
135,玛艾露贝莉·赫恩（梅莉）,マエリベリー·ハーン（メリー）,音乐CD,586,41,627,<a href='./?m=info&type=chara&id=135' target='_blank'>点击查看详情</a>,7%,7.2%,0.52%,472,114,80.55%,19.45%,6.73%,8.48%,
136,稗田阿求,稗田阿求,官方出版物,324,36,360,<a href='./?m=info&type=chara&id=136' target='_blank'>点击查看详情</a>,11.11%,3.98%,0.46%,279,45,86.11%,13.89%,3.98%,3.35%,
137,森近霖之助,森近霖之助,官方出版物,249,21,270,<a href='./?m=info&type=chara&id=137' target='_blank'>点击查看详情</a>,8.43%,3.06%,0.27%,220,29,88.35%,11.65%,3.14%,2.16%,
138,无名的读书妖怪（朱鹭子）,名無しの本読み妖怪（朱鷺子）,官方出版物,33,2,35,<a href='./?m=info&type=chara&id=138' target='_blank'>点击查看详情</a>,6.06%,0.41%,0.03%,30,3,90.91%,9.09%,0.43%,0.22%,
139,桑尼米尔克,サニーミルク,官方出版物,68,8,76,<a href='./?m=info&type=chara&id=139' target='_blank'>点击查看详情</a>,11.76%,0.84%,0.1%,63,5,92.65%,7.35%,0.9%,0.37%,
140,露娜切尔德,ルナチャイルド,官方出版物,140,6,146,<a href='./?m=info&type=chara&id=140' target='_blank'>点击查看详情</a>,4.29%,1.72%,0.08%,130,10,92.86%,7.14%,1.85%,0.74%,
141,斯塔萨菲雅,スターサファイア,官方出版物,102,8,110,<a href='./?m=info&type=chara&id=141' target='_blank'>点击查看详情</a>,7.84%,1.25%,0.1%,97,5,95.1%,4.9%,1.38%,0.37%,
142,绵月丰姬,綿月豊姫,官方出版物,41,5,46,<a href='./?m=info&type=chara&id=142' target='_blank'>点击查看详情</a>,12.2%,0.5%,0.06%,33,8,80.49%,19.51%,0.47%,0.6%,
143,绵月依姬,綿月依姫,官方出版物,43,4,47,<a href='./?m=info&type=chara&id=143' target='_blank'>点击查看详情</a>,9.3%,0.53%,0.05%,32,11,74.42%,25.58%,0.46%,0.82%,
144,Reisen,レイセン,官方出版物,8,1,9,<a href='./?m=info&type=chara&id=144' target='_blank'>点击查看详情</a>,12.5%,0.1%,0.01%,8,0,100%,0%,0.11%,0%,
145,茨木华扇,茨木華扇,官方出版物,393,51,444,<a href='./?m=info&type=chara&id=145' target='_blank'>点击查看详情</a>,12.98%,4.83%,0.64%,357,36,90.84%,9.16%,5.09%,2.68%,
146,本居小铃,本居小鈴,官方出版物,252,20,272,<a href='./?m=info&type=chara&id=146' target='_blank'>点击查看详情</a>,7.94%,3.1%,0.25%,229,23,90.87%,9.13%,3.26%,1.71%,
147,龙神,龍神,官方出版物,12,1,13,<a href='./?m=info&type=chara&id=147' target='_blank'>点击查看详情</a>,8.33%,0.15%,0.01%,11,1,91.67%,8.33%,0.16%,0.07%,
148,月夜见,月夜見,官方出版物,3,0,3,<a href='./?m=info&type=chara&id=148' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.04%,0%,
149,石长姬,磐長姫,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=149' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
150,木花咲耶姬,木花咲耶姫,官方出版物,3,1,4,<a href='./?m=info&type=chara&id=150' target='_blank'>点击查看详情</a>,33.33%,0.04%,0.01%,3,0,100%,0%,0.04%,0%,
151,天照大御神,天照大御神,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=151' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
152,石凝老命,石凝老命,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=152' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
153,天宇受卖命,天宇受売命,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=153' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
154,伊豆能卖,伊豆能売,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=154' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
155,火雷神,火雷神,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=155' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
156,岩笠,岩笠,官方出版物,2,1,3,<a href='./?m=info&type=chara&id=156' target='_blank'>点击查看详情</a>,50%,0.02%,0.01%,2,0,100%,0%,0.03%,0%,
157,瑞江浦岛子,瑞江浦嶋子,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=157' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
158,前鬼 / 后鬼,前鬼 / 後鬼,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=158' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
159,求闻史纪中的受访人群,求闻史纪中的受访人群,官方出版物,6,0,6,<a href='./?m=info&type=chara&id=159' target='_blank'>点击查看详情</a>,0%,0.07%,0%,6,0,100%,0%,0.09%,0%,
160,野槌,ツチノコ,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=160' target='_blank'>点击查看详情</a>,0%,0.02%,0%,1,1,50%,50%,0.01%,0.07%,
161,酒虫,酒虫,官方出版物,3,0,3,<a href='./?m=info&type=chara&id=161' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.04%,0%,
162,雷兽（务光）,雷獣（務光）,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=162' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
163,运松翁,運松の爺,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=163' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
164,久米 / 竿打,久米 / 竿打,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=164' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
165,管狐,管狐,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=165' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
166,水鬼鬼神长,水鬼鬼神長,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=166' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
167,万岁乐,万歲楽,官方出版物,5,0,5,<a href='./?m=info&type=chara&id=167' target='_blank'>点击查看详情</a>,0%,0.06%,0%,5,0,100%,0%,0.07%,0%,
168,人面犬,人面犬,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=168' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
169,邪龙,邪龍（邪竜）,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=169' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
170,烟烟罗,煙々羅,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=170' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
171,卓柏卡布拉,チュパカブラ,官方出版物,3,0,3,<a href='./?m=info&type=chara&id=171' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.04%,0%,
172,沓颊,沓頬,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=172' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
173,稻荷大人,お稲荷さん,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=173' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
174,怨灵少女,怨霊（少女の怨霊）,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=174' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
175,佑天上人,祐天上人,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=175' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
176,读书狐狸,子狐,官方出版物,4,0,4,<a href='./?m=info&type=chara&id=176' target='_blank'>点击查看详情</a>,0%,0.05%,0%,4,0,100%,0%,0.06%,0%,
177,白仙和尚,白仙坊主,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=177' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
178,占卜师（易者）,易者,官方出版物,111,5,116,<a href='./?m=info&type=chara&id=178' target='_blank'>点击查看详情</a>,4.5%,1.36%,0.06%,101,10,90.99%,9.01%,1.44%,0.74%,
179,毛玉,毛玉,数量不定群组,48,3,51,<a href='./?m=info&type=chara&id=179' target='_blank'>点击查看详情</a>,6.25%,0.59%,0.04%,41,7,85.42%,14.58%,0.58%,0.52%,
180,妖精（含持花妖精，僵尸妖精）,妖精,数量不定群组,11,0,11,<a href='./?m=info&type=chara&id=180' target='_blank'>点击查看详情</a>,0%,0.14%,0%,11,0,100%,0%,0.16%,0%,
181,UFO,UFO,数量不定群组,8,1,9,<a href='./?m=info&type=chara&id=181' target='_blank'>点击查看详情</a>,12.5%,0.1%,0.01%,8,0,100%,0%,0.11%,0%,
182,怨灵,怨霊,数量不定群组,2,0,2,<a href='./?m=info&type=chara&id=182' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
183,人偶（含上海人偶、哥利亚人偶）,人形,数量不定群组,57,5,62,<a href='./?m=info&type=chara&id=183' target='_blank'>点击查看详情</a>,8.77%,0.7%,0.06%,50,7,87.72%,12.28%,0.71%,0.52%,
184,幽灵,幽霊,数量不定群组,4,0,4,<a href='./?m=info&type=chara&id=184' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,1,75%,25%,0.04%,0.07%,
185,阴阳玉,陰陽玉,数量不定群组,4,0,4,<a href='./?m=info&type=chara&id=185' target='_blank'>点击查看详情</a>,0%,0.05%,0%,4,0,100%,0%,0.06%,0%,
186,狸猫,化け狸,数量不定群组,1,0,1,<a href='./?m=info&type=chara&id=186' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
187,河童（含山童）,河童（山童）,数量不定群组,2,0,2,<a href='./?m=info&type=chara&id=187' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
188,野铁炮,野鉄砲,数量不定群组,0,0,0,<a href='./?m=info&type=chara&id=188' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
189,地精,ホフゴブリン,数量不定群组,1,0,1,<a href='./?m=info&type=chara&id=189' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
190,座敷童子,座敷童子,数量不定群组,0,0,0,<a href='./?m=info&type=chara&id=190' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
191,STG作品中没有名称的角色,STG作品中没有名称的角色,数量不定群组,9,0,9,<a href='./?m=info&type=chara&id=191' target='_blank'>点击查看详情</a>,0%,0.11%,0%,8,1,88.89%,11.11%,0.11%,0.07%,
192,酒吧老板,バーのマスター,音乐CD,6,0,6,<a href='./?m=info&type=chara&id=192' target='_blank'>点击查看详情</a>,0%,0.07%,0%,6,0,100%,0%,0.09%,0%,
193,长相酷似周杰伦的参拜客,抗鬱薬おじさん,官方出版物,37,0,37,<a href='./?m=info&type=chara&id=193' target='_blank'>点击查看详情</a>,0%,0.45%,0%,35,2,94.59%,5.41%,0.5%,0.15%,
194,盐家老板,塩屋敷の旦那,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=194' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
195,马凭,馬憑き,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=195' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
196,竹扫帚付丧神,付喪神の竹箒,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=196' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
197,大老爷,大旦那,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=197' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
198,杀死大老爷的侍童,小間使い,官方出版物,4,0,4,<a href='./?m=info&type=chara&id=198' target='_blank'>点击查看详情</a>,0%,0.05%,0%,3,1,75%,25%,0.04%,0.07%,
199,妖怪兔,妖怪兎,数量不定群组,2,0,2,<a href='./?m=info&type=chara&id=199' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
200,酒吧客人,バーの客,数量不定群组,3,0,3,<a href='./?m=info&type=chara&id=200' target='_blank'>点击查看详情</a>,0%,0.04%,0%,3,0,100%,0%,0.04%,0%,
201,嫦娥,嫦娥,官方出版物,5,0,5,<a href='./?m=info&type=chara&id=201' target='_blank'>点击查看详情</a>,0%,0.06%,0%,3,2,60%,40%,0.04%,0.15%,
202,兜风四人组,四人の若者,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=202' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
203,导航,カーナビ,官方出版物,2,0,2,<a href='./?m=info&type=chara&id=203' target='_blank'>点击查看详情</a>,0%,0.02%,0%,2,0,100%,0%,0.03%,0%,
204,爱塔妮缇拉尔瓦,エタニティラルバ,东方天空璋,87,7,94,<a href='./?m=info&type=chara&id=204' target='_blank'>点击查看详情</a>,8.05%,1.07%,0.09%,71,16,81.61%,18.39%,1.01%,1.19%,
205,坂田合欢乃,坂田ネムノ,东方天空璋,14,0,14,<a href='./?m=info&type=chara&id=205' target='_blank'>点击查看详情</a>,0%,0.17%,0%,12,2,85.71%,14.29%,0.17%,0.15%,
206,高丽野阿吽,高麗野あうん,东方天空璋,100,2,102,<a href='./?m=info&type=chara&id=206' target='_blank'>点击查看详情</a>,2%,1.23%,0.03%,86,14,86%,14%,1.23%,1.04%,
207,矢田寺成美,矢田寺成美,东方天空璋,73,4,77,<a href='./?m=info&type=chara&id=207' target='_blank'>点击查看详情</a>,5.48%,0.9%,0.05%,51,22,69.86%,30.14%,0.73%,1.64%,
208,尔子田里乃,爾子田里乃,东方天空璋,37,0,37,<a href='./?m=info&type=chara&id=208' target='_blank'>点击查看详情</a>,0%,0.45%,0%,23,14,62.16%,37.84%,0.33%,1.04%,
209,丁礼田舞,丁礼田舞,东方天空璋,43,0,43,<a href='./?m=info&type=chara&id=209' target='_blank'>点击查看详情</a>,0%,0.53%,0%,20,23,46.51%,53.49%,0.29%,1.71%,
210,摩多罗隐岐奈,摩多羅隠岐奈,东方天空璋,530,48,578,<a href='./?m=info&type=chara&id=210' target='_blank'>点击查看详情</a>,9.06%,6.52%,0.61%,387,142,73.02%,26.79%,5.52%,10.57%,
211,百鬼夜行绘卷妖怪（黑鬼）,百鬼夜行絵巻妖怪（黒い鬼）,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=211' target='_blank'>点击查看详情</a>,0%,0.01%,0%,1,0,100%,0%,0.01%,0%,
212,卖脚婆,足売り婆さん,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=212' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
213,袈裟罗婆娑罗,ケサランパサラン,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=213' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
214,饿神,ヒダル神,官方出版物,0,0,0,<a href='./?m=info&type=chara&id=214' target='_blank'>点击查看详情</a>,0%,0%,0%,0,0,0%,0%,0%,0%,0%
215,睡鼠,ヤマネ,官方出版物,1,0,1,<a href='./?m=info&type=chara&id=215' target='_blank'>点击查看详情</a>,0%,0.01%,0%,0,1,0%,100%,0%,0.07%,
216,依神女苑,依神女苑,东方凭依华,171,9,180,<a href='./?m=info&type=chara&id=216' target='_blank'>点击查看详情</a>,5.26%,2.1%,0.11%,134,37,78.36%,21.64%,1.91%,2.75%,
217,依神紫苑,依神紫苑,东方凭依华,659,53,712,<a href='./?m=info&type=chara&id=217' target='_blank'>点击查看详情</a>,8.04%,8.1%,0.67%,577,82,87.56%,12.44%,8.23%,6.1%,
218,假扮魔理沙的妖狐,假扮魔理沙的妖狐,官方出版物,11,0,11,<a href='./?m=info&type=chara&id=218' target='_blank'>点击查看详情</a>,0%,0.14%,0%,11,0,100%,0%,0.16%,0%,
219,茨木童子之臂,茨木童子の腕,官方出版物,12,0,12,<a href='./?m=info&type=chara&id=219' target='_blank'>点击查看详情</a>,0%,0.15%,0%,10,2,83.33%,16.67%,0.14%,0.15%,
220,戎璎花,戎瓔花,东方鬼形兽,84,3,87,<a href='./?m=info&type=chara&id=220' target='_blank'>点击查看详情</a>,3.57%,1.03%,0.04%,59,25,70.24%,29.76%,0.84%,1.86%,
221,牛崎润美,牛崎潤美,东方鬼形兽,27,0,27,<a href='./?m=info&type=chara&id=221' target='_blank'>点击查看详情</a>,0%,0.33%,0%,17,10,62.96%,37.04%,0.24%,0.74%,
222,庭渡久侘歌,庭渡久侘歌,东方鬼形兽,722,29,751,<a href='./?m=info&type=chara&id=222' target='_blank'>点击查看详情</a>,4.02%,8.88%,0.37%,605,117,83.8%,16.2%,8.62%,8.71%,
223,吉吊八千慧,吉弔八千慧,东方鬼形兽,506,22,528,<a href='./?m=info&type=chara&id=223' target='_blank'>点击查看详情</a>,4.35%,6.22%,0.28%,375,131,74.11%,25.89%,5.35%,9.75%,
224,杖刀偶磨弓,杖刀偶磨弓,东方鬼形兽,141,7,148,<a href='./?m=info&type=chara&id=224' target='_blank'>点击查看详情</a>,4.96%,1.73%,0.09%,103,38,73.05%,26.95%,1.47%,2.83%,
225,埴安神袿姬,埴安神袿姫,东方鬼形兽,801,44,845,<a href='./?m=info&type=chara&id=225' target='_blank'>点击查看详情</a>,5.49%,9.85%,0.56%,650,151,81.15%,18.85%,9.27%,11.24%,
226,骊驹早鬼,驪駒早鬼,东方鬼形兽,153,4,157,<a href='./?m=info&type=chara&id=226' target='_blank'>点击查看详情</a>,2.61%,1.88%,0.05%,103,50,67.32%,32.68%,1.47%,3.72%,
227,动物灵（含野狼、水獭、大鹫）,動物霊,数量不定群组,14,1,15,<a href='./?m=info&type=chara&id=227' target='_blank'>点击查看详情</a>,7.14%,0.17%,0.01%,11,3,78.57%,21.43%,0.16%,0.22%,
