id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector0,vector3,ratio,vratio
612,1,0,<a href='./?m=info&type=cp&id=030042048' target='_blank'>点击查看详情</a>,1,30,<a href='./?m=info&type=chara&id=30' target='_blank'>因幡帝</a>,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,48,<a href='./?m=info&type=chara&id=48' target='_blank'>永江衣玖</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
613,1,0,<a href='./?m=info&type=cp&id=009023032' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
614,1,0,<a href='./?m=info&type=cp&id=020031045' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,1,0,100%,0%,0.02%,0%,0%,0%,0%,100%,,0.02%
615,1,0,<a href='./?m=info&type=cp&id=049145000' target='_blank'>点击查看详情</a>,1,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
616,1,0,<a href='./?m=info&type=cp&id=010189000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,189,<a href='./?m=info&type=chara&id=189' target='_blank'>地精</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
617,1,0,<a href='./?m=info&type=cp&id=053053000' target='_blank'>点击查看详情</a>,1,53,<a href='./?m=info&type=chara&id=53' target='_blank'>星熊勇仪</a>,53,<a href='./?m=info&type=chara&id=53' target='_blank'>星熊勇仪</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
618,1,0,<a href='./?m=info&type=cp&id=027058000' target='_blank'>点击查看详情</a>,1,27,<a href='./?m=info&type=chara&id=27' target='_blank'>莉格露·奈特巴格</a>,58,<a href='./?m=info&type=chara&id=58' target='_blank'>娜兹玲</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
619,2,0,<a href='./?m=info&type=cp&id=023048049' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,48,<a href='./?m=info&type=chara&id=48' target='_blank'>永江衣玖</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,2,0,100%,0%,0.03%,0%,50%,0%,50%,0%,,0.04%
620,4,0,<a href='./?m=info&type=cp&id=009009000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,0,-,2,2,50%,50%,0.03%,0.13%,0%,0%,100%,-,,0.07%
621,1,0,<a href='./?m=info&type=cp&id=001023033' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
622,1,0,<a href='./?m=info&type=cp&id=136145000' target='_blank'>点击查看详情</a>,1,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
623,1,1,<a href='./?m=info&type=cp&id=009010033' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,100%,0.02%
624,1,0,<a href='./?m=info&type=cp&id=072075145' target='_blank'>点击查看详情</a>,1,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
625,1,1,<a href='./?m=info&type=cp&id=026026000' target='_blank'>点击查看详情</a>,1,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,100%,0.02%
626,1,0,<a href='./?m=info&type=cp&id=088090000' target='_blank'>点击查看详情</a>,1,88,<a href='./?m=info&type=chara&id=88' target='_blank'>绿巨人</a>,90,<a href='./?m=info&type=chara&id=90' target='_blank'>八尺大人</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
627,1,0,<a href='./?m=info&type=cp&id=067160000' target='_blank'>点击查看详情</a>,1,67,<a href='./?m=info&type=chara&id=67' target='_blank'>大鲶鱼</a>,160,<a href='./?m=info&type=chara&id=160' target='_blank'>野槌</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
628,1,0,<a href='./?m=info&type=cp&id=134135192' target='_blank'>点击查看详情</a>,1,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,192,<a href='./?m=info&type=chara&id=192' target='_blank'>酒吧老板</a>,1,0,100%,0%,0.02%,0%,100%,0%,0%,0%,,0.02%
629,2,0,<a href='./?m=info&type=cp&id=075087000' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,0,-,2,0,100%,0%,0.03%,0%,50%,50%,0%,-,,0.04%
630,3,0,<a href='./?m=info&type=cp&id=034056000' target='_blank'>点击查看详情</a>,1,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,0,-,1,2,33.33%,66.67%,0.02%,0.13%,33.33%,33.33%,33.33%,-,,0.05%
631,1,1,<a href='./?m=info&type=cp&id=002146000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,100%,0.02%
632,1,0,<a href='./?m=info&type=cp&id=002038000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,38,<a href='./?m=info&type=chara&id=38' target='_blank'>小野塚小町</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
633,1,0,<a href='./?m=info&type=cp&id=035039000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,,0.02%
634,3,0,<a href='./?m=info&type=cp&id=035047136' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,2,1,66.67%,33.33%,0.03%,0.07%,0%,0%,66.67%,33.33%,,0.05%
635,3,1,<a href='./?m=info&type=cp&id=003003000' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,0,-,2,1,66.67%,33.33%,0.03%,0.07%,0%,0%,100%,-,33.33%,0.05%
636,1,1,<a href='./?m=info&type=cp&id=010054136' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,100%,0.02%
637,1,1,<a href='./?m=info&type=cp&id=006006000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,100%,0.02%
638,1,1,<a href='./?m=info&type=cp&id=010011054' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,100%,0.02%
639,1,0,<a href='./?m=info&type=cp&id=011054057' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
640,1,0,<a href='./?m=info&type=cp&id=060100147' target='_blank'>点击查看详情</a>,1,60,<a href='./?m=info&type=chara&id=60' target='_blank'>云山</a>,100,<a href='./?m=info&type=chara&id=100' target='_blank'>赫卡提亚·拉碧斯拉祖利</a>,147,<a href='./?m=info&type=chara&id=147' target='_blank'>龙神</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
641,1,0,<a href='./?m=info&type=cp&id=058091102' target='_blank'>点击查看详情</a>,1,58,<a href='./?m=info&type=chara&id=58' target='_blank'>娜兹玲</a>,91,<a href='./?m=info&type=chara&id=91' target='_blank'>彭祖</a>,102,<a href='./?m=info&type=chara&id=102' target='_blank'>魅魔</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
642,3,1,<a href='./?m=info&type=cp&id=011035000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,0,-,3,0,100%,0%,0.05%,0%,33.33%,0%,66.67%,-,33.33%,0.05%
643,5,1,<a href='./?m=info&type=cp&id=035037000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,5,0,100%,0%,0.08%,0%,20%,40%,40%,-,20%,0.09%
644,1,1,<a href='./?m=info&type=cp&id=003005034' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,0,0%,0%,,,0%,0%,100%,0%,100%,0.02%
645,2,0,<a href='./?m=info&type=cp&id=030076000' target='_blank'>点击查看详情</a>,1,30,<a href='./?m=info&type=chara&id=30' target='_blank'>因幡帝</a>,76,<a href='./?m=info&type=chara&id=76' target='_blank'>二岩猯藏</a>,0,-,0,0,0%,0%,,,0%,50%,50%,-,,0.04%
646,1,1,<a href='./?m=info&type=cp&id=039084000' target='_blank'>点击查看详情</a>,1,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,100%,0.02%
647,1,0,<a href='./?m=info&type=cp&id=002046000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,46,<a href='./?m=info&type=chara&id=46' target='_blank'>八坂神奈子</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
648,2,0,<a href='./?m=info&type=cp&id=013034000' target='_blank'>点击查看详情</a>,1,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,0,-,1,1,50%,50%,0.02%,0.07%,0%,0%,100%,-,,0.04%
649,1,0,<a href='./?m=info&type=cp&id=075086000' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
650,2,0,<a href='./?m=info&type=cp&id=109116000' target='_blank'>点击查看详情</a>,1,109,<a href='./?m=info&type=chara&id=109' target='_blank'>里香</a>,116,<a href='./?m=info&type=chara&id=116' target='_blank'>朝仓理香子</a>,0,-,1,1,50%,50%,0.02%,0.07%,0%,0%,100%,-,,0.04%
651,1,0,<a href='./?m=info&type=cp&id=111202000' target='_blank'>点击查看详情</a>,1,111,<a href='./?m=info&type=chara&id=111' target='_blank'>Flower～战车</a>,202,<a href='./?m=info&type=chara&id=202' target='_blank'>兜风四人组</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
652,2,1,<a href='./?m=info&type=cp&id=023037059' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,2,0,100%,0%,0.03%,0%,0%,0%,100%,0%,50%,0.04%
653,1,1,<a href='./?m=info&type=cp&id=057059000' target='_blank'>点击查看详情</a>,1,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,0,-,0,0,0%,0%,,,0%,100%,0%,-,100%,0.02%
654,1,1,<a href='./?m=info&type=cp&id=001026145' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,100%,0.02%
655,1,0,<a href='./?m=info&type=cp&id=178194197' target='_blank'>点击查看详情</a>,1,178,<a href='./?m=info&type=chara&id=178' target='_blank'>占卜师（易者）</a>,194,<a href='./?m=info&type=chara&id=194' target='_blank'>盐家老板</a>,197,<a href='./?m=info&type=chara&id=197' target='_blank'>大老爷</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
656,2,1,<a href='./?m=info&type=cp&id=023118000' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,0,-,1,1,50%,50%,0.02%,0.07%,0%,50%,50%,-,50%,0.04%
657,1,0,<a href='./?m=info&type=cp&id=043070000' target='_blank'>点击查看详情</a>,1,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,70,<a href='./?m=info&type=chara&id=70' target='_blank'>幽谷响子</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,,0.02%
658,1,0,<a href='./?m=info&type=cp&id=064072075' target='_blank'>点击查看详情</a>,1,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,1,0,100%,0%,0.02%,0%,100%,0%,0%,0%,,0.02%
659,3,1,<a href='./?m=info&type=cp&id=031144000' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,144,<a href='./?m=info&type=chara&id=144' target='_blank'>Reisen</a>,0,-,3,0,100%,0%,0.05%,0%,0%,0%,100%,-,33.33%,0.05%
660,2,1,<a href='./?m=info&type=cp&id=015031000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,50%,0.04%
661,1,0,<a href='./?m=info&type=cp&id=021039000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
662,1,0,<a href='./?m=info&type=cp&id=005006031' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
663,1,0,<a href='./?m=info&type=cp&id=007011000' target='_blank'>点击查看详情</a>,1,7,<a href='./?m=info&type=chara&id=7' target='_blank'>小恶魔</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
664,2,0,<a href='./?m=info&type=cp&id=031032099' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,2,0,100%,0%,0.03%,0%,0%,0%,100%,0%,,0.04%
665,2,0,<a href='./?m=info&type=cp&id=049084000' target='_blank'>点击查看详情</a>,1,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,2,0,100%,0%,0.03%,0%,0%,0%,100%,-,,0.04%
666,1,1,<a href='./?m=info&type=cp&id=003104142' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,104,<a href='./?m=info&type=chara&id=104' target='_blank'>矜羯罗</a>,142,<a href='./?m=info&type=chara&id=142' target='_blank'>绵月丰姬</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,100%,0.02%
667,2,0,<a href='./?m=info&type=cp&id=028070086' target='_blank'>点击查看详情</a>,1,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,70,<a href='./?m=info&type=chara&id=70' target='_blank'>幽谷响子</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,2,0,100%,0%,0.03%,0%,0%,0%,100%,0%,,0.04%
668,3,1,<a href='./?m=info&type=cp&id=064133000' target='_blank'>点击查看详情</a>,1,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,0,-,3,0,100%,0%,0.05%,0%,33.33%,33.33%,33.33%,-,33.33%,0.05%
669,1,0,<a href='./?m=info&type=cp&id=097201000' target='_blank'>点击查看详情</a>,1,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,201,<a href='./?m=info&type=chara&id=201' target='_blank'>嫦娥</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
670,2,0,<a href='./?m=info&type=cp&id=032142143' target='_blank'>点击查看详情</a>,1,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,142,<a href='./?m=info&type=chara&id=142' target='_blank'>绵月丰姬</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,2,0,100%,0%,0.03%,0%,50%,0%,50%,0%,,0.04%
671,1,0,<a href='./?m=info&type=cp&id=193197000' target='_blank'>点击查看详情</a>,1,193,<a href='./?m=info&type=chara&id=193' target='_blank'>长相酷似周杰伦的参拜客</a>,197,<a href='./?m=info&type=chara&id=197' target='_blank'>大老爷</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
672,1,0,<a href='./?m=info&type=cp&id=096100000' target='_blank'>点击查看详情</a>,1,96,<a href='./?m=info&type=chara&id=96' target='_blank'>哆来咪·苏伊特</a>,100,<a href='./?m=info&type=chara&id=100' target='_blank'>赫卡提亚·拉碧斯拉祖利</a>,0,-,0,0,0%,0%,,,0%,100%,0%,-,,0.02%
673,1,0,<a href='./?m=info&type=cp&id=087096000' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,96,<a href='./?m=info&type=chara&id=96' target='_blank'>哆来咪·苏伊特</a>,0,-,0,0,0%,0%,,,0%,100%,0%,-,,0.02%
674,1,0,<a href='./?m=info&type=cp&id=072073000' target='_blank'>点击查看详情</a>,1,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,73,<a href='./?m=info&type=chara&id=73' target='_blank'>苏我屠自古</a>,0,-,0,0,0%,0%,,,100%,0%,0%,-,,0.02%
675,2,1,<a href='./?m=info&type=cp&id=097143000' target='_blank'>点击查看详情</a>,1,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,0,-,2,0,100%,0%,0.03%,0%,100%,0%,0%,-,50%,0.04%
676,1,0,<a href='./?m=info&type=cp&id=041045000' target='_blank'>点击查看详情</a>,1,41,<a href='./?m=info&type=chara&id=41' target='_blank'>秋穰子</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,,0.02%
677,1,0,<a href='./?m=info&type=cp&id=031087136' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
678,1,0,<a href='./?m=info&type=cp&id=002119000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,119,<a href='./?m=info&type=chara&id=119' target='_blank'>咪咪号</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
679,1,1,<a href='./?m=info&type=cp&id=044044000' target='_blank'>点击查看详情</a>,1,44,<a href='./?m=info&type=chara&id=44' target='_blank'>犬走椛</a>,44,<a href='./?m=info&type=chara&id=44' target='_blank'>犬走椛</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,100%,0.02%
680,1,0,<a href='./?m=info&type=cp&id=001003012' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
681,1,1,<a href='./?m=info&type=cp&id=010032000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,100%,0.02%
682,1,0,<a href='./?m=info&type=cp&id=011033000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
683,1,0,<a href='./?m=info&type=cp&id=049077000' target='_blank'>点击查看详情</a>,1,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,0,-,0,0,0%,0%,,,100%,0%,0%,-,,0.02%
684,1,0,<a href='./?m=info&type=cp&id=030031144' target='_blank'>点击查看详情</a>,1,30,<a href='./?m=info&type=chara&id=30' target='_blank'>因幡帝</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,144,<a href='./?m=info&type=chara&id=144' target='_blank'>Reisen</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
685,2,0,<a href='./?m=info&type=cp&id=029136146' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,2,0,100%,0%,0.03%,0%,0%,0%,100%,0%,,0.04%
686,1,0,<a href='./?m=info&type=cp&id=001052000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,52,<a href='./?m=info&type=chara&id=52' target='_blank'>水桥帕露西</a>,0,-,0,0,0%,0%,,,100%,0%,0%,-,,0.02%
687,4,2,<a href='./?m=info&type=cp&id=001022000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,22,<a href='./?m=info&type=chara&id=22' target='_blank'>八云蓝</a>,0,-,3,1,75%,25%,0.05%,0.07%,0%,75%,25%,-,50%,0.07%
688,2,0,<a href='./?m=info&type=cp&id=001134135' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,2,0,100%,0%,0.03%,0%,0%,100%,0%,0%,,0.04%
689,1,0,<a href='./?m=info&type=cp&id=009021057' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,1,0,100%,0%,0.02%,0%,0%,0%,0%,100%,,0.02%
