id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector3,vector0,ratio,vratio
207,21,5,<a href='./?m=info&type=cp&id=027028000' target='_blank'>点击查看详情</a>,1,27,<a href='./?m=info&type=chara&id=27' target='_blank'>莉格露·奈特巴格</a>,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,0,-,18,3,85.71%,14.29%,0.18%,0.17%,14.29%,28.57%,-,57.14%,23.81,0.25%
208,29,1,<a href='./?m=info&type=cp&id=082083086' target='_blank'>点击查看详情</a>,1,82,<a href='./?m=info&type=chara&id=82' target='_blank'>九十九弁弁</a>,83,<a href='./?m=info&type=chara&id=83' target='_blank'>九十九八桥</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,25,4,86.21%,13.79%,0.25%,0.23%,3.45%,0%,24.14%,72.41%,3.45,0.35%
209,27,6,<a href='./?m=info&type=cp&id=087134135' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,22,5,81.48%,18.52%,0.22%,0.29%,0%,18.52%,7.41%,74.07%,22.22,0.33%
210,5,0,<a href='./?m=info&type=cp&id=034076000' target='_blank'>点击查看详情</a>,1,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,76,<a href='./?m=info&type=chara&id=76' target='_blank'>二岩猯藏</a>,0,-,3,2,60%,40%,0.03%,0.12%,0%,0%,-,100%,,0.06%
211,5,3,<a href='./?m=info&type=cp&id=023026000' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,0,-,5,0,100%,0%,0.05%,0%,20%,0%,-,80%,60,0.06%
212,4,1,<a href='./?m=info&type=cp&id=010057000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,3,1,75%,25%,0.03%,0.06%,25%,25%,-,50%,25,0.05%
213,1,1,<a href='./?m=info&type=cp&id=031057000' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,100,0.01%
214,1,0,<a href='./?m=info&type=cp&id=028222225' target='_blank'>点击查看详情</a>,1,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,222,<a href='./?m=info&type=chara&id=222' target='_blank'>庭渡久侘歌</a>,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.01%
215,1,0,<a href='./?m=info&type=cp&id=007012028' target='_blank'>点击查看详情</a>,1,7,<a href='./?m=info&type=chara&id=7' target='_blank'>小恶魔</a>,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,1,0,100%,0%,0.01%,0%,100%,0%,0%,0%,,0.01%
216,1,0,<a href='./?m=info&type=cp&id=028059207' target='_blank'>点击查看详情</a>,1,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,207,<a href='./?m=info&type=chara&id=207' target='_blank'>矢田寺成美</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.01%
217,1,0,<a href='./?m=info&type=cp&id=015050065' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,50,<a href='./?m=info&type=chara&id=50' target='_blank'>琪斯美</a>,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.01%
218,1,0,<a href='./?m=info&type=cp&id=087210000' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
219,4,0,<a href='./?m=info&type=cp&id=020024000' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,24,<a href='./?m=info&type=chara&id=24' target='_blank'>魂魄妖忌</a>,0,-,4,0,100%,0%,0.04%,0%,0%,25%,-,75%,,0.05%
220,2,0,<a href='./?m=info&type=cp&id=075077078' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,78,<a href='./?m=info&type=chara&id=78' target='_blank'>秦河胜</a>,2,0,100%,0%,0.02%,0%,0%,0%,0%,100%,,0.02%
221,35,10,<a href='./?m=info&type=cp&id=045059000' target='_blank'>点击查看详情</a>,1,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,0,-,34,1,97.14%,2.86%,0.34%,0.06%,40%,8.57%,-,51.43%,28.57,0.42%
222,100,18,<a href='./?m=info&type=cp&id=039054000' target='_blank'>点击查看详情</a>,1,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·夜摩仙那度</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,0,-,82,18,82%,18%,0.82%,1.05%,15%,16%,-,69%,18,1.21%
223,4,2,<a href='./?m=info&type=cp&id=009009000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,0,-,3,1,75%,25%,0.03%,0.06%,0%,0%,-,100%,50,0.05%
224,47,11,<a href='./?m=info&type=cp&id=009015000' target='_blank'>点击查看详情</a>,1,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,0,-,33,14,70.21%,29.79%,0.33%,0.81%,25.53%,2.13%,-,72.34%,23.4,0.57%
225,3,1,<a href='./?m=info&type=cp&id=037125000' target='_blank'>点击查看详情</a>,1,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,125,<a href='./?m=info&type=chara&id=125' target='_blank'>艾丽</a>,0,-,2,1,66.67%,33.33%,0.02%,0.06%,33.33%,0%,-,66.67%,33.33,0.04%
226,15,2,<a href='./?m=info&type=cp&id=001110000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,110,<a href='./?m=info&type=chara&id=110' target='_blank'>明罗</a>,0,-,8,7,53.33%,46.67%,0.08%,0.41%,60%,6.67%,-,33.33%,13.33,0.18%
227,25,6,<a href='./?m=info&type=cp&id=126127000' target='_blank'>点击查看详情</a>,1,126,<a href='./?m=info&type=chara&id=126' target='_blank'>梦月</a>,127,<a href='./?m=info&type=chara&id=127' target='_blank'>幻月</a>,0,-,19,6,76%,24%,0.19%,0.35%,0%,40%,-,60%,24,0.3%
228,1,0,<a href='./?m=info&type=cp&id=004007138' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,7,<a href='./?m=info&type=chara&id=7' target='_blank'>小恶魔</a>,138,<a href='./?m=info&type=chara&id=138' target='_blank'>无名的读书妖怪（朱鹭子）</a>,0,0,0%,0%,,,0%,0%,0%,100%,,0.01%
229,2,0,<a href='./?m=info&type=cp&id=064216000' target='_blank'>点击查看详情</a>,1,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,216,<a href='./?m=info&type=chara&id=216' target='_blank'>依神女苑</a>,0,-,1,1,50%,50%,0.01%,0.06%,50%,0%,-,50%,,0.02%
230,8,2,<a href='./?m=info&type=cp&id=015036000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,36,<a href='./?m=info&type=chara&id=36' target='_blank'>梅蒂欣·梅兰可莉</a>,0,-,7,1,87.5%,12.5%,0.07%,0.06%,50%,12.5%,-,37.5%,25,0.1%
231,16,2,<a href='./?m=info&type=cp&id=223225226' target='_blank'>点击查看详情</a>,1,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,226,<a href='./?m=info&type=chara&id=226' target='_blank'>骊驹早鬼</a>,14,2,87.5%,12.5%,0.14%,0.12%,12.5%,12.5%,0%,75%,12.5,0.19%
232,1,0,<a href='./?m=info&type=cp&id=142143144' target='_blank'>点击查看详情</a>,1,142,<a href='./?m=info&type=chara&id=142' target='_blank'>绵月丰姬</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,144,<a href='./?m=info&type=chara&id=144' target='_blank'>Reisen</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.01%
233,24,3,<a href='./?m=info&type=cp&id=042056000' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,0,-,23,1,95.83%,4.17%,0.23%,0.06%,0%,16.67%,-,83.33%,12.5,0.29%
234,1,0,<a href='./?m=info&type=cp&id=002084000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
235,3,0,<a href='./?m=info&type=cp&id=008054000' target='_blank'>点击查看详情</a>,1,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,0,-,2,1,66.67%,33.33%,0.02%,0.06%,0%,0%,-,100%,,0.04%
236,15,3,<a href='./?m=info&type=cp&id=075077000' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,0,-,10,6,66.67%,40%,0.1%,0.35%,26.67%,13.33%,-,60%,20,0.18%
237,1,1,<a href='./?m=info&type=cp&id=002218000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,218,<a href='./?m=info&type=chara&id=218' target='_blank'>假扮魔理沙的妖狐</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,100,0.01%
238,1,0,<a href='./?m=info&type=cp&id=167187000' target='_blank'>点击查看详情</a>,1,167,<a href='./?m=info&type=chara&id=167' target='_blank'>万岁乐</a>,187,<a href='./?m=info&type=chara&id=187' target='_blank'>河童（含山童）</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
239,3,0,<a href='./?m=info&type=cp&id=197198000' target='_blank'>点击查看详情</a>,1,197,<a href='./?m=info&type=chara&id=197' target='_blank'>大老爷</a>,198,<a href='./?m=info&type=chara&id=198' target='_blank'>杀死大老爷的侍童</a>,0,-,3,0,100%,0%,0.03%,0%,33.33%,33.33%,-,33.33%,,0.04%
240,2,0,<a href='./?m=info&type=cp&id=146176000' target='_blank'>点击查看详情</a>,1,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,176,<a href='./?m=info&type=chara&id=176' target='_blank'>读书狐狸</a>,0,-,2,0,100%,0%,0.02%,0%,100%,0%,-,0%,,0.02%
241,3,1,<a href='./?m=info&type=cp&id=029032033' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,3,0,100%,0%,0.03%,0%,0%,66.67%,0%,33.33%,33.33,0.04%
242,11,1,<a href='./?m=info&type=cp&id=087137000' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,11,0,100%,0%,0.11%,0%,18.18%,9.09%,-,72.73%,9.09,0.13%
243,33,6,<a href='./?m=info&type=cp&id=073074000' target='_blank'>点击查看详情</a>,1,73,<a href='./?m=info&type=chara&id=73' target='_blank'>苏我屠自古</a>,74,<a href='./?m=info&type=chara&id=74' target='_blank'>物部布都</a>,0,-,14,19,42.42%,57.58%,0.14%,1.11%,6.06%,15.15%,-,78.79%,18.18,0.4%
244,13,3,<a href='./?m=info&type=cp&id=087135000' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,0,-,11,2,84.62%,15.38%,0.11%,0.12%,23.08%,7.69%,-,69.23%,23.08,0.16%
245,16,4,<a href='./?m=info&type=cp&id=054055057' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,55,<a href='./?m=info&type=chara&id=55' target='_blank'>火焰猫燐</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,15,1,93.75%,6.25%,0.15%,0.06%,0%,0%,43.75%,56.25%,25,0.19%
246,53,5,<a href='./?m=info&type=cp&id=075226000' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,226,<a href='./?m=info&type=chara&id=226' target='_blank'>骊驹早鬼</a>,0,-,44,9,83.02%,16.98%,0.44%,0.52%,37.74%,11.32%,-,50.94%,9.43,0.64%
247,7,1,<a href='./?m=info&type=cp&id=005098000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,98,<a href='./?m=info&type=chara&id=98' target='_blank'>克劳恩皮丝</a>,0,-,6,1,85.71%,14.29%,0.06%,0.06%,0%,0%,-,100%,14.29,0.08%
248,4,2,<a href='./?m=info&type=cp&id=054097000' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,0,-,3,1,75%,25%,0.03%,0.06%,75%,0%,-,25%,50,0.05%
249,1,0,<a href='./?m=info&type=cp&id=014065000' target='_blank'>点击查看详情</a>,1,14,<a href='./?m=info&type=chara&id=14' target='_blank'>橙</a>,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,-,0%,,0.01%
250,28,4,<a href='./?m=info&type=cp&id=208209210' target='_blank'>点击查看详情</a>,1,208,<a href='./?m=info&type=chara&id=208' target='_blank'>尔子田里乃</a>,209,<a href='./?m=info&type=chara&id=209' target='_blank'>丁礼田舞</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,18,10,64.29%,35.71%,0.18%,0.58%,0%,0%,35.71%,64.29%,14.29,0.34%
251,2,1,<a href='./?m=info&type=cp&id=084223000' target='_blank'>点击查看详情</a>,1,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,0,-,2,0,100%,0%,0.02%,0%,0%,100%,-,0%,50,0.02%
252,1,0,<a href='./?m=info&type=cp&id=001146000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
253,22,10,<a href='./?m=info&type=cp&id=023037000' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,18,4,81.82%,18.18%,0.18%,0.23%,27.27%,27.27%,-,45.45%,45.45,0.27%
254,60,19,<a href='./?m=info&type=cp&id=035045000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,0,-,45,15,75%,25%,0.45%,0.87%,38.33%,10%,-,51.67%,31.67,0.72%
255,2,0,<a href='./?m=info&type=cp&id=075136000' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,0,-,2,0,100%,0%,0.02%,0%,0%,0%,-,100%,,0.02%
256,8,1,<a href='./?m=info&type=cp&id=035037000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,7,1,87.5%,12.5%,0.07%,0.06%,25%,12.5%,-,62.5%,12.5,0.1%
257,2,0,<a href='./?m=info&type=cp&id=006008000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,0,-,2,0,100%,0%,0.02%,0%,50%,0%,-,50%,,0.02%
258,5,1,<a href='./?m=info&type=cp&id=006010000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,0,-,3,2,60%,40%,0.03%,0.12%,40%,20%,-,40%,20,0.06%
259,1,0,<a href='./?m=info&type=cp&id=006007000' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,7,<a href='./?m=info&type=chara&id=7' target='_blank'>小恶魔</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,-,0%,,0.01%
260,2,0,<a href='./?m=info&type=cp&id=033136000' target='_blank'>点击查看详情</a>,1,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,0,-,1,1,50%,50%,0.01%,0.06%,0%,0%,-,100%,,0.02%
261,1,0,<a href='./?m=info&type=cp&id=020039000' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·夜摩仙那度</a>,0,-,0,0,0%,0%,,,0%,0%,-,100%,,0.01%
262,32,10,<a href='./?m=info&type=cp&id=001035000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,0,-,25,7,78.13%,21.88%,0.25%,0.41%,9.38%,25%,-,65.63%,31.25,0.39%
263,3,0,<a href='./?m=info&type=cp&id=067068000' target='_blank'>点击查看详情</a>,1,67,<a href='./?m=info&type=chara&id=67' target='_blank'>大鲶鱼</a>,68,<a href='./?m=info&type=chara&id=68' target='_blank'>非想天则</a>,0,-,3,0,100%,0%,0.03%,0%,0%,66.67%,-,33.33%,,0.04%
264,8,3,<a href='./?m=info&type=cp&id=001012000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,0,-,8,0,100%,0%,0.08%,0%,12.5%,25%,-,62.5%,37.5,0.1%
265,1,0,<a href='./?m=info&type=cp&id=003071000' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,71,<a href='./?m=info&type=chara&id=71' target='_blank'>宫古芳香</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,-,0%,,0.01%
266,1,0,<a href='./?m=info&type=cp&id=001026054' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.01%
267,2,0,<a href='./?m=info&type=cp&id=001026035' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,2,0,100%,0%,0.02%,0%,0%,0%,50%,50%,,0.02%
268,8,1,<a href='./?m=info&type=cp&id=049085000' target='_blank'>点击查看详情</a>,1,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,0,-,8,0,100%,0%,0.08%,0%,25%,37.5%,-,37.5%,12.5,0.1%
269,11,1,<a href='./?m=info&type=cp&id=001217000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,0,-,10,1,90.91%,9.09%,0.1%,0.06%,18.18%,9.09%,-,72.73%,9.09,0.13%
270,1,1,<a href='./?m=info&type=cp&id=002049000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,100,0.01%
271,8,1,<a href='./?m=info&type=cp&id=037102000' target='_blank'>点击查看详情</a>,1,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,102,<a href='./?m=info&type=chara&id=102' target='_blank'>魅魔</a>,0,-,8,0,100%,0%,0.08%,0%,25%,25%,-,50%,12.5,0.1%
272,2,1,<a href='./?m=info&type=cp&id=099099000' target='_blank'>点击查看详情</a>,1,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,0,-,2,0,100%,0%,0.02%,0%,0%,0%,-,100%,50,0.02%
273,1,1,<a href='./?m=info&type=cp&id=181203000' target='_blank'>点击查看详情</a>,1,181,<a href='./?m=info&type=chara&id=181' target='_blank'>UFO</a>,203,<a href='./?m=info&type=chara&id=203' target='_blank'>导航</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,-,0%,100,0.01%
274,2,0,<a href='./?m=info&type=cp&id=023216000' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,216,<a href='./?m=info&type=chara&id=216' target='_blank'>依神女苑</a>,0,-,2,0,100%,0%,0.02%,0%,50%,0%,-,50%,,0.02%
275,1,1,<a href='./?m=info&type=cp&id=225225000' target='_blank'>点击查看详情</a>,1,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,0,-,0,0,0%,0%,,,0%,0%,-,100%,100,0.01%
276,1,1,<a href='./?m=info&type=cp&id=059084000' target='_blank'>点击查看详情</a>,1,59,<a href='./?m=info&type=chara&id=59' target='_blank'>多多良小伞</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,-,0%,100,0.01%
277,4,2,<a href='./?m=info&type=cp&id=223224225' target='_blank'>点击查看详情</a>,1,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,224,<a href='./?m=info&type=chara&id=224' target='_blank'>杖刀偶磨弓</a>,225,<a href='./?m=info&type=chara&id=225' target='_blank'>埴安神袿姬</a>,2,2,50%,50%,0.02%,0.12%,25%,0%,0%,75%,50,0.05%
278,2,1,<a href='./?m=info&type=cp&id=001011000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,0,-,2,0,100%,0%,0.02%,0%,0%,50%,-,50%,50,0.02%
279,19,4,<a href='./?m=info&type=cp&id=142143000' target='_blank'>点击查看详情</a>,1,142,<a href='./?m=info&type=chara&id=142' target='_blank'>绵月丰姬</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,0,-,14,5,73.68%,26.32%,0.14%,0.29%,26.32%,0%,-,73.68%,21.05,0.23%
280,2,0,<a href='./?m=info&type=cp&id=109111000' target='_blank'>点击查看详情</a>,1,109,<a href='./?m=info&type=chara&id=109' target='_blank'>里香</a>,111,<a href='./?m=info&type=chara&id=111' target='_blank'>Flower～战车</a>,0,-,2,0,100%,0%,0.02%,0%,50%,0%,-,50%,,0.02%
281,10,3,<a href='./?m=info&type=cp&id=031033000' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,0,-,9,1,90%,10%,0.09%,0.06%,10%,30%,-,60%,30,0.12%
282,4,0,<a href='./?m=info&type=cp&id=006072099' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,3,1,75%,25%,0.03%,0.06%,0%,0%,0%,100%,,0.05%
283,2,2,<a href='./?m=info&type=cp&id=043043000' target='_blank'>点击查看详情</a>,1,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,0,-,2,0,100%,0%,0.02%,0%,0%,0%,-,100%,100,0.02%
284,8,3,<a href='./?m=info&type=cp&id=015132133' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,132,<a href='./?m=info&type=chara&id=132' target='_blank'>梦子</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,5,3,62.5%,37.5%,0.05%,0.17%,0%,0%,37.5%,62.5%,37.5,0.1%
