id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector3,vector0,ratio,vratio
748,1,0,<a href='./?m=info&type=cp&id=194214000' target='_blank'>点击查看详情</a>,1,194,<a href='./?m=info&type=chara&id=194' target='_blank'>盐家老板</a>,214,<a href='./?m=info&type=chara&id=214' target='_blank'>饿神</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
749,1,0,<a href='./?m=info&type=cp&id=010012000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
750,1,0,<a href='./?m=info&type=cp&id=012127000' target='_blank'>点击查看详情</a>,1,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,127,<a href='./?m=info&type=chara&id=127' target='_blank'>幻月</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
751,2,0,<a href='./?m=info&type=cp&id=001022000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,22,<a href='./?m=info&type=chara&id=22' target='_blank'>八云蓝</a>,0,-,2,0,100%,0%,0.02%,0%,0%,50%,-,50%,,0.02%
752,3,0,<a href='./?m=info&type=cp&id=002119000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,119,<a href='./?m=info&type=chara&id=119' target='_blank'>咪咪号</a>,0,-,2,1,66.67%,33.33%,0.02%,0.06%,0%,0%,-,100%,,0.04%
753,3,0,<a href='./?m=info&type=cp&id=026035000' target='_blank'>点击查看详情</a>,1,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,0,-,2,1,66.67%,33.33%,0.02%,0.06%,0%,0%,-,100%,,0.04%
754,1,0,<a href='./?m=info&type=cp&id=047074000' target='_blank'>点击查看详情</a>,1,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,74,<a href='./?m=info&type=chara&id=74' target='_blank'>物部布都</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
755,2,0,<a href='./?m=info&type=cp&id=002113000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,113,<a href='./?m=info&type=chara&id=113' target='_blank'>爱莲</a>,0,-,2,0,100%,0%,0.02%,0%,0%,0%,-,100%,,0.02%
756,1,0,<a href='./?m=info&type=cp&id=029223000' target='_blank'>点击查看详情</a>,1,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,223,<a href='./?m=info&type=chara&id=223' target='_blank'>吉吊八千慧</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,-,0%,,0.01%
757,1,1,<a href='./?m=info&type=cp&id=016193211' target='_blank'>点击查看详情</a>,1,16,<a href='./?m=info&type=chara&id=16' target='_blank'>莉莉白</a>,193,<a href='./?m=info&type=chara&id=193' target='_blank'>长相酷似周杰伦的参拜客</a>,211,<a href='./?m=info&type=chara&id=211' target='_blank'>百鬼夜行绘卷妖怪（黑鬼）</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,100,0.01%
758,1,0,<a href='./?m=info&type=cp&id=090168189' target='_blank'>点击查看详情</a>,1,90,<a href='./?m=info&type=chara&id=90' target='_blank'>八尺大人</a>,168,<a href='./?m=info&type=chara&id=168' target='_blank'>人面犬</a>,189,<a href='./?m=info&type=chara&id=189' target='_blank'>地精</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.01%
759,2,2,<a href='./?m=info&type=cp&id=001064075' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,2,0,100%,0%,0.02%,0%,0%,0%,50%,50%,100,0.02%
760,4,0,<a href='./?m=info&type=cp&id=020020000' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,0,-,4,0,100%,0%,0.04%,0%,0%,0%,-,100%,,0.05%
761,1,0,<a href='./?m=info&type=cp&id=015132000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,132,<a href='./?m=info&type=chara&id=132' target='_blank'>梦子</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
762,3,0,<a href='./?m=info&type=cp&id=082086000' target='_blank'>点击查看详情</a>,1,82,<a href='./?m=info&type=chara&id=82' target='_blank'>九十九弁弁</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,0,-,0,0,0%,0%,,,0%,66.67%,-,33.33%,,0.04%
763,12,1,<a href='./?m=info&type=cp&id=023032000' target='_blank'>点击查看详情</a>,1,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,0,-,5,7,41.67%,58.33%,0.05%,0.41%,33.33%,0%,-,66.67%,8.33,0.14%
764,1,1,<a href='./?m=info&type=cp&id=064064000' target='_blank'>点击查看详情</a>,1,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,100,0.01%
765,1,0,<a href='./?m=info&type=cp&id=005014000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,14,<a href='./?m=info&type=chara&id=14' target='_blank'>橙</a>,0,-,0,0,0%,0%,,,0%,0%,-,100%,,0.01%
766,1,0,<a href='./?m=info&type=cp&id=005029000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,0,-,0,0,0%,0%,,,0%,0%,-,100%,,0.01%
767,1,0,<a href='./?m=info&type=cp&id=005020000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,0,-,0,0,0%,0%,,,0%,0%,-,100%,,0.01%
768,6,0,<a href='./?m=info&type=cp&id=024060137' target='_blank'>点击查看详情</a>,1,24,<a href='./?m=info&type=chara&id=24' target='_blank'>魂魄妖忌</a>,60,<a href='./?m=info&type=chara&id=60' target='_blank'>云山</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,5,1,83.33%,16.67%,0.05%,0.06%,0%,0%,16.67%,83.33%,,0.07%
769,1,0,<a href='./?m=info&type=cp&id=056201000' target='_blank'>点击查看详情</a>,1,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,201,<a href='./?m=info&type=chara&id=201' target='_blank'>嫦娥</a>,0,-,0,0,0%,0%,,,100%,0%,-,0%,,0.01%
770,2,1,<a href='./?m=info&type=cp&id=079096097' target='_blank'>点击查看详情</a>,1,79,<a href='./?m=info&type=chara&id=79' target='_blank'>若鹭姬</a>,96,<a href='./?m=info&type=chara&id=96' target='_blank'>哆来咪·苏伊特</a>,97,<a href='./?m=info&type=chara&id=97' target='_blank'>稀神探女</a>,2,0,100%,0%,0.02%,0%,0%,0%,100%,0%,50,0.02%
771,1,0,<a href='./?m=info&type=cp&id=015016000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,16,<a href='./?m=info&type=chara&id=16' target='_blank'>莉莉白</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
772,1,1,<a href='./?m=info&type=cp&id=140141000' target='_blank'>点击查看详情</a>,1,140,<a href='./?m=info&type=chara&id=140' target='_blank'>露娜切尔德</a>,141,<a href='./?m=info&type=chara&id=141' target='_blank'>斯塔萨菲雅</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,-,0%,100,0.01%
773,1,0,<a href='./?m=info&type=cp&id=098141000' target='_blank'>点击查看详情</a>,1,98,<a href='./?m=info&type=chara&id=98' target='_blank'>克劳恩皮丝</a>,141,<a href='./?m=info&type=chara&id=141' target='_blank'>斯塔萨菲雅</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,-,0%,,0.01%
774,1,1,<a href='./?m=info&type=cp&id=016070000' target='_blank'>点击查看详情</a>,1,16,<a href='./?m=info&type=chara&id=16' target='_blank'>莉莉白</a>,70,<a href='./?m=info&type=chara&id=70' target='_blank'>幽谷响子</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,-,0%,100,0.01%
775,1,0,<a href='./?m=info&type=cp&id=108147000' target='_blank'>点击查看详情</a>,1,108,<a href='./?m=info&type=chara&id=108' target='_blank'>玄爷</a>,147,<a href='./?m=info&type=chara&id=147' target='_blank'>龙神</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,-,0%,,0.01%
776,1,0,<a href='./?m=info&type=cp&id=049099210' target='_blank'>点击查看详情</a>,1,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.01%
777,1,0,<a href='./?m=info&type=cp&id=038049000' target='_blank'>点击查看详情</a>,1,38,<a href='./?m=info&type=chara&id=38' target='_blank'>小野塚小町</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
778,3,0,<a href='./?m=info&type=cp&id=032142143' target='_blank'>点击查看详情</a>,1,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,142,<a href='./?m=info&type=chara&id=142' target='_blank'>绵月丰姬</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,3,0,100%,0%,0.03%,0%,33.33%,0%,0%,66.67%,,0.04%
779,3,0,<a href='./?m=info&type=cp&id=060061000' target='_blank'>点击查看详情</a>,1,60,<a href='./?m=info&type=chara&id=60' target='_blank'>云山</a>,61,<a href='./?m=info&type=chara&id=61' target='_blank'>云居一轮</a>,0,-,2,1,66.67%,33.33%,0.02%,0.06%,0%,33.33%,-,66.67%,,0.04%
780,1,1,<a href='./?m=info&type=cp&id=042043046' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,46,<a href='./?m=info&type=chara&id=46' target='_blank'>八坂神奈子</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,100,0.01%
781,1,0,<a href='./?m=info&type=cp&id=056217000' target='_blank'>点击查看详情</a>,1,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,-,0%,,0.01%
782,9,4,<a href='./?m=info&type=cp&id=042052000' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,52,<a href='./?m=info&type=chara&id=52' target='_blank'>水桥帕露西</a>,0,-,5,4,55.56%,44.44%,0.05%,0.23%,44.44%,11.11%,-,44.44%,44.44,0.11%
783,3,2,<a href='./?m=info&type=cp&id=008009011' target='_blank'>点击查看详情</a>,1,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,9,<a href='./?m=info&type=chara&id=9' target='_blank'>十六夜咲夜</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,3,0,100%,0%,0.03%,0%,0%,0%,66.67%,33.33%,66.67,0.04%
784,7,1,<a href='./?m=info&type=cp&id=107133000' target='_blank'>点击查看详情</a>,1,107,<a href='./?m=info&type=chara&id=107' target='_blank'>萨丽爱尔</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,0,-,6,1,85.71%,14.29%,0.06%,0.06%,14.29%,14.29%,-,71.43%,14.29,0.08%
785,4,1,<a href='./?m=info&type=cp&id=064133000' target='_blank'>点击查看详情</a>,1,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,0,-,4,0,100%,0%,0.04%,0%,0%,50%,-,50%,25,0.05%
786,1,0,<a href='./?m=info&type=cp&id=227227000' target='_blank'>点击查看详情</a>,1,227,<a href='./?m=info&type=chara&id=227' target='_blank'>动物灵（含野狼、水獭、大鹫）</a>,227,<a href='./?m=info&type=chara&id=227' target='_blank'>动物灵（含野狼、水獭、大鹫）</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
787,1,0,<a href='./?m=info&type=cp&id=149150000' target='_blank'>点击查看详情</a>,1,149,<a href='./?m=info&type=chara&id=149' target='_blank'>石长姬</a>,150,<a href='./?m=info&type=chara&id=150' target='_blank'>木花咲耶姬</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
788,1,0,<a href='./?m=info&type=cp&id=003057000' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,0,0,0%,0%,,,0%,100%,-,0%,,0.01%
789,1,0,<a href='./?m=info&type=cp&id=001002085' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.01%
790,1,0,<a href='./?m=info&type=cp&id=001136146' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,146,<a href='./?m=info&type=chara&id=146' target='_blank'>本居小铃</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.01%
791,1,0,<a href='./?m=info&type=cp&id=002087000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,-,0%,,0.01%
792,2,0,<a href='./?m=info&type=cp&id=055056057' target='_blank'>点击查看详情</a>,1,55,<a href='./?m=info&type=chara&id=55' target='_blank'>火焰猫燐</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,1,1,50%,50%,0.01%,0.06%,0%,0%,50%,50%,,0.02%
793,4,3,<a href='./?m=info&type=cp&id=134134000' target='_blank'>点击查看详情</a>,1,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,0,-,4,0,100%,0%,0.04%,0%,0%,0%,-,100%,75,0.05%
794,4,2,<a href='./?m=info&type=cp&id=024137000' target='_blank'>点击查看详情</a>,1,24,<a href='./?m=info&type=chara&id=24' target='_blank'>魂魄妖忌</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,4,0,100%,0%,0.04%,0%,0%,0%,-,100%,50,0.05%
795,1,1,<a href='./?m=info&type=cp&id=072075210' target='_blank'>点击查看详情</a>,1,72,<a href='./?m=info&type=chara&id=72' target='_blank'>霍青娥</a>,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,100,0.01%
796,1,0,<a href='./?m=info&type=cp&id=113122000' target='_blank'>点击查看详情</a>,1,113,<a href='./?m=info&type=chara&id=113' target='_blank'>爱莲</a>,122,<a href='./?m=info&type=chara&id=122' target='_blank'>苏格拉底</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
797,1,1,<a href='./?m=info&type=cp&id=054134135' target='_blank'>点击查看详情</a>,1,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,1,0,100%,0%,0.01%,0%,100%,0%,0%,0%,100,0.01%
798,1,0,<a href='./?m=info&type=cp&id=129137000' target='_blank'>点击查看详情</a>,1,129,<a href='./?m=info&type=chara&id=129' target='_blank'>露易兹</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
799,3,2,<a href='./?m=info&type=cp&id=011054000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,0,-,3,0,100%,0%,0.03%,0%,0%,33.33%,-,66.67%,66.67,0.04%
800,1,0,<a href='./?m=info&type=cp&id=006049099' target='_blank'>点击查看详情</a>,1,6,<a href='./?m=info&type=chara&id=6' target='_blank'>红美铃</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.01%
801,1,0,<a href='./?m=info&type=cp&id=015133183' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,183,<a href='./?m=info&type=chara&id=183' target='_blank'>人偶（含上海人偶、哥利亚人偶）</a>,1,0,100%,0%,0.01%,0%,100%,0%,0%,0%,,0.01%
802,1,1,<a href='./?m=info&type=cp&id=039064000' target='_blank'>点击查看详情</a>,1,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·夜摩仙那度</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,0,-,1,0,100%,0%,0.01%,0%,100%,0%,-,0%,100,0.01%
803,5,2,<a href='./?m=info&type=cp&id=001020000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,0,-,5,0,100%,0%,0.05%,0%,60%,0%,-,40%,40,0.06%
804,2,1,<a href='./?m=info&type=cp&id=001054057' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,1,1,50%,50%,0.01%,0.06%,50%,0%,0%,50%,50,0.02%
805,1,1,<a href='./?m=info&type=cp&id=001026034' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,1,0,100%,0%,0.01%,0%,100%,0%,0%,0%,100,0.01%
806,1,1,<a href='./?m=info&type=cp&id=001002022' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,22,<a href='./?m=info&type=chara&id=22' target='_blank'>八云蓝</a>,1,0,100%,0%,0.01%,0%,0%,100%,0%,0%,100,0.01%
807,1,0,<a href='./?m=info&type=cp&id=181181000' target='_blank'>点击查看详情</a>,1,181,<a href='./?m=info&type=chara&id=181' target='_blank'>UFO</a>,181,<a href='./?m=info&type=chara&id=181' target='_blank'>UFO</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
808,1,0,<a href='./?m=info&type=cp&id=180180000' target='_blank'>点击查看详情</a>,1,180,<a href='./?m=info&type=chara&id=180' target='_blank'>妖精（含持花妖精，僵尸妖精）</a>,180,<a href='./?m=info&type=chara&id=180' target='_blank'>妖精（含持花妖精，僵尸妖精）</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
809,1,0,<a href='./?m=info&type=cp&id=034064000' target='_blank'>点击查看详情</a>,1,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
810,1,0,<a href='./?m=info&type=cp&id=012122000' target='_blank'>点击查看详情</a>,1,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,122,<a href='./?m=info&type=chara&id=122' target='_blank'>苏格拉底</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
811,4,2,<a href='./?m=info&type=cp&id=035056000' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,0,-,1,3,25%,75%,0.01%,0.17%,50%,0%,-,50%,50,0.05%
812,1,0,<a href='./?m=info&type=cp&id=019086000' target='_blank'>点击查看详情</a>,1,19,<a href='./?m=info&type=chara&id=19' target='_blank'>莉莉卡·普莉兹姆利巴</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,0,-,0,0,0%,0%,,,100%,0%,-,0%,,0.01%
813,1,1,<a href='./?m=info&type=cp&id=005023037' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,1,0,100%,0%,0.01%,0%,100%,0%,0%,0%,100,0.01%
814,1,0,<a href='./?m=info&type=cp&id=030031199' target='_blank'>点击查看详情</a>,1,30,<a href='./?m=info&type=chara&id=30' target='_blank'>因幡天为（因幡帝）</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,199,<a href='./?m=info&type=chara&id=199' target='_blank'>妖怪兔</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.01%
815,1,0,<a href='./?m=info&type=cp&id=179193197' target='_blank'>点击查看详情</a>,1,179,<a href='./?m=info&type=chara&id=179' target='_blank'>毛玉</a>,193,<a href='./?m=info&type=chara&id=193' target='_blank'>长相酷似周杰伦的参拜客</a>,197,<a href='./?m=info&type=chara&id=197' target='_blank'>大老爷</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.01%
816,1,0,<a href='./?m=info&type=cp&id=031096000' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,96,<a href='./?m=info&type=chara&id=96' target='_blank'>哆来咪·苏伊特</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
817,1,0,<a href='./?m=info&type=cp&id=001045137' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,,0.01%
818,1,1,<a href='./?m=info&type=cp&id=033049000' target='_blank'>点击查看详情</a>,1,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,-,0%,100,0.01%
819,2,1,<a href='./?m=info&type=cp&id=098099000' target='_blank'>点击查看详情</a>,1,98,<a href='./?m=info&type=chara&id=98' target='_blank'>克劳恩皮丝</a>,99,<a href='./?m=info&type=chara&id=99' target='_blank'>纯狐</a>,0,-,2,0,100%,0%,0.02%,0%,0%,50%,-,50%,50,0.02%
820,1,0,<a href='./?m=info&type=cp&id=020224000' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,224,<a href='./?m=info&type=chara&id=224' target='_blank'>杖刀偶磨弓</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,,0.01%
821,2,0,<a href='./?m=info&type=cp&id=005047000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,0,-,2,0,100%,0%,0.02%,0%,0%,50%,-,50%,,0.02%
822,1,1,<a href='./?m=info&type=cp&id=216216000' target='_blank'>点击查看详情</a>,1,216,<a href='./?m=info&type=chara&id=216' target='_blank'>依神女苑</a>,216,<a href='./?m=info&type=chara&id=216' target='_blank'>依神女苑</a>,0,-,1,0,100%,0%,0.01%,0%,0%,0%,-,100%,100,0.01%
823,1,0,<a href='./?m=info&type=cp&id=001140000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,140,<a href='./?m=info&type=chara&id=140' target='_blank'>露娜切尔德</a>,0,-,1,0,100%,0%,0.01%,0%,0%,100%,-,0%,,0.01%
824,1,0,<a href='./?m=info&type=cp&id=015045068' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,45,<a href='./?m=info&type=chara&id=45' target='_blank'>东风谷早苗</a>,68,<a href='./?m=info&type=chara&id=68' target='_blank'>非想天则</a>,1,0,100%,0%,0.01%,0%,0%,0%,0%,100%,,0.01%
825,1,1,<a href='./?m=info&type=cp&id=001002196' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,196,<a href='./?m=info&type=chara&id=196' target='_blank'>竹扫帚付丧神</a>,1,0,100%,0%,0.01%,0%,0%,0%,100%,0%,100,0.01%
