keyword,textrank
八意,0.6992241788907146
月球,0.5690406559042142
药物,0.5120522858449087
酒虫,0.4512224664492282
噩梦,0.3697187810903682
制作,0.30149083729649745
类型,0.2850148228070789
怨灵,0.2787188091976609
白色,0.27085979534183424
进行,0.2645477960074835
姐妹,0.2547268879546993
不能,0.2421907434946171
知识,0.24202385411036786
打败,0.23987538574053854
魔理,0.23577393728503962
对话,0.23518993642774888
火箭,0.22578869314988
文花,0.21330918360222803
得到,0.21032401333782114
蝴蝶梦,0.2094693125706874
