keyword,textrank
沙门,1.0
激光,0.5124803235804394
财宝,0.4488502136610438
光芒,0.31991617324246285
白色,0.3197582429571929
弟子,0.2661895859387133
信仰,0.23686953843629038
曼荼罗,0.2179797735486052
寺庙,0.20177096264477265
类型,0.19797490251772198
有着,0.18202699583050386
感觉,0.181248841648209
出场,0.18051570144742973
光符,0.1764742059120046
长袍,0.1749869944231685
魔理,0.16656228533145578
化身,0.16138972717422922
文花,0.16083512377426265
力量,0.15584252758937747
样子,0.15472170568565666
