keyword,textrank
天子,1.0
绯想,0.4684747864657725
天人,0.3017992813306489
天界,0.28347689249705244
地震,0.28210448116692194
气质,0.27950018625862566
地面,0.2735054875507082
天气,0.232030690715915
介绍,0.21343926839659275
攻击,0.2062119782567579
要石,0.19668248338162903
凭依,0.1764237837502707
对手,0.1701754205888662
进行,0.1407999893245812
对话,0.13484429639511522
緋想,0.13231389946094899
发现,0.1244601351860936
大地,0.11610285742464806
有着,0.112681023048465
雾雨,0.11217548997845517
