keyword,textrank
梦境,1.0
哆来,0.796520747455866
堇子,0.6949824887833095
世界,0.36355076894362937
凭依,0.2719088114983753
噩梦,0.27111124130548925
白色,0.25405242745453754
故事,0.2533653058669011
居民,0.24198666381610856
日记,0.1898382801814528
海豚,0.1691978865515793
出场,0.164775987050435
现实,0.1628578110058267
模式,0.1623425799313399
类型,0.15192769324167227
专用,0.14935225331578703
感觉,0.1439696898175466
黑色,0.14169511364141518
自机,0.13102428392456053
秘封,0.1294737706759755
