keyword,textrank
畜生,0.9781381565407552
组织,0.8913799988531818
动物,0.8429622417076722
地狱,0.5179692496552081
形兽,0.4768667838415818
偶像,0.42361422291884165
支配,0.41254004022346363
灵长,0.38580022278488757
进行,0.36884287447653985
水獭,0.3549747605939385
尾巴,0.32692149695717526
兽王,0.2789475588540685
反抗,0.2720516428849889
能够,0.26862671896225526
陷阱,0.26802101716832843
类型,0.23104456600317477
联系,0.22290071200257586
鬼杰,0.2173569325417414
开始,0.2165529621462844
白色,0.20996391040629184
