round,category,id,geo_key,geo_name,all,sum,male,female,per,maleper,femaleper
6,chara,3,31,西藏,2,1,1,,50,100,
6,chara,3,32,香港,67,5,5,,7.46,10.2,
6,chara,3,33,澳门,7,1,1,,14.29,25,
6,chara,3,34,台湾,91,3,3,,3.3,4.05,
6,chara,4,01,北京,545,13,10,3,2.39,2.34,2.59
6,chara,4,02,上海,609,12,7,5,1.97,1.51,3.42
6,chara,4,03,广东,1081,37,29,8,3.42,3.32,3.86
6,chara,4,04,天津,166,5,5,,3.01,3.79,
6,chara,4,05,重庆,236,4,4,,1.69,2.13,
6,chara,4,06,四川,494,18,15,3,3.64,3.81,3.03
6,chara,4,07,江苏,633,13,11,2,2.05,2.11,1.79
6,chara,4,08,浙江,477,17,16,1,3.56,4.23,1.03
6,chara,4,09,湖北,303,3,3,,0.99,1.21,
6,chara,4,10,湖南,196,5,4,1,2.55,2.61,2.33
6,chara,4,11,山东,383,7,6,1,1.83,1.82,1.85
6,chara,4,12,山西,88,4,2,2,4.55,2.74,13.33
6,chara,4,13,河北,150,8,8,,5.33,6.06,
6,chara,4,14,河南,199,6,6,,3.02,3.47,
6,chara,4,15,黑龙江,131,5,4,1,3.82,4,3.23
6,chara,4,16,吉林,81,6,5,1,7.41,6.85,12.5
6,chara,4,17,辽宁,165,5,5,,3.03,3.76,
6,chara,4,18,陕西,134,4,4,,2.99,3.51,
6,chara,4,19,内蒙古,48,,,,,,
6,chara,4,20,安徽,185,8,7,1,4.32,4.64,2.94
6,chara,4,21,福建,317,6,5,1,1.89,2,1.49
6,chara,4,22,江西,180,4,3,1,2.22,2.13,2.56
6,chara,4,23,广西,255,10,8,2,3.92,4.15,3.23
6,chara,4,24,海南,48,,,,,,
6,chara,4,25,贵州,83,1,,,1.2,,
6,chara,4,26,云南,57,3,2,1,5.26,4.26,10
6,chara,4,27,甘肃,19,,,,,,
6,chara,4,28,宁夏,9,,,,,,
6,chara,4,29,青海,6,,,,,,
6,chara,4,30,新疆,35,,,,,,
6,chara,4,31,西藏,2,,,,,,
6,chara,4,32,香港,67,2,1,1,2.99,2.04,5.56
6,chara,4,33,澳门,7,,,,,,
6,chara,4,34,台湾,91,4,3,1,4.4,4.05,5.88
6,chara,5,01,北京,545,70,61,9,12.84,14.25,7.76
6,chara,5,02,上海,609,73,56,17,11.99,12.1,11.64
6,chara,5,03,广东,1081,184,158,26,17.02,18.08,12.56
6,chara,5,04,天津,166,29,24,5,17.47,18.18,15.15
6,chara,5,05,重庆,236,27,27,,11.44,14.36,
6,chara,5,06,四川,494,79,63,16,15.99,15.99,16.16
6,chara,5,07,江苏,633,87,78,9,13.74,14.97,8.04
6,chara,5,08,浙江,477,64,51,13,13.42,13.49,13.4
6,chara,5,09,湖北,303,39,37,2,12.87,14.92,3.64
6,chara,5,10,湖南,196,29,26,3,14.8,16.99,6.98
6,chara,5,11,山东,383,57,52,5,14.88,15.81,9.26
6,chara,5,12,山西,88,10,6,4,11.36,8.22,26.67
6,chara,5,13,河北,150,29,28,1,19.33,21.21,5.56
6,chara,5,14,河南,199,29,28,1,14.57,16.18,3.85
6,chara,5,15,黑龙江,131,18,13,5,13.74,13,16.13
6,chara,5,16,吉林,81,12,11,1,14.81,15.07,12.5
6,chara,5,17,辽宁,165,20,19,1,12.12,14.29,3.13
6,chara,5,18,陕西,134,17,16,1,12.69,14.04,5
6,chara,5,19,内蒙古,48,4,3,1,8.33,7.5,12.5
6,chara,5,20,安徽,185,29,26,3,15.68,17.22,8.82
6,chara,5,21,福建,317,35,30,5,11.04,12,7.46
6,chara,5,22,江西,180,28,24,4,15.56,17.02,10.26
6,chara,5,23,广西,255,39,29,10,15.29,15.03,16.13
6,chara,5,24,海南,48,8,6,2,16.67,19.35,11.76
6,chara,5,25,贵州,83,13,11,2,15.66,16.92,11.11
6,chara,5,26,云南,57,7,6,1,12.28,12.77,10
6,chara,5,27,甘肃,19,3,2,1,15.79,13.33,25
6,chara,5,28,宁夏,9,1,1,,11.11,25,
6,chara,5,29,青海,6,3,1,2,50,25,100
6,chara,5,30,新疆,35,8,8,,22.86,27.59,
6,chara,5,31,西藏,2,,,,,,
6,chara,5,32,香港,67,12,11,1,17.91,22.45,5.56
6,chara,5,33,澳门,7,1,1,,14.29,25,
6,chara,5,34,台湾,91,8,8,,8.79,10.81,
6,chara,6,01,北京,545,36,27,9,6.61,6.31,7.76
6,chara,6,02,上海,609,40,29,11,6.57,6.26,7.53
6,chara,6,03,广东,1081,76,55,21,7.03,6.29,10.14
6,chara,6,04,天津,166,11,9,2,6.63,6.82,6.06
6,chara,6,05,重庆,236,15,14,1,6.36,7.45,2.08
6,chara,6,06,四川,494,31,24,7,6.28,6.09,7.07
6,chara,6,07,江苏,633,39,30,9,6.16,5.76,8.04
6,chara,6,08,浙江,477,28,20,8,5.87,5.29,8.25
6,chara,6,09,湖北,303,11,9,2,3.63,3.63,3.64
6,chara,6,10,湖南,196,12,8,4,6.12,5.23,9.3
6,chara,6,11,山东,383,32,29,3,8.36,8.81,5.56
6,chara,6,12,山西,88,9,6,3,10.23,8.22,20
6,chara,6,13,河北,150,20,17,3,13.33,12.88,16.67
6,chara,6,14,河南,199,17,13,4,8.54,7.51,15.38
6,chara,6,15,黑龙江,131,9,8,1,6.87,8,3.23
6,chara,6,16,吉林,81,6,6,,7.41,8.22,
6,chara,6,17,辽宁,165,13,12,1,7.88,9.02,3.13
6,chara,6,18,陕西,134,14,13,1,10.45,11.4,5
6,chara,6,19,内蒙古,48,3,2,1,6.25,5,12.5
6,chara,6,20,安徽,185,12,11,1,6.49,7.28,2.94
6,chara,6,21,福建,317,28,26,2,8.83,10.4,2.99
6,chara,6,22,江西,180,10,8,2,5.56,5.67,5.13
6,chara,6,23,广西,255,15,11,4,5.88,5.7,6.45
6,chara,6,24,海南,48,4,3,1,8.33,9.68,5.88
6,chara,6,25,贵州,83,6,4,2,7.23,6.15,11.11
6,chara,6,26,云南,57,7,6,1,12.28,12.77,10
6,chara,6,27,甘肃,19,2,1,1,10.53,6.67,25
6,chara,6,28,宁夏,9,,,,,,
6,chara,6,29,青海,6,,,,,,
6,chara,6,30,新疆,35,1,1,,2.86,3.45,
6,chara,6,31,西藏,2,,,,,,
6,chara,6,32,香港,67,5,2,3,7.46,4.08,16.67
6,chara,6,33,澳门,7,,,,,,
6,chara,6,34,台湾,91,6,5,1,6.59,6.76,5.88
6,chara,7,01,北京,545,8,6,2,1.47,1.4,1.72
6,chara,7,02,上海,609,12,9,3,1.97,1.94,2.05
6,chara,7,03,广东,1081,15,12,3,1.39,1.37,1.45
6,chara,7,04,天津,166,3,3,,1.81,2.27,
6,chara,7,05,重庆,236,2,2,,0.85,1.06,
6,chara,7,06,四川,494,6,5,1,1.21,1.27,1.01
6,chara,7,07,江苏,633,6,6,,0.95,1.15,
6,chara,7,08,浙江,477,12,9,3,2.52,2.38,3.09
6,chara,7,09,湖北,303,1,1,,0.33,0.4,
6,chara,7,10,湖南,196,3,3,,1.53,1.96,
6,chara,7,11,山东,383,4,3,1,1.04,0.91,1.85
6,chara,7,12,山西,88,2,1,1,2.27,1.37,6.67
6,chara,7,13,河北,150,3,3,,2,2.27,
6,chara,7,14,河南,199,3,2,1,1.51,1.16,3.85
6,chara,7,15,黑龙江,131,2,2,,1.53,2,
6,chara,7,16,吉林,81,6,6,,7.41,8.22,
6,chara,7,17,辽宁,165,2,2,,1.21,1.5,
6,chara,7,18,陕西,134,2,2,,1.49,1.75,
6,chara,7,19,内蒙古,48,,,,,,
6,chara,7,20,安徽,185,2,1,1,1.08,0.66,2.94
6,chara,7,21,福建,317,1,1,,0.32,0.4,
6,chara,7,22,江西,180,3,3,,1.67,2.13,
6,chara,7,23,广西,255,4,3,1,1.57,1.55,1.61
6,chara,7,24,海南,48,,,,,,
6,chara,7,25,贵州,83,,,,,,
6,chara,7,26,云南,57,2,1,1,3.51,2.13,10
6,chara,7,27,甘肃,19,,,,,,
6,chara,7,28,宁夏,9,,,,,,
6,chara,7,29,青海,6,,,,,,
6,chara,7,30,新疆,35,,,,,,
6,chara,7,31,西藏,2,,,,,,
6,chara,7,32,香港,67,2,1,1,2.99,2.04,5.56
6,chara,7,33,澳门,7,,,,,,
6,chara,7,34,台湾,91,,,,,,
6,chara,8,01,北京,545,75,53,22,13.76,12.38,18.97
6,chara,8,02,上海,609,59,47,12,9.69,10.15,8.22
6,chara,8,03,广东,1081,121,97,24,11.19,11.1,11.59
6,chara,8,04,天津,166,16,14,2,9.64,10.61,6.06
6,chara,8,05,重庆,236,22,18,4,9.32,9.57,8.33
6,chara,8,06,四川,494,44,38,6,8.91,9.64,6.06
6,chara,8,07,江苏,633,83,67,16,13.11,12.86,14.29
6,chara,8,08,浙江,477,59,52,7,12.37,13.76,7.22
6,chara,8,09,湖北,303,25,22,3,8.25,8.87,5.45
6,chara,8,10,湖南,196,25,21,4,12.76,13.73,9.3
6,chara,8,11,山东,383,51,44,7,13.32,13.37,12.96
6,chara,8,12,山西,88,11,8,3,12.5,10.96,20
6,chara,8,13,河北,150,22,18,4,14.67,13.64,22.22
6,chara,8,14,河南,199,18,17,1,9.05,9.83,3.85
6,chara,8,15,黑龙江,131,15,13,2,11.45,13,6.45
6,chara,8,16,吉林,81,9,9,,11.11,12.33,
6,chara,8,17,辽宁,165,16,14,2,9.7,10.53,6.25
6,chara,8,18,陕西,134,17,16,1,12.69,14.04,5
6,chara,8,19,内蒙古,48,8,7,1,16.67,17.5,12.5
6,chara,8,20,安徽,185,24,23,1,12.97,15.23,2.94
6,chara,8,21,福建,317,37,32,5,11.67,12.8,7.46
6,chara,8,22,江西,180,18,16,2,10,11.35,5.13
6,chara,8,23,广西,255,24,20,4,9.41,10.36,6.45
6,chara,8,24,海南,48,6,4,2,12.5,12.9,11.76
6,chara,8,25,贵州,83,6,5,1,7.23,7.69,5.56
6,chara,8,26,云南,57,3,3,,5.26,6.38,
6,chara,8,27,甘肃,19,1,1,,5.26,6.67,
6,chara,8,28,宁夏,9,1,1,,11.11,25,
6,chara,8,29,青海,6,,,,,,
6,chara,8,30,新疆,35,3,2,1,8.57,6.9,16.67
6,chara,8,31,西藏,2,,,,,,
6,chara,8,32,香港,67,5,4,1,7.46,8.16,5.56
6,chara,8,33,澳门,7,,,,,,
6,chara,8,34,台湾,91,12,9,3,13.19,12.16,17.65
6,chara,9,01,北京,545,92,72,20,16.88,16.82,17.24
6,chara,9,02,上海,609,113,82,31,18.56,17.71,21.23
6,chara,9,03,广东,1081,205,161,44,18.96,18.42,21.26
6,chara,9,04,天津,166,34,28,6,20.48,21.21,18.18
6,chara,9,05,重庆,236,47,39,8,19.92,20.74,16.67
6,chara,9,06,四川,494,98,77,21,19.84,19.54,21.21
6,chara,9,07,江苏,633,127,110,17,20.06,21.11,15.18
6,chara,9,08,浙江,477,109,85,24,22.85,22.49,24.74
6,chara,9,09,湖北,303,69,58,11,22.77,23.39,20
6,chara,9,10,湖南,196,38,27,11,19.39,17.65,25.58
6,chara,9,11,山东,383,95,84,11,24.8,25.53,20.37
6,chara,9,12,山西,88,18,13,5,20.45,17.81,33.33
6,chara,9,13,河北,150,46,41,5,30.67,31.06,27.78
6,chara,9,14,河南,199,36,31,5,18.09,17.92,19.23
6,chara,9,15,黑龙江,131,36,27,9,27.48,27,29.03
6,chara,9,16,吉林,81,9,9,,11.11,12.33,
6,chara,9,17,辽宁,165,31,27,4,18.79,20.3,12.5
6,chara,9,18,陕西,134,33,29,4,24.63,25.44,20
6,chara,9,19,内蒙古,48,10,9,1,20.83,22.5,12.5
6,chara,9,20,安徽,185,36,28,8,19.46,18.54,23.53
6,chara,9,21,福建,317,65,49,16,20.5,19.6,23.88
6,chara,9,22,江西,180,25,21,4,13.89,14.89,10.26
6,chara,9,23,广西,255,51,39,12,20,20.21,19.35
6,chara,9,24,海南,48,9,5,4,18.75,16.13,23.53
6,chara,9,25,贵州,83,18,14,4,21.69,21.54,22.22
6,chara,9,26,云南,57,18,14,4,31.58,29.79,40
6,chara,9,27,甘肃,19,3,3,,15.79,20,
6,chara,9,28,宁夏,9,,,,,,
6,chara,9,29,青海,6,2,1,1,33.33,25,50
6,chara,9,30,新疆,35,8,6,2,22.86,20.69,33.33
6,chara,9,31,西藏,2,,,,,,
6,chara,9,32,香港,67,14,9,5,20.9,18.37,27.78
6,chara,9,33,澳门,7,,,,,,
6,chara,9,34,台湾,91,21,17,4,23.08,22.97,23.53
6,chara,10,01,北京,545,104,83,21,19.08,19.39,18.1
6,chara,10,02,上海,609,107,78,29,17.57,16.85,19.86
6,chara,10,03,广东,1081,192,156,36,17.76,17.85,17.39
6,chara,10,04,天津,166,30,23,7,18.07,17.42,21.21
6,chara,10,05,重庆,236,53,44,9,22.46,23.4,18.75
6,chara,10,06,四川,494,98,81,17,19.84,20.56,17.17
6,chara,10,07,江苏,633,108,93,15,17.06,17.85,13.39
6,chara,10,08,浙江,477,93,71,22,19.5,18.78,22.68
6,chara,10,09,湖北,303,51,39,12,16.83,15.73,21.82
6,chara,10,10,湖南,196,46,38,8,23.47,24.84,18.6
6,chara,10,11,山东,383,87,76,11,22.72,23.1,20.37
6,chara,10,12,山西,88,16,12,4,18.18,16.44,26.67
6,chara,10,13,河北,150,36,33,3,24,25,16.67
6,chara,10,14,河南,199,37,32,5,18.59,18.5,19.23
6,chara,10,15,黑龙江,131,31,24,7,23.66,24,22.58
6,chara,10,16,吉林,81,14,14,,17.28,19.18,
6,chara,10,17,辽宁,165,26,24,2,15.76,18.05,6.25
6,chara,10,18,陕西,134,32,26,6,23.88,22.81,30
6,chara,10,19,内蒙古,48,8,8,,16.67,20,
6,chara,10,20,安徽,185,34,30,4,18.38,19.87,11.76
6,chara,10,21,福建,317,56,44,12,17.67,17.6,17.91
6,chara,10,22,江西,180,31,24,7,17.22,17.02,17.95
6,chara,10,23,广西,255,36,23,13,14.12,11.92,20.97
6,chara,10,24,海南,48,8,6,2,16.67,19.35,11.76
6,chara,10,25,贵州,83,18,14,4,21.69,21.54,22.22
6,chara,10,26,云南,57,9,8,1,15.79,17.02,10
6,chara,10,27,甘肃,19,4,3,1,21.05,20,25
6,chara,10,28,宁夏,9,1,1,,11.11,25,
6,chara,10,29,青海,6,,,,,,
6,chara,10,30,新疆,35,12,10,2,34.29,34.48,33.33
6,chara,10,31,西藏,2,,,,,,
6,chara,10,32,香港,67,11,8,3,16.42,16.33,16.67
6,chara,10,33,澳门,7,,,,,,
6,chara,10,34,台湾,91,22,19,3,24.18,25.68,17.65
6,chara,11,01,北京,545,78,63,15,14.31,14.72,12.93
6,chara,11,02,上海,609,65,51,14,10.67,11.02,9.59
6,chara,11,03,广东,1081,153,121,32,14.15,13.84,15.46
6,chara,11,04,天津,166,23,17,6,13.86,12.88,18.18
6,chara,11,05,重庆,236,44,36,8,18.64,19.15,16.67
6,chara,11,06,四川,494,76,62,14,15.38,15.74,14.14
6,chara,11,07,江苏,633,83,67,16,13.11,12.86,14.29
6,chara,11,08,浙江,477,67,46,21,14.05,12.17,21.65
6,chara,11,09,湖北,303,37,29,8,12.21,11.69,14.55
6,chara,11,10,湖南,196,31,24,7,15.82,15.69,16.28
6,chara,11,11,山东,383,63,59,4,16.45,17.93,7.41
6,chara,11,12,山西,88,9,8,1,10.23,10.96,6.67
6,chara,11,13,河北,150,19,17,2,12.67,12.88,11.11
6,chara,11,14,河南,199,32,29,3,16.08,16.76,11.54
6,chara,11,15,黑龙江,131,14,10,4,10.69,10,12.9
6,chara,11,16,吉林,81,12,11,1,14.81,15.07,12.5
6,chara,11,17,辽宁,165,19,15,4,11.52,11.28,12.5
6,chara,11,18,陕西,134,18,15,3,13.43,13.16,15
6,chara,11,19,内蒙古,48,5,4,1,10.42,10,12.5
6,chara,11,20,安徽,185,25,20,5,13.51,13.25,14.71
6,chara,11,21,福建,317,46,38,8,14.51,15.2,11.94
6,chara,11,22,江西,180,21,15,6,11.67,10.64,15.38
6,chara,11,23,广西,255,33,24,9,12.94,12.44,14.52
6,chara,11,24,海南,48,8,4,4,16.67,12.9,23.53
6,chara,11,25,贵州,83,18,14,4,21.69,21.54,22.22
6,chara,11,26,云南,57,5,5,,8.77,10.64,
6,chara,11,27,甘肃,19,3,3,,15.79,20,
6,chara,11,28,宁夏,9,1,1,,11.11,25,
6,chara,11,29,青海,6,,,,,,
6,chara,11,30,新疆,35,4,4,,11.43,13.79,
6,chara,11,31,西藏,2,1,1,,50,100,
6,chara,11,32,香港,67,14,12,2,20.9,24.49,11.11
6,chara,11,33,澳门,7,1,1,,14.29,25,
6,chara,11,34,台湾,91,14,12,2,15.38,16.22,11.76
6,chara,12,01,北京,545,12,9,3,2.2,2.1,2.59
6,chara,12,02,上海,609,7,6,1,1.15,1.3,0.68
6,chara,12,03,广东,1081,13,10,3,1.2,1.14,1.45
6,chara,12,04,天津,166,2,2,,1.2,1.52,
6,chara,12,05,重庆,236,7,5,2,2.97,2.66,4.17
6,chara,12,06,四川,494,16,13,3,3.24,3.3,3.03
6,chara,12,07,江苏,633,10,8,2,1.58,1.54,1.79
6,chara,12,08,浙江,477,8,6,2,1.68,1.59,2.06
6,chara,12,09,湖北,303,7,6,1,2.31,2.42,1.82
6,chara,12,10,湖南,196,5,4,1,2.55,2.61,2.33
6,chara,12,11,山东,383,4,4,,1.04,1.22,
6,chara,12,12,山西,88,1,1,,1.14,1.37,
6,chara,12,13,河北,150,3,3,,2,2.27,
6,chara,12,14,河南,199,4,3,1,2.01,1.73,3.85
6,chara,12,15,黑龙江,131,3,2,1,2.29,2,3.23
6,chara,12,16,吉林,81,,,,,,
6,chara,12,17,辽宁,165,6,5,1,3.64,3.76,3.13
6,chara,12,18,陕西,134,5,5,,3.73,4.39,
6,chara,12,19,内蒙古,48,,,,,,
6,chara,12,20,安徽,185,2,,,1.08,,
6,chara,12,21,福建,317,8,6,2,2.52,2.4,2.99
6,chara,12,22,江西,180,3,3,,1.67,2.13,
6,chara,12,23,广西,255,4,4,,1.57,2.07,
6,chara,12,24,海南,48,2,1,1,4.17,3.23,5.88
6,chara,12,25,贵州,83,1,1,,1.2,1.54,
6,chara,12,26,云南,57,2,2,,3.51,4.26,
6,chara,12,27,甘肃,19,,,,,,
6,chara,12,28,宁夏,9,,,,,,
6,chara,12,29,青海,6,1,1,,16.67,25,
6,chara,12,30,新疆,35,1,1,,2.86,3.45,
6,chara,12,31,西藏,2,,,,,,
6,chara,12,32,香港,67,1,1,,1.49,2.04,
6,chara,12,33,澳门,7,,,,,,
6,chara,12,34,台湾,91,,,,,,
6,chara,13,01,北京,545,2,2,,0.37,0.47,
6,chara,13,02,上海,609,3,1,2,0.49,0.22,1.37
6,chara,13,03,广东,1081,6,4,2,0.56,0.46,0.97
6,chara,13,04,天津,166,2,2,,1.2,1.52,
6,chara,13,05,重庆,236,1,1,,0.42,0.53,
6,chara,13,06,四川,494,7,6,1,1.42,1.52,1.01
6,chara,13,07,江苏,633,8,6,2,1.26,1.15,1.79
6,chara,13,08,浙江,477,2,,,0.42,,
6,chara,13,09,湖北,303,2,2,,0.66,0.81,
6,chara,13,10,湖南,196,1,1,,0.51,0.65,
6,chara,13,11,山东,383,2,2,,0.52,0.61,
6,chara,13,12,山西,88,,,,,,
6,chara,13,13,河北,150,2,2,,1.33,1.52,
6,chara,13,14,河南,199,,,,,,
6,chara,13,15,黑龙江,131,1,,,0.76,,
6,chara,13,16,吉林,81,1,1,,1.23,1.37,
6,chara,13,17,辽宁,165,2,1,1,1.21,0.75,3.13
6,chara,13,18,陕西,134,1,,,0.75,,
6,chara,13,19,内蒙古,48,3,2,1,6.25,5,12.5
6,chara,13,20,安徽,185,,,,,,
6,chara,13,21,福建,317,4,4,,1.26,1.6,
6,chara,13,22,江西,180,1,,,0.56,,
6,chara,13,23,广西,255,,,,,,
6,chara,13,24,海南,48,,,,,,
6,chara,13,25,贵州,83,2,2,,2.41,3.08,
6,chara,13,26,云南,57,,,,,,
6,chara,13,27,甘肃,19,,,,,,
6,chara,13,28,宁夏,9,,,,,,
6,chara,13,29,青海,6,,,,,,
6,chara,13,30,新疆,35,,,,,,
6,chara,13,31,西藏,2,,,,,,
6,chara,13,32,香港,67,2,1,1,2.99,2.04,5.56
6,chara,13,33,澳门,7,1,,,14.29,,
6,chara,13,34,台湾,91,,,,,,
6,chara,14,01,北京,545,12,10,2,2.2,2.34,1.72
6,chara,14,02,上海,609,11,8,3,1.81,1.73,2.05
6,chara,14,03,广东,1081,20,17,3,1.85,1.95,1.45
6,chara,14,04,天津,166,3,3,,1.81,2.27,
6,chara,14,05,重庆,236,4,3,1,1.69,1.6,2.08
6,chara,14,06,四川,494,4,3,1,0.81,0.76,1.01
6,chara,14,07,江苏,633,10,9,1,1.58,1.73,0.89
6,chara,14,08,浙江,477,9,8,1,1.89,2.12,1.03
6,chara,14,09,湖北,303,8,7,1,2.64,2.82,1.82
6,chara,14,10,湖南,196,4,3,1,2.04,1.96,2.33
6,chara,14,11,山东,383,7,7,,1.83,2.13,
6,chara,14,12,山西,88,,,,,,
6,chara,14,13,河北,150,3,3,,2,2.27,
6,chara,14,14,河南,199,3,3,,1.51,1.73,
6,chara,14,15,黑龙江,131,3,2,1,2.29,2,3.23
6,chara,14,16,吉林,81,2,2,,2.47,2.74,
6,chara,14,17,辽宁,165,,,,,,
6,chara,14,18,陕西,134,3,3,,2.24,2.63,
6,chara,14,19,内蒙古,48,,,,,,
6,chara,14,20,安徽,185,6,5,1,3.24,3.31,2.94
6,chara,14,21,福建,317,7,7,,2.21,2.8,
6,chara,14,22,江西,180,4,2,2,2.22,1.42,5.13
