character,first_appearance_work,cn11_official_rank,jp20_official_rank,rank_gap_cn_minus_jp,cn11_male_character_marks,cn11_female_character_marks,cn11_female_share_known_binary_marks,female_relative_preference_ratio,literal_neutral_tag_hit,presentation_proxy_hit,expanded_proxy_hit,cn11_raw_vote_baseline_rank_within_comparable_roster,cn11_raw_vote_reweighted_rank_at_jp20_binary_female_share,reweighted_rank_change_negative_is_improvement,matched_tags
寅丸星,12,129,105,24,38,21,0.3559322033898305,3.2055235953977372,False,True,True,107,106,-1,"['丢三落四', '伪郎', '尼姑', '挑染', '矛', '莲花头饰', '飘带']"
封兽鵺,12,65,53,12,270,47,0.14826498422712933,1.0097116651464477,False,False,False,59,62,3,"['三叉戟', '中二', '小蛇', '异形翅膀', '玛丽珍鞋', '短发', '绝对领域', '过膝袜', '连衣裙', '领结', '黑丝']"
射命丸文,9,11,13,-2,1752,224,0.11336032388663968,0.7416127648408768,False,False,False,11,11,0,"['元气', '天狗', '尖耳朵', '帽子', '木屐', '枫叶团扇', '泡泡袖', '相机', '短发', '翅膀', '记者', '领结']"
小恶魔,6,73,57,16,260,37,0.12457912457912458,0.8254516804265969,False,False,False,65,65,0,"['助手', '图书管理员', '恶魔', '翅膀', '路人(杂鱼)', '连衣裙', '领带']"
小野塚小町,9,90,76,14,156,36,0.1875,1.3385702925836707,False,False,False,80,80,0,"['偷懒', '双马尾', '巨乳', '御姐', '摆渡人', '木屐', '死神', '泡泡袖', '白丝', '镰刀']"
少名针妙丸,14,58,89,-31,323,53,0.14095744680851063,0.9517801151601124,False,False,False,53,54,1,"['公主', '刀剑', '和服', '掌上娘', '毒舌', '短发', '碗', '腹黑', '萝莉', '裸足', '贫乳']"
尔子田里乃,16,136,129,7,37,10,0.2127659574468085,1.5676949372601545,False,False,False,112,112,0,"['及膝袜', '大蝴蝶结', '舞姬', '舞鞋', '连衣裙', '长鬓角', '风折乌帽']"
山城高岭,18,141,137,4,32,7,0.1794871794871795,1.2688530898449375,False,False,False,115,115,0,"['中长发', '卷发', '商人', '木能力', '绿帽子', '背包', '贝雷帽', '迷彩装', '钥匙', '靴子', '高岭之花']"
帕秋莉·诺蕾姬,6,18,17,1,1394,215,0.13362336855189558,0.8946207479128072,False,False,False,18,18,0,"['丝带', '低音炮', '体力差', '半睁眼', '可萝可御', '团子头', '大蝴蝶结', '姬发式', '学霸', '宅女', '慵懒', '月亮发饰', '束鬓', '毒舌', '畏光', '病弱', '痴女', '睡帽', '长袍', '隐藏巨乳', '魔导书', '魔法少女']"
幽谷响子,13,93,112,-19,145,23,0.13690476190476192,0.9200747528333735,False,False,False,83,83,0,"['元气', '兽耳', '大嗓门', '尾巴', '扫地僧', '扫帚', '歌姬', '短发', '连衣裙']"
庭渡久侘歌,17,82,83,-1,194,41,0.17446808510638298,1.2258727937235334,False,False,False,72,73,1,"['健忘', '可食用', '女神', '尾羽', '短发', '翅膀', '连衣裙', '靴子', '领结']"
戎璎花,17,121,139,-18,50,25,0.3333333333333333,2.900235633931286,False,False,False,103,103,0,"['下双马尾', '不悯', '婴儿', '棕色皮肤', '毒舌', '泡泡袖', '萝莉', '裸足', '长耳垂']"
摩多罗隐岐奈,16,30,45,-15,679,183,0.2122969837587007,1.563308162030708,False,False,False,28,28,0,"['卷发', '女神', '尾气', '幞头', '搞事', '狩衣', '轮椅', '长发', '鼓']"
斯塔萨菲雅,12.8,75,106,-31,253,28,0.099644128113879,0.6419493893286641,False,False,False,67,70,3,"['万年萝莉', '三人娘', '大蝴蝶结', '妖精', '翅膀', '腹黑', '贤惠', '连衣裙', '靴子', '领结', '黑长直']"
日白残无,19,71,87,-16,214,89,0.29372937293729373,2.4123455272886396,False,False,False,64,61,-3,"['改变种族', '木屐', '灯笼裤', '特殊第一人称(注)日语为儂(わし)', '短裤', '破戒僧', '精神操控', '角', '谋士', '长发', '长者', '鬼']"
星熊勇仪,11,99,80,19,107,35,0.24647887323943662,1.897350414721402,False,False,False,88,87,-1,"['半透明长裙/浴衣', '巨乳', '御姐', '怪力', '木屐', '独角', '豪爽', '酒器', '酒豪', '锁链', '长直/单马尾', '鬼']"
村纱水蜜,12,87,65,22,155,61,0.2824074074074074,2.282766111868496,False,False,False,77,75,-2,"['及膝袜', '幽灵', '水手服', '皮靴', '船长', '领巾']"
杖刀偶磨弓,17,121,109,12,52,23,0.30666666666666664,2.5655930607853685,False,False,False,104,104,0,"['丸子头', '人偶', '兔耳结', '军武娘', '忠诚', '泡泡袖', '灯笼裤', '短发', '短靴', '齐刘海']"
桑尼米尔克,12.8,85,113,-28,209,18,0.07929515418502203,0.4995621187632837,False,False,False,75,77,2,"['万年萝莉', '三人娘', '丝带', '元气', '双马尾', '嗜睡', '妖精', '翅膀', '虎牙', '连衣裙']"
梅蒂欣·梅兰可莉,9,100,93,7,114,27,0.19148936170212766,1.3737958265990302,False,False,False,89,89,0,"['丝带', '人偶', '哥特萝莉装', '毒能力', '泡泡袖', '短发', '萝莉', '金发碧眼', '铃兰', '领结']"
梅露兰·普莉兹姆利巴,7,132,116,16,45,10,0.18181818181818182,1.2889936150805714,False,False,False,109,110,1,"['三人娘', '卷发', '妹妹', '姐姐', '小号', '狂躁症', '短发', '音乐人']"
橙,7,70,51,19,257,52,0.16828478964401294,1.1736362098398978,False,False,False,63,63,0,"['有袜无鞋', '灯笼袖', '猫娘', '猫尾', '猫耳', '玛丽珍鞋', '短发', '耳环', '荷叶边帽子', '萝莉', '连衣裙', '长指甲', '领结', '颜艺']"
