original_page,original_name_jp,original_name_cn,first_release_work,first_release_date,first_release_date_raw,arrangement_count,vocal_count,arrange_count,dated_arrangement_count,undated_arrangement_count,timeline_available,source_page_url,source_frontend_url,count_basis,observed_at_utc
萃梦想（曲目）,萃夢想,萃梦想,东方萃梦想体验版,2004-08-15,1/2004/8/15,192,47,145,192,0,True,https://thwiki.cc/%E8%90%83%E6%A2%A6%E6%83%B3%EF%BC%88%E6%9B%B2%E7%9B%AE%EF%BC%89,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
落日映照下的逆城,落日に映える逆さ城,落日映照下的逆城,东方凭依华,2017-12-29,1/2017/12/29,1,0,1,1,0,True,https://thwiki.cc/%E8%90%BD%E6%97%A5%E6%98%A0%E7%85%A7%E4%B8%8B%E7%9A%84%E9%80%86%E5%9F%8E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
蓬莱传说,蓬莱伝説,蓬莱传说,蓬莱人形,2002-08-11,1/2002/8/11,246,36,210,245,1,True,https://thwiki.cc/%E8%93%AC%E8%8E%B1%E4%BC%A0%E8%AF%B4,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
蓬莱幻想 ～ far East,蓬莱幻想　～ far East,蓬莱幻想　～ far East,秋霜玉,2000-12-30,1/2000/12/30,34,2,32,34,0,True,https://thwiki.cc/%E8%93%AC%E8%8E%B1%E5%B9%BB%E6%83%B3_%EF%BD%9E_far_East,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
薛定谔的怪猫,シュレディンガーの化猫,薛定谔的怪猫,燕石博物志,2016-05-08,1/2016/5/8,175,76,99,175,0,True,https://thwiki.cc/%E8%96%9B%E5%AE%9A%E8%B0%94%E7%9A%84%E6%80%AA%E7%8C%AB,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
虎纹的毘沙门天,虎柄の毘沙門天,虎纹的毘沙门天,东方星莲船,2009-08-15,1/2009/8/15,660,254,406,657,3,True,https://thwiki.cc/%E8%99%8E%E7%BA%B9%E7%9A%84%E6%AF%98%E6%B2%99%E9%97%A8%E5%A4%A9,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
虹色的世界,虹色の世界,虹色的世界,东方虹龙洞,2021-05-04,1/2021/5/4,24,4,20,24,0,True,https://thwiki.cc/%E8%99%B9%E8%89%B2%E7%9A%84%E4%B8%96%E7%95%8C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
蠢蠢的秋月 ～ Mooned Insect,蠢々秋月　～ Mooned Insect,蠢蠢的秋月　～ Mooned Insect,东方永夜抄体验版,2004-04-18,1/2004/4/18,1148,362,786,1144,4,True,https://thwiki.cc/%E8%A0%A2%E8%A0%A2%E7%9A%84%E7%A7%8B%E6%9C%88_%EF%BD%9E_Mooned_Insect,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
行云流水,行雲流水,行云流水,东方凭依华,2017-12-29,1/2017/12/29,3,1,2,3,0,True,https://thwiki.cc/%E8%A1%8C%E4%BA%91%E6%B5%81%E6%B0%B4,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
被封印的众神,封印されし神々,被封印的众神,东方风神录体验版,2007-05-20,1/2007/5/20,317,32,285,317,0,True,https://thwiki.cc/%E8%A2%AB%E5%B0%81%E5%8D%B0%E7%9A%84%E4%BC%97%E7%A5%9E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
被封印的妖怪 ～ Lost Place,封じられた妖怪　～ Lost Place,被封印的妖怪　～ Lost Place,东方地灵殿体验版,2008-05-25,1/2008/5/25,459,144,315,459,0,True,https://thwiki.cc/%E8%A2%AB%E5%B0%81%E5%8D%B0%E7%9A%84%E5%A6%96%E6%80%AA_%EF%BD%9E_Lost_Place,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
被揭晓的深秘,明かされる深秘,被揭晓的深秘,东方深秘录,2015-05-10,1/2015/5/10,20,4,16,20,0,True,https://thwiki.cc/%E8%A2%AB%E6%8F%AD%E6%99%93%E7%9A%84%E6%B7%B1%E7%A7%98,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
被水淹没的沉愁地狱,水没した沈愁地獄,被水淹没的沉愁地狱,东方刚欲异闻体验版,2019-10-06,1/2019/10/6,19,1,18,19,0,True,https://thwiki.cc/%E8%A2%AB%E6%B0%B4%E6%B7%B9%E6%B2%A1%E7%9A%84%E6%B2%89%E6%84%81%E5%9C%B0%E7%8B%B1,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
被牛引到善光寺,牛に引かれて善光寺参り,被牛引到善光寺,伊奘诺物质,2012-08-11,1/2012/8/11,110,28,82,109,1,True,https://thwiki.cc/%E8%A2%AB%E7%89%9B%E5%BC%95%E5%88%B0%E5%96%84%E5%85%89%E5%AF%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
被秘匿的四个季节,秘匿されたフォーシーズンズ,被秘匿的四个季节,东方天空璋,2017-08-11,1/2017/8/11,385,110,275,385,0,True,https://thwiki.cc/%E8%A2%AB%E7%A7%98%E5%8C%BF%E7%9A%84%E5%9B%9B%E4%B8%AA%E5%AD%A3%E8%8A%82,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
装饰战 ～ Decoration Battle,装飾戦　～ Decoration Battle,装饰战　～ Decoration Battle,东方幻想乡,1998-08-14,1/1998/8/14,48,12,36,48,0,True,https://thwiki.cc/%E8%A3%85%E9%A5%B0%E6%88%98_%EF%BD%9E_Decoration_Battle,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
识文解意的爱书人,判読眼のビブロフィリア,识文解意的爱书人,东方铃奈庵6限定版,2016-12-10,1/2016/12/10,139,34,105,139,0,True,https://thwiki.cc/%E8%AF%86%E6%96%87%E8%A7%A3%E6%84%8F%E7%9A%84%E7%88%B1%E4%B9%A6%E4%BA%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
请注意万年备用伞,万年置き傘にご注意を,请注意万年备用伞,东方星莲船体验版,2009-03-08,1/2009/3/8,1048,405,643,1044,4,True,https://thwiki.cc/%E8%AF%B7%E6%B3%A8%E6%84%8F%E4%B8%87%E5%B9%B4%E5%A4%87%E7%94%A8%E4%BC%9E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
豪言壮语,壮言大語,豪言壮语,东方凭依华,2017-12-29,1/2017/12/29,2,0,2,2,0,True,https://thwiki.cc/%E8%B1%AA%E8%A8%80%E5%A3%AE%E8%AF%AD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
贪欲之兽的记忆,強欲な獣のメメント,贪欲之兽的记忆,东方刚欲异闻,2021-10-24,1/2021/10/24,72,18,54,72,0,True,https://thwiki.cc/%E8%B4%AA%E6%AC%B2%E4%B9%8B%E5%85%BD%E7%9A%84%E8%AE%B0%E5%BF%86,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
赌上性命去恶作剧,いたずらに命をかけて,赌上性命去恶作剧,妖精大战争,2010-08-14,1/2010/8/14,184,42,142,183,1,True,https://thwiki.cc/%E8%B5%8C%E4%B8%8A%E6%80%A7%E5%91%BD%E5%8E%BB%E6%81%B6%E4%BD%9C%E5%89%A7,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
走在夜晚的莲台野,夜のデンデラ野を逝く,走在夜晚的莲台野,莲台野夜行,2003-12-30,1/2003/12/30,301,95,206,300,1,True,https://thwiki.cc/%E8%B5%B0%E5%9C%A8%E5%A4%9C%E6%99%9A%E7%9A%84%E8%8E%B2%E5%8F%B0%E9%87%8E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
越轨者们的无碍光 ～ Kingdom of Nothingness.,逸脱者達の無礙光　～ Kingdom of Nothingness.,越轨者们的无碍光　～ Kingdom of Nothingness.,东方兽王园,2023-08-13,1/2023/8/13,113,38,75,113,0,True,https://thwiki.cc/%E8%B6%8A%E8%BD%A8%E8%80%85%E4%BB%AC%E7%9A%84%E6%97%A0%E7%A2%8D%E5%85%89_%EF%BD%9E_Kingdom_of_Nothingness.,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
轮椅上的未来宇宙,車椅子の未来宇宙,轮椅上的未来宇宙,大空魔术,2006-08-13,1/2006/8/13,408,125,283,403,5,True,https://thwiki.cc/%E8%BD%AE%E6%A4%85%E4%B8%8A%E7%9A%84%E6%9C%AA%E6%9D%A5%E5%AE%87%E5%AE%99,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
辉光之针的小人族 ～ Little Princess,輝く針の小人族　～ Little Princess,辉光之针的小人族　～ Little Princess,东方辉针城,2013-08-12,1/2013/8/12,763,272,491,761,2,True,https://thwiki.cc/%E8%BE%89%E5%85%89%E4%B9%8B%E9%92%88%E7%9A%84%E5%B0%8F%E4%BA%BA%E6%97%8F_%EF%BD%9E_Little_Princess,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
过去的花 ～ Fairy of Flower,過去の花　～ Fairy of Flower,过去的花　～ Fairy of Flower,莲台野夜行,2003-12-30,1/2003/12/30,171,52,119,171,0,True,https://thwiki.cc/%E8%BF%87%E5%8E%BB%E7%9A%84%E8%8A%B1_%EF%BD%9E_Fairy_of_Flower,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
迈向生死更迭的世界,生と死のある世界へ,迈向生死更迭的世界,东方锦上京,2025-08-17,1/2025/8/17,6,1,5,6,0,True,https://thwiki.cc/%E8%BF%88%E5%90%91%E7%94%9F%E6%AD%BB%E6%9B%B4%E8%BF%AD%E7%9A%84%E4%B8%96%E7%95%8C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
远野之森,遠野の森,远野之森,东方封魔录,1997-08-15,1/1997/8/15,50,9,41,50,0,True,https://thwiki.cc/%E8%BF%9C%E9%87%8E%E4%B9%8B%E6%A3%AE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
远野幻想物语,遠野幻想物語,远野幻想物语,东方妖妖梦体验版,2002-12-30,1/2002/12/30,1274,391,883,1272,2,True,https://thwiki.cc/%E8%BF%9C%E9%87%8E%E5%B9%BB%E6%83%B3%E7%89%A9%E8%AF%AD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
连带责人,連帯責人,连带责人,东方凭依华,2017-12-29,1/2017/12/29,1,0,1,1,0,True,https://thwiki.cc/%E8%BF%9E%E5%B8%A6%E8%B4%A3%E4%BA%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
逆转的命运之轮,逆転するホイールオブフォーチュン,逆转的命运之轮,东方绀珠传,2015-08-14,1/2015/8/14,287,95,192,286,1,True,https://thwiki.cc/%E9%80%86%E8%BD%AC%E7%9A%84%E5%91%BD%E8%BF%90%E4%B9%8B%E8%BD%AE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
通往真相的枝叶,真相へ繋がる枝葉,通往真相的枝叶,东方凭依华,2017-12-29,1/2017/12/29,1,0,1,1,0,True,https://thwiki.cc/%E9%80%9A%E5%BE%80%E7%9C%9F%E7%9B%B8%E7%9A%84%E6%9E%9D%E5%8F%B6,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
遍参,遍参,遍参,东方萃梦想,2004-12-30,1/2004/12/30,5,1,4,5,0,True,https://thwiki.cc/%E9%81%8D%E5%8F%82,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
遥遥38万公里的航程,遥か３８万キロのボヤージュ,遥遥38万公里的航程,东方绀珠传,2015-08-14,1/2015/8/14,291,91,200,291,0,True,https://thwiki.cc/%E9%81%A5%E9%81%A538%E4%B8%87%E5%85%AC%E9%87%8C%E7%9A%84%E8%88%AA%E7%A8%8B,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
酒鬼的雷姆利亚,呑んべぇのレムリア,酒鬼的雷姆利亚,黄昏酒场,2007-12-31,1/2007/12/31,33,6,27,33,0,True,https://thwiki.cc/%E9%85%92%E9%AC%BC%E7%9A%84%E9%9B%B7%E5%A7%86%E5%88%A9%E4%BA%9A,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
野兽有智慧吗,獣に知性はあるか,野兽有智慧吗,东方兽王园,2023-08-13,1/2023/8/13,8,1,7,8,0,True,https://thwiki.cc/%E9%87%8E%E5%85%BD%E6%9C%89%E6%99%BA%E6%85%A7%E5%90%97,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
金字塔的神域,ピラミッドの神域,金字塔的神域,东方锦上京,2025-08-17,1/2025/8/17,13,1,12,13,0,True,https://thwiki.cc/%E9%87%91%E5%AD%97%E5%A1%94%E7%9A%84%E7%A5%9E%E5%9F%9F,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
针小棒大的天守阁,針小棒大の天守閣,针小棒大的天守阁,东方辉针城,2013-08-12,1/2013/8/12,86,17,69,85,1,True,https://thwiki.cc/%E9%92%88%E5%B0%8F%E6%A3%92%E5%A4%A7%E7%9A%84%E5%A4%A9%E5%AE%88%E9%98%81,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
锦上巫女,錦の上の巫女,锦上巫女,东方锦上京体验版,2025-05-05,1/2025/5/5,22,4,18,22,0,True,https://thwiki.cc/%E9%94%A6%E4%B8%8A%E5%B7%AB%E5%A5%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
门再也进不去了,もうドアには入れない,门再也进不去了,东方天空璋,2017-08-11,1/2017/8/11,84,22,62,84,0,True,https://thwiki.cc/%E9%97%A8%E5%86%8D%E4%B9%9F%E8%BF%9B%E4%B8%8D%E5%8E%BB%E4%BA%86,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
闪耀的弱肉强食法则,輝かしき弱肉強食の掟,闪耀的弱肉强食法则,东方鬼形兽,2019-08-12,1/2019/8/12,75,30,45,75,0,True,https://thwiki.cc/%E9%97%AA%E8%80%80%E7%9A%84%E5%BC%B1%E8%82%89%E5%BC%BA%E9%A3%9F%E6%B3%95%E5%88%99,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
间奏曲,Intermezzo,间奏曲,东方萃梦想,2004-12-30,1/2004/12/30,5,3,2,5,0,True,https://thwiki.cc/%E9%97%B4%E5%A5%8F%E6%9B%B2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
阻绝人迹之桥,渡る者の途絶えた橋,阻绝人迹之桥,东方地灵殿体验版,2008-05-25,1/2008/5/25,519,106,413,517,2,True,https://thwiki.cc/%E9%98%BB%E7%BB%9D%E4%BA%BA%E8%BF%B9%E4%B9%8B%E6%A1%A5,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
阿加尔塔之风,アガルタの風,阿加尔塔之风,伊奘诺物质,2012-08-11,1/2012/8/11,179,52,127,177,2,True,https://thwiki.cc/%E9%98%BF%E5%8A%A0%E5%B0%94%E5%A1%94%E4%B9%8B%E9%A3%8E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
阿礼的孩子,阿礼の子供,阿礼的孩子,东方求闻史纪,2006-12-27,1/2006/12/27,271,76,195,270,1,True,https://thwiki.cc/%E9%98%BF%E7%A4%BC%E7%9A%84%E5%AD%A9%E5%AD%90,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
陶瓷的杖刀人,セラミックスの杖刀人,陶瓷的杖刀人,东方鬼形兽,2019-08-12,1/2019/8/12,156,57,99,156,0,True,https://thwiki.cc/%E9%99%B6%E7%93%B7%E7%9A%84%E6%9D%96%E5%88%80%E4%BA%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
雪月樱花之国,雪月桜花の国,雪月樱花之国,东方三月精S1,2008-01-26,1/2008/1/26,57,8,49,57,0,True,https://thwiki.cc/%E9%9B%AA%E6%9C%88%E6%A8%B1%E8%8A%B1%E4%B9%8B%E5%9B%BD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
震撼心灵的都市传说,心揺さぶる都市伝説,震撼心灵的都市传说,东方深秘录体验版,2014-12-29,1/2014/12/29,22,2,20,22,0,True,https://thwiki.cc/%E9%9C%87%E6%92%BC%E5%BF%83%E7%81%B5%E7%9A%84%E9%83%BD%E5%B8%82%E4%BC%A0%E8%AF%B4,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
青木原的传说,青木ヶ原の伝説,青木原的传说,卯酉东海道,2006-05-21,1/2006/5/21,142,20,122,142,0,True,https://thwiki.cc/%E9%9D%92%E6%9C%A8%E5%8E%9F%E7%9A%84%E4%BC%A0%E8%AF%B4,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
青空之影,青空の影,青空之影,东方星莲船体验版,2009-03-08,1/2009/3/8,191,14,177,190,1,True,https://thwiki.cc/%E9%9D%92%E7%A9%BA%E4%B9%8B%E5%BD%B1,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
非常非常神奇的道具们,不思議な不思議な道具達,非常非常神奇的道具们,东方辉针城,2013-08-12,1/2013/8/12,53,13,40,52,1,True,https://thwiki.cc/%E9%9D%9E%E5%B8%B8%E9%9D%9E%E5%B8%B8%E7%A5%9E%E5%A5%87%E7%9A%84%E9%81%93%E5%85%B7%E4%BB%AC,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
非统一魔法世界论,非統一魔法世界論,非统一魔法世界论,东方梦时空,1997-12-29,1/1997/12/29,44,11,33,44,0,True,https://thwiki.cc/%E9%9D%9E%E7%BB%9F%E4%B8%80%E9%AD%94%E6%B3%95%E4%B8%96%E7%95%8C%E8%AE%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
风之神社,風の神社,风之神社,东方灵异传,1996-11-03,1/1996/11/3,60,4,56,59,1,True,https://thwiki.cc/%E9%A3%8E%E4%B9%8B%E7%A5%9E%E7%A4%BE,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
风光明媚,風光明媚,风光明媚,东方绯想天,2008-05-25,1/2008/5/25,4,1,3,4,0,True,https://thwiki.cc/%E9%A3%8E%E5%85%89%E6%98%8E%E5%AA%9A,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
风暴过后的星期日,嵐の後の日曜日,风暴过后的星期日,东方虹龙洞,2021-05-04,1/2021/5/4,14,0,14,14,0,True,https://thwiki.cc/%E9%A3%8E%E6%9A%B4%E8%BF%87%E5%90%8E%E7%9A%84%E6%98%9F%E6%9C%9F%E6%97%A5,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
风的循环 ～ Wind Tour,風の循環　～ Wind Tour,风的循环　～ Wind Tour,东方文花帖,2005-12-30,1/2005/12/30,255,49,206,255,0,True,https://thwiki.cc/%E9%A3%8E%E7%9A%84%E5%BE%AA%E7%8E%AF_%EF%BD%9E_Wind_Tour,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
风神少女,風神少女,风神少女,东方文花帖（书籍）,2005-08-11,1/2005/8/11,1759,631,1128,1752,7,True,https://thwiki.cc/%E9%A3%8E%E7%A5%9E%E5%B0%91%E5%A5%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
飘上月球，不死之烟,月まで届け、不死の煙,飘上月球，不死之烟,东方永夜抄,2004-08-15,1/2004/8/15,2146,734,1412,2140,6,True,https://thwiki.cc/%E9%A3%98%E4%B8%8A%E6%9C%88%E7%90%83%EF%BC%8C%E4%B8%8D%E6%AD%BB%E4%B9%8B%E7%83%9F,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
飞翔于宇宙的不可思议巫女,宇宙を飛ぶ不思議な巫女,飞翔于宇宙的不可思议巫女,东方绀珠传体验版,2015-05-10,1/2015/5/10,144,44,100,142,2,True,https://thwiki.cc/%E9%A3%9E%E7%BF%94%E4%BA%8E%E5%AE%87%E5%AE%99%E7%9A%84%E4%B8%8D%E5%8F%AF%E6%80%9D%E8%AE%AE%E5%B7%AB%E5%A5%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
飞翔在夜晚的鸠山,夜の鳩山を飛ぶ,飞翔在夜晚的鸠山,Neo Gian,1998-11-05,1/1998/11/5,72,18,54,72,0,True,https://thwiki.cc/%E9%A3%9E%E7%BF%94%E5%9C%A8%E5%A4%9C%E6%99%9A%E7%9A%84%E9%B8%A0%E5%B1%B1,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
飞舞的水飞沫,踊る水飛沫,飞舞的水飞沫,东方绯想天体验版,2007-08-17,1/2007/8/17,46,8,38,46,0,True,https://thwiki.cc/%E9%A3%9E%E8%88%9E%E7%9A%84%E6%B0%B4%E9%A3%9E%E6%B2%AB,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
飞舞飘散的凭依华吹雪,舞い散る憑依華吹雪,飞舞飘散的凭依华吹雪,东方凭依华,2017-12-29,1/2017/12/29,3,0,3,3,0,True,https://thwiki.cc/%E9%A3%9E%E8%88%9E%E9%A3%98%E6%95%A3%E7%9A%84%E5%87%AD%E4%BE%9D%E5%8D%8E%E5%90%B9%E9%9B%AA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
驹草盛开的万年积雪,駒草咲くパーペチュアルスノー,驹草盛开的万年积雪,东方虹龙洞体验版,2021-03-21,1/2021/3/21,113,30,83,113,0,True,https://thwiki.cc/%E9%A9%B9%E8%8D%89%E7%9B%9B%E5%BC%80%E7%9A%84%E4%B8%87%E5%B9%B4%E7%A7%AF%E9%9B%AA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
魂之花 ～ Another Dream...,魂の花　～ Another Dream...,魂之花　～ Another Dream...,东方花映塚,2005-08-14,1/2005/8/14,106,29,77,106,0,True,https://thwiki.cc/%E9%AD%82%E4%B9%8B%E8%8A%B1_%EF%BD%9E_Another_Dream...,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
魔兽紧急升空,魔獣スクランブル,魔兽紧急升空,东方兽王园体验版,2023-05-07,1/2023/5/7,51,15,36,51,0,True,https://thwiki.cc/%E9%AD%94%E5%85%BD%E7%B4%A7%E6%80%A5%E5%8D%87%E7%A9%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
魔力的雷云,魔力の雷雲,魔力的雷云,东方辉针城,2013-08-12,1/2013/8/12,110,29,81,109,1,True,https://thwiki.cc/%E9%AD%94%E5%8A%9B%E7%9A%84%E9%9B%B7%E4%BA%91,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
魔女们的舞会 ～ Magus,魔女達の舞踏会　～ Magus,魔女们的舞会　～ Magus,秋霜玉,2000-12-30,1/2000/12/30,341,82,259,338,3,True,https://thwiki.cc/%E9%AD%94%E5%A5%B3%E4%BB%AC%E7%9A%84%E8%88%9E%E4%BC%9A_%EF%BD%9E_Magus,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
