id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8
TH01,东方灵异传,PC-98,TH01,<a href='./?m=info&type=work&id=37' target='_blank'>点击查看详情</a>,3633 (91.08%),178 (4.46%),103 (2.58%),23 (0.58%),24 (0.6%),124 (3.11%),67 (1.68%),19 (0.48%),14 (0.35%)
