id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
TH14.3,弹幕天邪鬼,Win(STG),TH14.3,<a href='./?m=info&type=work&id=22' target='_blank'>点击查看详情</a>,2087 (52.32%),985 (24.69%),890 (22.31%),871 (21.84%),753 (18.88%),685 (17.17%),637 (15.97%),605 (15.17%),565 (14.16%),582 (14.59%),808 (20.26%)
