id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9
TH15,东方绀珠传,Win(STG),TH15,<a href='./?m=info&type=work&id=24' target='_blank'>点击查看详情</a>,1542 (38.66%),892 (22.36%),838 (21.01%),230 (5.77%),256 (6.42%),582 (14.59%),427 (10.7%),78 (1.96%),189 (4.74%),273 (6.84%)
