id,name,group,by,info,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14
TH12.5,DS东方文花帖,Win(STG),TH12.5,<a href='./?m=info&type=work&id=17' target='_blank'>点击查看详情</a>,2823 (70.77%),668 (16.75%),484 (12.13%),450 (11.28%),397 (9.95%),318 (7.97%),264 (6.62%),216 (5.41%),171 (4.29%),146 (3.66%),204 (5.11%),128 (3.21%),127 (3.18%),139 (3.48%),142 (3.56%)
