id,vote,first,info,type,chara1,charaName1,chara2,charaName2,chara3,charaName3,male,female,hmratio,hfratio,hmaratio,hfaratio,vector1,vector2,vector0,vector3,ratio,vratio
361,18,8,<a href='./?m=info&type=cp&id=011057077' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,17,1,94.44%,5.56%,0.3%,0.08%,0%,44.44%,50%,5.56%,44.44,0.34%
362,2,1,<a href='./?m=info&type=cp&id=020031034' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,1,1,50%,50%,0.02%,0.08%,50%,0%,50%,0%,50,0.04%
363,16,5,<a href='./?m=info&type=cp&id=002057000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,0,-,13,3,81.25%,18.75%,0.23%,0.24%,12.5%,31.25%,56.25%,-,31.25,0.3%
364,11,4,<a href='./?m=info&type=cp&id=031032033' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,7,4,63.64%,36.36%,0.12%,0.32%,0%,27.27%,45.45%,27.27%,36.36,0.21%
365,1,0,<a href='./?m=info&type=cp&id=117118134' target='_blank'>点击查看详情</a>,1,117,<a href='./?m=info&type=chara&id=117' target='_blank'>北白河千百合</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
366,1,0,<a href='./?m=info&type=cp&id=088108119' target='_blank'>点击查看详情</a>,1,88,<a href='./?m=info&type=chara&id=88' target='_blank'>绿巨人</a>,108,<a href='./?m=info&type=chara&id=108' target='_blank'>玄爷</a>,119,<a href='./?m=info&type=chara&id=119' target='_blank'>咪咪号</a>,1,0,100%,0%,0.02%,0%,100%,0%,0%,0%,,0.02%
367,3,0,<a href='./?m=info&type=cp&id=002183000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,183,<a href='./?m=info&type=chara&id=183' target='_blank'>人偶（含上海人偶、哥利亚人偶）</a>,0,-,2,1,66.67%,33.33%,0.04%,0.08%,0%,33.33%,66.67%,-,,0.06%
368,2,1,<a href='./?m=info&type=cp&id=002064000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,0,-,2,0,100%,0%,0.04%,0%,0%,50%,50%,-,50,0.04%
369,4,1,<a href='./?m=info&type=cp&id=064133000' target='_blank'>点击查看详情</a>,1,64,<a href='./?m=info&type=chara&id=64' target='_blank'>圣白莲</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,0,-,3,1,75%,25%,0.05%,0.08%,25%,25%,50%,-,25,0.07%
370,4,1,<a href='./?m=info&type=cp&id=075077210' target='_blank'>点击查看详情</a>,1,75,<a href='./?m=info&type=chara&id=75' target='_blank'>丰聪耳神子</a>,77,<a href='./?m=info&type=chara&id=77' target='_blank'>秦心</a>,210,<a href='./?m=info&type=chara&id=210' target='_blank'>摩多罗隐岐奈</a>,2,2,50%,50%,0.04%,0.16%,25%,0%,75%,0%,25,0.07%
371,1,0,<a href='./?m=info&type=cp&id=051065000' target='_blank'>点击查看详情</a>,1,51,<a href='./?m=info&type=chara&id=51' target='_blank'>黑谷山女</a>,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
372,6,0,<a href='./?m=info&type=cp&id=050051000' target='_blank'>点击查看详情</a>,1,50,<a href='./?m=info&type=chara&id=50' target='_blank'>琪斯美</a>,51,<a href='./?m=info&type=chara&id=51' target='_blank'>黑谷山女</a>,0,-,5,1,83.33%,16.67%,0.09%,0.08%,0%,33.33%,66.67%,-,,0.11%
373,1,0,<a href='./?m=info&type=cp&id=116118000' target='_blank'>点击查看详情</a>,1,116,<a href='./?m=info&type=chara&id=116' target='_blank'>朝仓理香子</a>,118,<a href='./?m=info&type=chara&id=118' target='_blank'>冈崎梦美</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
374,6,2,<a href='./?m=info&type=cp&id=084086000' target='_blank'>点击查看详情</a>,1,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,86,<a href='./?m=info&type=chara&id=86' target='_blank'>堀川雷鼓</a>,0,-,2,4,33.33%,66.67%,0.04%,0.32%,50%,16.67%,33.33%,-,33.33,0.11%
375,8,0,<a href='./?m=info&type=cp&id=001206000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,206,<a href='./?m=info&type=chara&id=206' target='_blank'>高丽野阿吽</a>,0,-,7,1,87.5%,12.5%,0.12%,0.08%,0%,37.5%,62.5%,-,,0.15%
376,2,1,<a href='./?m=info&type=cp&id=037127000' target='_blank'>点击查看详情</a>,1,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,127,<a href='./?m=info&type=chara&id=127' target='_blank'>幻月</a>,0,-,2,0,100%,0%,0.04%,0%,0%,50%,50%,-,50,0.04%
377,1,0,<a href='./?m=info&type=cp&id=001015035' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
378,5,2,<a href='./?m=info&type=cp&id=002011015' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,4,1,80%,20%,0.07%,0.08%,40%,20%,0%,40%,40,0.09%
379,2,0,<a href='./?m=info&type=cp&id=031033034' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,2,0,100%,0%,0.04%,0%,0%,100%,0%,0%,,0.04%
380,1,0,<a href='./?m=info&type=cp&id=001011026' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,26,<a href='./?m=info&type=chara&id=26' target='_blank'>伊吹萃香</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
381,1,0,<a href='./?m=info&type=cp&id=010015000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
382,7,2,<a href='./?m=info&type=cp&id=005056000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,0,-,7,0,100%,0%,0.12%,0%,0%,0%,100%,-,28.57,0.13%
383,1,1,<a href='./?m=info&type=cp&id=007008010' target='_blank'>点击查看详情</a>,1,7,<a href='./?m=info&type=chara&id=7' target='_blank'>小恶魔</a>,8,<a href='./?m=info&type=chara&id=8' target='_blank'>帕秋莉·诺蕾姬</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,100,0.02%
384,2,1,<a href='./?m=info&type=cp&id=002054057' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,1,1,50%,50%,0.02%,0.08%,50%,0%,0%,50%,50,0.04%
385,4,1,<a href='./?m=info&type=cp&id=004005013' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,13,<a href='./?m=info&type=chara&id=13' target='_blank'>蕾蒂·霍瓦特洛克</a>,3,1,75%,25%,0.05%,0.08%,25%,0%,50%,25%,25,0.07%
386,1,1,<a href='./?m=info&type=cp&id=005044056' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,44,<a href='./?m=info&type=chara&id=44' target='_blank'>犬走椛</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,1,0,100%,0%,0.02%,0%,0%,0%,0%,100%,100,0.02%
387,2,1,<a href='./?m=info&type=cp&id=057136000' target='_blank'>点击查看详情</a>,1,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,136,<a href='./?m=info&type=chara&id=136' target='_blank'>稗田阿求</a>,0,-,2,0,100%,0%,0.04%,0%,50%,50%,0%,-,50,0.04%
388,10,1,<a href='./?m=info&type=cp&id=001178000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,178,<a href='./?m=info&type=chara&id=178' target='_blank'>占卜师（易者）</a>,0,-,10,0,100%,0%,0.18%,0%,40%,10%,50%,-,10,0.19%
389,2,1,<a href='./?m=info&type=cp&id=001054057' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,54,<a href='./?m=info&type=chara&id=54' target='_blank'>古明地觉</a>,57,<a href='./?m=info&type=chara&id=57' target='_blank'>古明地恋</a>,2,0,100%,0%,0.04%,0%,50%,0%,50%,0%,50,0.04%
390,2,1,<a href='./?m=info&type=cp&id=001022023' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,22,<a href='./?m=info&type=chara&id=22' target='_blank'>八云蓝</a>,23,<a href='./?m=info&type=chara&id=23' target='_blank'>八云紫</a>,2,0,100%,0%,0.04%,0%,50%,0%,0%,50%,50,0.04%
391,1,0,<a href='./?m=info&type=cp&id=001002084' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,1,0,100%,0%,0.02%,0%,0%,0%,0%,100%,,0.02%
392,3,1,<a href='./?m=info&type=cp&id=005010000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,0,-,2,1,66.67%,33.33%,0.04%,0.08%,66.67%,0%,33.33%,-,33.33,0.06%
393,2,1,<a href='./?m=info&type=cp&id=005043000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,43,<a href='./?m=info&type=chara&id=43' target='_blank'>河城荷取</a>,0,-,2,0,100%,0%,0.04%,0%,0%,0%,100%,-,50,0.04%
394,1,0,<a href='./?m=info&type=cp&id=042048049' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,48,<a href='./?m=info&type=chara&id=48' target='_blank'>永江衣玖</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
395,3,0,<a href='./?m=info&type=cp&id=024137000' target='_blank'>点击查看详情</a>,1,24,<a href='./?m=info&type=chara&id=24' target='_blank'>魂魄妖忌</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,3,0,100%,0%,0.05%,0%,66.67%,0%,33.33%,-,,0.06%
396,1,0,<a href='./?m=info&type=cp&id=066137000' target='_blank'>点击查看详情</a>,1,66,<a href='./?m=info&type=chara&id=66' target='_blank'>命莲</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
397,4,1,<a href='./?m=info&type=cp&id=020031049' target='_blank'>点击查看详情</a>,1,20,<a href='./?m=info&type=chara&id=20' target='_blank'>魂魄妖梦</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,4,0,100%,0%,0.07%,0%,0%,25%,75%,0%,25,0.07%
398,2,2,<a href='./?m=info&type=cp&id=051052000' target='_blank'>点击查看详情</a>,1,51,<a href='./?m=info&type=chara&id=51' target='_blank'>黑谷山女</a>,52,<a href='./?m=info&type=chara&id=52' target='_blank'>水桥帕露西</a>,0,-,1,1,50%,50%,0.02%,0.08%,0%,50%,50%,-,100,0.04%
399,1,0,<a href='./?m=info&type=cp&id=123125000' target='_blank'>点击查看详情</a>,1,123,<a href='./?m=info&type=chara&id=123' target='_blank'>奥莲姬</a>,125,<a href='./?m=info&type=chara&id=125' target='_blank'>艾丽</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
400,1,0,<a href='./?m=info&type=cp&id=022055081' target='_blank'>点击查看详情</a>,1,22,<a href='./?m=info&type=chara&id=22' target='_blank'>八云蓝</a>,55,<a href='./?m=info&type=chara&id=55' target='_blank'>火焰猫燐</a>,81,<a href='./?m=info&type=chara&id=81' target='_blank'>今泉影狼</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
401,2,0,<a href='./?m=info&type=cp&id=028029034' target='_blank'>点击查看详情</a>,1,28,<a href='./?m=info&type=chara&id=28' target='_blank'>米斯蒂娅·萝蕾拉</a>,29,<a href='./?m=info&type=chara&id=29' target='_blank'>上白泽慧音</a>,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,2,0,100%,0%,0.04%,0%,0%,0%,50%,50%,,0.04%
402,5,4,<a href='./?m=info&type=cp&id=065084085' target='_blank'>点击查看详情</a>,1,65,<a href='./?m=info&type=chara&id=65' target='_blank'>封兽鵺</a>,84,<a href='./?m=info&type=chara&id=84' target='_blank'>鬼人正邪</a>,85,<a href='./?m=info&type=chara&id=85' target='_blank'>少名针妙丸</a>,3,2,60%,40%,0.05%,0.16%,0%,60%,40%,0%,80,0.09%
403,3,0,<a href='./?m=info&type=cp&id=037102133' target='_blank'>点击查看详情</a>,1,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,102,<a href='./?m=info&type=chara&id=102' target='_blank'>魅魔</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,2,1,66.67%,33.33%,0.04%,0.08%,33.33%,33.33%,33.33%,0%,,0.06%
404,5,1,<a href='./?m=info&type=cp&id=002035000' target='_blank'>点击查看详情</a>,1,2,<a href='./?m=info&type=chara&id=2' target='_blank'>雾雨魔理沙</a>,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,0,-,5,0,100%,0%,0.09%,0%,0%,0%,100%,-,20,0.09%
405,1,0,<a href='./?m=info&type=cp&id=051056070' target='_blank'>点击查看详情</a>,1,51,<a href='./?m=info&type=chara&id=51' target='_blank'>黑谷山女</a>,56,<a href='./?m=info&type=chara&id=56' target='_blank'>灵乌路空</a>,70,<a href='./?m=info&type=chara&id=70' target='_blank'>幽谷响子</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
406,2,0,<a href='./?m=info&type=cp&id=031142143' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,142,<a href='./?m=info&type=chara&id=142' target='_blank'>绵月丰姬</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,2,0,100%,0%,0.04%,0%,0%,0%,100%,0%,,0.04%
407,4,1,<a href='./?m=info&type=cp&id=048049217' target='_blank'>点击查看详情</a>,1,48,<a href='./?m=info&type=chara&id=48' target='_blank'>永江衣玖</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,4,0,100%,0%,0.07%,0%,0%,50%,25%,25%,25,0.07%
408,2,0,<a href='./?m=info&type=cp&id=012114000' target='_blank'>点击查看详情</a>,1,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,114,<a href='./?m=info&type=chara&id=114' target='_blank'>小兔姬</a>,0,-,2,0,100%,0%,0.04%,0%,50%,0%,50%,-,,0.04%
409,1,0,<a href='./?m=info&type=cp&id=012134135' target='_blank'>点击查看详情</a>,1,12,<a href='./?m=info&type=chara&id=12' target='_blank'>冴月麟</a>,134,<a href='./?m=info&type=chara&id=134' target='_blank'>宇佐见莲子</a>,135,<a href='./?m=info&type=chara&id=135' target='_blank'>玛艾露贝莉·赫恩（梅莉）</a>,1,0,100%,0%,0.02%,0%,100%,0%,0%,0%,,0.02%
410,1,0,<a href='./?m=info&type=cp&id=109110000' target='_blank'>点击查看详情</a>,1,109,<a href='./?m=info&type=chara&id=109' target='_blank'>里香</a>,110,<a href='./?m=info&type=chara&id=110' target='_blank'>明罗</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
411,2,1,<a href='./?m=info&type=cp&id=033142143' target='_blank'>点击查看详情</a>,1,33,<a href='./?m=info&type=chara&id=33' target='_blank'>蓬莱山辉夜</a>,142,<a href='./?m=info&type=chara&id=142' target='_blank'>绵月丰姬</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,2,0,100%,0%,0.04%,0%,100%,0%,0%,0%,50,0.04%
412,1,1,<a href='./?m=info&type=cp&id=004005193' target='_blank'>点击查看详情</a>,1,4,<a href='./?m=info&type=chara&id=4' target='_blank'>大妖精</a>,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,193,<a href='./?m=info&type=chara&id=193' target='_blank'>长相酷似周杰伦的参拜客</a>,0,0,0%,0%,,,0%,100%,0%,0%,100,0.02%
413,14,1,<a href='./?m=info&type=cp&id=137138000' target='_blank'>点击查看详情</a>,1,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,138,<a href='./?m=info&type=chara&id=138' target='_blank'>无名的读书妖怪（朱鹭子）</a>,0,-,13,1,92.86%,7.14%,0.23%,0.08%,14.29%,14.29%,71.43%,-,7.14,0.26%
414,1,0,<a href='./?m=info&type=cp&id=049055000' target='_blank'>点击查看详情</a>,1,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,55,<a href='./?m=info&type=chara&id=55' target='_blank'>火焰猫燐</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,,0.02%
415,2,0,<a href='./?m=info&type=cp&id=005049000' target='_blank'>点击查看详情</a>,1,5,<a href='./?m=info&type=chara&id=5' target='_blank'>琪露诺</a>,49,<a href='./?m=info&type=chara&id=49' target='_blank'>比那名居天子</a>,0,-,2,0,100%,0%,0.04%,0%,0%,0%,100%,-,,0.04%
416,2,0,<a href='./?m=info&type=cp&id=001143000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,143,<a href='./?m=info&type=chara&id=143' target='_blank'>绵月依姬</a>,0,-,2,0,100%,0%,0.04%,0%,50%,0%,50%,-,,0.04%
417,5,4,<a href='./?m=info&type=cp&id=011011000' target='_blank'>点击查看详情</a>,1,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,11,<a href='./?m=info&type=chara&id=11' target='_blank'>芙兰朵露·斯卡蕾特</a>,0,-,3,2,60%,40%,0.05%,0.16%,0%,0%,100%,-,80,0.09%
418,7,3,<a href='./?m=info&type=cp&id=132133000' target='_blank'>点击查看详情</a>,1,132,<a href='./?m=info&type=chara&id=132' target='_blank'>梦子</a>,133,<a href='./?m=info&type=chara&id=133' target='_blank'>神绮</a>,0,-,5,2,71.43%,28.57%,0.09%,0.16%,14.29%,71.43%,14.29%,-,42.86,0.13%
419,4,2,<a href='./?m=info&type=cp&id=010010000' target='_blank'>点击查看详情</a>,1,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,10,<a href='./?m=info&type=chara&id=10' target='_blank'>蕾米莉亚·斯卡蕾特</a>,0,-,4,0,100%,0%,0.07%,0%,0%,0%,100%,-,50,0.07%
420,1,1,<a href='./?m=info&type=cp&id=003003000' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,0,-,1,0,100%,0%,0.02%,0%,0%,0%,100%,-,100,0.02%
421,1,0,<a href='./?m=info&type=cp&id=003087000' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,0,-,1,0,100%,0%,0.02%,0%,100%,0%,0%,-,,0.02%
422,3,0,<a href='./?m=info&type=cp&id=021037000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,37,<a href='./?m=info&type=chara&id=37' target='_blank'>风见幽香</a>,0,-,1,2,33.33%,66.67%,0.02%,0.16%,0%,66.67%,33.33%,-,,0.06%
423,1,0,<a href='./?m=info&type=cp&id=021039000' target='_blank'>点击查看详情</a>,1,21,<a href='./?m=info&type=chara&id=21' target='_blank'>西行寺幽幽子</a>,39,<a href='./?m=info&type=chara&id=39' target='_blank'>四季映姬·亚玛萨那度</a>,0,-,0,0,0%,0%,,,0%,100%,0%,-,,0.02%
424,2,0,<a href='./?m=info&type=cp&id=031096000' target='_blank'>点击查看详情</a>,1,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,96,<a href='./?m=info&type=chara&id=96' target='_blank'>哆来咪·苏伊特</a>,0,-,2,0,100%,0%,0.04%,0%,0%,0%,100%,-,,0.04%
425,1,0,<a href='./?m=info&type=cp&id=035047069' target='_blank'>点击查看详情</a>,1,35,<a href='./?m=info&type=chara&id=35' target='_blank'>射命丸文</a>,47,<a href='./?m=info&type=chara&id=47' target='_blank'>洩矢诹访子</a>,69,<a href='./?m=info&type=chara&id=69' target='_blank'>姬海棠果</a>,1,0,100%,0%,0.02%,0%,0%,100%,0%,0%,,0.02%
426,3,0,<a href='./?m=info&type=cp&id=030031032' target='_blank'>点击查看详情</a>,1,30,<a href='./?m=info&type=chara&id=30' target='_blank'>因幡帝</a>,31,<a href='./?m=info&type=chara&id=31' target='_blank'>铃仙·优昙华院·因幡</a>,32,<a href='./?m=info&type=chara&id=32' target='_blank'>八意永琳</a>,3,0,100%,0%,0.05%,0%,0%,0%,33.33%,66.67%,,0.06%
427,1,1,<a href='./?m=info&type=cp&id=178193194' target='_blank'>点击查看详情</a>,1,178,<a href='./?m=info&type=chara&id=178' target='_blank'>占卜师（易者）</a>,193,<a href='./?m=info&type=chara&id=193' target='_blank'>长相酷似周杰伦的参拜客</a>,194,<a href='./?m=info&type=chara&id=194' target='_blank'>盐家老板</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,100,0.02%
428,1,0,<a href='./?m=info&type=cp&id=088137212' target='_blank'>点击查看详情</a>,1,88,<a href='./?m=info&type=chara&id=88' target='_blank'>绿巨人</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,212,<a href='./?m=info&type=chara&id=212' target='_blank'>卖脚婆</a>,1,0,100%,0%,0.02%,0%,0%,0%,100%,0%,,0.02%
429,6,1,<a href='./?m=info&type=cp&id=042217000' target='_blank'>点击查看详情</a>,1,42,<a href='./?m=info&type=chara&id=42' target='_blank'>键山雏</a>,217,<a href='./?m=info&type=chara&id=217' target='_blank'>依神紫苑</a>,0,-,5,1,83.33%,16.67%,0.09%,0.08%,0%,0%,100%,-,16.67,0.11%
430,9,1,<a href='./?m=info&type=cp&id=087137000' target='_blank'>点击查看详情</a>,1,87,<a href='./?m=info&type=chara&id=87' target='_blank'>宇佐见堇子</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,5,4,55.56%,44.44%,0.09%,0.32%,11.11%,11.11%,77.78%,-,11.11,0.17%
431,5,0,<a href='./?m=info&type=cp&id=076145000' target='_blank'>点击查看详情</a>,1,76,<a href='./?m=info&type=chara&id=76' target='_blank'>二岩猯藏</a>,145,<a href='./?m=info&type=chara&id=145' target='_blank'>茨木华扇</a>,0,-,3,2,60%,40%,0.05%,0.16%,0%,40%,60%,-,,0.09%
432,1,0,<a href='./?m=info&type=cp&id=015132000' target='_blank'>点击查看详情</a>,1,15,<a href='./?m=info&type=chara&id=15' target='_blank'>爱丽丝·玛格特洛依德</a>,132,<a href='./?m=info&type=chara&id=132' target='_blank'>梦子</a>,0,-,1,0,100%,0%,0.02%,0%,0%,100%,0%,-,,0.02%
433,6,0,<a href='./?m=info&type=cp&id=001137000' target='_blank'>点击查看详情</a>,1,1,<a href='./?m=info&type=chara&id=1' target='_blank'>博丽灵梦</a>,137,<a href='./?m=info&type=chara&id=137' target='_blank'>森近霖之助</a>,0,-,5,1,83.33%,16.67%,0.09%,0.08%,50%,0%,50%,-,,0.11%
434,1,0,<a href='./?m=info&type=cp&id=034074000' target='_blank'>点击查看详情</a>,1,34,<a href='./?m=info&type=chara&id=34' target='_blank'>藤原妹红</a>,74,<a href='./?m=info&type=chara&id=74' target='_blank'>物部布都</a>,0,-,0,0,0%,0%,,,0%,0%,100%,-,,0.02%
435,2,0,<a href='./?m=info&type=cp&id=003007000' target='_blank'>点击查看详情</a>,1,3,<a href='./?m=info&type=chara&id=3' target='_blank'>露米娅</a>,7,<a href='./?m=info&type=chara&id=7' target='_blank'>小恶魔</a>,0,-,2,0,100%,0%,0.04%,0%,50%,0%,50%,-,,0.04%
