round,question_id,answer_id,questionnaire_id,questionnaire_name,section_key,question_type,question,answer,option_index,count,male_count,female_count,respondent_n,respondent_male_n,respondent_female_n,share,male_share_within_answer,female_share_within_answer
11,13091,1309105,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,文字类,4,476,390,86,3954,3304,650,0.12038442083965605,0.819327731092437,0.18067226890756302
11,13091,1309102,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,漫画类,1,1767,1412,355,3954,3304,650,0.44688922610015175,0.7990945104697227,0.20090548953027731
11,13091,1309106,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,视频类,5,416,345,71,3954,3304,650,0.10520991401112798,0.8293269230769231,0.17067307692307693
11,13091,1309104,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,游戏类,3,1832,1589,243,3954,3304,650,0.4633282751643905,0.86735807860262,0.1326419213973799
11,13091,1309108,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,服装饰品类,7,346,252,94,3954,3304,650,0.08750632271117856,0.7283236994219653,0.27167630057803466
11,13091,1309109,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,其它,8,226,185,41,3954,3304,650,0.057157309054122404,0.8185840707964602,0.18141592920353983
11,13091,1309103,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,插画类,2,1100,857,243,3954,3304,650,0.278199291856348,0.7790909090909091,0.22090909090909092
11,13091,1309107,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,实体周边类,6,1793,1474,319,3954,3304,650,0.4534648457258472,0.8220858895705522,0.17791411042944785
11,13091,1309101,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国外二次同人作品类型为？,音乐/音声类,0,1975,1677,298,3954,3304,650,0.49949418310571575,0.8491139240506329,0.1508860759493671
11,13051,1305103,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,插画类,2,2572,2050,522,7753,6518,1235,0.33174255127047597,0.797045101088647,0.20295489891135304
11,13051,1305102,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,漫画类,1,3597,2919,678,7753,6518,1235,0.463949438926867,0.8115095913261051,0.1884904086738949
11,13051,1305105,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,文字类,4,1667,1404,263,7753,6518,1235,0.2150135431445892,0.8422315536892622,0.15776844631073786
11,13051,1305106,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,视频类,5,868,725,143,7753,6518,1235,0.11195666193731459,0.8352534562211982,0.16474654377880185
11,13051,1305101,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,音乐/音声类,0,3445,2915,530,7753,6518,1235,0.4443441248548949,0.8461538461538461,0.15384615384615385
11,13051,1305109,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,其它,8,454,388,66,7753,6518,1235,0.05855797755707468,0.8546255506607929,0.14537444933920704
11,13051,1305104,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,游戏类,3,4763,4190,573,7753,6518,1235,0.6143428350316007,0.8796976695360067,0.12030233046399329
11,13051,1305108,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,服装饰品类,7,1802,1409,393,7753,6518,1235,0.23242615761640656,0.7819089900110988,0.2180910099889012
11,13051,1305107,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,实体周边类,6,5123,4239,884,7753,6518,1235,0.6607764736231136,0.8274448565293773,0.17255514347062267
11,12011,1201101,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Multiple,您平时比较关注哪种体裁的东方官方作品？,游戏,0,10039,8539,1500,12427,10539,1888,0.8078377725919369,0.8505827273632832,0.1494172726367168
11,12011,1201102,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Multiple,您平时比较关注哪种体裁的东方官方作品？,漫画,1,7239,6177,1062,12427,10539,1888,0.5825219280598697,0.853294653957729,0.14670534604227103
11,12011,1201104,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Multiple,您平时比较关注哪种体裁的东方官方作品？,音乐CD,3,7325,6212,1113,12427,10539,1888,0.5894423432847832,0.8480546075085325,0.15194539249146757
11,12011,1201105,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Multiple,您平时比较关注哪种体裁的东方官方作品？,其它公式资料等,4,2976,2430,546,12427,10539,1888,0.2394785547597972,0.8165322580645161,0.18346774193548387
11,12011,1201103,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Multiple,您平时比较关注哪种体裁的东方官方作品？,小说/设定集,2,5481,4603,878,12427,10539,1888,0.44105576567152166,0.839810253603357,0.16018974639664293
11,24121,2412102,24,额外问卷 - 正版盗版相关,extraQuestionnaire,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,听说过,1,2906,2528,378,5891,5116,775,0.49329485656085553,0.8699242945629732,0.13007570543702685
11,24121,2412101,24,额外问卷 - 正版盗版相关,extraQuestionnaire,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,（有意或无意地）购买过,0,652,546,106,5891,5116,775,0.11067730436258699,0.8374233128834356,0.16257668711656442
11,24121,2412103,24,额外问卷 - 正版盗版相关,extraQuestionnaire,Single,您是否了解过盗版的二创作品（盗版CD、盗版漫画等）？,没有听说过,2,2333,2042,291,5891,5116,775,0.3960278390765575,0.8752678954136305,0.12473210458636948
11,12031,1203101,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Single,您是否了解旧五作？,十分熟悉,0,984,778,206,12411,10524,1887,0.07928450568044476,0.790650406504065,0.20934959349593496
11,12031,1203103,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Single,您是否了解旧五作？,不了解,2,2738,2409,329,12411,10524,1887,0.22061074852953025,0.8798392987582176,0.12016070124178233
11,12031,1203102,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Single,您是否了解旧五作？,有所了解,1,8689,7337,1352,12411,10524,1887,0.700104745790025,0.8444009667395558,0.15559903326044425
11,11032,1103204,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的主要所在地位于哪个地区？,欧洲,3,69,58,11,322,245,77,0.21428571428571427,0.8405797101449275,0.15942028985507245
11,11032,1103207,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的主要所在地位于哪个地区？,非洲,6,4,1,3,322,245,77,0.012422360248447204,0.25,0.75
11,11032,1103201,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的主要所在地位于哪个地区？,日本,0,62,42,20,322,245,77,0.19254658385093168,0.6774193548387096,0.3225806451612903
11,11032,1103206,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的主要所在地位于哪个地区？,南美洲,5,4,2,2,322,245,77,0.012422360248447204,0.5,0.5
11,11032,1103205,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的主要所在地位于哪个地区？,北美洲,4,83,68,15,322,245,77,0.2577639751552795,0.8192771084337349,0.18072289156626506
11,11032,1103202,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的主要所在地位于哪个地区？,亚洲其他地区,1,67,51,16,322,245,77,0.2080745341614907,0.7611940298507462,0.23880597014925373
11,11032,1103208,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的主要所在地位于哪个地区？,其他,7,15,7,8,322,245,77,0.046583850931677016,0.4666666666666667,0.5333333333333333
11,11032,1103203,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的主要所在地位于哪个地区？,大洋洲,2,18,16,2,322,245,77,0.055900621118012424,0.8888888888888888,0.1111111111111111
11,13141,1314101,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,正在玩，并且有在游戏中消费,0,1505,1249,256,11212,9492,1720,0.1342311808776311,0.8299003322259136,0.1700996677740864
11,13141,1314104,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,了解，但没在玩，也不感兴趣,3,2990,2639,351,11212,9492,1720,0.2666785586871209,0.8826086956521739,0.11739130434782609
11,13141,1314105,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,不了解，希望了解,4,760,627,133,11212,9492,1720,0.06778451658936853,0.825,0.175
11,13141,1314106,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,不了解，也不感兴趣,5,788,686,102,11212,9492,1720,0.07028184088476633,0.8705583756345178,0.12944162436548223
11,13141,1314102,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,正在玩，但没有在游戏中消费,1,2035,1648,387,11212,9492,1720,0.18150196218337494,0.8098280098280098,0.19017199017199019
11,13141,1314103,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您了解官方授权商业作品（归言录、东方幻想Eclipse等）吗？,了解，没在玩，但一直在关注,2,3134,2643,491,11212,9492,1720,0.2795219407777381,0.8433312061263561,0.1566687938736439
11,22081,2208101,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您是否玩过《东方兽王园》？,玩过,0,3452,3026,426,8079,7039,1040,0.4272806040351529,0.8765932792584009,0.12340672074159907
11,22081,2208102,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您是否玩过《东方兽王园》？,没玩过,1,4627,4013,614,8079,7039,1040,0.5727193959648471,0.8673006267559974,0.1326993732440026
11,22071,2207103,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您的多人FTG对战情况是什么样的？,我与游戏水平较高的玩家进行过互有胜负的对战,2,278,242,36,2848,2506,342,0.0976123595505618,0.8705035971223022,0.12949640287769784
11,22071,2207102,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您的多人FTG对战情况是什么样的？,我与对游戏较为熟悉的玩家进行过对战,1,1202,1064,138,2848,2506,342,0.4220505617977528,0.8851913477537438,0.11480865224625623
11,22071,2207101,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您的多人FTG对战情况是什么样的？,我与没什么游戏经验的朋友进行过联机对战,0,1338,1182,156,2848,2506,342,0.46980337078651685,0.8834080717488789,0.11659192825112108
11,22071,2207104,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您的多人FTG对战情况是什么样的？,我在经常进行格斗对战的社交圈内处于顶尖水平,3,30,18,12,2848,2506,342,0.010533707865168539,0.6,0.4
11,13031,1303102,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,平均来说，您浏览二次创作的大致频率为？,几乎每天都会抽时间浏览,1,4185,3653,532,11223,9497,1726,0.37289494787489974,0.8728793309438471,0.12712066905615294
11,13031,1303104,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,平均来说，您浏览二次创作的大致频率为？,仅在刷到的时候偶尔看看,3,1462,1207,255,11223,9497,1726,0.13026819923371646,0.8255813953488372,0.1744186046511628
11,13031,1303105,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,平均来说，您浏览二次创作的大致频率为？,如果没有特别的原因不会浏览,4,96,74,22,11223,9497,1726,0.00855386260358193,0.7708333333333334,0.22916666666666666
11,13031,1303103,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,平均来说，您浏览二次创作的大致频率为？,每隔几天主动浏览几次,2,2845,2394,451,11223,9497,1726,0.25349728236656865,0.8414762741652021,0.1585237258347979
11,13031,1303101,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,平均来说，您浏览二次创作的大致频率为？,只要有时间就在浏览,0,2635,2169,466,11223,9497,1726,0.23478570792123318,0.8231499051233396,0.17685009487666034
11,13061,1306105,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买国内二次同人作品的渠道为？,他人转手/二手,4,1100,829,271,7752,6517,1235,0.14189886480908154,0.7536363636363637,0.24636363636363637
11,13061,1306104,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买国内二次同人作品的渠道为？,委托朋友/代购,3,1426,1108,318,7752,6517,1235,0.18395252837977297,0.7769985974754559,0.22300140252454417
11,13061,1306101,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买国内二次同人作品的渠道为？,网购,0,6537,5457,1080,7752,6517,1235,0.843266253869969,0.8347865993575034,0.16521340064249657
11,13061,1306103,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买国内二次同人作品的渠道为？,电子版/下载版,2,3188,2791,397,7752,6517,1235,0.41124871001031993,0.8754705144291092,0.12452948557089084
11,13061,1306102,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买国内二次同人作品的渠道为？,展会购买,1,3341,2792,549,7752,6517,1235,0.4309855521155831,0.8356779407363065,0.1643220592636935
11,13061,1306106,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您购买国内二次同人作品的渠道为？,其它,5,285,235,50,7752,6517,1235,0.03676470588235294,0.8245614035087719,0.17543859649122806
11,22021,2202105,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您以什么为目标游玩STG？,我想挑战游戏的最高得分,4,39,33,6,7414,6506,908,0.005260318316698139,0.8461538461538461,0.15384615384615385
11,22021,2202101,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您以什么为目标游玩STG？,我只想体验游戏流程和视听表现,0,3860,3350,510,7414,6506,908,0.5206366333962773,0.8678756476683938,0.13212435233160622
11,22021,2202104,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您以什么为目标游玩STG？,我想挑战游戏的neta挑战,3,158,134,24,7414,6506,908,0.021311033180469383,0.8481012658227848,0.1518987341772152
11,22021,2202102,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您以什么为目标游玩STG？,我想通关游戏,1,2455,2182,273,7414,6506,908,0.3311302940383059,0.8887983706720978,0.11120162932790224
11,22021,2202103,22,额外问卷 - 官作游戏相关,extraQuestionnaire,Single,您以什么为目标游玩STG？,我想挑战游戏的高难度,2,902,807,95,7414,6506,908,0.12166172106824925,0.8946784922394678,0.10532150776053215
11,21021,2102102,21,额外问卷 - 同人创作相关,extraQuestionnaire,Multiple,在创作过程中，您的动力来源是？,创作完成时的成就感,1,2741,2151,590,5192,3990,1202,0.5279275808936826,0.7847500912075884,0.21524990879241152
11,21021,2102103,21,额外问卷 - 同人创作相关,extraQuestionnaire,Multiple,在创作过程中，您的动力来源是？,观众对作品的反馈,2,1885,1449,436,5192,3990,1202,0.36305855161787365,0.7687002652519894,0.2312997347480106
11,21021,2102104,21,额外问卷 - 同人创作相关,extraQuestionnaire,Multiple,在创作过程中，您的动力来源是？,其它创作者的支持与鼓励,3,1299,946,353,5192,3990,1202,0.25019260400616333,0.7282525019245574,0.27174749807544263
11,21021,2102105,21,额外问卷 - 同人创作相关,extraQuestionnaire,Multiple,在创作过程中，您的动力来源是？,通过创作作品来获取经济收益,4,387,299,88,5192,3990,1202,0.07453775038520802,0.772609819121447,0.22739018087855298
11,21021,2102106,21,额外问卷 - 同人创作相关,extraQuestionnaire,Multiple,在创作过程中，您的动力来源是？,其它,5,821,693,128,5192,3990,1202,0.15812788906009245,0.8440925700365408,0.1559074299634592
11,21021,2102101,21,额外问卷 - 同人创作相关,extraQuestionnaire,Multiple,在创作过程中，您的动力来源是？,表达对角色/音乐/作品的喜爱,0,4285,3223,1062,5192,3990,1202,0.8253081664098614,0.7521586931155193,0.24784130688448075
11,23022,2302206,23,额外问卷 - 展会与手游相关,extraQuestionnaire,Multiple,您没有参加过展会的原因是？,其它,5,347,294,53,2371,2008,363,0.14635175031632222,0.8472622478386167,0.15273775216138327
11,23022,2302205,23,额外问卷 - 展会与手游相关,extraQuestionnaire,Multiple,您没有参加过展会的原因是？,不知道线下展会的信息,4,726,617,109,2371,2008,363,0.3061999156474062,0.849862258953168,0.15013774104683195
11,23022,2302204,23,额外问卷 - 展会与手游相关,extraQuestionnaire,Multiple,您没有参加过展会的原因是？,生活环境原因,3,1199,1006,193,2371,2008,363,0.5056938000843526,0.8390325271059216,0.1609674728940784
11,23022,2302201,23,额外问卷 - 展会与手游相关,extraQuestionnaire,Multiple,您没有参加过展会的原因是？,想去的展会被取消,0,104,82,22,2371,2008,363,0.043863348797975536,0.7884615384615384,0.21153846153846154
11,23022,2302202,23,额外问卷 - 展会与手游相关,extraQuestionnaire,Multiple,您没有参加过展会的原因是？,没有时间,1,1719,1464,255,2371,2008,363,0.7250105440742303,0.8516579406631762,0.14834205933682373
11,23022,2302203,23,额外问卷 - 展会与手游相关,extraQuestionnaire,Multiple,您没有参加过展会的原因是？,路费太贵,2,676,578,98,2371,2008,363,0.285111767186841,0.8550295857988166,0.14497041420118342
11,25051,2505102,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,Single,您平时是否会“主动”关注东方信息？,不会，但是会被动从社交环境中获得信息,1,619,545,74,4156,3599,557,0.1489412897016362,0.8804523424878837,0.11954765751211632
11,25051,2505104,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,Single,您平时是否会“主动”关注东方信息？,完全不想关注,3,28,21,7,4156,3599,557,0.006737247353224254,0.75,0.25
11,25051,2505101,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,Single,您平时是否会“主动”关注东方信息？,会,0,3294,2851,443,4156,3599,557,0.7925890279114534,0.8655130540376442,0.1344869459623558
11,25051,2505103,25,额外问卷 - 社群相关/主办方附加,extraQuestionnaire,Single,您平时是否会“主动”关注东方信息？,想主动关注，但是不知道从何关注,2,215,182,33,4156,3599,557,0.051732435033686235,0.8465116279069768,0.15348837209302327
11,13071,1307105,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价200RMB以内,4,1201,1008,193,7753,6518,1235,0.1549077776344641,0.839300582847627,0.16069941715237301
11,13071,1307101,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价30RMB以内,0,366,273,93,7753,6518,1235,0.047207532568038175,0.7459016393442623,0.2540983606557377
11,13071,1307104,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价150RMB以内,3,1233,1034,199,7753,6518,1235,0.1590352121759319,0.8386050283860503,0.16139497161394972
11,13071,1307106,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价200RMB以上,5,1235,985,250,7753,6518,1235,0.15929317683477365,0.7975708502024291,0.20242914979757085
11,13071,1307103,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价100RMB以内,2,2690,2344,346,7753,6518,1235,0.34696246614213855,0.8713754646840148,0.12862453531598514
11,13071,1307102,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价50RMB以内,1,1028,874,154,7753,6518,1235,0.13259383464465369,0.8501945525291829,0.14980544747081712
11,13021,1302104,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您关注二次创作的原因？,东方相关的创作就喜欢看,3,6234,5268,966,11222,9496,1726,0.5555159508109071,0.8450433108758422,0.15495668912415783
11,13021,1302105,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您关注二次创作的原因？,其它,4,1272,1090,182,11222,9496,1726,0.11334877918374621,0.8569182389937107,0.1430817610062893
11,13021,1302101,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您关注二次创作的原因？,喜欢某些二次设定或Meme,0,7652,6547,1105,11222,9496,1726,0.6818748886116557,0.8555933089388396,0.14440669106116047
11,13021,1302102,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您关注二次创作的原因？,有趣的故事剧情与世界观架构,1,8572,7319,1253,11222,9496,1726,0.763856710033862,0.8538264115725618,0.14617358842743816
11,13021,1302103,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Multiple,您关注二次创作的原因？,（作画、编曲、制作等）在同类作品中更为出色,2,7746,6581,1165,11222,9496,1726,0.6902512921047942,0.8495997934417764,0.1504002065582236
11,13131,1313101,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您在进行（任何形式、任何程度的）二次创作吗？,是，且有持续性的投入,0,1560,1097,463,11212,9492,1720,0.13913663931501963,0.7032051282051283,0.2967948717948718
11,13131,1313102,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您在进行（任何形式、任何程度的）二次创作吗？,是，偶尔进行,1,4202,3380,822,11212,9492,1720,0.3747770246164823,0.8043788672060923,0.19562113279390766
11,13131,1313103,13,主要问卷 - 二次创作问卷,mainQuestionnaire,Single,您在进行（任何形式、任何程度的）二次创作吗？,否,2,5450,5015,435,11212,9492,1720,0.48608633606849805,0.9201834862385321,0.0798165137614679
11,11041,1104104,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的年龄所在区间为？,18-21岁,3,7020,6212,808,14594,12354,2240,0.48101959709469644,0.8849002849002849,0.1150997150997151
11,11041,1104101,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的年龄所在区间为？,未满10岁,0,57,38,19,14594,12354,2240,0.003905714677264629,0.6666666666666666,0.3333333333333333
11,11041,1104106,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的年龄所在区间为？,26-29岁,5,519,426,93,14594,12354,2240,0.035562559956146364,0.8208092485549133,0.1791907514450867
11,11041,1104105,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的年龄所在区间为？,22-25岁,4,2451,2104,347,14594,12354,2240,0.16794573112237907,0.8584251325989392,0.1415748674010608
11,11041,1104107,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的年龄所在区间为？,30-39岁,6,147,124,23,14594,12354,2240,0.010072632588735097,0.8435374149659864,0.1564625850340136
11,11041,1104103,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的年龄所在区间为？,15-17岁,2,3890,3143,747,14594,12354,2240,0.2665478963957791,0.8079691516709512,0.19203084832904885
11,11041,1104102,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的年龄所在区间为？,10-14岁,1,451,271,180,14594,12354,2240,0.030903110867479787,0.6008869179600886,0.3991130820399113
11,11041,1104108,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您现在的年龄所在区间为？,40岁及以上,7,59,36,23,14594,12354,2240,0.004042757297519528,0.6101694915254238,0.3898305084745763
11,24051,2405103,24,额外问卷 - 正版盗版相关,extraQuestionnaire,Single,您认为现在的官中出版物定价如何？,定价偏低,2,38,31,7,5989,5206,783,0.006344965770579396,0.8157894736842105,0.18421052631578946
11,24051,2405102,24,额外问卷 - 正版盗版相关,extraQuestionnaire,Single,您认为现在的官中出版物定价如何？,定价偏高,1,1519,1306,213,5989,5206,783,0.2536316580397395,0.859776168531929,0.1402238314680711
11,24051,2405101,24,额外问卷 - 正版盗版相关,extraQuestionnaire,Single,您认为现在的官中出版物定价如何？,合适,0,4432,3869,563,5989,5206,783,0.7400233761896811,0.8729693140794224,0.12703068592057762
11,11111,1111102,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您对东方的二次创作感兴趣吗？,有些兴趣，有时间的时候经常会看,1,5510,4656,854,14593,12353,2240,0.37757829096141987,0.8450090744101634,0.15499092558983665
11,11111,1111101,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您对东方的二次创作感兴趣吗？,非常热衷，欣赏东方二创作品是日常生活的一部分,0,7943,6765,1178,14593,12353,2240,0.5443020626327691,0.8516933148684376,0.1483066851315624
11,11111,1111104,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您对东方的二次创作感兴趣吗？,不感兴趣，不会主动接触,3,68,54,14,14593,12353,2240,0.004659768382101007,0.7941176470588235,0.20588235294117646
11,11111,1111103,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您对东方的二次创作感兴趣吗？,兴趣一般，偶尔刷到了会看一下,2,1072,878,194,14593,12353,2240,0.07345987802371,0.8190298507462687,0.18097014925373134
11,23011,2301102,23,额外问卷 - 展会与手游相关,extraQuestionnaire,Single,您是否（作为游客/摊主）参加过东方主题的线下活动？,否,1,2390,2023,367,4588,3910,678,0.520924149956408,0.8464435146443514,0.15355648535564853
11,23011,2301101,23,额外问卷 - 展会与手游相关,extraQuestionnaire,Single,您是否（作为游客/摊主）参加过东方主题的线下活动？,是,0,2198,1887,311,4588,3910,678,0.479075850043592,0.8585077343039127,0.14149226569608736
11,12101,1210101,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,已经购买,0,4642,3969,673,12384,10499,1885,0.37483850129198965,0.8550193881947437,0.14498061180525634
11,12101,1210103,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,了解，不打算购买,2,2421,2055,366,12384,10499,1885,0.19549418604651161,0.8488228004956629,0.15117719950433706
11,12101,1210102,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,了解，打算购买,1,3209,2656,553,12384,10499,1885,0.25912467700258396,0.8276721720162045,0.17232782798379556
11,12101,1210104,12,主要问卷 - 官方作品问卷,mainQuestionnaire,Single,您是否了解国内已引进的正版简体中文的东方官方出版物？,不了解,3,2112,1819,293,12384,10499,1885,0.17054263565891473,0.8612689393939394,0.1387310606060606
11,11091,1109102,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您是第几次参加中文东方人气投票活动？,2,1,2792,2371,421,14593,12353,2240,0.19132460768861784,0.8492120343839542,0.15078796561604585
11,11091,1109111,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您是第几次参加中文东方人气投票活动？,11,10,114,83,31,14593,12353,2240,0.0078119646405811006,0.7280701754385965,0.2719298245614035
11,11091,1109110,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您是第几次参加中文东方人气投票活动？,10,9,29,22,7,14593,12353,2240,0.0019872541629548414,0.7586206896551724,0.2413793103448276
11,11091,1109105,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您是第几次参加中文东方人气投票活动？,5,4,406,336,70,14593,12353,2240,0.02782155828136778,0.8275862068965517,0.1724137931034483
11,11091,1109103,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您是第几次参加中文东方人气投票活动？,3,2,1891,1634,257,14593,12353,2240,0.1295826766257795,0.86409307244844,0.13590692755156003
11,11091,1109104,11,主要问卷 - 基础问卷,mainQuestionnaire,Single,您是第几次参加中文东方人气投票活动？,4,3,700,582,118,14593,12353,2240,0.047968203933392725,0.8314285714285714,0.16857142857142857
