"sample_id","source_url","thread_title","related_round","total_reply_count","floor","sample_type","parent_floor","author","posted_date","location","character_cn_raw","raw_text","capture_scope","metric_note","observed_at"
"tieba_9996937304_f34_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","34","博丽妖梦","2025-09-12","江西","灵乌路空","回复 阳宝可爱滴捏 :可爱","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f35_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","35","rank_heading","","博丽妖梦","2025-08-31","江西","赫卡提亚·拉碧斯拉祖利","第三十三名：赫卡提亚·拉碧斯拉祖利","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f35_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","35","🕷对战猛毒","2025-08-31","广西","赫卡提亚·拉碧斯拉祖利","连续两年肘赢探女","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f35_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","35","贴吧用户_JaV4WNt","","","赫卡提亚·拉碧斯拉祖利","回复 🕷对战猛毒 :看来实力论还是太权威了，不是小鬼们传的东方最强人气估计得下降不止一点","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f36_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","36","rank_heading","","博丽妖梦","2025-08-31","江西","依神紫苑","第三十四名：依神紫苑","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f36_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","36","C7H14S","2025-09-01","陕西","依神紫苑","紫苑也是一直在掉啊，每年干脆把本命票让给紫苑得了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f36_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","36","t木头","2025-09-01","内蒙古","依神紫苑","我的贫穷神啊😭别肘","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f36_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","36","穷神苑苑","2025-09-06","湖北","依神紫苑","我的穷神啊，别掉了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f37_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","37","rank_heading","","博丽妖梦","2025-08-31","江西","鬼人正邪","第三十五名：鬼人正邪","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f37_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","37","博丽妖梦","2025-08-31","江西","鬼人正邪","不上不下鬼人正邪","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f37_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","37","🎃齿轮砸🎃","2025-09-01","北京","鬼人正邪","稳稳当当鬼人正邪","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f37_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","37","害怕做苦力","2025-09-04","黑龙江","鬼人正邪","没法逆转的趋势就是稳定不变呢~","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f38_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","38","rank_heading","","博丽妖梦","2025-08-31","江西","丰聪耳神子","第三十六名：丰聪耳神子","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f38_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","38","磐永啊梨夜","2025-08-31","安徽","丰聪耳神子","啊啊啊...太子啊！😭","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f38_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","38","🎃齿轮砸🎃","2025-09-01","北京","丰聪耳神子","庙之光","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f39_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","39","rank_heading","","博丽妖梦","2025-08-31","江西","水桥帕露西","第三十七名：水桥帕露西","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f39_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","39","火焰猫燐","2025-08-31","重庆","水桥帕露西","我好嫉妒呀","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f39_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","39","霜雪溟","2025-09-01","江西","水桥帕露西","帕露帕露","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f40_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","40","rank_heading","","博丽妖梦","2025-08-31","江西","宇佐见莲子","第三十八名：宇佐见莲子","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f40_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","40","绯雨_","2025-09-01","日本","宇佐见莲子","真爱票都救不了你明年还是投魔理沙了，谁说秘封厨一定要真爱票给秘封","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f40_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","40","Aoi柠檬檬🍋","2025-09-03","江西","宇佐见莲子","莲子不过莲子能前40还是挺意外的，感觉莲子本命比梅莉本命多出不少啊","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f41_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","41","rank_heading","","博丽妖梦","2025-08-31","江西","键山雏","第三十九名：键山雏","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f41_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","41","博丽妖梦","2025-08-31","江西","键山雏","转转转上了四名","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f41_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","41","射命丸Ayarite","2025-09-07","北京","键山雏","本命机制改版受益者","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f42_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","42","rank_heading","","博丽妖梦","2025-08-31","江西","物部布都","第四十名：物部布都","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f42_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","42","博丽妖梦","2025-08-31","江西","物部布都","布都布都 原地不动","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f43_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","43","rank_heading","","博丽妖梦","2025-08-31","江西","稀神探女","第四十一名：稀神探女","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f43_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","43","清宫初雨","2025-10-02","湖南","稀神探女","回复 博丽妖梦 :开什么玩笑koro","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f43_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","43","清宫初雨","2025-10-02","湖南","稀神探女","回复 博丽妖梦 :耍我啊koro","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f44_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","44","rank_heading","","博丽妖梦","2025-08-31","江西","饭纲丸龙","第四十二名：饭纲丸龙","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f44_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","44","🕷对战猛毒","2025-08-31","广西","饭纲丸龙","二创发力了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f44_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","44","G♤Lance","2025-08-31","新西兰","饭纲丸龙","惹啊！龙姐就是龙！","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f44_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","44","射命丸月","2025-08-31","上海","饭纲丸龙","二创发力了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f44_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","44","简易鸡架","2025-08-31","辽宁","饭纲丸龙","真给捞上来了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f45_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","45","rank_heading","","博丽妖梦","2025-08-31","江西","摩多罗隐岐奈","第四十三名：摩多罗隐岐奈","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f45_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","45","博丽妖梦","2025-08-31","江西","摩多罗隐岐奈","轮椅冲击！前进二","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f45_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","45","贴吧用户_abAt8AE","2025-09-01","河北","摩多罗隐岐奈","帅♿摩多罗♿帅","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f45_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","45","摩多羅_隠岐奈","","","摩多罗隐岐奈","回复 博丽妖梦 :冲刺！♿冲！♿","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f46_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","46","rank_heading","","博丽妖梦","2025-08-31","江西","河城荷取","第四十四名：河城荷取","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f46_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","46","博丽妖梦","2025-08-31","江西","河城荷取","河童重工","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f47_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","47","rank_heading","","博丽妖梦","2025-08-31","江西","茨木华扇","第四十五名：茨木华扇","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f47_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","47","无敌特工万津莫","2025-08-31","浙江","茨木华扇","比想象高","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f47_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","47","贴吧用户_abAt8AE","2025-09-01","河北","茨木华扇","是包子仙不是本子仙啦","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f48_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","48","rank_heading","","博丽妖梦","2025-08-31","江西","火焰猫燐","第四十六名：火焰猫燐","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f48_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","48","公式苏打水","2025-09-30","河北","火焰猫燐","没人回猫磷吗","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f48_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","48","博丽妖梦","2025-09-30","江西","火焰猫燐","回复 公式苏打水 :摸摸头","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f49_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","49","rank_heading","","博丽妖梦","2025-08-31","江西","米斯蒂娅·萝蕾拉","第四十七名：米斯蒂娅·萝蕾拉","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f49_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","49","博丽妖梦","2025-08-31","江西","米斯蒂娅·萝蕾拉","美味前进5","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f49_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","49","千禧眼","2025-08-31","广西","米斯蒂娅·萝蕾拉","也是二创救的人气。","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f49_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","49","夜盲是为了吃八目鳗","2025-09-01","广东","米斯蒂娅·萝蕾拉","赢麻了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f49_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","49","绯雨_","2025-09-01","日本","米斯蒂娅·萝蕾拉","小碎骨小碎骨！","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f50_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","50","rank_heading","","博丽妖梦","2025-08-31","江西","饕餮尤魔","第四十八名：饕餮尤魔","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f50_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","50","千禧眼","2025-08-31","广西","饕餮尤魔","跟蓝的“前妻文学”发力了。","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f50_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","50","🎃齿轮砸🎃","2025-09-01","北京","饕餮尤魔","掉了但是无所谓小羊我爱","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f50_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","50","贴吧用户_abAt8AE","2025-09-01","河北","饕餮尤魔","！","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f50_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","50","我不是汉堡包","2025-09-12","湖南","饕餮尤魔","居然在前五十","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f51_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","51","rank_heading","","博丽妖梦","2025-08-31","江西","魅魔","第四十九名：魅魔","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f51_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","51","🎃齿轮砸🎃","2025-09-01","北京","魅魔","旧作强者","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f52_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","52","rank_heading","","博丽妖梦","2025-08-31","江西","圣白莲","第五十名：圣白莲","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f52_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","52","🎃齿轮砸🎃","2025-09-01","北京","圣白莲","输给道教了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f52_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","52","海绵宝宝皮皮丝儿","2025-09-01","黑龙江","圣白莲","这么还掉一名","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f52_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","52","PtIr-off","2025-10-06","河南","圣白莲","回复 海绵宝宝皮皮丝儿 :你好","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f52_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","52","海绵宝宝皮皮丝儿","2025-10-07","黑龙江","圣白莲","回复 PtIr-off :我好","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f53_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","53","rank_heading","","博丽妖梦","2025-08-31","江西","橙","第五十一名：橙","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f53_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","53","博丽妖梦","2025-08-31","江西","橙","小橙喵窝在原地","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f54_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","54","rank_heading","","博丽妖梦","2025-08-31","江西","上白泽慧音","第五十二名：上白泽慧音","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f54_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","54","是阿肾哦","2025-08-31","上海","上白泽慧音","好后面哦","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f54_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","54","白绘-Palland","2025-09-01","湖北","上白泽慧音","唉慧音老师","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f55_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","55","rank_heading","","博丽妖梦","2025-08-31","江西","大妖精","第五十三名：大妖精","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f55_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","55","绯雨_","2025-09-01","日本","大妖精","大酱可爱可爱","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f56_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","56","rank_heading","","博丽妖梦","2025-08-31","江西","封兽鵺","第五十四名：封兽鵺","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f56_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","56","🎃齿轮砸🎃","2025-09-01","北京","封兽鵺","作为ex已经很不错了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f56_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","56","不一般通过空气怪人","2025-09-01","江苏","封兽鵺","鵺😭","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f57_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","57","rank_heading","","博丽妖梦","2025-08-31","江西","玛艾露贝莉·赫恩","第五十五名：玛艾露贝莉·赫恩","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f57_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","57","Aoi柠檬檬🍋","2025-09-03","江西","玛艾露贝莉·赫恩","梅莉你怎么里莲子这么远啊，连评论都没有了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f58_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","58","rank_heading","","博丽妖梦","2025-08-31","江西","天弓千亦","第五十六名：天弓千亦","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f58_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","58","astrolumos","2025-09-01","日本","天弓千亦","排名稳定了好耶","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f59_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","59","rank_heading","","博丽妖梦","2025-08-31","江西","小恶魔","第五十七名：小恶魔","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f59_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","59","梦想是用完整块橡皮","2025-09-01","上海","小恶魔","红魔乡全员人气王","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f60_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","60","rank_heading","","博丽妖梦","2025-08-31","江西","娜兹玲","第五十八名：娜兹玲","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
