"sample_id","source_url","thread_title","related_round","total_reply_count","floor","sample_type","parent_floor","author","posted_date","location","character_cn_raw","raw_text","capture_scope","metric_note","observed_at"
"tieba_9996937304_f13_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","13","rank_heading","","博丽妖梦","2025-08-30","江西","西行寺幽幽子","第十二名：西行寺幽幽子","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f13_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","13","幽冥楼阁的亡灵少女","2025-08-31","山东","西行寺幽幽子","越来越低了(悲)","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f13_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","13","又不通过名字","2025-08-31","黑龙江","西行寺幽幽子","幽幽子连前十守门员也当不上了吗，不要啊","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f13_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","13","神之一手🌊🌀","2025-10-23","山东","西行寺幽幽子","回复 博丽妖梦 :一个坏领导应得的","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f14_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","14","rank_heading","","博丽妖梦","2025-08-30","江西","东风谷早苗","第十三名：东风谷早苗","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f14_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","14","博丽妖梦","2025-08-31","江西","东风谷早苗","唯一进步了的幻想乡巫女","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f14_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","14","C7H14S","2025-09-01","陕西","东风谷早苗","啊苗苗亲亲","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f14_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","14","你再看看你自己呢","2025-09-01","河南","东风谷早苗","早苗真可爱","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f14_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","14","梦想天生ol","2025-09-04","湖南","东风谷早苗","不错，进步了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f15_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","15","rank_heading","","博丽妖梦","2025-08-30","江西","爱丽丝·玛格特罗伊德","第十四名：爱丽丝·玛格特罗伊德","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f15_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","15","玣","2025-08-31","福建","爱丽丝·玛格特罗伊德","又掉了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f15_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","15","博丽妖梦","2025-08-31","江西","爱丽丝·玛格特罗伊德","回复 莫利亚提教授♠ :唉","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f15_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","15","浄瑠璃弁","2025-08-31","山东","爱丽丝·玛格特罗伊德","又掉了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f15_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","15","瑞士08","2025-08-31","重庆","爱丽丝·玛格特罗伊德","小爱","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f16_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","16","rank_heading","","博丽妖梦","2025-08-30","江西","铃仙·优昙华院·因幡","第十五名：铃仙·优昙华院·因幡","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f16_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","16","八意_永琳","2025-08-31","山东","铃仙·优昙华院·因幡","守门员","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f16_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","16","Ññ","2025-09-30","北京","铃仙·优昙华院·因幡","回复 博丽妖梦 :月兔子这么高","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f17_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","17","rank_heading","","博丽妖梦","2025-08-30","江西","八云紫","第十六名：八云紫","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f17_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","17","又不通过名字","2025-08-31","黑龙江","八云紫","越来越低了，前几年你还能跟幽幽子排一块凑千年组，这两年怎么回事，紫妈，你的威严呢","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f17_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","17","是Bob氩ㅤㅤ","2025-09-05","河北","八云紫","回复 又不通过名字 :虽然但是这两年不一直是16名吗（）","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f18_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","18","rank_heading","","博丽妖梦","2025-08-30","江西","红美铃","第十七名：红美铃","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f18_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","18","贴吧用户_aRAUb1G","2025-08-31","浙江","红美铃","人气之壁又前移了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f19_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","19","rank_heading","","博丽妖梦","2025-08-30","江西","帕秋莉·诺雷姬","第十八名：帕秋莉·诺雷姬","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f19_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","19","广藿香风味河蟹","2025-08-31","广西","帕秋莉·诺雷姬","无人在意的角落，帕琪掉了一名喵","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f19_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","19","玣","2025-08-31","福建","帕秋莉·诺雷姬","不动的大图书馆动了一下","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f19_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","19","又不通过名字","2025-08-31","黑龙江","帕秋莉·诺雷姬","姆q稍微运动了一下，不过这样的运动还是少做为好","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f20_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","20","rank_heading","","博丽妖梦","2025-08-30","江西","露米娅","第十九名：露米娅","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f20_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","20","surypaP","2025-08-31","北京","露米娅","不是怎么没人理我小⑩小⑩多可爱啊！","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f20_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","20","博丽妖梦","2025-08-31","江西","露米娅","回复 surypaP :被吃掉了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f20_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","20","绯雨_","2025-09-01","日本","露米娅","回复 博丽妖梦 :去年没进20，今年我投了两票","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f20_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","20","贴吧用户_abAt8AE","2025-09-01","河北","露米娅","哎~，是这样吗？","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f21_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","21","rank_heading","","博丽妖梦","2025-08-30","江西","秦心","第20名：秦心","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f21_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","21","玣","2025-08-31","福建","秦心","有我一票","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f21_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","21","Carefree_rat","2025-08-31","四川","秦心","楼主楼主，求下顶楼图的出处，感激不尽(o′┏▽┓｀o)","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f21_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","21","博丽妖梦","2025-08-31","江西","秦心","回复 Carefree_rat :不知道呢","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f21_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","21","Carefree_rat","2025-08-31","四川","秦心","好吧…感谢(❁´ω`❁)","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f22_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","22","rank_heading","","博丽妖梦","2025-08-31","江西","比那名居天子","第21名：比那名居天子","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f22_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","22","博鹿神王","2025-08-31","","比那名居天子","天子就是最好的😋","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f22_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","22","博鹿神王","2025-08-31","","比那名居天子","天子好","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f22_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","22","C7H14S","2025-09-01","陕西","比那名居天子","天子国门守不住了，格斗作人气第一被223摘了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f23_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","23","rank_heading","","博丽妖梦","2025-08-31","江西","多多良小伞","第二十二名：多多良小伞","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f23_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","23","🎃齿轮砸🎃","2025-09-01","北京","多多良小伞","无人在意的船之光","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f23_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","23","El-Tapato","2025-09-01","河北","多多良小伞","我说小伞王朝了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f23_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","23","贴吧用户_abAt8AE","2025-09-01","河北","多多良小伞","好哎","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f23_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","23","白绘-Palland","2025-09-01","湖北","多多良小伞","我需要更多小伞","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f24_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","24","rank_heading","","博丽妖梦","2025-08-31","江西","洩矢诹访子","第二十三名：洩矢诹访子","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f24_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","24","摸鱼小带王😇","2025-08-31","安徽","洩矢诹访子","我诹又退了😭","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f24_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","24","🎃齿轮砸🎃","2025-09-01","北京","洩矢诹访子","仔细一看青蛙在ex面里排的相当靠前","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f25_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","25","rank_heading","","博丽妖梦","2025-08-31","江西","四季映姬·夜摩仙那度","第二十四名：四季映姬·夜摩仙那度","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f25_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","25","天雨、叶河原","2025-08-31","贵州","四季映姬·夜摩仙那度","二十四季映姬","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f25_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","25","宇佐见梅莉--","2025-08-31","北京","四季映姬·夜摩仙那度","二十四季映姬","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f25_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","25","贴吧用户_JA1XS87","2025-09-01","云南","四季映姬·夜摩仙那度","铁打不动","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f25_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","25","贴吧用户_QZ62E2P","2025-09-01","四川","四季映姬·夜摩仙那度","稳如老狗","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f26_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","26","rank_heading","","博丽妖梦","2025-08-31","江西","蓬莱山辉夜","第二十五名：蓬莱山辉夜","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f26_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","26","博丽妖梦","2025-08-31","江西","蓬莱山辉夜","辉夜可爱 直接前进5","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f26_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","26","玣","2025-08-31","福建","蓬莱山辉夜","GIF也干了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f27_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","27","rank_heading","","博丽妖梦","2025-08-31","江西","纯狐","第二十六名：纯狐","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f27_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","27","哈气燐","2025-08-31","广东","纯狐","纯狐麻麻😭😭😭","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f27_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","27","千禧眼","2025-08-31","广西","纯狐","在“普遍不人气”的“10后”角色里，纯狐显得是那么特别。","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f27_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","27","摸牌神将武陆逊","2025-09-06","湖北","纯狐","新作巨头纯狐","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f28_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","28","rank_heading","","博丽妖梦","2025-08-31","江西","风见幽香","第二十七名：风见幽香","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f28_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","28","云晓椴","2025-08-31","福建","风见幽香","意外的高","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f28_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","28","贴吧用户_abAt8AE","2025-09-01","河北","风见幽香","哈","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f28_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","28","贴吧用户_a6MaR3N","2025-09-03","贵州","风见幽香","幽香掉了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f28_reply4","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","28","研中羽","2025-09-17","辽宁","风见幽香","幽香大人😭😭😭","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f30_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","30","rank_heading","","博丽妖梦","2025-08-31","江西","八意永琳","第二十八名：八意永琳","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f30_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","30","玣","2025-08-31","福建","八意永琳","师匠发力了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f31_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","31","rank_heading","","博丽妖梦","2025-08-31","江西","伊吹萃香","第二十九名：伊吹萃香","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f31_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","31","C7H14S","2025-09-01","陕西","伊吹萃香","怎么感觉兽王园里西瓜登场没让名气起来一些啊","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f31_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","31","贴吧用户_abAt8AE","2025-09-01","河北","伊吹萃香","无偶","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f31_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","31","摸牌神将武陆逊","2025-09-06","湖北","伊吹萃香","最喜欢西瓜了","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f32_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","32","rank_heading","","博丽妖梦","2025-08-31","江西","犬走椛","第三十名：犬走椛","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f32_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","32","🎃齿轮砸🎃","2025-09-01","北京","犬走椛","小狗我喜欢直接牵回家","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f32_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","32","EOH","2025-10-01","广东","犬走椛","毛茸茸","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f32_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","32","博丽妖梦","2025-10-01","江西","犬走椛","回复 EOH :可爱爱","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f33_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","33","rank_heading","","博丽妖梦","2025-08-31","江西","八云蓝","第三十一名：八云蓝","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f33_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","33","🎃齿轮砸🎃","2025-09-01","北京","八云蓝","蓝大人我喜欢直接牵回家","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f34_main","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","34","rank_heading","","博丽妖梦","2025-08-31","江西","灵乌路空","第三十二名：灵乌路空","pc_web_pagination_virtual_scroll","535为帖子全部回复数；本表每行是网页可见文本记录，禁止与票数、赞数或其他平台指标相加。","2026-08-24"
"tieba_9996937304_f34_reply1","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","34","玉米面-","2025-09-02","陕西","灵乌路空","可爱大鸟 不过掉了一名🙁","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f34_reply2","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","34","清正廉洁文","2025-09-02","湖北","灵乌路空","大笨鸟","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
"tieba_9996937304_f34_reply3","https://tieba.baidu.com/p/9996937304","2025东方project人气投票排名评价","21","535","","nested_reply","34","阳宝可爱滴捏","2025-09-12","浙江","灵乌路空","呆呆鸟可爱","pc_web_visible_nested_replies","535为帖子全部回复数；楼中楼只记录PC网页当前展开可见文本，未展开计数不等于无回复。","2026-08-24"
