alias_cn,canonical_cn,alias_type,source_character_cn_thb,source_character_jp,source_url,mapping_status,confidence,use_scope
爱塔,爱塔妮缇拉尔瓦,thbwiki_community_nickname_candidate,爱塔妮缇拉尔瓦,エタニティラルバ,https://thbwiki.cc/爱塔妮缇拉尔瓦,search_only_not_poll_normalized,low,search_vocabulary_only
爱塔妮缇拉尔瓦,爱塔妮缇拉尔瓦,thbwiki_cn_reference_name,爱塔妮缇拉尔瓦,エタニティラルバ,https://thbwiki.cc/爱塔妮缇拉尔瓦,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
爱莲,爱莲,thbwiki_cn_reference_name,爱莲,エレン,https://thbwiki.cc/爱莲,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
爷们红,藤原妹红,thbwiki_community_nickname_candidate,藤原妹红,藤原 妹紅,https://thbwiki.cc/藤原妹红,search_only_not_poll_normalized,low,search_vocabulary_only
牛妈,牛崎润美,thbwiki_community_nickname_candidate,牛崎润美,牛崎 潤美,https://thbwiki.cc/牛崎润美,search_only_not_poll_normalized,low,search_vocabulary_only
牛崎润美,牛崎润美,thbwiki_cn_reference_name,牛崎润美,牛崎 潤美,https://thbwiki.cc/牛崎润美,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
物部布都,物部布都,thbwiki_cn_reference_name,物部布都,物部 布都,https://thbwiki.cc/物部布都,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
犬走椛,犬走椛,thbwiki_cn_reference_name,犬走椛,犬走 椛,https://thbwiki.cc/犬走椛,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
狗仔文,射命丸文,thbwiki_community_nickname_candidate,射命丸文,射命丸 文,https://thbwiki.cc/射命丸文,search_only_not_poll_normalized,low,search_vocabulary_only
猫车,火焰猫燐,thbwiki_community_nickname_candidate,火焰猫燐,火焔猫 燐,https://thbwiki.cc/火焰猫燐,search_only_not_poll_normalized,low,search_vocabulary_only
猿神,孙美天,thbwiki_community_nickname_candidate,孙美天,孫 美天,https://thbwiki.cc/孙美天,search_only_not_poll_normalized,low,search_vocabulary_only
玄爷,玄爷,thbwiki_cn_reference_name,玄爷,玄爺,https://thbwiki.cc/玄爷,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
玉造大妈,玉造魅须丸,thbwiki_community_nickname_candidate,玉造魅须丸,玉造 魅須丸,https://thbwiki.cc/玉造魅须丸,search_only_not_poll_normalized,low,search_vocabulary_only
玉造魅须丸,玉造魅须丸,thbwiki_cn_reference_name,玉造魅须丸,玉造 魅須丸,https://thbwiki.cc/玉造魅须丸,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
玛艾露贝莉·赫恩,玛艾露贝莉·赫恩,thbwiki_cn_reference_name,玛艾露贝莉·赫恩,マエリベリー・ハーン,https://thbwiki.cc/玛艾露贝莉·赫恩,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
琪斯美,琪斯美,thbwiki_cn_reference_name,琪斯美,キスメ,https://thbwiki.cc/琪斯美,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
琪露诺,琪露诺,thbwiki_cn_reference_name,琪露诺,チルノ,https://thbwiki.cc/琪露诺,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
留琴,留琴,thbwiki_cn_reference_name,留琴,る～こと,https://thbwiki.cc/留琴,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
白之魔法使,舞,thbwiki_community_nickname_candidate,舞,マイ,https://thbwiki.cc/舞,search_only_not_poll_normalized,low,search_vocabulary_only
白莉莉,莉莉霍瓦特（莉莉白）,thbwiki_community_nickname_candidate,莉莉霍瓦特,リリーホワイト,https://thbwiki.cc/莉莉霍瓦特,search_only_not_poll_normalized,low,search_vocabulary_only
皇带鱼,永江衣玖,thbwiki_community_nickname_candidate,永江衣玖,永江 衣玖,https://thbwiki.cc/永江衣玖,search_only_not_poll_normalized,low,search_vocabulary_only
皮丝,克劳恩皮丝,thbwiki_community_nickname_candidate,克劳恩皮丝,クラウンピース,https://thbwiki.cc/克劳恩皮丝,search_only_not_poll_normalized,low,search_vocabulary_only
矜羯罗,矜羯罗,thbwiki_cn_reference_name,矜羯罗,矜羯羅,https://thbwiki.cc/矜羯罗,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
矢田寺成美,矢田寺成美,thbwiki_cn_reference_name,矢田寺成美,矢田寺 成美,https://thbwiki.cc/矢田寺成美,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
石狮,高丽野阿吽,thbwiki_community_nickname_candidate,高丽野阿吽,高麗野 あうん,https://thbwiki.cc/高丽野阿吽,search_only_not_poll_normalized,low,search_vocabulary_only
破坏之神,芙兰朵露·斯卡蕾特,thbwiki_community_nickname_candidate,芙兰朵露·斯卡蕾特,フランドール・スカーレット,https://thbwiki.cc/芙兰朵露·斯卡蕾特,search_only_not_poll_normalized,low,search_vocabulary_only
硅基,埴安神袿姬,thbwiki_community_nickname_candidate,埴安神袿姬,埴安神 袿姫,https://thbwiki.cc/埴安神袿姬,search_only_not_poll_normalized,low,search_vocabulary_only
神妈,八坂神奈子,thbwiki_community_nickname_candidate,八坂神奈子,八坂 神奈子,https://thbwiki.cc/八坂神奈子,search_only_not_poll_normalized,low,search_vocabulary_only
神玉,神玉,thbwiki_cn_reference_name,神玉,しんぎょく,https://thbwiki.cc/神玉,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
神绮,神绮,thbwiki_cn_reference_name,神绮,神綺,https://thbwiki.cc/神绮,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
秋姐妹,秋穰子,thbwiki_community_nickname_candidate,秋穰子,秋 穣子,https://thbwiki.cc/秋穰子,ambiguous_source_characters,low,manual_review_only
秋姐妹,秋静叶,thbwiki_community_nickname_candidate,秋静叶,秋 静葉,https://thbwiki.cc/秋静叶,ambiguous_source_characters,low,manual_review_only
秋穰子,秋穰子,thbwiki_cn_reference_name,秋穰子,秋 穣子,https://thbwiki.cc/秋穰子,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
秋静叶,秋静叶,thbwiki_cn_reference_name,秋静叶,秋 静葉,https://thbwiki.cc/秋静叶,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
秘神,摩多罗隐岐奈,thbwiki_community_nickname_candidate,摩多罗隐岐奈,摩多羅 隠岐奈,https://thbwiki.cc/摩多罗隐岐奈,search_only_not_poll_normalized,low,search_vocabulary_only
秦心,秦心,thbwiki_cn_reference_name,秦心,秦 こころ,https://thbwiki.cc/秦心,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
稀神探女,稀神探女,thbwiki_cn_reference_name,稀神探女,稀神 サグメ,https://thbwiki.cc/稀神探女,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
稗田阿求,稗田阿求,thbwiki_cn_reference_name,稗田阿求,稗田 阿求,https://thbwiki.cc/稗田阿求,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
竹取姬,蓬莱山辉夜,thbwiki_community_nickname_candidate,蓬莱山辉夜,蓬莱山 輝夜,https://thbwiki.cc/蓬莱山辉夜,search_only_not_poll_normalized,low,search_vocabulary_only
笨蛋,琪露诺,thbwiki_community_nickname_candidate,琪露诺,チルノ,https://thbwiki.cc/琪露诺,search_only_not_poll_normalized,low,search_vocabulary_only
管狐,菅牧典,thbwiki_community_nickname_candidate,菅牧典,菅牧 典,https://thbwiki.cc/菅牧典,search_only_not_poll_normalized,low,search_vocabulary_only
米斯琪,米斯蒂娅·萝蕾拉,thbwiki_community_nickname_candidate,米斯蒂娅·萝蕾拉,ミスティア・ローレライ,https://thbwiki.cc/米斯蒂娅·萝蕾拉,search_only_not_poll_normalized,low,search_vocabulary_only
米斯蒂娅·萝蕾拉,米斯蒂娅·萝蕾拉,thbwiki_cn_reference_name,米斯蒂娅·萝蕾拉,ミスティア・ローレライ,https://thbwiki.cc/米斯蒂娅·萝蕾拉,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
素果天狐,八云蓝,thbwiki_community_nickname_candidate,八云蓝,八雲 藍,https://thbwiki.cc/八云蓝,search_only_not_poll_normalized,low,search_vocabulary_only
紫妈,八云紫,thbwiki_community_nickname_candidate,八云紫,八雲 紫,https://thbwiki.cc/八云紫,search_only_not_poll_normalized,low,search_vocabulary_only
红师傅,红美铃,thbwiki_community_nickname_candidate,红美铃,紅 美鈴,https://thbwiki.cc/红美铃,search_only_not_poll_normalized,low,search_vocabulary_only
红有三,星熊勇仪,thbwiki_community_nickname_candidate,星熊勇仪,星熊 勇儀,https://thbwiki.cc/星熊勇仪,search_only_not_poll_normalized,low,search_vocabulary_only
红白,博丽灵梦,thbwiki_community_nickname_candidate,博丽灵梦,博麗 霊夢,https://thbwiki.cc/博丽灵梦,search_only_not_poll_normalized,low,search_vocabulary_only
红美铃,红美铃,thbwiki_cn_reference_name,红美铃,紅 美鈴,https://thbwiki.cc/红美铃,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
纯妈,纯狐,thbwiki_community_nickname_candidate,纯狐,純狐,https://thbwiki.cc/纯狐,search_only_not_poll_normalized,low,search_vocabulary_only
纯狐,纯狐,thbwiki_cn_reference_name,纯狐,純狐,https://thbwiki.cc/纯狐,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
统领娘,比那名居天子,thbwiki_community_nickname_candidate,比那名居天子,比那名居 天子,https://thbwiki.cc/比那名居天子,search_only_not_poll_normalized,low,search_vocabulary_only
绵月丰姬,绵月丰姬,thbwiki_cn_reference_name,绵月丰姬,綿月 豊姫,https://thbwiki.cc/绵月丰姬,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
绵月依姬,绵月依姬,thbwiki_cn_reference_name,绵月依姬,綿月 依姫,https://thbwiki.cc/绵月依姬,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
绵月姐妹,绵月丰姬,thbwiki_community_nickname_candidate,绵月丰姬,綿月 豊姫,https://thbwiki.cc/绵月丰姬,ambiguous_source_characters,low,manual_review_only
绵月姐妹,绵月依姬,thbwiki_community_nickname_candidate,绵月依姬,綿月 依姫,https://thbwiki.cc/绵月依姬,ambiguous_source_characters,low,manual_review_only
美国,克劳恩皮丝,thbwiki_community_nickname_candidate,克劳恩皮丝,クラウンピース,https://thbwiki.cc/克劳恩皮丝,search_only_not_poll_normalized,low,search_vocabulary_only
羽立,姬海棠果,thbwiki_community_nickname_candidate,姬海棠果,姫海棠 はたて,https://thbwiki.cc/姬海棠果,search_only_not_poll_normalized,low,search_vocabulary_only
老佛爷,纯狐,thbwiki_community_nickname_candidate,纯狐,純狐,https://thbwiki.cc/纯狐,search_only_not_poll_normalized,low,search_vocabulary_only
老太婆,八云紫,thbwiki_community_nickname_candidate,八云紫,八雲 紫,https://thbwiki.cc/八云紫,search_only_not_poll_normalized,low,search_vocabulary_only
老师,上白泽慧音,thbwiki_community_nickname_candidate,上白泽慧音,上白沢 慧音,https://thbwiki.cc/上白泽慧音,search_only_not_poll_normalized,low,search_vocabulary_only
老板娘,米斯蒂娅·萝蕾拉,thbwiki_community_nickname_candidate,米斯蒂娅·萝蕾拉,ミスティア・ローレライ,https://thbwiki.cc/米斯蒂娅·萝蕾拉,search_only_not_poll_normalized,low,search_vocabulary_only
老爷子,魂魄妖忌,thbwiki_community_nickname_candidate,魂魄妖忌,魂魄 妖忌,https://thbwiki.cc/魂魄妖忌,search_only_not_poll_normalized,low,search_vocabulary_only
老鼠,娜兹玲,thbwiki_community_nickname_candidate,娜兹玲,ナズーリン,https://thbwiki.cc/娜兹玲,search_only_not_poll_normalized,low,search_vocabulary_only
胡桃,胡桃,thbwiki_cn_reference_name,胡桃,くるみ,https://thbwiki.cc/胡桃,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
腹黑兔,因幡天为（因幡帝）,thbwiki_community_nickname_candidate,因幡天为,因幡 てゐ,https://thbwiki.cc/因幡天为,search_only_not_poll_normalized,low,search_vocabulary_only
舞,舞,thbwiki_cn_reference_name,舞,マイ,https://thbwiki.cc/舞,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
船长,村纱水蜜,thbwiki_community_nickname_candidate,村纱水蜜,村紗 水蜜,https://thbwiki.cc/村纱水蜜,search_only_not_poll_normalized,low,search_vocabulary_only
艾丽,艾丽,thbwiki_cn_reference_name,艾丽,エリー,https://thbwiki.cc/艾丽,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
艾伦,爱莲,thbwiki_community_nickname_candidate,爱莲,エレン,https://thbwiki.cc/爱莲,search_only_not_poll_normalized,low,search_vocabulary_only
芙兰,芙兰朵露·斯卡蕾特,thbwiki_community_nickname_candidate,芙兰朵露·斯卡蕾特,フランドール・スカーレット,https://thbwiki.cc/芙兰朵露·斯卡蕾特,search_only_not_poll_normalized,low,search_vocabulary_only
芙兰朵露·斯卡蕾特,芙兰朵露·斯卡蕾特,thbwiki_cn_reference_name,芙兰朵露·斯卡蕾特,フランドール・スカーレット,https://thbwiki.cc/芙兰朵露·斯卡蕾特,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
花妈,风见幽香,thbwiki_community_nickname_candidate,风见幽香,風見 幽香,https://thbwiki.cc/风见幽香,search_only_not_poll_normalized,low,search_vocabulary_only
苏我屠自古,苏我屠自古,thbwiki_cn_reference_name,苏我屠自古,蘇我 屠自古,https://thbwiki.cc/苏我屠自古,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
苗爷,东风谷早苗,thbwiki_community_nickname_candidate,东风谷早苗,東風谷 早苗,https://thbwiki.cc/东风谷早苗,search_only_not_poll_normalized,low,search_vocabulary_only
若鹭姬,若鹭姬,thbwiki_cn_reference_name,若鹭姬,わかさぎ姫,https://thbwiki.cc/若鹭姬,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
茄子精,豫母都日狭美,thbwiki_community_nickname_candidate,豫母都日狭美,豫母都 日狭美,https://thbwiki.cc/豫母都日狭美,search_only_not_poll_normalized,low,search_vocabulary_only
茨木华扇,茨木华扇,thbwiki_cn_reference_name,茨木华扇,茨木 華扇,https://thbwiki.cc/茨木华扇,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
草莓,冈崎梦美,thbwiki_community_nickname_candidate,冈崎梦美,岡崎 夢美,https://thbwiki.cc/冈崎梦美,search_only_not_poll_normalized,low,search_vocabulary_only
莉格露·奈特巴格,莉格露·奈特巴格,thbwiki_cn_reference_name,莉格露·奈特巴格,リグル・ナイトバグ,https://thbwiki.cc/莉格露·奈特巴格,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
莉莉,莉莉霍瓦特（莉莉白）,thbwiki_community_nickname_candidate,莉莉霍瓦特,リリーホワイト,https://thbwiki.cc/莉莉霍瓦特,search_only_not_poll_normalized,low,search_vocabulary_only
莉莉卡·普莉兹姆利巴,莉莉卡·普莉兹姆利巴,thbwiki_cn_reference_name,莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,https://thbwiki.cc/莉莉卡·普莉兹姆利巴,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
莉莉白,莉莉霍瓦特（莉莉白）,thbwiki_community_nickname_candidate,莉莉霍瓦特,リリーホワイト,https://thbwiki.cc/莉莉霍瓦特,search_only_not_poll_normalized,low,search_vocabulary_only
莉莉霍瓦特,莉莉霍瓦特（莉莉白）,thbwiki_cn_reference_name,莉莉霍瓦特,リリーホワイト,https://thbwiki.cc/莉莉霍瓦特,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
莉莉黑,莉莉霍瓦特（莉莉白）,thbwiki_community_nickname_candidate,莉莉霍瓦特,リリーホワイト,https://thbwiki.cc/莉莉霍瓦特,search_only_not_poll_normalized,low,search_vocabulary_only
莲妈,圣白莲,thbwiki_community_nickname_candidate,圣白莲,聖 白蓮,https://thbwiki.cc/圣白莲,search_only_not_poll_normalized,low,search_vocabulary_only
菅牧典,菅牧典,thbwiki_cn_reference_name,菅牧典,菅牧 典,https://thbwiki.cc/菅牧典,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
菊理,菊理,thbwiki_cn_reference_name,菊理,きくり,https://thbwiki.cc/菊理,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
萨丽爱尔,萨丽爱尔,thbwiki_cn_reference_name,萨丽爱尔,サリエル,https://thbwiki.cc/萨丽爱尔,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
萨拉,萨拉,thbwiki_cn_reference_name,萨拉,サラ,https://thbwiki.cc/萨拉,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
蓝妈,八云蓝,thbwiki_community_nickname_candidate,八云蓝,八雲 藍,https://thbwiki.cc/八云蓝,search_only_not_poll_normalized,low,search_vocabulary_only
蓬松头,爱莲,thbwiki_community_nickname_candidate,爱莲,エレン,https://thbwiki.cc/爱莲,search_only_not_poll_normalized,low,search_vocabulary_only
蓬莱山辉夜,蓬莱山辉夜,thbwiki_cn_reference_name,蓬莱山辉夜,蓬莱山 輝夜,https://thbwiki.cc/蓬莱山辉夜,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
蕾咪,蕾米莉亚·斯卡蕾特,thbwiki_community_nickname_candidate,蕾米莉亚·斯卡蕾特,レミリア・スカーレット,https://thbwiki.cc/蕾米莉亚·斯卡蕾特,search_only_not_poll_normalized,low,search_vocabulary_only
蕾拉·普莉兹姆利巴,蕾拉·普莉兹姆利巴,thbwiki_cn_reference_name,蕾拉·普莉兹姆利巴,レイラ・プリズムリバー,https://thbwiki.cc/蕾拉·普莉兹姆利巴,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
蕾米莉亚·斯卡蕾特,蕾米莉亚·斯卡蕾特,thbwiki_cn_reference_name,蕾米莉亚·斯卡蕾特,レミリア・スカーレット,https://thbwiki.cc/蕾米莉亚·斯卡蕾特,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
蕾蒂·霍瓦特洛克,蕾蒂·霍瓦特洛克,thbwiki_cn_reference_name,蕾蒂·霍瓦特洛克,レティ・ホワイトロック,https://thbwiki.cc/蕾蒂·霍瓦特洛克,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
藤原妹红,藤原妹红,thbwiki_cn_reference_name,藤原妹红,藤原 妹紅,https://thbwiki.cc/藤原妹红,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
蘑菇汤,藤原妹红,thbwiki_community_nickname_candidate,藤原妹红,藤原 妹紅,https://thbwiki.cc/藤原妹红,search_only_not_poll_normalized,low,search_vocabulary_only
蘑菇炭,藤原妹红,thbwiki_community_nickname_candidate,藤原妹红,藤原 妹紅,https://thbwiki.cc/藤原妹红,search_only_not_poll_normalized,low,search_vocabulary_only
虫子,莉格露·奈特巴格,thbwiki_community_nickname_candidate,莉格露·奈特巴格,リグル・ナイトバグ,https://thbwiki.cc/莉格露·奈特巴格,search_only_not_poll_normalized,low,search_vocabulary_only
蜘蛛,黑谷山女,thbwiki_community_nickname_candidate,黑谷山女,黒谷 ヤマメ,https://thbwiki.cc/黑谷山女,search_only_not_poll_normalized,low,search_vocabulary_only
西瓜,伊吹萃香,thbwiki_community_nickname_candidate,伊吹萃香,伊吹 萃香,https://thbwiki.cc/伊吹萃香,search_only_not_poll_normalized,low,search_vocabulary_only
西行寺幽幽子,西行寺幽幽子,thbwiki_cn_reference_name,西行寺幽幽子,西行寺 幽々子,https://thbwiki.cc/西行寺幽幽子,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
警察,小兔姬,thbwiki_community_nickname_candidate,小兔姬,小兎姫,https://thbwiki.cc/小兔姬,search_only_not_poll_normalized,low,search_vocabulary_only
豪德寺三花,豪德寺三花,thbwiki_cn_reference_name,豪德寺三花,豪徳寺 ミケ,https://thbwiki.cc/豪德寺三花,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
豫母都日狭美,豫母都日狭美,thbwiki_cn_reference_name,豫母都日狭美,豫母都 日狭美,https://thbwiki.cc/豫母都日狭美,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
赤色杀人魔,博丽灵梦,thbwiki_community_nickname_candidate,博丽灵梦,博麗 霊夢,https://thbwiki.cc/博丽灵梦,search_only_not_poll_normalized,low,search_vocabulary_only
赤蛮奇,赤蛮奇,thbwiki_cn_reference_name,赤蛮奇,赤蛮奇,https://thbwiki.cc/赤蛮奇,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
赫卡,赫卡提亚·拉碧斯拉祖利,thbwiki_community_nickname_candidate,赫卡提亚·拉碧斯拉祖利,ヘカーティア・ラピスラズリ,https://thbwiki.cc/赫卡提亚·拉碧斯拉祖利,search_only_not_poll_normalized,low,search_vocabulary_only
赫卡提亚·拉碧斯拉祖利,赫卡提亚·拉碧斯拉祖利,thbwiki_cn_reference_name,赫卡提亚·拉碧斯拉祖利,ヘカーティア・ラピスラズリ,https://thbwiki.cc/赫卡提亚·拉碧斯拉祖利,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
路牌女,卡娜·安娜贝拉尔,thbwiki_community_nickname_candidate,卡娜·安娜贝拉尔,カナ・アナベラル,https://thbwiki.cc/卡娜·安娜贝拉尔,search_only_not_poll_normalized,low,search_vocabulary_only
转转,键山雏,thbwiki_community_nickname_candidate,键山雏,鍵山 雛,https://thbwiki.cc/键山雏,search_only_not_poll_normalized,low,search_vocabulary_only
轮椅战神,摩多罗隐岐奈,thbwiki_community_nickname_candidate,摩多罗隐岐奈,摩多羅 隠岐奈,https://thbwiki.cc/摩多罗隐岐奈,search_only_not_poll_normalized,low,search_vocabulary_only
邪正人鬼,鬼人正邪,thbwiki_community_nickname_candidate,鬼人正邪,鬼人 正邪,https://thbwiki.cc/鬼人正邪,search_only_not_poll_normalized,low,search_vocabulary_only
里香,里香,thbwiki_cn_reference_name,里香,里香,https://thbwiki.cc/里香,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
铃仙·优昙华院·因幡,铃仙·优昙华院·因幡,thbwiki_cn_reference_name,铃仙·优昙华院·因幡,鈴仙・優曇華院・イナバ,https://thbwiki.cc/铃仙·优昙华院·因幡,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
铃仙二号,铃仙二号,thbwiki_community_nickname_candidate,Reisen,レイセン,https://thbwiki.cc/Reisen,search_only_not_poll_normalized,low,search_vocabulary_only
铃瑚,铃瑚,thbwiki_cn_reference_name,铃瑚,鈴瑚,https://thbwiki.cc/铃瑚,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
键山雏,键山雏,thbwiki_cn_reference_name,键山雏,鍵山 雛,https://thbwiki.cc/键山雏,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
键盘手,莉莉卡·普莉兹姆利巴,thbwiki_community_nickname_candidate,莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,https://thbwiki.cc/莉莉卡·普莉兹姆利巴,search_only_not_poll_normalized,low,search_vocabulary_only
门卫,红美铃,thbwiki_community_nickname_candidate,红美铃,紅 美鈴,https://thbwiki.cc/红美铃,ambiguous_source_characters,low,manual_review_only
门卫,艾丽,thbwiki_community_nickname_candidate,艾丽,エリー,https://thbwiki.cc/艾丽,ambiguous_source_characters,low,manual_review_only
阎萝王,四季映姬·夜摩仙那度,thbwiki_community_nickname_candidate,四季映姬·夜摩仙那度,四季映姫・ヤマザナドゥ,https://thbwiki.cc/四季映姬·夜摩仙那度,search_only_not_poll_normalized,low,search_vocabulary_only
防撞桶,本居小铃,thbwiki_community_nickname_candidate,本居小铃,本居 小鈴,https://thbwiki.cc/本居小铃,search_only_not_poll_normalized,low,search_vocabulary_only
阿典,菅牧典,thbwiki_community_nickname_candidate,菅牧典,菅牧 典,https://thbwiki.cc/菅牧典,search_only_not_poll_normalized,low,search_vocabulary_only
阿卡麟,冴月麟,thbwiki_community_nickname_candidate,冴月麟,冴月 麟,https://thbwiki.cc/冴月麟,search_only_not_poll_normalized,low,search_vocabulary_only
阿燐,火焰猫燐,thbwiki_community_nickname_candidate,火焰猫燐,火焔猫 燐,https://thbwiki.cc/火焰猫燐,search_only_not_poll_normalized,low,search_vocabulary_only
阿空,灵乌路空,thbwiki_community_nickname_candidate,灵乌路空,霊烏路 空,https://thbwiki.cc/灵乌路空,search_only_not_poll_normalized,low,search_vocabulary_only
阿龙,饭纲丸龙,thbwiki_community_nickname_candidate,饭纲丸龙,飯綱丸 龍,https://thbwiki.cc/饭纲丸龙,search_only_not_poll_normalized,low,search_vocabulary_only
雪,雪,thbwiki_cn_reference_name,雪,ユキ,https://thbwiki.cc/雪,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
雾雨魔理沙,雾雨魔理沙,thbwiki_cn_reference_name,雾雨魔理沙,霧雨 魔理沙,https://thbwiki.cc/雾雨魔理沙,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
霍青娥,霍青娥,thbwiki_cn_reference_name,霍青娥,霍 青娥,https://thbwiki.cc/霍青娥,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
露娜切露德,露娜切露德,thbwiki_cn_reference_name,露娜切露德,ルナチャイルド,https://thbwiki.cc/露娜切露德,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
露娜萨·普莉兹姆利巴,露娜萨·普莉兹姆利巴,thbwiki_cn_reference_name,露娜萨·普莉兹姆利巴,ルナサ・プリズムリバー,https://thbwiki.cc/露娜萨·普莉兹姆利巴,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
露易兹,露易兹,thbwiki_cn_reference_name,露易兹,ルイズ,https://thbwiki.cc/露易兹,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
露米娅,露米娅,thbwiki_cn_reference_name,露米娅,ルーミア,https://thbwiki.cc/露米娅,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
青娥娘娘,霍青娥,thbwiki_community_nickname_candidate,霍青娥,霍 青娥,https://thbwiki.cc/霍青娥,search_only_not_poll_normalized,low,search_vocabulary_only
青蛙子,洩矢诹访子,thbwiki_community_nickname_candidate,洩矢诹访子,洩矢 諏訪子,https://thbwiki.cc/洩矢诹访子,search_only_not_poll_normalized,low,search_vocabulary_only
风见幽香,风见幽香,thbwiki_cn_reference_name,风见幽香,風見 幽香,https://thbwiki.cc/风见幽香,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
饕餮尤魔,饕餮尤魔,thbwiki_cn_reference_name,饕餮尤魔,饕餮 尤魔,https://thbwiki.cc/饕餮尤魔,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
饭纲丸龙,饭纲丸龙,thbwiki_cn_reference_name,饭纲丸龙,飯綱丸 龍,https://thbwiki.cc/饭纲丸龙,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
香草,帕秋莉·诺蕾姬,thbwiki_community_nickname_candidate,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,https://thbwiki.cc/帕秋莉·诺蕾姬,search_only_not_poll_normalized,low,search_vocabulary_only
香霖,森近霖之助,thbwiki_community_nickname_candidate,森近霖之助,森近 霖之助,https://thbwiki.cc/森近霖之助,search_only_not_poll_normalized,low,search_vocabulary_only
驹草大夫,驹草山如,thbwiki_community_nickname_candidate,驹草山如,駒草 山如,https://thbwiki.cc/驹草山如,search_only_not_poll_normalized,low,search_vocabulary_only
驹草山如,驹草山如,thbwiki_cn_reference_name,驹草山如,駒草 山如,https://thbwiki.cc/驹草山如,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
骊驹早鬼,骊驹早鬼,thbwiki_cn_reference_name,骊驹早鬼,驪駒 早鬼,https://thbwiki.cc/骊驹早鬼,matched_fun_by_jp_or_cn,high,poll_normalization_and_search
骚灵三妹,莉莉卡·普莉兹姆利巴,thbwiki_community_nickname_candidate,莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,https://thbwiki.cc/莉莉卡·普莉兹姆利巴,search_only_not_poll_normalized,low,search_vocabulary_only
