character_cn,character_jp,round21_rank,first_appearance,official_identity,official_ability,canon_meme_material,derivative_misread_risk,thbwiki_url,access_status,verification_date,source_note,verification_status,research_scope
苏我屠自古,蘇我 屠自古,88,东方神灵庙,神明后裔的亡灵,,,,https://thbwiki.cc/苏我屠自古,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
奥野田美宵,奥野田 美宵,89,东方醉蝶华,鲵吞亭的店花,,,,https://thbwiki.cc/奥野田美宵,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
冈崎梦美,岡崎 夢美,90,东方梦时空,天才物理教授,,,,https://thbwiki.cc/冈崎梦美,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
宫出口瑞灵,宮出口瑞霊,91,东方智灵奇传,官方出版物中的新角色；智灵奇传相关身份与支援活动,,,Top100与支援目标属于社区动员记录，不应当作官方人气或票数代理,https://thbwiki.cc/宫出口瑞灵,alternate_site_verified,2026-08-23,备用站角色页,verified,included
堀川雷鼓,堀川 雷鼓,92,东方辉针城,梦幻的打击乐手,,,,https://thbwiki.cc/堀川雷鼓,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
梅蒂欣·梅兰可莉,メディスン・メランコリー,93,东方花映塚,有害健康的人偶,,,,https://thbwiki.cc/梅蒂欣·梅兰可莉,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
绵月依姬,綿月 依姫,94,东方儚月抄 ～ Cage in Lunatic Runagate.,神灵附体的月之公主,,,,https://thbwiki.cc/绵月依姬,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
高丽野阿吽,高麗野あうん,95,东方天空璋,醉心神佛的守护神兽,,,,https://thbwiki.cc/高丽野阿吽,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
豫母都日狭美,豫母都 日狭美,96,东方兽王园,黄泉管理者/兽王园角色；与死后世界和转生主题相连,,,家政妇、跟踪狂、痴女等二创标签不能覆盖官方全部形象,https://thbwiki.cc/豫母都日狭美,alternate_site_verified,2026-08-23,备用站角色页,verified,included
露娜切露德,ルナチャイルド,97,东方三月精 ～ Eastern and Little Nature Deity.,静谧的月光,,,,https://thbwiki.cc/露娜切露德,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
宫古芳香,宮古 芳香,98,东方神灵庙,忠诚的尸体,,,,https://thbwiki.cc/宫古芳香,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
若鹭姬,わかさぎ姫,99,东方辉针城,栖息于淡水的人鱼,,,,https://thbwiki.cc/若鹭姬,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
蕾蒂·霍瓦特洛克,レティ・ホワイトロック,100,东方妖妖梦,冬之妖怪,,,,https://thbwiki.cc/蕾蒂·霍瓦特洛克,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
妖精（女仆妖精、向日葵妖精等）,妖精（メイド妖精・ひまわり妖精 他）,101,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
姬虫百百世,姫虫 百々世,102,东方虹龙洞,漆黑的噬龙者,,,,https://thbwiki.cc/姬虫百百世,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
露娜萨·普莉兹姆利巴,ルナサ・プリズムリバー,103,东方妖妖梦,骚灵提琴手,,,,https://thbwiki.cc/露娜萨·普莉兹姆利巴,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
日白残无,日白 残無,103,东方兽王园,黄泉相关新作角色；兽王园登场与官方对话构成主要一设来源,,,新角色热度常被误判为新人票；角色曲和商业二创曝光不等于投票转化,https://thbwiki.cc/日白残无,alternate_site_verified,2026-08-23,备用站角色页,verified,included
先代巫女,先代巫女,105,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
秋穰子,秋 穣子,106,东方风神录,丰裕与收成的象征,,,,https://thbwiki.cc/秋穰子,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
秋静叶,秋 静葉,107,东方风神录,寂寞与终结的象征,,,,https://thbwiki.cc/秋静叶,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
梦月,夢月,108,东方幻想乡,最凶最恶的Boss之妹,,,,https://thbwiki.cc/梦月,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
寅丸星,寅丸 星,109,东方星莲船,毘沙门天的弟子,,,,https://thbwiki.cc/寅丸星,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
幽谷响子,幽谷 響子,110,东方神灵庙,诵经的山彦,,,,https://thbwiki.cc/幽谷响子,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
天火人血枪,天火人 ちやり,111,东方兽王园,污秽的有机怪物,,,,https://thbwiki.cc/天火人血枪,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
骊驹早鬼,驪駒 早鬼,112,东方鬼形兽,劲牙组组长,,,,https://thbwiki.cc/骊驹早鬼,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
黑谷山女,黒谷 ヤマメ,113,东方地灵殿,昏暗洞窟中明亮的网,,,,https://thbwiki.cc/黑谷山女,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
斯塔萨菲雅,スターサファイア,114,东方三月精 ～ Eastern and Little Nature Deity.,倾泻的星光,,,,https://thbwiki.cc/斯塔萨菲雅,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
蓬莱人形封面的少女（夹克子）,蓬莱人形ジャケットイラストの娘,115,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
桑尼米尔克,サニーミルク,116,东方三月精 ～ Eastern and Little Nature Deity.,顽皮的日光,,,,https://thbwiki.cc/桑尼米尔克,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
清兰,清蘭,117,东方绀珠传,浅葱色的Eagle Rabbit,,,,https://thbwiki.cc/清兰,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
云居一轮,雲居 一輪,118,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
冴月麟,C62サークルカットの娘,119,东方红魔乡,《东方红魔乡》未实装角色,,,,https://thbwiki.cc/冴月麟,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
杖刀偶磨弓,杖刀偶 磨弓,120,东方鬼形兽,埴轮造物与埴安神袿姬阵营；五面Boss,,,忠诚、怕妖梦、机器人/ASMR等二创可能压过阵营与设定语境,https://thbwiki.cc/杖刀偶磨弓,alternate_site_verified,2026-08-23,备用站角色页,verified,included
豪德寺三花,豪徳寺 ミケ,121,东方虹龙洞,生意兴隆的吉祥物,,,,https://thbwiki.cc/豪德寺三花,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
卡娜·安娜贝拉尔,カナ・アナベラル,122,东方梦时空,失去梦的少女骚灵,,,,https://thbwiki.cc/卡娜·安娜贝拉尔,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
丁礼田舞,丁礼田舞,123,东方天空璋,过于危险的背景舞者,,,,https://thbwiki.cc/丁礼田舞,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
九十九弁弁,九十九 弁々,124,东方辉针城,古旧的琴的付丧神,,,,https://thbwiki.cc/九十九弁弁,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
梅露兰·普莉兹姆利巴,メルラン・プリズムリバー,125,东方妖妖梦,骚灵小号手,,,,https://thbwiki.cc/梅露兰·普莉兹姆利巴,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
爱丽丝的人偶（上海、蓬莱、大江户等）,アリスの人形（上海、蓬莱、大江戸 他）,126,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
爱塔妮缇拉尔瓦,エタニティラルバ,127,东方天空璋,接近神的蝴蝶妖精,,,,https://thbwiki.cc/爱塔妮缇拉尔瓦,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
三头慧之子,三頭 慧ノ子,128,东方兽王园,死寂的刻耳柏洛斯,,,,https://thbwiki.cc/三头慧之子,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
尔子田里乃,爾子田里乃,129,东方天空璋,过于危险的背景舞者,,,,https://thbwiki.cc/尔子田里乃,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
胡桃,くるみ,130,东方幻想乡,吸血少女,,,,https://thbwiki.cc/胡桃,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
影华扇（断善修恶的怪臂 - 茨木童子之臂）,影華扇（断善修悪の怪腕 - 茨木童子の腕）,131,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,132,东方妖妖梦,骚灵键盘手,,,,https://thbwiki.cc/莉莉卡·普莉兹姆利巴,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
封兽魑魅,封獣 チミ,133,东方锦上京,原形不明的反骨妖兽,,,,https://thbwiki.cc/封兽魑魅,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
无名的读书妖怪（朱鹭子）,名無しの本読み妖怪,134,东方香霖堂,无名的读书妖怪,,,,https://thbwiki.cc/无名的读书妖怪,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
梦子,夢子,135,东方怪绮谈,最强的魔界人，神绮的护卫（女仆）,,,,https://thbwiki.cc/梦子,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
孙美天,孫 美天,136,东方兽王园,小小圣域的大圣,,,,https://thbwiki.cc/孙美天,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
铃瑚,鈴瑚,137,东方绀珠传,橘色的Eagle Rabbit,,,,https://thbwiki.cc/铃瑚,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
铃仙二号,レイセン,138,东方儚月抄 ～ Cage in Lunatic Runagate.,继任的Reisen,,,,https://thbwiki.cc/Reisen,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
北白河千百合,北白河 ちゆり,139,东方梦时空,冈崎梦美的助理,,,,https://thbwiki.cc/北白河千百合,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
易者,易者,140,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
坂田合欢,坂田ネムノ,141,东方天空璋,跨越浮世门关的山姥,,,,https://thbwiki.cc/坂田合欢,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
萨丽爱尔,サリエル,142,东方灵异传,死之天使,,,,https://thbwiki.cc/萨丽爱尔,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
矢田寺成美,矢田寺成美,143,东方天空璋,垂迹于森林的魔法地藏,,,,https://thbwiki.cc/矢田寺成美,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
九十九八桥,九十九 八橋,144,东方辉针城,古旧琵琶的付丧神,,,,https://thbwiki.cc/九十九八桥,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
戎璎花,戎 瓔花,145,东方鬼形兽,河原的水子偶像,,,,https://thbwiki.cc/戎璎花,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
山城高岭,山城 たかね,146,东方虹龙洞,深山的经商妖怪,,,,https://thbwiki.cc/山城高岭,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
爱莲,エレン,147,东方梦时空,勤奋工作并梦想着恋爱的魔女,,,,https://thbwiki.cc/爱莲,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
玉造魅须丸,玉造 魅須丸,148,东方虹龙洞,真正的勾玉匠人,,,,https://thbwiki.cc/玉造魅须丸,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
艾丽,エリー,149,东方幻想乡,梦幻馆的守门人,,,,https://thbwiki.cc/艾丽,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
依莉斯,エリス,150,东方灵异传,天真的恶魔,,,,https://thbwiki.cc/依莉斯,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
琪斯美,キスメ,151,东方地灵殿,可怕的水井妖怪,,,,https://thbwiki.cc/琪斯美,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
驹草山如,駒草 山如,152,东方虹龙洞,栖息于高地的山女郎,,,,https://thbwiki.cc/驹草山如,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
舞,マイ,153,东方怪绮谈,魔界的白色魔法使,,,,https://thbwiki.cc/舞,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
矜羯罗,コンガラ,154,东方灵异传,星幽剑士,,,,https://thbwiki.cc/矜羯罗,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
魂魄妖忌,魂魄 妖忌,155,东方妖妖梦,白玉楼前任园艺师,,,,https://thbwiki.cc/魂魄妖忌,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
雪,ユキ,156,东方怪绮谈,魔界的黑色魔法使,,,,https://thbwiki.cc/雪,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
留琴,るーこと,157,东方梦时空,冈崎梦美送给灵梦的万能机器人女仆,,,,https://thbwiki.cc/留琴,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
蓬莱人形碟面的少女（Label子）,蓬莱人形レーベルイラストの娘,158,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
牛崎润美,牛崎 潤美,159,东方鬼形兽,古代鱼的携子护卫,,,,https://thbwiki.cc/牛崎润美,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
小兔姬,小兎姫,160,东方梦时空,在弹幕中梦见美的公主,,,,https://thbwiki.cc/小兔姬,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
奥莲姬,オレンジ,161,东方幻想乡,“一般路过”的杂鱼,,,,https://thbwiki.cc/奥莲姬,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
明罗,明羅,162,东方封魔录,一位想取得博丽之力的武士,,,,https://thbwiki.cc/明罗,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
尘塚姥芽,塵塚 ウバメ,163,东方锦上京,圣域的山姥之长,,,,https://thbwiki.cc/尘塚姥芽,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
里香,里香,164,东方封魔录,天才工程师,,,,https://thbwiki.cc/里香,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
朝仓理香子,朝倉 理香子,165,东方梦时空,寻找梦想的科学的魔法使,,,,https://thbwiki.cc/朝仓理香子,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
抗抑郁药大叔（长相酷似周杰伦的村民）,抗鬱薬おじさん,166,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
幽幻魔眼,ユウゲンマガン,167,东方灵异传,邪恶之眼,,,,https://thbwiki.cc/幽幻魔眼,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
云山,雲山,168,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
玄爷,玄爺,169,东方封魔录,神社的乌龟,,,,https://thbwiki.cc/玄爷,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
神玉,シンギョク,170,东方灵异传,神社的守门人,,,,https://thbwiki.cc/神玉,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
飞碟（红、蓝、绿、其他）,UFO（赤・青・緑、その他）,171,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
蕾拉·普莉兹姆利巴,レイラ・プリズムリバー,171,东方妖妖梦,普莉兹姆利巴家的四妹,,,,https://thbwiki.cc/蕾拉·普莉兹姆利巴,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
毛玉,毛玉,173,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
水獭灵,カワウソ霊,174,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
大鲶鱼,大ナマズ,174,东方绯想天,地震的源头,,,,https://thbwiki.cc/大鲶鱼,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
露易兹,ルイズ,176,东方怪绮谈,魔界一般路过魔界民,,,,https://thbwiki.cc/露易兹,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
旧作的无名道中Boss,旧作名無し中ボス,177,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
萨拉,サラ,178,东方怪绮谈,魔界的守门人,,,,https://thbwiki.cc/萨拉,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
野槌,ツチノコ,179,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
核热造神非想天则,核熱造神ヒソウテンソク,180,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
菊理,キクリ,181,东方灵异传,地狱之月,,,,https://thbwiki.cc/菊理,list_indexed_needs_primary_review,2026-08-24,THBWiki官方角色列表基础索引；列表的收录标准仅代表THBWiki，不代表官方意见；身份/称号仍待逐角色一设来源复核。,basic_index_only,included
鲵吞亭的常客,鯢呑亭の常連,182,,,,,,,out_of_scope_no_thbwiki_index,,第21回候选表中存在，但未命中THBWiki官方角色列表或已核实角色页；按本研究口径不再补一设、别名、梗或社群资料。,out_of_scope_no_thbwiki_index,excluded
