round,rank,character_cn,vote_count,primary_count,primary_rate,weighted_score,vote_share,primary_share,male_count,male_rate,female_count,female_rate,source_path,source_sheet
9,189,尼西号,1,0,0,1,0.0001,0,0,0,1,1,TouhouVote_cn.xlsx,9
9,189,Flower～战车,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,玛○奇,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,萨拉,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,月夜见,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,伊豆能卖,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,瑞江浦岛子,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,前鬼 / 后鬼,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,运松翁,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,烟烟罗,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,稻荷大人,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,白仙和尚,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,怨灵,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,地精,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,马凭,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,竹扫帚付丧神,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,杀死大老爷的侍童,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,兜风四人组,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,导航,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,189,袈裟罗婆娑罗,1,0,0,1,0.0001,0,1,1,0,0,TouhouVote_cn.xlsx,9
9,210,八尺大人,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,天照大御神,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,石凝老命,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,天宇受卖命,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,火雷神,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,雷兽（务光）,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,久米 / 竿打,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,水鬼鬼神长,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,人面犬,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,邪龙,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,沓颊,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,怨灵少女,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,佑天上人,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,野铁炮,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,盐家老板,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,大老爷,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,百鬼夜行绘卷妖怪（黑鬼）,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,卖脚婆,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,饿神,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
9,210,睡鼠,0,0,0,0,0,0,0,0,0,0,TouhouVote_cn.xlsx,9
10,1,博丽灵梦,9732,1426,0.1465,11158,0.4138,0.072,8297,0.8525,1435,0.1475,TouhouVote_cn.xlsx,10
10,2,雾雨魔理沙,8678,1250,0.144,9928,0.369,0.0631,7325,0.8441,1353,0.1559,TouhouVote_cn.xlsx,10
10,3,古明地恋,7141,1560,0.2185,8701,0.3036,0.0787,6120,0.857,1021,0.143,TouhouVote_cn.xlsx,10
10,4,芙兰朵露·斯卡蕾特,5490,760,0.1384,6250,0.2334,0.0384,4657,0.8483,833,0.1517,TouhouVote_cn.xlsx,10
10,5,十六夜咲夜,5443,926,0.1701,6369,0.2314,0.0467,4599,0.8449,844,0.1551,TouhouVote_cn.xlsx,10
10,6,蕾米莉亚·斯卡蕾特,5042,536,0.1063,5578,0.2144,0.0271,4388,0.8703,654,0.1297,TouhouVote_cn.xlsx,10
10,7,古明地觉,4618,644,0.1395,5262,0.1964,0.0325,4001,0.8664,617,0.1336,TouhouVote_cn.xlsx,10
10,8,魂魄妖梦,4310,665,0.1543,4975,0.1833,0.0336,3837,0.8903,473,0.1097,TouhouVote_cn.xlsx,10
10,9,东风谷早苗,4046,564,0.1394,4610,0.172,0.0285,3550,0.8774,496,0.1226,TouhouVote_cn.xlsx,10
10,10,琪露诺,3942,584,0.1481,4526,0.1676,0.0295,3426,0.8691,516,0.1309,TouhouVote_cn.xlsx,10
10,11,西行寺幽幽子,3717,604,0.1625,4321,0.158,0.0305,3105,0.8354,612,0.1646,TouhouVote_cn.xlsx,10
10,12,射命丸文,3668,556,0.1516,4224,0.156,0.0281,3220,0.8779,448,0.1221,TouhouVote_cn.xlsx,10
10,13,爱丽丝·玛格特洛依德,3616,470,0.13,4086,0.1538,0.0237,3065,0.8476,551,0.1524,TouhouVote_cn.xlsx,10
10,14,八云紫,3441,397,0.1154,3838,0.1463,0.02,2844,0.8265,597,0.1735,TouhouVote_cn.xlsx,10
10,15,铃仙·优昙华院·因幡,3433,421,0.1226,3854,0.146,0.0213,3003,0.8747,430,0.1253,TouhouVote_cn.xlsx,10
10,16,藤原妹红,3346,476,0.1423,3822,0.1423,0.024,2659,0.7947,687,0.2053,TouhouVote_cn.xlsx,10
10,17,比那名居天子,3318,544,0.164,3862,0.1411,0.0275,2975,0.8966,343,0.1034,TouhouVote_cn.xlsx,10
10,18,帕秋莉·诺蕾姬,2961,323,0.1091,3284,0.1259,0.0163,2560,0.8646,401,0.1354,TouhouVote_cn.xlsx,10
10,19,秦心,2789,289,0.1036,3078,0.1186,0.0146,2481,0.8896,308,0.1104,TouhouVote_cn.xlsx,10
10,20,纯狐,2547,267,0.1048,2814,0.1083,0.0135,2127,0.8351,420,0.1649,TouhouVote_cn.xlsx,10
10,21,蓬莱山辉夜,2240,255,0.1138,2495,0.0952,0.0129,1814,0.8098,426,0.1902,TouhouVote_cn.xlsx,10
10,22,依神紫苑,2145,253,0.1179,2398,0.0912,0.0128,1912,0.8914,233,0.1086,TouhouVote_cn.xlsx,10
10,23,红美铃,2027,223,0.11,2250,0.0862,0.0113,1699,0.8382,328,0.1618,TouhouVote_cn.xlsx,10
10,24,伊吹萃香,1969,240,0.1219,2209,0.0837,0.0121,1758,0.8928,211,0.1072,TouhouVote_cn.xlsx,10
10,25,四季映姬·夜摩仙那度,1910,253,0.1325,2163,0.0812,0.0128,1630,0.8534,280,0.1466,TouhouVote_cn.xlsx,10
10,26,风见幽香,1907,282,0.1479,2189,0.0811,0.0142,1603,0.8406,304,0.1594,TouhouVote_cn.xlsx,10
10,27,多多良小伞,1888,224,0.1186,2112,0.0803,0.0113,1746,0.9248,142,0.0752,TouhouVote_cn.xlsx,10
10,28,键山雏,1658,230,0.1387,1888,0.0705,0.0116,1411,0.851,247,0.149,TouhouVote_cn.xlsx,10
10,28,宇佐见莲子,1658,143,0.0862,1801,0.0705,0.0072,1368,0.8251,290,0.1749,TouhouVote_cn.xlsx,10
10,30,摩多罗隐岐奈,1596,194,0.1216,1790,0.0679,0.0098,1263,0.7914,333,0.2086,TouhouVote_cn.xlsx,10
10,31,洩矢诹访子,1541,171,0.111,1712,0.0655,0.0086,1323,0.8585,218,0.1415,TouhouVote_cn.xlsx,10
10,32,鬼人正邪,1409,218,0.1547,1627,0.0599,0.011,1199,0.851,210,0.149,TouhouVote_cn.xlsx,10
10,33,露米娅,1374,117,0.0852,1491,0.0584,0.0059,1222,0.8894,152,0.1106,TouhouVote_cn.xlsx,10
10,34,稀神探女,1348,146,0.1083,1494,0.0573,0.0074,1134,0.8412,214,0.1588,TouhouVote_cn.xlsx,10
10,35,丰聪耳神子,1284,194,0.1511,1478,0.0546,0.0098,936,0.729,348,0.271,TouhouVote_cn.xlsx,10
10,36,玛艾露贝莉·赫恩,1258,61,0.0485,1319,0.0535,0.0031,1029,0.818,229,0.182,TouhouVote_cn.xlsx,10
10,37,米斯蒂娅·萝蕾拉,1184,96,0.0811,1280,0.0503,0.0048,1098,0.9274,86,0.0726,TouhouVote_cn.xlsx,10
10,38,茨木华扇,1076,109,0.1013,1185,0.0458,0.0055,969,0.9006,107,0.0994,TouhouVote_cn.xlsx,10
10,39,灵乌路空,1035,138,0.1333,1173,0.044,0.007,887,0.857,148,0.143,TouhouVote_cn.xlsx,10
10,39,埴安神袿姬,1035,82,0.0792,1117,0.044,0.0041,842,0.8135,193,0.1865,TouhouVote_cn.xlsx,10
10,41,天弓千亦,1020,94,0.0922,1114,0.0434,0.0047,850,0.8333,170,0.1667,TouhouVote_cn.xlsx,10
10,41,本居小铃,1020,70,0.0686,1090,0.0434,0.0035,913,0.8951,107,0.1049,TouhouVote_cn.xlsx,10
10,43,稗田阿求,1013,80,0.079,1093,0.0431,0.004,879,0.8677,134,0.1323,TouhouVote_cn.xlsx,10
10,44,上白泽慧音,921,75,0.0814,996,0.0392,0.0038,718,0.7796,203,0.2204,TouhouVote_cn.xlsx,10
10,45,圣白莲,919,78,0.0849,997,0.0391,0.0039,738,0.803,181,0.197,TouhouVote_cn.xlsx,10
10,46,水桥帕露西,916,114,0.1245,1030,0.0389,0.0058,726,0.7926,190,0.2074,TouhouVote_cn.xlsx,10
10,47,火焰猫燐,886,75,0.0847,961,0.0377,0.0038,766,0.8646,120,0.1354,TouhouVote_cn.xlsx,10
10,48,八云蓝,880,71,0.0807,951,0.0374,0.0036,750,0.8523,130,0.1477,TouhouVote_cn.xlsx,10
10,49,八意永琳,841,66,0.0785,907,0.0358,0.0033,658,0.7824,183,0.2176,TouhouVote_cn.xlsx,10
10,50,大妖精,807,33,0.0409,840,0.0343,0.0017,706,0.8748,101,0.1252,TouhouVote_cn.xlsx,10
10,51,犬走椛,793,94,0.1185,887,0.0337,0.0047,706,0.8903,87,0.1097,TouhouVote_cn.xlsx,10
10,52,吉吊八千慧,771,52,0.0674,823,0.0328,0.0026,575,0.7458,196,0.2542,TouhouVote_cn.xlsx,10
10,53,莉莉霍瓦特（莉莉白）,757,91,0.1202,848,0.0322,0.0046,693,0.9155,64,0.0845,TouhouVote_cn.xlsx,10
10,54,哆来咪·苏伊特,753,86,0.1142,839,0.032,0.0043,623,0.8274,130,0.1726,TouhouVote_cn.xlsx,10
10,55,少名针妙丸,735,64,0.0871,799,0.0313,0.0032,639,0.8694,96,0.1306,TouhouVote_cn.xlsx,10
10,56,赫卡提亚·拉碧斯拉祖利,731,34,0.0465,765,0.0311,0.0017,603,0.8249,128,0.1751,TouhouVote_cn.xlsx,10
10,57,河城荷取,660,73,0.1106,733,0.0281,0.0037,556,0.8424,104,0.1576,TouhouVote_cn.xlsx,10
10,58,小恶魔,657,49,0.0746,706,0.0279,0.0025,579,0.8813,78,0.1187,TouhouVote_cn.xlsx,10
10,59,魅魔,643,35,0.0544,678,0.0273,0.0018,518,0.8056,125,0.1944,TouhouVote_cn.xlsx,10
10,60,封兽鵺,637,71,0.1115,708,0.0271,0.0036,532,0.8352,105,0.1648,TouhouVote_cn.xlsx,10
10,61,霍青娥,603,48,0.0796,651,0.0256,0.0024,429,0.7114,174,0.2886,TouhouVote_cn.xlsx,10
10,62,森近霖之助,593,59,0.0995,652,0.0252,0.003,528,0.8904,65,0.1096,TouhouVote_cn.xlsx,10
10,63,因幡天为（因幡帝）,591,34,0.0575,625,0.0251,0.0017,504,0.8528,87,0.1472,TouhouVote_cn.xlsx,10
10,64,克劳恩皮丝,582,38,0.0653,620,0.0247,0.0019,517,0.8883,65,0.1117,TouhouVote_cn.xlsx,10
10,65,豪德寺三花,568,16,0.0282,584,0.0242,0.0008,476,0.838,92,0.162,TouhouVote_cn.xlsx,10
10,66,宇佐见堇子,562,56,0.0996,618,0.0239,0.0028,425,0.7562,137,0.2438,TouhouVote_cn.xlsx,10
10,67,赤蛮奇,547,74,0.1353,621,0.0233,0.0037,477,0.872,70,0.128,TouhouVote_cn.xlsx,10
10,68,橙,545,30,0.055,575,0.0232,0.0015,465,0.8532,80,0.1468,TouhouVote_cn.xlsx,10
10,69,神绮,540,25,0.0463,565,0.023,0.0013,470,0.8704,70,0.1296,TouhouVote_cn.xlsx,10
10,70,八坂神奈子,530,36,0.0679,566,0.0225,0.0018,416,0.7849,114,0.2151,TouhouVote_cn.xlsx,10
10,71,菅牧典,524,18,0.0344,542,0.0223,0.0009,426,0.813,98,0.187,TouhouVote_cn.xlsx,10
10,72,物部布都,502,48,0.0956,550,0.0213,0.0024,353,0.7032,149,0.2968,TouhouVote_cn.xlsx,10
10,73,永江衣玖,488,59,0.1209,547,0.0208,0.003,428,0.877,60,0.123,TouhouVote_cn.xlsx,10
10,74,姬虫百百世,470,31,0.066,501,0.02,0.0016,370,0.7872,100,0.2128,TouhouVote_cn.xlsx,10
10,74,奥野田美宵,470,8,0.017,478,0.02,0.0004,423,0.9,47,0.1,TouhouVote_cn.xlsx,10
10,76,堀川雷鼓,461,41,0.0889,502,0.0196,0.0021,357,0.7744,104,0.2256,TouhouVote_cn.xlsx,10
10,76,饕餮尤魔,461,12,0.026,473,0.0196,0.0006,366,0.7939,95,0.2061,TouhouVote_cn.xlsx,10
10,78,饭纲丸龙,459,8,0.0174,467,0.0195,0.0004,352,0.7669,107,0.2331,TouhouVote_cn.xlsx,10
10,79,冈崎梦美,449,31,0.069,480,0.0191,0.0016,354,0.7884,95,0.2116,TouhouVote_cn.xlsx,10
10,80,庭渡久侘歌,443,23,0.0519,466,0.0188,0.0012,367,0.8284,76,0.1716,TouhouVote_cn.xlsx,10
10,81,冴月麟,422,55,0.1303,477,0.0179,0.0028,357,0.846,65,0.154,TouhouVote_cn.xlsx,10
10,82,村纱水蜜,417,50,0.1199,467,0.0177,0.0025,284,0.6811,133,0.3189,TouhouVote_cn.xlsx,10
10,83,露娜切露德,401,19,0.0474,420,0.0171,0.001,367,0.9152,34,0.0848,TouhouVote_cn.xlsx,10
10,84,斯塔萨菲雅,382,15,0.0393,397,0.0162,0.0008,349,0.9136,33,0.0864,TouhouVote_cn.xlsx,10
10,85,姬海棠果,338,26,0.0769,364,0.0144,0.0013,271,0.8018,67,0.1982,TouhouVote_cn.xlsx,10
10,86,依神女苑,335,16,0.0478,351,0.0142,0.0008,253,0.7552,82,0.2448,TouhouVote_cn.xlsx,10
10,87,戎璎花,327,11,0.0336,338,0.0139,0.0006,247,0.7554,80,0.2446,TouhouVote_cn.xlsx,10
10,88,小野塚小町,316,16,0.0506,332,0.0134,0.0008,262,0.8291,54,0.1709,TouhouVote_cn.xlsx,10
10,89,秋穰子,310,22,0.071,332,0.0132,0.0011,283,0.9129,27,0.0871,TouhouVote_cn.xlsx,10
10,90,二岩猯藏,306,35,0.1144,341,0.013,0.0018,213,0.6961,93,0.3039,TouhouVote_cn.xlsx,10
10,91,今泉影狼,290,23,0.0793,313,0.0123,0.0012,266,0.9172,24,0.0828,TouhouVote_cn.xlsx,10
10,92,娜兹玲,286,27,0.0944,313,0.0122,0.0014,225,0.7867,61,0.2133,TouhouVote_cn.xlsx,10
10,93,桑尼米尔克,275,17,0.0618,292,0.0117,0.0009,257,0.9345,18,0.0655,TouhouVote_cn.xlsx,10
10,94,幽谷响子,267,15,0.0562,282,0.0114,0.0008,238,0.8914,29,0.1086,TouhouVote_cn.xlsx,10
10,95,秋静叶,264,14,0.053,278,0.0112,0.0007,234,0.8864,30,0.1136,TouhouVote_cn.xlsx,10
10,96,九十九弁弁,248,19,0.0766,267,0.0105,0.001,216,0.871,32,0.129,TouhouVote_cn.xlsx,10
10,97,星熊勇仪,234,7,0.0299,241,0.0099,0.0004,178,0.7607,56,0.2393,TouhouVote_cn.xlsx,10
10,98,梅蒂欣·梅兰可莉,233,22,0.0944,255,0.0099,0.0011,186,0.7983,47,0.2017,TouhouVote_cn.xlsx,10
10,99,绵月依姬,225,15,0.0667,240,0.0096,0.0008,175,0.7778,50,0.2222,TouhouVote_cn.xlsx,10
10,100,若鹭姬,210,23,0.1095,233,0.0089,0.0012,170,0.8095,40,0.1905,TouhouVote_cn.xlsx,10
10,101,占卜师（易者）,205,17,0.0829,222,0.0087,0.0009,191,0.9317,14,0.0683,TouhouVote_cn.xlsx,10
10,102,清兰,199,10,0.0503,209,0.0085,0.0005,164,0.8241,35,0.1759,TouhouVote_cn.xlsx,10
10,103,宫古芳香,198,20,0.101,218,0.0084,0.001,141,0.7121,57,0.2879,TouhouVote_cn.xlsx,10
10,103,绵月丰姬,198,10,0.0505,208,0.0084,0.0005,152,0.7677,46,0.2323,TouhouVote_cn.xlsx,10
10,105,杖刀偶磨弓,194,14,0.0722,208,0.0082,0.0007,138,0.7113,56,0.2887,TouhouVote_cn.xlsx,10
10,105,高丽野阿吽,194,6,0.0309,200,0.0082,0.0003,171,0.8814,23,0.1186,TouhouVote_cn.xlsx,10
10,107,爱塔妮缇拉尔瓦,192,17,0.0885,209,0.0082,0.0009,143,0.7448,49,0.2552,TouhouVote_cn.xlsx,10
10,108,苏我屠自古,182,12,0.0659,194,0.0077,0.0006,105,0.5769,77,0.4231,TouhouVote_cn.xlsx,10
10,109,蕾蒂·霍瓦特洛克,174,14,0.0805,188,0.0074,0.0007,152,0.8736,22,0.1264,TouhouVote_cn.xlsx,10
10,109,骊驹早鬼,174,6,0.0345,180,0.0074,0.0003,112,0.6437,62,0.3563,TouhouVote_cn.xlsx,10
10,111,莉格露·奈特巴格,169,20,0.1183,189,0.0072,0.001,140,0.8284,29,0.1716,TouhouVote_cn.xlsx,10
10,112,无名的读书妖怪,168,11,0.0655,179,0.0071,0.0006,151,0.8988,17,0.1012,TouhouVote_cn.xlsx,10
10,113,露娜萨·普莉兹姆利巴,152,9,0.0592,161,0.0065,0.0005,125,0.8224,27,0.1776,TouhouVote_cn.xlsx,10
10,114,毛玉,151,7,0.0464,158,0.0064,0.0004,135,0.894,16,0.106,TouhouVote_cn.xlsx,10
10,115,胡桃,147,6,0.0408,153,0.0063,0.0003,125,0.8503,22,0.1497,TouhouVote_cn.xlsx,10
10,116,人偶（含上海人偶、哥利亚人偶）,146,6,0.0411,152,0.0062,0.0003,133,0.911,13,0.089,TouhouVote_cn.xlsx,10
10,117,丁礼田舞,132,5,0.0379,137,0.0056,0.0003,86,0.6515,46,0.3485,TouhouVote_cn.xlsx,10
10,118,云居一轮,131,8,0.0611,139,0.0056,0.0004,86,0.6565,45,0.3435,TouhouVote_cn.xlsx,10
10,118,卡娜·安娜贝拉尔,131,8,0.0611,139,0.0056,0.0004,106,0.8092,25,0.1908,TouhouVote_cn.xlsx,10
10,120,驹草山如,130,3,0.0231,133,0.0055,0.0002,104,0.8,26,0.2,TouhouVote_cn.xlsx,10
10,121,夹克子,127,4,0.0315,131,0.0054,0.0002,81,0.6378,46,0.3622,TouhouVote_cn.xlsx,10
10,122,玉造魅须丸,123,2,0.0163,125,0.0052,0.0001,94,0.7642,29,0.2358,TouhouVote_cn.xlsx,10
10,123,黑谷山女,118,5,0.0424,123,0.005,0.0003,95,0.8051,23,0.1949,TouhouVote_cn.xlsx,10
10,124,寅丸星,116,8,0.069,124,0.0049,0.0004,81,0.6983,35,0.3017,TouhouVote_cn.xlsx,10
10,125,Reisen,107,7,0.0654,114,0.0045,0.0004,93,0.8692,14,0.1308,TouhouVote_cn.xlsx,10
10,126,矢田寺成美,101,3,0.0297,104,0.0043,0.0002,74,0.7327,27,0.2673,TouhouVote_cn.xlsx,10
10,127,爱莲,99,6,0.0606,105,0.0042,0.0003,69,0.697,30,0.303,TouhouVote_cn.xlsx,10
10,128,尔子田里乃,96,5,0.0521,101,0.0041,0.0003,62,0.6458,34,0.3542,TouhouVote_cn.xlsx,10
10,129,萨丽爱尔,95,10,0.1053,105,0.004,0.0005,67,0.7053,28,0.2947,TouhouVote_cn.xlsx,10
10,130,宫出口瑞灵,91,5,0.0549,96,0.0039,0.0003,75,0.8242,16,0.1758,TouhouVote_cn.xlsx,10
10,131,铃瑚,89,6,0.0674,95,0.0038,0.0003,68,0.764,21,0.236,TouhouVote_cn.xlsx,10
10,132,山城高岭,81,4,0.0494,85,0.0034,0.0002,55,0.679,26,0.321,TouhouVote_cn.xlsx,10
10,133,幻月,80,9,0.1125,89,0.0034,0.0005,63,0.7875,17,0.2125,TouhouVote_cn.xlsx,10
10,134,莉莉卡·普莉兹姆利巴,77,5,0.0649,82,0.0033,0.0003,64,0.8312,13,0.1688,TouhouVote_cn.xlsx,10
10,134,梅露兰·普莉兹姆利巴,77,3,0.039,80,0.0033,0.0002,65,0.8442,12,0.1558,TouhouVote_cn.xlsx,10
10,134,九十九八桥,77,2,0.026,79,0.0033,0.0001,64,0.8312,13,0.1688,TouhouVote_cn.xlsx,10
10,137,小兔姬,72,4,0.0556,76,0.0031,0.0002,44,0.6111,28,0.3889,TouhouVote_cn.xlsx,10
10,137,北白河千百合,72,4,0.0556,76,0.0031,0.0002,53,0.7361,19,0.2639,TouhouVote_cn.xlsx,10
10,139,魂魄妖忌,70,2,0.0286,72,0.003,0.0001,64,0.9143,6,0.0857,TouhouVote_cn.xlsx,10
10,140,梦子,69,1,0.0145,70,0.0029,0.0001,54,0.7826,15,0.2174,TouhouVote_cn.xlsx,10
10,141,神玉,67,0,0,67,0.0028,0,41,0.6119,26,0.3881,TouhouVote_cn.xlsx,10
10,142,玄爷,60,3,0.05,63,0.0026,0.0002,53,0.8833,7,0.1167,TouhouVote_cn.xlsx,10
10,143,抗抑郁药大叔,58,1,0.0172,59,0.0025,0.0001,48,0.8276,10,0.1724,TouhouVote_cn.xlsx,10
10,144,艾丽,57,3,0.0526,60,0.0024,0.0002,42,0.7368,15,0.2632,TouhouVote_cn.xlsx,10
10,145,非想天则,54,2,0.037,56,0.0023,0.0001,52,0.963,2,0.037,TouhouVote_cn.xlsx,10
10,146,里香,53,5,0.0943,58,0.0023,0.0003,42,0.7925,11,0.2075,TouhouVote_cn.xlsx,10
10,147,坂田合欢,51,3,0.0588,54,0.0022,0.0002,35,0.6863,16,0.3137,TouhouVote_cn.xlsx,10
10,148,明罗,49,1,0.0204,50,0.0021,0.0001,33,0.6735,16,0.3265,TouhouVote_cn.xlsx,10
10,149,水獭灵,44,2,0.0455,46,0.0019,0.0001,38,0.8636,6,0.1364,TouhouVote_cn.xlsx,10
10,150,UFO,43,3,0.0698,46,0.0018,0.0002,36,0.8372,7,0.1628,TouhouVote_cn.xlsx,10
10,150,朝仓理香子,43,0,0,43,0.0018,0,24,0.5581,19,0.4419,TouhouVote_cn.xlsx,10
10,152,Label子,41,1,0.0244,42,0.0017,0.0001,20,0.4878,21,0.5122,TouhouVote_cn.xlsx,10
10,153,雪,39,0,0,39,0.0017,0,30,0.7692,9,0.2308,TouhouVote_cn.xlsx,10
10,154,舞,37,3,0.0811,40,0.0016,0.0002,27,0.7297,10,0.2703,TouhouVote_cn.xlsx,10
10,155,阴阳玉,35,1,0.0286,36,0.0015,0.0001,29,0.8286,6,0.1714,TouhouVote_cn.xlsx,10
10,156,琪斯美,34,2,0.0588,36,0.0014,0.0001,29,0.8529,5,0.1471,TouhouVote_cn.xlsx,10
10,157,蕾拉·普莉兹姆利巴,32,4,0.125,36,0.0014,0.0002,25,0.7812,7,0.2188,TouhouVote_cn.xlsx,10
10,158,正直者,31,0,0,31,0.0013,0,25,0.8065,6,0.1935,TouhouVote_cn.xlsx,10
10,159,牛崎润美,30,2,0.0667,32,0.0013,0.0001,22,0.7333,8,0.2667,TouhouVote_cn.xlsx,10
10,160,妖精（含持花妖精，僵尸妖精）,28,1,0.0357,29,0.0012,0.0001,23,0.8214,5,0.1786,TouhouVote_cn.xlsx,10
10,161,大鲶鱼,27,5,0.1852,32,0.0011,0.0003,20,0.7407,7,0.2593,TouhouVote_cn.xlsx,10
10,161,梦月,27,2,0.0741,29,0.0011,0.0001,24,0.8889,3,0.1111,TouhouVote_cn.xlsx,10
10,161,留琴,27,1,0.037,28,0.0011,0.0001,23,0.8519,4,0.1481,TouhouVote_cn.xlsx,10
10,161,矜羯罗,27,1,0.037,28,0.0011,0.0001,19,0.7037,8,0.2963,TouhouVote_cn.xlsx,10
10,161,管狐,27,0,0,27,0.0011,0,21,0.7778,6,0.2222,TouhouVote_cn.xlsx,10
10,161,苏格拉底,27,0,0,27,0.0011,0,16,0.5926,11,0.4074,TouhouVote_cn.xlsx,10
10,167,云山,25,1,0.04,26,0.0011,0.0001,21,0.84,4,0.16,TouhouVote_cn.xlsx,10
10,167,嫦娥,25,1,0.04,26,0.0011,0.0001,19,0.76,6,0.24,TouhouVote_cn.xlsx,10
10,169,菊理,22,2,0.0909,24,0.0009,0.0001,15,0.6818,7,0.3182,TouhouVote_cn.xlsx,10
10,170,龙神,21,3,0.1429,24,0.0009,0.0002,18,0.8571,3,0.1429,TouhouVote_cn.xlsx,10
10,170,秦河胜,21,0,0,21,0.0009,0,13,0.619,8,0.381,TouhouVote_cn.xlsx,10
10,172,咪咪号,20,1,0.05,21,0.0009,0.0001,17,0.85,3,0.15,TouhouVote_cn.xlsx,10
10,172,邪眼西格玛,20,1,0.05,21,0.0009,0.0001,15,0.75,5,0.25,TouhouVote_cn.xlsx,10
10,174,依莉斯,18,1,0.0556,19,0.0008,0.0001,15,0.8333,3,0.1667,TouhouVote_cn.xlsx,10
10,175,小丑,17,2,0.1176,19,0.0007,0.0001,11,0.6471,6,0.3529,TouhouVote_cn.xlsx,10
10,175,命莲,17,0,0,17,0.0007,0,12,0.7059,5,0.2941,TouhouVote_cn.xlsx,10
10,177,幽幻魔眼,16,1,0.0625,17,0.0007,0.0001,8,0.5,8,0.5,TouhouVote_cn.xlsx,10
10,178,假扮魔理沙的妖狐,15,4,0.2667,19,0.0006,0.0002,10,0.6667,5,0.3333,TouhouVote_cn.xlsx,10
10,178,求闻史纪中的受访人群,15,2,0.1333,17,0.0006,0.0001,13,0.8667,2,0.1333,TouhouVote_cn.xlsx,10
10,178,露易兹,15,1,0.0667,16,0.0006,0.0001,11,0.7333,4,0.2667,TouhouVote_cn.xlsx,10
10,181,Flower～战车,14,1,0.0714,15,0.0006,0.0001,9,0.6429,5,0.3571,TouhouVote_cn.xlsx,10
10,181,茨木童子之臂,14,0,0,14,0.0006,0,11,0.7857,3,0.2143,TouhouVote_cn.xlsx,10
10,181,河童（含山童）,14,0,0,14,0.0006,0,11,0.7857,3,0.2143,TouhouVote_cn.xlsx,10
10,184,酒吧“Old Adam”的客人,12,0,0,12,0.0005,0,9,0.75,3,0.25,TouhouVote_cn.xlsx,10
10,185,绿巨人,9,0,0,9,0.0004,0,8,0.8889,1,0.1111,TouhouVote_cn.xlsx,10
10,185,奥莲姬,9,0,0,9,0.0004,0,3,0.3333,6,0.6667,TouhouVote_cn.xlsx,10
10,187,野狼灵,8,1,0.125,9,0.0003,0.0001,5,0.625,3,0.375,TouhouVote_cn.xlsx,10
