round,rank,character_cn,vote_count,primary_count,primary_rate,weighted_score,vote_share,primary_share,male_count,male_rate,female_count,female_rate,source_path,source_sheet
1,45,森近霖之助,119,22,0.1849,141,0.0187,0.0041,,0.7899,,0.2101,TouhouVote_cn.xlsx,1
1,46,河城荷取,116,17,0.1466,133,0.0182,0.0032,,0.6379,,0.3621,TouhouVote_cn.xlsx,1
1,47,永江衣玖,111,16,0.1441,127,0.0174,0.003,,0.7387,,0.2613,TouhouVote_cn.xlsx,1
1,48,星熊勇仪,108,12,0.1111,120,0.017,0.0022,,0.75,,0.25,TouhouVote_cn.xlsx,1
1,49,神绮,102,11,0.1078,113,0.016,0.0021,,0.7353,,0.2647,TouhouVote_cn.xlsx,1
1,50,八坂神奈子,100,9,0.09,109,0.0157,0.0017,,0.69,,0.31,TouhouVote_cn.xlsx,1
1,51,因幡天为（因幡帝）,99,11,0.1111,110,0.0156,0.0021,,0.6364,,0.3636,TouhouVote_cn.xlsx,1
1,52,姬海棠果,97,8,0.0825,105,0.0152,0.0015,,0.701,,0.299,TouhouVote_cn.xlsx,1
1,53,玛艾露贝莉·赫恩,92,12,0.1304,104,0.0145,0.0022,,0.6957,,0.3043,TouhouVote_cn.xlsx,1
1,54,小恶魔,89,13,0.1461,102,0.014,0.0024,,0.7978,,0.2022,TouhouVote_cn.xlsx,1
1,55,人形（含上海人形、哥利亚人形）,83,8,0.0964,91,0.013,0.0015,,0.8072,,0.1928,TouhouVote_cn.xlsx,1
1,56,米斯蒂娅·萝蕾拉,82,16,0.1951,98,0.0129,0.003,,0.7805,,0.2195,TouhouVote_cn.xlsx,1
1,57,毛玉,71,8,0.1127,79,0.0112,0.0015,,0.7324,,0.2676,TouhouVote_cn.xlsx,1
1,58,魅魔,70,10,0.1429,80,0.011,0.0019,,0.7143,,0.2857,TouhouVote_cn.xlsx,1
1,58,大妖精,70,8,0.1143,78,0.011,0.0015,,0.8714,,0.1286,TouhouVote_cn.xlsx,1
1,60,冈崎梦美,61,8,0.1311,69,0.0096,0.0015,,0.6885,,0.3115,TouhouVote_cn.xlsx,1
1,61,冴月麟,60,6,0.1,66,0.0094,0.0011,,0.6833,,0.3167,TouhouVote_cn.xlsx,1
1,62,苏我屠自古,59,7,0.1186,66,0.0093,0.0013,,0.3559,,0.6441,TouhouVote_cn.xlsx,1
1,63,村纱水蜜,55,11,0.2,66,0.0086,0.0021,,0.4727,,0.5273,TouhouVote_cn.xlsx,1
1,64,宫古芳香,53,7,0.1321,60,0.0083,0.0013,,0.4528,,0.5472,TouhouVote_cn.xlsx,1
1,65,梅蒂欣·梅兰可莉,49,7,0.1429,56,0.0077,0.0013,,0.5918,,0.4082,TouhouVote_cn.xlsx,1
1,66,莉莉霍瓦特（莉莉白）,44,11,0.25,55,0.0069,0.0021,,0.8182,,0.1818,TouhouVote_cn.xlsx,1
1,67,寅丸星,40,3,0.075,43,0.0063,0.0006,,0.55,,0.45,TouhouVote_cn.xlsx,1
1,68,娜兹玲,39,6,0.1538,45,0.0061,0.0011,,0.8205,,0.1795,TouhouVote_cn.xlsx,1
1,69,二岩猯藏,37,4,0.1081,41,0.0058,0.0007,,0.6486,,0.3514,TouhouVote_cn.xlsx,1
1,69,魂魄妖忌,37,4,0.1081,41,0.0058,0.0007,,0.8108,,0.1892,TouhouVote_cn.xlsx,1
1,71,幽谷响子,36,3,0.0833,39,0.0057,0.0006,,0.6667,,0.3333,TouhouVote_cn.xlsx,1
1,72,露娜萨·普莉兹姆利巴,30,5,0.1667,35,0.0047,0.0009,,0.7333,,0.2667,TouhouVote_cn.xlsx,1
1,72,秋静叶,30,1,0.0333,31,0.0047,0.0002,,0.9,,0.1,TouhouVote_cn.xlsx,1
1,74,斯塔萨菲雅,28,6,0.2143,34,0.0044,0.0011,,0.9286,,0.0714,TouhouVote_cn.xlsx,1
1,74,莉莉卡·普莉兹姆利巴,28,3,0.1071,31,0.0044,0.0006,,0.7143,,0.2857,TouhouVote_cn.xlsx,1
1,74,秋穰子,28,2,0.0714,30,0.0044,0.0004,,0.8214,,0.1786,TouhouVote_cn.xlsx,1
1,77,蕾迪·霍瓦特洛克,27,3,0.1111,30,0.0042,0.0006,,0.6667,,0.3333,TouhouVote_cn.xlsx,1
1,78,桑尼米尔克,22,2,0.0909,24,0.0035,0.0004,,0.9545,,0.0455,TouhouVote_cn.xlsx,1
1,78,幻月,22,2,0.0909,24,0.0035,0.0004,,0.5909,,0.4091,TouhouVote_cn.xlsx,1
1,78,莉格露·奈特巴格,22,1,0.0455,23,0.0035,0.0002,,0.5455,,0.4545,TouhouVote_cn.xlsx,1
1,78,黑谷山女,22,0,0,22,0.0035,0,,0.6818,,0.3182,TouhouVote_cn.xlsx,1
1,82,露娜切露德,21,2,0.0952,23,0.0033,0.0004,,0.9048,,0.0952,TouhouVote_cn.xlsx,1
1,82,绵月依姬,21,0,0,21,0.0033,0,,0.6667,,0.3333,TouhouVote_cn.xlsx,1
1,84,无名的读书妖怪（朱鹭子）,20,0,0,20,0.0031,0,,0.85,,0.15,TouhouVote_cn.xlsx,1
1,84,大鲶鱼,20,0,0,20,0.0031,0,,0.7,,0.3,TouhouVote_cn.xlsx,1
1,86,绵月丰姬,18,3,0.1667,21,0.0028,0.0006,,0.8333,,0.1667,TouhouVote_cn.xlsx,1
1,86,琪斯美,18,3,0.1667,21,0.0028,0.0006,,0.6667,,0.3333,TouhouVote_cn.xlsx,1
1,86,梅露兰·普莉兹姆利巴,18,1,0.0556,19,0.0028,0.0002,,0.7778,,0.2222,TouhouVote_cn.xlsx,1
1,89,云居一轮,17,2,0.1176,19,0.0027,0.0004,,0.4706,,0.5294,TouhouVote_cn.xlsx,1
1,89,非想天则,17,1,0.0588,18,0.0027,0.0002,,0.9412,,0.0588,TouhouVote_cn.xlsx,1
1,91,阴阳玉,15,0,0,15,0.0024,0,,0.7333,,0.2667,TouhouVote_cn.xlsx,1
1,92,卡娜·安娜贝拉尔,14,1,0.0714,15,0.0022,0.0002,,0.5714,,0.4286,TouhouVote_cn.xlsx,1
1,92,蕾拉·普莉兹姆利巴,14,0,0,14,0.0022,0,,0.6429,,0.3571,TouhouVote_cn.xlsx,1
1,94,北白河千百合,13,1,0.0769,14,0.002,0.0002,,0.2308,,0.7692,TouhouVote_cn.xlsx,1
1,95,UFO,10,2,0.2,12,0.0016,0.0004,,0.7,,0.3,TouhouVote_cn.xlsx,1
1,95,舞,10,0,0,10,0.0016,0,,0.7,,0.3,TouhouVote_cn.xlsx,1
1,97,艾丽,9,0,0,9,0.0014,0,,0.8889,,0.1111,TouhouVote_cn.xlsx,1
1,97,矜羯罗,9,0,0,9,0.0014,0,,0.3333,,0.6667,TouhouVote_cn.xlsx,1
1,97,命莲,9,0,0,9,0.0014,0,,0.7778,,0.2222,TouhouVote_cn.xlsx,1
1,100,明罗,8,3,0.375,11,0.0013,0.0006,,0.375,,0.625,TouhouVote_cn.xlsx,1
1,100,妖精（含持花妖精，僵尸妖精）,8,1,0.125,9,0.0013,0.0002,,0.875,,0.125,TouhouVote_cn.xlsx,1
1,102,梦月,7,1,0.1429,8,0.0011,0.0002,,0.7143,,0.2857,TouhouVote_cn.xlsx,1
1,102,玄爷,7,1,0.1429,8,0.0011,0.0002,,0.8571,,0.1429,TouhouVote_cn.xlsx,1
1,102,雪,7,0,0,7,0.0011,0,,0.5714,,0.4286,TouhouVote_cn.xlsx,1
1,102,神玉,7,0,0,7,0.0011,0,,0.2857,,0.7143,TouhouVote_cn.xlsx,1
1,106,梦子,6,4,0.6667,10,0.0009,0.0007,,1,,0,TouhouVote_cn.xlsx,1
1,106,爱莲,6,1,0.1667,7,0.0009,0.0002,,0.5,,0.5,TouhouVote_cn.xlsx,1
1,108,胡桃,5,1,0.2,6,0.0008,0.0002,,0.6,,0.4,TouhouVote_cn.xlsx,1
1,108,求闻史纪中的受访人群（如蟒蛇六介、彦佐卫门、花店老板、开朗的地缚灵、某位母亲等）,5,0,0,5,0.0008,0,,0.8,,0.2,TouhouVote_cn.xlsx,1
1,108,龙神,5,0,0,5,0.0008,0,,0.8,,0.2,TouhouVote_cn.xlsx,1
1,111,菊理,4,1,0.25,5,0.0006,0.0002,,0.25,,0.75,TouhouVote_cn.xlsx,1
1,111,朝仓理香子,4,0,0,4,0.0006,0,,0.75,,0.25,TouhouVote_cn.xlsx,1
1,111,萨丽爱尔,4,0,0,4,0.0006,0,,1,,0,TouhouVote_cn.xlsx,1
1,111,云山,4,0,0,4,0.0006,0,,1,,0,TouhouVote_cn.xlsx,1
1,115,幽灵,3,1,0.3333,4,0.0005,0.0002,,1,,0,TouhouVote_cn.xlsx,1
1,115,Reisen,3,1,0.3333,4,0.0005,0.0002,,0.3333,,0.6667,TouhouVote_cn.xlsx,1
1,115,依莉斯,3,1,0.3333,4,0.0005,0.0002,,0.6667,,0.3333,TouhouVote_cn.xlsx,1
1,115,里香,3,0,0,3,0.0005,0,,0.3333,,0.6667,TouhouVote_cn.xlsx,1
1,119,小兔姬,2,1,0.5,3,0.0003,0.0002,,1,,0,TouhouVote_cn.xlsx,1
1,119,石长姬,2,0,0,2,0.0003,0,,1,,0,TouhouVote_cn.xlsx,1
1,121,Flower～战车,1,1,1,2,0.0002,0.0002,,0,,1,TouhouVote_cn.xlsx,1
1,121,运松翁,1,0,0,1,0.0002,0,,0,,1,TouhouVote_cn.xlsx,1
1,121,天照大御神 / 石凝姥命 / 天宇受卖命 / 伊豆能卖,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1
1,121,木花咲耶姬,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1
1,121,月夜见,1,0,0,1,0.0002,0,,0,,1,TouhouVote_cn.xlsx,1
1,121,露易兹,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1
1,121,萨拉,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1
1,121,奥莲姬,1,0,0,1,0.0002,0,,1,,0,TouhouVote_cn.xlsx,1
1,121,幽玄魔眼,1,0,0,1,0.0002,0,,0,,1,TouhouVote_cn.xlsx,1
1,130,水鬼鬼神长,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
1,130,久米 / 竿打,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
1,130,野槌,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
1,130,瑞江浦岛子,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
1,130,岩笠,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
1,130,玛○奇,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
1,130,留琴,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
1,130,咪咪号,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
1,130,邪眼西格玛,0,0,0,0,0,0,,0,,0,TouhouVote_cn.xlsx,1
2,1,博丽灵梦,1540,458,0.2974,1998,0.2607,0.0889,,,,,TouhouVote_cn.xlsx,2
2,2,雾雨魔理沙,1055,331,0.3137,1386,0.1786,0.0643,,,,,TouhouVote_cn.xlsx,2
2,3,蕾米莉亚·斯卡蕾特,1049,259,0.2469,1308,0.1776,0.0503,,,,,TouhouVote_cn.xlsx,2
2,4,八云紫,956,220,0.2301,1176,0.1618,0.0427,,,,,TouhouVote_cn.xlsx,2
2,5,西行寺幽幽子,941,271,0.288,1212,0.1593,0.0526,,,,,TouhouVote_cn.xlsx,2
2,6,芙兰朵露·斯卡蕾特,919,253,0.2753,1172,0.1556,0.0491,,,,,TouhouVote_cn.xlsx,2
2,7,十六夜咲夜,914,235,0.2571,1149,0.1547,0.0456,,,,,TouhouVote_cn.xlsx,2
2,8,爱丽丝·玛格特洛依德,802,207,0.2581,1009,0.1357,0.0402,,,,,TouhouVote_cn.xlsx,2
2,9,藤原妹红,745,200,0.2685,945,0.1261,0.0388,,,,,TouhouVote_cn.xlsx,2
2,10,帕秋莉·诺蕾姬,654,173,0.2645,827,0.1107,0.0336,,,,,TouhouVote_cn.xlsx,2
2,11,射命丸文,649,183,0.282,832,0.1099,0.0355,,,,,TouhouVote_cn.xlsx,2
2,12,东风谷早苗,615,152,0.2472,767,0.1041,0.0295,,,,,TouhouVote_cn.xlsx,2
2,13,秦心,612,50,0.0817,662,0.1036,0.0097,,,,,TouhouVote_cn.xlsx,2
2,14,古明地觉,604,130,0.2152,734,0.1022,0.0252,,,,,TouhouVote_cn.xlsx,2
2,15,魂魄妖梦,598,170,0.2843,768,0.1012,0.033,,,,,TouhouVote_cn.xlsx,2
2,16,古明地恋,588,119,0.2024,707,0.0995,0.0231,,,,,TouhouVote_cn.xlsx,2
2,17,琪露诺,544,135,0.2482,679,0.0921,0.0262,,,,,TouhouVote_cn.xlsx,2
2,18,风见幽香,512,120,0.2344,632,0.0867,0.0233,,,,,TouhouVote_cn.xlsx,2
2,19,蓬莱山辉夜,506,91,0.1798,597,0.0856,0.0177,,,,,TouhouVote_cn.xlsx,2
2,20,铃仙·优昙华院·因幡,406,87,0.2143,493,0.0687,0.0169,,,,,TouhouVote_cn.xlsx,2
2,21,伊吹萃香,402,80,0.199,482,0.068,0.0155,,,,,TouhouVote_cn.xlsx,2
2,22,比那名居天子,386,86,0.2228,472,0.0653,0.0167,,,,,TouhouVote_cn.xlsx,2
2,23,红美铃,350,85,0.2429,435,0.0592,0.0165,,,,,TouhouVote_cn.xlsx,2
2,24,键山雏,294,79,0.2687,373,0.0498,0.0153,,,,,TouhouVote_cn.xlsx,2
2,25,上白泽慧音,286,42,0.1469,328,0.0484,0.0082,,,,,TouhouVote_cn.xlsx,2
2,26,四季映姬·夜摩仙那度,276,60,0.2174,336,0.0467,0.0116,,,,,TouhouVote_cn.xlsx,2
2,27,圣白莲,256,43,0.168,299,0.0433,0.0083,,,,,TouhouVote_cn.xlsx,2
2,28,洩矢诹访子,253,54,0.2134,307,0.0428,0.0105,,,,,TouhouVote_cn.xlsx,2
2,29,丰聪耳神子,227,40,0.1762,267,0.0384,0.0078,,,,,TouhouVote_cn.xlsx,2
2,30,物部布都,199,34,0.1709,233,0.0337,0.0066,,,,,TouhouVote_cn.xlsx,2
2,30,露米娅,199,27,0.1357,226,0.0337,0.0052,,,,,TouhouVote_cn.xlsx,2
2,32,灵乌路空,195,60,0.3077,255,0.033,0.0116,,,,,TouhouVote_cn.xlsx,2
2,33,八云蓝,193,37,0.1917,230,0.0327,0.0072,,,,,TouhouVote_cn.xlsx,2
2,34,宇佐见莲子,191,26,0.1361,217,0.0323,0.005,,,,,TouhouVote_cn.xlsx,2
2,35,八意永琳,185,36,0.1946,221,0.0313,0.007,,,,,TouhouVote_cn.xlsx,2
2,36,水桥帕露西,165,28,0.1697,193,0.0279,0.0054,,,,,TouhouVote_cn.xlsx,2
2,37,多多良小伞,143,31,0.2168,174,0.0242,0.006,,,,,TouhouVote_cn.xlsx,2
2,38,封兽鵺,130,24,0.1846,154,0.022,0.0047,,,,,TouhouVote_cn.xlsx,2
2,38,堀川雷鼓,130,11,0.0846,141,0.022,0.0021,,,,,TouhouVote_cn.xlsx,2
2,40,稗田阿求,128,19,0.1484,147,0.0217,0.0037,,,,,TouhouVote_cn.xlsx,2
2,41,犬走椛,127,24,0.189,151,0.0215,0.0047,,,,,TouhouVote_cn.xlsx,2
2,42,霍青娥,120,16,0.1333,136,0.0203,0.0031,,,,,TouhouVote_cn.xlsx,2
2,43,玛艾露贝莉·赫恩,117,10,0.0855,127,0.0198,0.0019,,,,,TouhouVote_cn.xlsx,2
2,44,茨木华扇,113,22,0.1947,135,0.0191,0.0043,,,,,TouhouVote_cn.xlsx,2
2,45,少名针妙丸,112,4,0.0357,116,0.019,0.0008,,,,,TouhouVote_cn.xlsx,2
2,46,河城荷取,111,15,0.1351,126,0.0188,0.0029,,,,,TouhouVote_cn.xlsx,2
2,47,小野塚小町,107,21,0.1963,128,0.0181,0.0041,,,,,TouhouVote_cn.xlsx,2
2,48,火焰猫燐,102,10,0.098,112,0.0173,0.0019,,,,,TouhouVote_cn.xlsx,2
2,48,鬼人正邪,102,5,0.049,107,0.0173,0.001,,,,,TouhouVote_cn.xlsx,2
2,50,二岩猯藏,97,13,0.134,110,0.0164,0.0025,,,,,TouhouVote_cn.xlsx,2
2,51,橙,96,14,0.1458,110,0.0162,0.0027,,,,,TouhouVote_cn.xlsx,2
2,52,八坂神奈子,93,16,0.172,109,0.0157,0.0031,,,,,TouhouVote_cn.xlsx,2
2,53,冈崎梦美,92,10,0.1087,102,0.0156,0.0019,,,,,TouhouVote_cn.xlsx,2
2,54,神绮,89,10,0.1124,99,0.0151,0.0019,,,,,TouhouVote_cn.xlsx,2
2,55,因幡天为（因幡帝）,88,16,0.1818,104,0.0149,0.0031,,,,,TouhouVote_cn.xlsx,2
2,56,永江衣玖,87,15,0.1724,102,0.0147,0.0029,,,,,TouhouVote_cn.xlsx,2
2,57,森近霖之助,85,6,0.0706,91,0.0144,0.0012,,,,,TouhouVote_cn.xlsx,2
2,58,米斯蒂娅·萝蕾拉,78,10,0.1282,88,0.0132,0.0019,,,,,TouhouVote_cn.xlsx,2
2,59,赤蛮奇,75,5,0.0667,80,0.0127,0.001,,,,,TouhouVote_cn.xlsx,2
2,60,大妖精,70,8,0.1143,78,0.0118,0.0016,,,,,TouhouVote_cn.xlsx,2
2,61,星熊勇仪,69,10,0.1449,79,0.0117,0.0019,,,,,TouhouVote_cn.xlsx,2
2,62,苏我屠自古,62,11,0.1774,73,0.0105,0.0021,,,,,TouhouVote_cn.xlsx,2
2,62,魅魔,62,8,0.129,70,0.0105,0.0016,,,,,TouhouVote_cn.xlsx,2
2,64,小恶魔,61,8,0.1311,69,0.0103,0.0016,,,,,TouhouVote_cn.xlsx,2
2,65,村纱水蜜,60,4,0.0667,64,0.0102,0.0008,,,,,TouhouVote_cn.xlsx,2
2,66,冴月麟,58,12,0.2069,70,0.0098,0.0023,,,,,TouhouVote_cn.xlsx,2
2,67,梅蒂欣·梅兰可莉,56,11,0.1964,67,0.0095,0.0021,,,,,TouhouVote_cn.xlsx,2
2,68,今泉影狼,54,2,0.037,56,0.0091,0.0004,,,,,TouhouVote_cn.xlsx,2
2,69,姬海棠果,51,5,0.098,56,0.0086,0.001,,,,,TouhouVote_cn.xlsx,2
2,70,九十九弁弁,45,2,0.0444,47,0.0076,0.0004,,,,,TouhouVote_cn.xlsx,2
2,71,人形（含上海人形、哥利亚人形）,41,1,0.0244,42,0.0069,0.0002,,,,,TouhouVote_cn.xlsx,2
2,72,毛玉,40,4,0.1,44,0.0068,0.0008,,,,,TouhouVote_cn.xlsx,2
2,73,若鹭姬,39,4,0.1026,43,0.0066,0.0008,,,,,TouhouVote_cn.xlsx,2
2,73,宫古芳香,39,1,0.0256,40,0.0066,0.0002,,,,,TouhouVote_cn.xlsx,2
2,75,秋静叶,37,3,0.0811,40,0.0063,0.0006,,,,,TouhouVote_cn.xlsx,2
2,75,本居小铃,37,1,0.027,38,0.0063,0.0002,,,,,TouhouVote_cn.xlsx,2
2,77,莉格露·奈特巴格,34,5,0.1471,39,0.0058,0.001,,,,,TouhouVote_cn.xlsx,2
2,78,莉莉霍瓦特（莉莉白）,32,2,0.0625,34,0.0054,0.0004,,,,,TouhouVote_cn.xlsx,2
2,79,寅丸星,31,5,0.1613,36,0.0052,0.001,,,,,TouhouVote_cn.xlsx,2
2,79,秋穰子,31,4,0.129,35,0.0052,0.0008,,,,,TouhouVote_cn.xlsx,2
2,81,斯塔萨菲雅,27,1,0.037,28,0.0046,0.0002,,,,,TouhouVote_cn.xlsx,2
2,82,露娜萨·普莉兹姆利巴,25,5,0.2,30,0.0042,0.001,,,,,TouhouVote_cn.xlsx,2
2,83,蕾蒂·霍瓦特洛克,22,2,0.0909,24,0.0037,0.0004,,,,,TouhouVote_cn.xlsx,2
2,84,娜兹玲,21,4,0.1905,25,0.0036,0.0008,,,,,TouhouVote_cn.xlsx,2
2,85,桑尼米尔克,20,4,0.2,24,0.0034,0.0008,,,,,TouhouVote_cn.xlsx,2
2,86,露娜切露德,19,4,0.2105,23,0.0032,0.0008,,,,,TouhouVote_cn.xlsx,2
2,86,魂魄妖忌,19,1,0.0526,20,0.0032,0.0002,,,,,TouhouVote_cn.xlsx,2
2,88,黑谷山女,17,1,0.0588,18,0.0029,0.0002,,,,,TouhouVote_cn.xlsx,2
2,88,九十九八桥,17,1,0.0588,18,0.0029,0.0002,,,,,TouhouVote_cn.xlsx,2
2,90,绵月依姬,16,4,0.25,20,0.0027,0.0008,,,,,TouhouVote_cn.xlsx,2
2,90,幻月,16,1,0.0625,17,0.0027,0.0002,,,,,TouhouVote_cn.xlsx,2
2,92,莉莉卡·普莉兹姆利巴,14,1,0.0714,15,0.0024,0.0002,,,,,TouhouVote_cn.xlsx,2
2,93,琪斯美,13,3,0.2308,16,0.0022,0.0006,,,,,TouhouVote_cn.xlsx,2
2,94,绵月丰姬,12,3,0.25,15,0.002,0.0006,,,,,TouhouVote_cn.xlsx,2
2,94,爱莲,12,1,0.0833,13,0.002,0.0002,,,,,TouhouVote_cn.xlsx,2
2,94,北白河千百合,12,0,0,12,0.002,0,,,,,TouhouVote_cn.xlsx,2
2,97,阴阳玉,11,1,0.0909,12,0.0019,0.0002,,,,,TouhouVote_cn.xlsx,2
2,97,梅露兰·普莉兹姆利巴,11,0,0,11,0.0019,0,,,,,TouhouVote_cn.xlsx,2
2,99,明罗,10,1,0.1,11,0.0017,0.0002,,,,,TouhouVote_cn.xlsx,2
2,99,萨丽爱尔,10,0,0,10,0.0017,0,,,,,TouhouVote_cn.xlsx,2
2,99,胡桃,10,0,0,10,0.0017,0,,,,,TouhouVote_cn.xlsx,2
2,102,云居一轮,9,1,0.1111,10,0.0015,0.0002,,,,,TouhouVote_cn.xlsx,2
2,102,幽谷响子,9,0,0,9,0.0015,0,,,,,TouhouVote_cn.xlsx,2
2,104,卡娜·安娜贝拉尔,8,2,0.25,10,0.0014,0.0004,,,,,TouhouVote_cn.xlsx,2
2,105,艾丽,7,1,0.1429,8,0.0012,0.0002,,,,,TouhouVote_cn.xlsx,2
2,106,依莉斯,6,0,0,6,0.001,0,,,,,TouhouVote_cn.xlsx,2
2,106,妖精（含持花妖精，僵尸妖精）,6,0,0,6,0.001,0,,,,,TouhouVote_cn.xlsx,2
2,106,求闻史纪中的受访人群2,6,0,0,6,0.001,0,,,,,TouhouVote_cn.xlsx,2
2,109,龙神,5,2,0.4,7,0.0008,0.0004,,,,,TouhouVote_cn.xlsx,2
2,109,无名的读书妖怪（朱鹭子）,5,1,0.2,6,0.0008,0.0002,,,,,TouhouVote_cn.xlsx,2
2,109,云山,5,0,0,5,0.0008,0,,,,,TouhouVote_cn.xlsx,2
2,109,大鲶鱼,5,0,0,5,0.0008,0,,,,,TouhouVote_cn.xlsx,2
2,109,舞,5,0,0,5,0.0008,0,,,,,TouhouVote_cn.xlsx,2
2,114,玄爷,4,2,0.5,6,0.0007,0.0004,,,,,TouhouVote_cn.xlsx,2
2,114,蕾拉·普莉兹姆利巴,4,0,0,4,0.0007,0,,,,,TouhouVote_cn.xlsx,2
2,114,里香,4,0,0,4,0.0007,0,,,,,TouhouVote_cn.xlsx,2
2,117,非想天则,3,1,0.3333,4,0.0005,0.0002,,,,,TouhouVote_cn.xlsx,2
2,117,梦子,3,1,0.3333,4,0.0005,0.0002,,,,,TouhouVote_cn.xlsx,2
2,117,Reisen,3,0,0,3,0.0005,0,,,,,TouhouVote_cn.xlsx,2
2,117,幽灵,3,0,0,3,0.0005,0,,,,,TouhouVote_cn.xlsx,2
2,121,木花咲耶姬,2,1,0.5,3,0.0003,0.0002,,,,,TouhouVote_cn.xlsx,2
2,121,UFO,2,1,0.5,3,0.0003,0.0002,,,,,TouhouVote_cn.xlsx,2
2,121,矜羯罗,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,2
2,121,幽玄魔眼,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,2
2,121,小兔姬,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,2
2,121,朝仓理香子,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,2
2,121,梦月,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,2
2,121,雪,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,2
2,121,月夜见,2,0,0,2,0.0003,0,,,,,TouhouVote_cn.xlsx,2
2,130,久米 / 竿打,1,1,1,2,0.0002,0.0002,,,,,TouhouVote_cn.xlsx,2
2,130,命莲,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,神玉,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,菊理,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,咪咪号,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,留琴,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,玛○奇,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,奥莲姬,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,露易兹,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,水鬼鬼神长,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,130,邪龙,1,0,0,1,0.0002,0,,,,,TouhouVote_cn.xlsx,2
2,141,Flower～战车,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,邪眼西格玛,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,萨拉,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,石长姬,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,天照大御神 / 石凝姥命 / 天宇受卖命 / 伊豆能卖,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,岩笠,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,瑞江浦岛子,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,野槌,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,雷兽,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,运松翁,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,烟烟罗,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
2,141,卓柏卡布拉,0,0,0,0,0,0,,,,,TouhouVote_cn.xlsx,2
3,1,博丽灵梦,1954,591,0.3025,2545,0.2715,0.0953,,,,,TouhouVote_cn.xlsx,3
3,2,雾雨魔理沙,1280,368,0.2875,1648,0.1778,0.0593,,,,,TouhouVote_cn.xlsx,3
3,3,蕾米莉亚·斯卡蕾特,1242,328,0.2641,1570,0.1725,0.0529,,,,,TouhouVote_cn.xlsx,3
3,4,十六夜咲夜,1152,297,0.2578,1449,0.16,0.0479,,,,,TouhouVote_cn.xlsx,3
3,5,西行寺幽幽子,1144,323,0.2823,1467,0.1589,0.0521,,,,,TouhouVote_cn.xlsx,3
3,6,八云紫,1135,251,0.2211,1386,0.1577,0.0405,,,,,TouhouVote_cn.xlsx,3
3,7,芙兰朵露·斯卡蕾特,1096,304,0.2774,1400,0.1523,0.049,,,,,TouhouVote_cn.xlsx,3
3,8,爱丽丝·玛格特洛依德,973,264,0.2713,1237,0.1352,0.0426,,,,,TouhouVote_cn.xlsx,3
3,9,古明地恋,840,203,0.2417,1043,0.1167,0.0327,,,,,TouhouVote_cn.xlsx,3
3,10,藤原妹红,836,231,0.2763,1067,0.1161,0.0372,,,,,TouhouVote_cn.xlsx,3
