keyword,tfidf
时符,0.21489432905612468
介绍,0.16222254346680712
红魔馆的女仆,0.13968131388648108
中,0.13665110663915264
在,0.13034413248657636
操纵时间程度的能力,0.12893659743367483
查看日文原文,0.11112788323420661
maid,0.10744716452806234
時符,0.10744716452806234
解释,0.09071213102624216
十六夜,0.0890306742054269
20,0.08626308307572307
izayoi,0.08595773162244988
sakuya,0.08595773162244988
jack,0.08595773162244988
knife,0.08595773162244988
square,0.08358746402008803
咲夜,0.08097270882990855
幻符,0.07913837707149057
cost,0.07815301075703589
紅魔館のメイド,0.07521301516964364
b或c,0.07214124069880236
luna,0.06501247201562402
女仆,0.06446829871683742
完美而潇洒的从者,0.06446829871683742
杀人玩偶,0.06446829871683742
private,0.06446829871683742
技能与符卡,0.06081798350487328
符卡名,0.06068681402346828
威力,0.05728625921071264
2002,0.05572497601339201
斯卡蕾特,0.05466044265566106
月时计,0.05372358226403117
dial,0.05372358226403117
幻葬,0.05372358226403117
silver,0.05291025479248642
红魔馆,0.052672202105313835
树鼩,0.04946148566968161
or,0.04884499362951501
the,0.047231479180794185
蕾米莉亚,0.046251143785559355
使用简易度,0.04416693208904103
完全で瀟洒な従者,0.04297886581122494
完美而潇洒的女仆,0.04297886581122494
flowering,0.04297886581122494
misdirection,0.04297886581122494
奇術,0.04297886581122494
bounce,0.04297886581122494
空虚,0.04297886581122494
银符,0.04297886581122494
