keyword,tfidf
解释,0.1509293458929488
楽園の素敵な巫女,0.11620281157464721
乐园的可爱巫女,0.11620281157464721
灵梦,0.11240035995637189
自机,0.10862940968832742
楽園の巫女,0.10329138806635306
乐园的巫女,0.10329138806635306
标签,0.08320977740919785
故事背景,0.08226367883685462
官方漫画,0.07132266635074101
斯卡蕾特,0.07073542956449227
附带文档,0.07073542956449227
查,0.07073542956449227
编,0.07073542956449227
music,0.06568289888131426
room,0.06568289888131426
少女绮想曲,0.06455711754147066
铃仙,0.06315663353972524
优昙华院,0.06315663353972524
因幡,0.06315663353972524
蕾米,0.06081622415752864
爱丽丝,0.060630368198136234
博丽神社,0.05894506384901633
体验版,0.058582328624936036
场景,0.05603527085863447
游戏内manual,0.05484634088566405
正式版,0.054820121679197115
帕秋莉,0.053051572173369206
鬼巫女,0.05164569403317653
这是异变啊,0.05164569403317653
少女綺想曲,0.05164569403317653
battle,0.05164569403317653
春色小径,0.05164569403317653
path,0.05164569403317653
飞翔于天空的不可思议的巫女,0.05164569403317653
獭,0.051628664920393294
鹫,0.051628664920393294
蕾米莉亚,0.0505253068317802
玛格特洛依德,0.0505253068317802
游戏对话,0.0505253068317802
普莉兹姆利巴,0.0505253068317802
狼,0.05030978196431627
诺蕾姬,0.047999041490191185
剧情文本,0.04776600706656075
无节操,0.04754844423382734
巫女,0.04754844423382734
colorful,0.04754844423382734
结局,0.0470045628351536
第1,0.04503029118447687
white,0.044641399237701614
