word,weight
lunatic,104.52803744426076
easy,102.56149469698366
normal,101.52820047979203
hard,101.0750130527139
2,99.22914575612172
永琳,90.34335636763748
三月,86.00400455479299
桑尼,85.69058577681959
斯塔,74.96381423556488
米尔克,65.51636101197354
1,60.100016260715435
露娜切,55.272932049197635
萨菲,53.681549867727526
战争,53.52150019076446
露德,53.250821138825586
之三,50.42296418709882
漫画,50.29413664698047
史纪,47.100483766569916
一起,45.370890909351424
八意,42.85881261623567
光符,39.92684825605774
她们,39.159855541917466
thbwiki,39.11646447912096
求闻,38.722201794161606
恶作剧,38.53318590913377
爱丽丝,37.1019250493836
永夜,36.87780033347294
人物,36.74065978023692
上海,36.50581516129133
文花,36.012514007623366
