word,weight
魔理沙,353.5856967792128
雾雨,218.2420239818617
博丽灵,215.00481153081802
魔法,193.37576286835306
stage,164.81870054526698
巫女,142.75478336554886
灵梦,139.72905472627886
对话,114.23685039272749
自机,103.46298002303145
manual,96.94303406999805
readme,82.0796253840023
omake,78.30229413546255
红魔,74.1089285609505
普通,70.88494387492271
百世,68.83495207867678
ex,66.70434383617246
夜咲夜,66.1154347292106
十六,66.00718745556857
爱丽丝,63.937574985351496
早苗,61.61602128217533
魂魄,59.28812447421901
背景,59.068522827180864
故事,58.6447101428271
八云,57.74022881023749
1,57.54852478045808
妖梦,57.22450342681034
东风,56.25276880304872
光盘,50.8777256878239
说明书,48.400569262666245
优昙华院,47.04279395033474
