word,weight
手环,0.05000000000000002
中永琳,0.05000000000000002
放任,0.05000000000000001
店老板,0.05000000000000001
0,0.05
龟裂,0.05
龟符,0.05
6a,0.05
6,0.05
5th,0.05
5,0.05
4th,0.05
4b,0.05
4a,0.05
40s,0.05
4,0.05
3rd,0.05
3g,0.05
3d,0.05
37,0.05
36,0.05
30s,0.05
3,0.05
2un,0.05
2p,0.05
2nd,0.05
2chan,0.05
2ch,0.05
273,0.05
245,0.05
