word,weight
人偶,384.82015672263765
爱丽丝,192.78073645278596
魔法,123.30192115001167
天子,107.31557879335394
人形,96.35809225310558
2,92.35947777581563
玛格,85.43967660293876
特洛依,81.02751108635346
魔理沙,75.86766664311116
那名,62.68471937199729
介绍,60.05084730267216
居天子,54.73386307498133
攻击,52.9317405029447
绯想天,43.84122790666627
要石,43.77508593693967
非想,42.14319054358376
雾雨,38.78068445263158
永夜,38.121949304688776
地震,36.90337274411607
博丽灵,34.910133747496616
森林,34.288960455044645
威力,32.241713019244166
天人,31.695960948655188
八云,31.548626602544033
操纵,31.338969069907368
帕秋莉,30.520700900872747
天则,30.511606940058684
七色,30.2372846088793
天界,29.801832476817626
顶天,29.11134716340748
