round,category,id,geo_key,geo_name,all,sum,male,female,per,maleper,femaleper
8,chara,2,22,江西,196,54,41,13,27.55,25.95,34.21
8,chara,2,23,广西,285,83,69,14,29.12,30.8,23.33
8,chara,2,24,海南,56,9,6,3,16.07,14.29,23.08
8,chara,2,25,贵州,106,26,24,2,24.53,27.91,10
8,chara,2,26,云南,81,20,19,1,24.69,26.76,10
8,chara,2,27,甘肃,38,10,9,1,26.32,28.13,16.67
8,chara,2,28,宁夏,5,2,1,1,40,33.33,50
8,chara,2,29,青海,5,2,2,,40,50,
8,chara,2,30,新疆,37,6,6,,16.22,19.35,
8,chara,2,31,西藏,3,1,1,,33.33,50,
8,chara,2,32,香港,51,8,6,2,15.69,15.38,16.67
8,chara,2,33,澳门,8,3,2,1,37.5,33.33,50
8,chara,2,34,台湾,88,30,25,5,34.09,35.21,29.41
8,chara,3,01,北京,574,25,24,1,4.36,5.1,1.02
8,chara,3,02,上海,608,29,25,4,4.77,5.12,3.88
8,chara,3,03,广东,1090,53,45,8,4.86,5.04,4.28
8,chara,3,04,天津,190,6,5,1,3.16,3.09,4.35
8,chara,3,05,重庆,210,7,6,1,3.33,3.61,2.56
8,chara,3,06,四川,423,12,12,,2.84,3.35,
8,chara,3,07,江苏,713,27,27,,3.79,4.44,
8,chara,3,08,浙江,534,24,24,,4.49,5.32,
8,chara,3,09,湖北,382,16,15,1,4.19,4.75,1.59
8,chara,3,10,湖南,232,5,4,1,2.16,2.15,2.33
8,chara,3,11,山东,408,16,14,2,3.92,4.05,3.28
8,chara,3,12,山西,101,4,4,,3.96,4.26,
8,chara,3,13,河北,173,9,9,,5.2,6,
8,chara,3,14,河南,250,15,13,2,6,5.8,8
8,chara,3,15,黑龙江,148,7,6,1,4.73,4.8,4.35
8,chara,3,16,吉林,107,8,8,,7.48,8.51,
8,chara,3,17,辽宁,228,6,6,,2.63,3.17,
8,chara,3,18,陕西,177,7,7,,3.95,4.46,
8,chara,3,19,内蒙古,64,3,2,1,4.69,3.64,11.11
8,chara,3,20,安徽,240,11,11,,4.58,5.26,
8,chara,3,21,福建,353,12,12,,3.4,4.01,
8,chara,3,22,江西,196,8,8,,4.08,5.06,
8,chara,3,23,广西,285,20,18,2,7.02,8.04,3.33
8,chara,3,24,海南,56,3,2,1,5.36,4.76,7.69
8,chara,3,25,贵州,106,5,5,,4.72,5.81,
8,chara,3,26,云南,81,4,3,1,4.94,4.23,10
8,chara,3,27,甘肃,38,3,3,,7.89,9.38,
8,chara,3,28,宁夏,5,,,,,,
8,chara,3,29,青海,5,,,,,,
8,chara,3,30,新疆,37,1,1,,2.7,3.23,
8,chara,3,31,西藏,3,1,1,,33.33,50,
8,chara,3,32,香港,51,2,1,1,3.92,2.56,8.33
8,chara,3,33,澳门,8,,,,,,
8,chara,3,34,台湾,88,3,2,1,3.41,2.82,5.88
8,chara,4,01,北京,574,9,8,1,1.57,1.7,1.02
8,chara,4,02,上海,608,25,21,4,4.11,4.3,3.88
8,chara,4,03,广东,1090,34,30,4,3.12,3.36,2.14
8,chara,4,04,天津,190,7,7,,3.68,4.32,
8,chara,4,05,重庆,210,2,2,,0.95,1.2,
8,chara,4,06,四川,423,8,8,,1.89,2.23,
8,chara,4,07,江苏,713,16,16,,2.24,2.63,
8,chara,4,08,浙江,534,11,11,,2.06,2.44,
8,chara,4,09,湖北,382,12,11,1,3.14,3.48,1.59
8,chara,4,10,湖南,232,4,4,,1.72,2.15,
8,chara,4,11,山东,408,20,19,1,4.9,5.49,1.64
8,chara,4,12,山西,101,3,3,,2.97,3.19,
8,chara,4,13,河北,173,9,8,1,5.2,5.33,4.55
8,chara,4,14,河南,250,3,3,,1.2,1.34,
8,chara,4,15,黑龙江,148,5,5,,3.38,4,
8,chara,4,16,吉林,107,1,1,,0.93,1.06,
8,chara,4,17,辽宁,228,5,5,,2.19,2.65,
8,chara,4,18,陕西,177,7,4,3,3.95,2.55,15
8,chara,4,19,内蒙古,64,1,1,,1.56,1.82,
8,chara,4,20,安徽,240,7,7,,2.92,3.35,
8,chara,4,21,福建,353,13,13,,3.68,4.35,
8,chara,4,22,江西,196,8,8,,4.08,5.06,
8,chara,4,23,广西,285,10,10,,3.51,4.46,
8,chara,4,24,海南,56,,,,,,
8,chara,4,25,贵州,106,3,2,1,2.83,2.33,5
8,chara,4,26,云南,81,1,1,,1.23,1.41,
8,chara,4,27,甘肃,38,,,,,,
8,chara,4,28,宁夏,5,,,,,,
8,chara,4,29,青海,5,,,,,,
8,chara,4,30,新疆,37,2,2,,5.41,6.45,
8,chara,4,31,西藏,3,,,,,,
8,chara,4,32,香港,51,,,,,,
8,chara,4,33,澳门,8,,,,,,
8,chara,4,34,台湾,88,,,,,,
8,chara,5,01,北京,574,63,53,10,10.98,11.25,10.2
8,chara,5,02,上海,608,59,49,10,9.7,10.04,9.71
8,chara,5,03,广东,1090,122,109,13,11.19,12.22,6.95
8,chara,5,04,天津,190,21,20,1,11.05,12.35,4.35
8,chara,5,05,重庆,210,21,18,3,10,10.84,7.69
8,chara,5,06,四川,423,48,43,5,11.35,12.01,8.2
8,chara,5,07,江苏,713,86,75,11,12.06,12.34,10.78
8,chara,5,08,浙江,534,50,42,8,9.36,9.31,9.88
8,chara,5,09,湖北,382,54,48,6,14.14,15.19,9.52
8,chara,5,10,湖南,232,31,26,5,13.36,13.98,11.63
8,chara,5,11,山东,408,38,36,2,9.31,10.4,3.28
8,chara,5,12,山西,101,11,9,2,10.89,9.57,33.33
8,chara,5,13,河北,173,27,26,1,15.61,17.33,4.55
8,chara,5,14,河南,250,32,31,1,12.8,13.84,4
8,chara,5,15,黑龙江,148,14,13,1,9.46,10.4,4.35
8,chara,5,16,吉林,107,9,9,,8.41,9.57,
8,chara,5,17,辽宁,228,25,24,1,10.96,12.7,2.63
8,chara,5,18,陕西,177,20,17,3,11.3,10.83,15
8,chara,5,19,内蒙古,64,11,10,1,17.19,18.18,11.11
8,chara,5,20,安徽,240,28,25,3,11.67,11.96,9.68
8,chara,5,21,福建,353,42,41,1,11.9,13.71,1.85
8,chara,5,22,江西,196,30,28,2,15.31,17.72,5.26
8,chara,5,23,广西,285,32,26,6,11.23,11.61,10
8,chara,5,24,海南,56,6,6,,10.71,14.29,
8,chara,5,25,贵州,106,16,15,1,15.09,17.44,5
8,chara,5,26,云南,81,8,8,,9.88,11.27,
8,chara,5,27,甘肃,38,4,4,,10.53,12.5,
8,chara,5,28,宁夏,5,1,,,20,,
8,chara,5,29,青海,5,1,1,,20,25,
8,chara,5,30,新疆,37,11,11,,29.73,35.48,
8,chara,5,31,西藏,3,,,,,,
8,chara,5,32,香港,51,3,3,,5.88,7.69,
8,chara,5,33,澳门,8,1,1,,12.5,16.67,
8,chara,5,34,台湾,88,6,5,1,6.82,7.04,5.88
8,chara,6,01,北京,574,31,22,9,5.4,4.67,9.18
8,chara,6,02,上海,608,35,28,7,5.76,5.74,6.8
8,chara,6,03,广东,1090,77,66,11,7.06,7.4,5.88
8,chara,6,04,天津,190,12,11,1,6.32,6.79,4.35
8,chara,6,05,重庆,210,15,10,5,7.14,6.02,12.82
8,chara,6,06,四川,423,34,26,8,8.04,7.26,13.11
8,chara,6,07,江苏,713,62,54,8,8.7,8.88,7.84
8,chara,6,08,浙江,534,33,22,11,6.18,4.88,13.58
8,chara,6,09,湖北,382,25,20,5,6.54,6.33,7.94
8,chara,6,10,湖南,232,21,16,5,9.05,8.6,11.63
8,chara,6,11,山东,408,28,25,3,6.86,7.23,4.92
8,chara,6,12,山西,101,11,10,1,10.89,10.64,16.67
8,chara,6,13,河北,173,22,21,1,12.72,14,4.55
8,chara,6,14,河南,250,22,17,5,8.8,7.59,20
8,chara,6,15,黑龙江,148,16,12,4,10.81,9.6,17.39
8,chara,6,16,吉林,107,11,10,1,10.28,10.64,7.69
8,chara,6,17,辽宁,228,13,11,2,5.7,5.82,5.26
8,chara,6,18,陕西,177,17,13,4,9.6,8.28,20
8,chara,6,19,内蒙古,64,7,7,,10.94,12.73,
8,chara,6,20,安徽,240,21,17,4,8.75,8.13,12.9
8,chara,6,21,福建,353,24,23,1,6.8,7.69,1.85
8,chara,6,22,江西,196,13,10,3,6.63,6.33,7.89
8,chara,6,23,广西,285,22,14,8,7.72,6.25,13.33
8,chara,6,24,海南,56,3,2,1,5.36,4.76,7.69
8,chara,6,25,贵州,106,9,6,3,8.49,6.98,15
8,chara,6,26,云南,81,8,7,1,9.88,9.86,10
8,chara,6,27,甘肃,38,1,1,,2.63,3.13,
8,chara,6,28,宁夏,5,,,,,,
8,chara,6,29,青海,5,,,,,,
8,chara,6,30,新疆,37,3,2,1,8.11,6.45,16.67
8,chara,6,31,西藏,3,,,,,,
8,chara,6,32,香港,51,1,,,1.96,,
8,chara,6,33,澳门,8,1,1,,12.5,16.67,
8,chara,6,34,台湾,88,3,3,,3.41,4.23,
8,chara,7,01,北京,574,13,11,2,2.26,2.34,2.04
8,chara,7,02,上海,608,11,9,2,1.81,1.84,1.94
8,chara,7,03,广东,1090,18,18,,1.65,2.02,
8,chara,7,04,天津,190,4,4,,2.11,2.47,
8,chara,7,05,重庆,210,4,4,,1.9,2.41,
8,chara,7,06,四川,423,10,8,2,2.36,2.23,3.28
8,chara,7,07,江苏,713,14,13,1,1.96,2.14,0.98
8,chara,7,08,浙江,534,11,9,2,2.06,2,2.47
8,chara,7,09,湖北,382,6,6,,1.57,1.9,
8,chara,7,10,湖南,232,1,1,,0.43,0.54,
8,chara,7,11,山东,408,13,12,1,3.19,3.47,1.64
8,chara,7,12,山西,101,2,2,,1.98,2.13,
8,chara,7,13,河北,173,3,3,,1.73,2,
8,chara,7,14,河南,250,4,4,,1.6,1.79,
8,chara,7,15,黑龙江,148,6,6,,4.05,4.8,
8,chara,7,16,吉林,107,4,4,,3.74,4.26,
8,chara,7,17,辽宁,228,5,4,1,2.19,2.12,2.63
8,chara,7,18,陕西,177,2,2,,1.13,1.27,
8,chara,7,19,内蒙古,64,1,1,,1.56,1.82,
8,chara,7,20,安徽,240,3,3,,1.25,1.44,
8,chara,7,21,福建,353,5,5,,1.42,1.67,
8,chara,7,22,江西,196,2,2,,1.02,1.27,
8,chara,7,23,广西,285,12,11,1,4.21,4.91,1.67
8,chara,7,24,海南,56,1,1,,1.79,2.38,
8,chara,7,25,贵州,106,2,1,1,1.89,1.16,5
8,chara,7,26,云南,81,2,2,,2.47,2.82,
8,chara,7,27,甘肃,38,1,1,,2.63,3.13,
8,chara,7,28,宁夏,5,,,,,,
8,chara,7,29,青海,5,,,,,,
8,chara,7,30,新疆,37,,,,,,
8,chara,7,31,西藏,3,,,,,,
8,chara,7,32,香港,51,,,,,,
8,chara,7,33,澳门,8,1,1,,12.5,16.67,
8,chara,7,34,台湾,88,1,,,1.14,,
8,chara,8,01,北京,574,58,51,7,10.1,10.83,7.14
8,chara,8,02,上海,608,64,55,9,10.53,11.27,8.74
8,chara,8,03,广东,1090,109,92,17,10,10.31,9.09
8,chara,8,04,天津,190,24,22,2,12.63,13.58,8.7
8,chara,8,05,重庆,210,21,16,5,10,9.64,12.82
8,chara,8,06,四川,423,40,34,6,9.46,9.5,9.84
8,chara,8,07,江苏,713,76,64,12,10.66,10.53,11.76
8,chara,8,08,浙江,534,51,42,9,9.55,9.31,11.11
8,chara,8,09,湖北,382,40,35,5,10.47,11.08,7.94
8,chara,8,10,湖南,232,22,19,3,9.48,10.22,6.98
8,chara,8,11,山东,408,36,24,12,8.82,6.94,19.67
8,chara,8,12,山西,101,10,10,,9.9,10.64,
8,chara,8,13,河北,173,14,10,4,8.09,6.67,18.18
8,chara,8,14,河南,250,30,29,1,12,12.95,4
8,chara,8,15,黑龙江,148,19,16,3,12.84,12.8,13.04
8,chara,8,16,吉林,107,12,9,3,11.21,9.57,23.08
8,chara,8,17,辽宁,228,24,21,3,10.53,11.11,7.89
8,chara,8,18,陕西,177,17,13,4,9.6,8.28,20
8,chara,8,19,内蒙古,64,10,9,1,15.63,16.36,11.11
8,chara,8,20,安徽,240,28,23,5,11.67,11,16.13
8,chara,8,21,福建,353,41,37,4,11.61,12.37,7.41
8,chara,8,22,江西,196,20,19,1,10.2,12.03,2.63
8,chara,8,23,广西,285,29,24,5,10.18,10.71,8.33
8,chara,8,24,海南,56,8,7,1,14.29,16.67,7.69
8,chara,8,25,贵州,106,11,8,3,10.38,9.3,15
8,chara,8,26,云南,81,10,8,2,12.35,11.27,20
8,chara,8,27,甘肃,38,6,5,1,15.79,15.63,16.67
8,chara,8,28,宁夏,5,,,,,,
8,chara,8,29,青海,5,1,1,,20,25,
8,chara,8,30,新疆,37,5,4,1,13.51,12.9,16.67
8,chara,8,31,西藏,3,,,,,,
8,chara,8,32,香港,51,7,6,1,13.73,15.38,8.33
8,chara,8,33,澳门,8,,,,,,
8,chara,8,34,台湾,88,4,4,,4.55,5.63,
8,chara,9,01,北京,574,114,92,22,19.86,19.53,22.45
8,chara,9,02,上海,608,98,86,12,16.12,17.62,11.65
8,chara,9,03,广东,1090,184,152,32,16.88,17.04,17.11
8,chara,9,04,天津,190,42,35,7,22.11,21.6,30.43
8,chara,9,05,重庆,210,37,30,7,17.62,18.07,17.95
8,chara,9,06,四川,423,76,65,11,17.97,18.16,18.03
8,chara,9,07,江苏,713,148,133,15,20.76,21.88,14.71
8,chara,9,08,浙江,534,99,83,16,18.54,18.4,19.75
8,chara,9,09,湖北,382,77,62,15,20.16,19.62,23.81
8,chara,9,10,湖南,232,52,40,11,22.41,21.51,25.58
8,chara,9,11,山东,408,86,76,10,21.08,21.97,16.39
8,chara,9,12,山西,101,34,31,3,33.66,32.98,50
8,chara,9,13,河北,173,39,34,5,22.54,22.67,22.73
8,chara,9,14,河南,250,49,44,5,19.6,19.64,20
8,chara,9,15,黑龙江,148,35,29,6,23.65,23.2,26.09
8,chara,9,16,吉林,107,23,20,3,21.5,21.28,23.08
8,chara,9,17,辽宁,228,47,38,9,20.61,20.11,23.68
8,chara,9,18,陕西,177,39,33,6,22.03,21.02,30
8,chara,9,19,内蒙古,64,14,13,1,21.88,23.64,11.11
8,chara,9,20,安徽,240,56,53,3,23.33,25.36,9.68
8,chara,9,21,福建,353,61,51,10,17.28,17.06,18.52
8,chara,9,22,江西,196,34,26,8,17.35,16.46,21.05
8,chara,9,23,广西,285,47,36,11,16.49,16.07,18.33
8,chara,9,24,海南,56,7,7,,12.5,16.67,
8,chara,9,25,贵州,106,22,17,5,20.75,19.77,25
8,chara,9,26,云南,81,12,11,1,14.81,15.49,10
8,chara,9,27,甘肃,38,11,8,3,28.95,25,50
8,chara,9,28,宁夏,5,1,1,,20,33.33,
8,chara,9,29,青海,5,,,,,,
8,chara,9,30,新疆,37,9,9,,24.32,29.03,
8,chara,9,31,西藏,3,,,,,,
8,chara,9,32,香港,51,5,4,1,9.8,10.26,8.33
8,chara,9,33,澳门,8,3,2,1,37.5,33.33,50
8,chara,9,34,台湾,88,16,14,2,18.18,19.72,11.76
8,chara,10,01,北京,574,94,81,13,16.38,17.2,13.27
8,chara,10,02,上海,608,101,85,16,16.61,17.42,15.53
8,chara,10,03,广东,1090,192,167,25,17.61,18.72,13.37
8,chara,10,04,天津,190,29,27,2,15.26,16.67,8.7
8,chara,10,05,重庆,210,48,41,7,22.86,24.7,17.95
8,chara,10,06,四川,423,78,67,11,18.44,18.72,18.03
8,chara,10,07,江苏,713,133,123,10,18.65,20.23,9.8
8,chara,10,08,浙江,534,101,89,12,18.91,19.73,14.81
8,chara,10,09,湖北,382,78,66,12,20.42,20.89,19.05
8,chara,10,10,湖南,232,50,43,6,21.55,23.12,13.95
8,chara,10,11,山东,408,89,79,10,21.81,22.83,16.39
8,chara,10,12,山西,101,18,17,1,17.82,18.09,16.67
8,chara,10,13,河北,173,34,29,5,19.65,19.33,22.73
8,chara,10,14,河南,250,48,45,3,19.2,20.09,12
8,chara,10,15,黑龙江,148,41,34,7,27.7,27.2,30.43
8,chara,10,16,吉林,107,17,15,2,15.89,15.96,15.38
8,chara,10,17,辽宁,228,35,28,7,15.35,14.81,18.42
8,chara,10,18,陕西,177,33,29,4,18.64,18.47,20
8,chara,10,19,内蒙古,64,15,14,1,23.44,25.45,11.11
8,chara,10,20,安徽,240,49,44,5,20.42,21.05,16.13
8,chara,10,21,福建,353,61,52,9,17.28,17.39,16.67
8,chara,10,22,江西,196,44,37,7,22.45,23.42,18.42
8,chara,10,23,广西,285,51,38,13,17.89,16.96,21.67
8,chara,10,24,海南,56,10,8,2,17.86,19.05,15.38
8,chara,10,25,贵州,106,12,9,3,11.32,10.47,15
8,chara,10,26,云南,81,17,16,1,20.99,22.54,10
8,chara,10,27,甘肃,38,9,8,1,23.68,25,16.67
8,chara,10,28,宁夏,5,2,1,1,40,33.33,50
8,chara,10,29,青海,5,3,3,,60,75,
8,chara,10,30,新疆,37,11,10,1,29.73,32.26,16.67
8,chara,10,31,西藏,3,1,1,,33.33,50,
8,chara,10,32,香港,51,7,6,1,13.73,15.38,8.33
8,chara,10,33,澳门,8,,,,,,
8,chara,10,34,台湾,88,20,17,3,22.73,23.94,17.65
8,chara,11,01,北京,574,87,70,17,15.16,14.86,17.35
8,chara,11,02,上海,608,74,60,14,12.17,12.3,13.59
8,chara,11,03,广东,1090,168,137,31,15.41,15.36,16.58
8,chara,11,04,天津,190,25,24,1,13.16,14.81,4.35
8,chara,11,05,重庆,210,37,30,7,17.62,18.07,17.95
8,chara,11,06,四川,423,63,55,8,14.89,15.36,13.11
8,chara,11,07,江苏,713,110,93,16,15.43,15.3,15.69
8,chara,11,08,浙江,534,90,78,12,16.85,17.29,14.81
8,chara,11,09,湖北,382,63,49,14,16.49,15.51,22.22
8,chara,11,10,湖南,232,30,22,8,12.93,11.83,18.6
8,chara,11,11,山东,408,50,41,9,12.25,11.85,14.75
8,chara,11,12,山西,101,18,16,2,17.82,17.02,33.33
8,chara,11,13,河北,173,41,38,3,23.7,25.33,13.64
8,chara,11,14,河南,250,56,52,4,22.4,23.21,16
8,chara,11,15,黑龙江,148,22,20,2,14.86,16,8.7
8,chara,11,16,吉林,107,12,8,4,11.21,8.51,30.77
8,chara,11,17,辽宁,228,29,18,11,12.72,9.52,28.95
8,chara,11,18,陕西,177,23,20,3,12.99,12.74,15
8,chara,11,19,内蒙古,64,11,10,1,17.19,18.18,11.11
8,chara,11,20,安徽,240,40,35,5,16.67,16.75,16.13
8,chara,11,21,福建,353,49,45,4,13.88,15.05,7.41
8,chara,11,22,江西,196,32,27,5,16.33,17.09,13.16
8,chara,11,23,广西,285,50,43,7,17.54,19.2,11.67
8,chara,11,24,海南,56,6,5,1,10.71,11.9,7.69
8,chara,11,25,贵州,106,12,7,5,11.32,8.14,25
8,chara,11,26,云南,81,13,11,2,16.05,15.49,20
8,chara,11,27,甘肃,38,6,4,2,15.79,12.5,33.33
8,chara,11,28,宁夏,5,1,,,20,,
8,chara,11,29,青海,5,2,1,1,40,25,100
8,chara,11,30,新疆,37,6,6,,16.22,19.35,
8,chara,11,31,西藏,3,,,,,,
8,chara,11,32,香港,51,11,9,2,21.57,23.08,16.67
8,chara,11,33,澳门,8,,,,,,
8,chara,11,34,台湾,88,13,12,1,14.77,16.9,5.88
8,chara,12,01,北京,574,8,6,2,1.39,1.27,2.04
8,chara,12,02,上海,608,11,10,1,1.81,2.05,0.97
8,chara,12,03,广东,1090,18,14,4,1.65,1.57,2.14
8,chara,12,04,天津,190,4,4,,2.11,2.47,
8,chara,12,05,重庆,210,4,4,,1.9,2.41,
8,chara,12,06,四川,423,8,5,3,1.89,1.4,4.92
8,chara,12,07,江苏,713,3,2,1,0.42,0.33,0.98
8,chara,12,08,浙江,534,6,6,,1.12,1.33,
8,chara,12,09,湖北,382,6,6,,1.57,1.9,
8,chara,12,10,湖南,232,8,6,2,3.45,3.23,4.65
8,chara,12,11,山东,408,8,8,,1.96,2.31,
8,chara,12,12,山西,101,1,1,,0.99,1.06,
8,chara,12,13,河北,173,2,2,,1.16,1.33,
8,chara,12,14,河南,250,4,4,,1.6,1.79,
8,chara,12,15,黑龙江,148,1,1,,0.68,0.8,
8,chara,12,16,吉林,107,3,3,,2.8,3.19,
8,chara,12,17,辽宁,228,6,4,2,2.63,2.12,5.26
8,chara,12,18,陕西,177,5,4,1,2.82,2.55,5
8,chara,12,19,内蒙古,64,1,1,,1.56,1.82,
8,chara,12,20,安徽,240,8,5,3,3.33,2.39,9.68
8,chara,12,21,福建,353,9,6,3,2.55,2.01,5.56
8,chara,12,22,江西,196,4,4,,2.04,2.53,
8,chara,12,23,广西,285,4,2,2,1.4,0.89,3.33
8,chara,12,24,海南,56,,,,,,
8,chara,12,25,贵州,106,2,1,1,1.89,1.16,5
8,chara,12,26,云南,81,2,2,,2.47,2.82,
8,chara,12,27,甘肃,38,1,1,,2.63,3.13,
8,chara,12,28,宁夏,5,,,,,,
8,chara,12,29,青海,5,,,,,,
8,chara,12,30,新疆,37,1,1,,2.7,3.23,
8,chara,12,31,西藏,3,,,,,,
8,chara,12,32,香港,51,,,,,,
8,chara,12,33,澳门,8,,,,,,
8,chara,12,34,台湾,88,,,,,,
8,chara,13,01,北京,574,1,1,,0.17,0.21,
8,chara,13,02,上海,608,8,7,1,1.32,1.43,0.97
8,chara,13,03,广东,1090,3,2,1,0.28,0.22,0.53
8,chara,13,04,天津,190,,,,,,
8,chara,13,05,重庆,210,,,,,,
8,chara,13,06,四川,423,3,2,1,0.71,0.56,1.64
8,chara,13,07,江苏,713,5,4,1,0.7,0.66,0.98
8,chara,13,08,浙江,534,5,3,2,0.94,0.67,2.47
8,chara,13,09,湖北,382,6,5,1,1.57,1.58,1.59
8,chara,13,10,湖南,232,,,,,,
8,chara,13,11,山东,408,7,6,1,1.72,1.73,1.64
8,chara,13,12,山西,101,,,,,,
8,chara,13,13,河北,173,1,,,0.58,,
8,chara,13,14,河南,250,4,4,,1.6,1.79,
8,chara,13,15,黑龙江,148,3,2,1,2.03,1.6,4.35
8,chara,13,16,吉林,107,1,1,,0.93,1.06,
8,chara,13,17,辽宁,228,2,2,,0.88,1.06,
8,chara,13,18,陕西,177,1,1,,0.56,0.64,
8,chara,13,19,内蒙古,64,1,1,,1.56,1.82,
8,chara,13,20,安徽,240,1,1,,0.42,0.48,
8,chara,13,21,福建,353,2,2,,0.57,0.67,
8,chara,13,22,江西,196,1,1,,0.51,0.63,
8,chara,13,23,广西,285,1,,,0.35,,
8,chara,13,24,海南,56,,,,,,
8,chara,13,25,贵州,106,,,,,,
8,chara,13,26,云南,81,,,,,,
8,chara,13,27,甘肃,38,,,,,,
8,chara,13,28,宁夏,5,,,,,,
8,chara,13,29,青海,5,,,,,,
8,chara,13,30,新疆,37,1,1,,2.7,3.23,
8,chara,13,31,西藏,3,1,1,,33.33,50,
8,chara,13,32,香港,51,1,,,1.96,,
8,chara,13,33,澳门,8,,,,,,
8,chara,13,34,台湾,88,1,1,,1.14,1.41,
8,chara,14,01,北京,574,7,5,2,1.22,1.06,2.04
8,chara,14,02,上海,608,9,6,3,1.48,1.23,2.91
8,chara,14,03,广东,1090,14,12,2,1.28,1.35,1.07
8,chara,14,04,天津,190,2,2,,1.05,1.23,
8,chara,14,05,重庆,210,6,6,,2.86,3.61,
8,chara,14,06,四川,423,8,5,3,1.89,1.4,4.92
8,chara,14,07,江苏,713,12,11,1,1.68,1.81,0.98
8,chara,14,08,浙江,534,7,7,,1.31,1.55,
8,chara,14,09,湖北,382,9,9,,2.36,2.85,
8,chara,14,10,湖南,232,4,4,,1.72,2.15,
8,chara,14,11,山东,408,8,6,2,1.96,1.73,3.28
8,chara,14,12,山西,101,3,3,,2.97,3.19,
8,chara,14,13,河北,173,4,4,,2.31,2.67,
8,chara,14,14,河南,250,6,4,2,2.4,1.79,8
8,chara,14,15,黑龙江,148,4,4,,2.7,3.2,
8,chara,14,16,吉林,107,2,2,,1.87,2.13,
8,chara,14,17,辽宁,228,4,3,1,1.75,1.59,2.63
8,chara,14,18,陕西,177,2,2,,1.13,1.27,
8,chara,14,19,内蒙古,64,1,1,,1.56,1.82,
8,chara,14,20,安徽,240,4,4,,1.67,1.91,
8,chara,14,21,福建,353,6,5,1,1.7,1.67,1.85
