round,category,id,group,question_index,question_id,question,multi,option_index,option,all_count,male_count,female_count,sum_count,all_percent,male_percent,female_percent,total_all,total_male,total_female,total_diff
8,chara,1,,7,1,在二次同人中您最关注,1,1,漫画,1652,1308,343,1651,20.08,18.94,26.02,8226,6906,1318,2
8,chara,1,,7,1,在二次同人中您最关注,1,2,游戏,1678,1466,211,1677,20.4,21.23,16.01,8226,6906,1318,2
8,chara,1,,7,1,在二次同人中您最关注,1,3,绘画,1559,1214,345,1559,18.95,17.58,26.18,8226,6906,1318,2
8,chara,1,,7,1,在二次同人中您最关注,1,4,视频,1713,1448,265,1713,20.82,20.97,20.11,8226,6906,1318,2
8,chara,1,,7,1,在二次同人中您最关注,1,5,小说,716,559,156,715,8.7,8.09,11.84,8226,6906,1318,2
8,chara,1,,7,1,在二次同人中您最关注,1,6,实物,773,631,142,773,9.4,9.14,10.77,8226,6906,1318,2
8,chara,1,,7,1,在二次同人中您最关注,1,7,其他,251,212,39,251,3.05,3.07,2.96,8226,6906,1318,2
8,chara,1,,8,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,280,223,57,280,3.4,3.23,4.33,8231,6913,1317,1
8,chara,1,,8,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,1031,858,173,1031,12.53,12.41,13.14,8231,6913,1317,1
8,chara,1,,8,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,906,752,154,906,11.01,10.88,11.69,8231,6913,1317,1
8,chara,1,,8,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,419,362,56,418,5.09,5.24,4.25,8231,6913,1317,1
8,chara,1,,9,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,312,251,61,312,3.79,3.63,4.62,8239,6917,1320,2
8,chara,1,,9,3,购买过国内创作的二次同人作品吗,0,1,购买过,1283,1063,220,1283,15.57,15.37,16.67,8239,6917,1320,2
8,chara,1,,9,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,600,508,92,600,7.28,7.34,6.97,8239,6917,1320,2
8,chara,1,,9,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,445,376,68,444,5.4,5.44,5.15,8239,6917,1320,2
8,chara,1,,10,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,508,346,162,508,6.16,5,12.26,8242,6919,1321,2
8,chara,1,,10,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,1264,1067,197,1264,15.34,15.42,14.91,8242,6919,1321,2
8,chara,1,,10,4,有想过做东方的同人创作吗,0,2,没有想过,869,785,83,868,10.54,11.35,6.28,8242,6919,1321,2
8,chara,1,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,0,有购买,1657,1335,321,1656,19.82,19.03,23.88,8359,7014,1344,1
8,chara,1,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,1,想买但是没有机会,631,560,71,631,7.55,7.98,5.28,8359,7014,1344,1
8,chara,1,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,2,没有考虑过,387,328,59,387,4.63,4.68,4.39,8359,7014,1344,1
8,chara,1,,12,1,是否参加过东方专门同人展,0,0,有,815,710,105,815,9.76,10.13,7.82,8352,7008,1342,2
8,chara,1,,12,1,是否参加过东方专门同人展,0,1,没有,1858,1511,346,1857,22.25,21.56,25.78,8352,7008,1342,2
8,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,1474,1241,232,1473,17.64,17.7,17.29,8354,7010,1342,2
8,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,962,789,173,962,11.52,11.26,12.89,8354,7010,1342,2
8,chara,1,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,236,191,45,236,2.82,2.72,3.35,8354,7010,1342,2
8,chara,2,,0,3,您正式接触东方Project多久,0,0,不到一个月,12,11,1,12,0.14,0.16,0.07,8355,7010,1343,2
8,chara,2,,0,3,您正式接触东方Project多久,0,1,半年以内,107,84,23,107,1.28,1.2,1.71,8355,7010,1343,2
8,chara,2,,0,3,您正式接触东方Project多久,0,2,半年到一年（2018年下半年或之后）,370,314,56,370,4.43,4.48,4.17,8355,7010,1343,2
8,chara,2,,0,3,您正式接触东方Project多久,0,3,一年到三年（2016年或之后）,849,732,116,848,10.16,10.44,8.64,8355,7010,1343,2
8,chara,2,,0,3,您正式接触东方Project多久,0,4,三年到五年（2014年或之后）,509,413,96,509,6.09,5.89,7.15,8355,7010,1343,2
8,chara,2,,0,3,您正式接触东方Project多久,0,5,五年到七年（2012年或之后）,305,231,74,305,3.65,3.3,5.51,8355,7010,1343,2
8,chara,2,,0,3,您正式接触东方Project多久,0,6,七年到十年（2009年或之后）,116,82,34,116,1.39,1.17,2.53,8355,7010,1343,2
8,chara,2,,0,3,您正式接触东方Project多久,0,7,十年以上,26,20,6,26,0.31,0.29,0.45,8355,7010,1343,2
8,chara,2,,1,5,原作和二次同人您更热衷于,0,0,原作,305,245,60,305,3.65,3.49,4.47,8356,7011,1343,2
8,chara,2,,1,5,原作和二次同人您更热衷于,0,1,二次同人,197,169,27,196,2.36,2.41,2.01,8356,7011,1343,2
8,chara,2,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,1782,1466,316,1782,21.33,20.91,23.53,8356,7011,1343,2
8,chara,2,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,7,5,2,7,0.08,0.07,0.15,8356,7011,1343,2
8,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,967,760,207,967,11.57,10.83,15.4,8361,7015,1344,2
8,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,354,310,43,353,4.23,4.42,3.2,8361,7015,1344,2
8,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,888,750,138,888,10.62,10.69,10.27,8361,7015,1344,2
8,chara,2,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,85,67,18,85,1.02,0.96,1.34,8361,7015,1344,2
8,chara,2,,3,1,您是否玩过旧五作,0,0,玩过,624,505,119,624,7.77,7.49,9.24,8030,6740,1288,2
8,chara,2,,3,1,您是否玩过旧五作,0,1,并未玩过,1575,1309,265,1574,19.61,19.42,20.57,8030,6740,1288,2
8,chara,2,,3,1,您是否玩过旧五作,0,2,不知道旧五作是什么,9,6,3,9,0.11,0.09,0.23,8030,6740,1288,2
8,chara,2,,4,3,您最喜欢东方原作的哪方面,1,0,游戏本身,1418,1157,261,1418,17.02,16.55,19.48,8333,6993,1340,0
8,chara,2,,4,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,2142,1770,372,2142,25.71,25.31,27.76,8333,6993,1340,0
8,chara,2,,4,3,您最喜欢东方原作的哪方面,1,2,人物设定,2091,1712,379,2091,25.09,24.48,28.28,8333,6993,1340,0
8,chara,2,,4,3,您最喜欢东方原作的哪方面,1,3,故事剧情,1702,1384,318,1702,20.42,19.79,23.73,8333,6993,1340,0
8,chara,2,,4,3,您最喜欢东方原作的哪方面,1,4,对原作完全不感兴趣,5,4,1,5,0.06,0.06,0.07,8333,6993,1340,0
8,chara,2,,5,2,您关注哪些近期连载的官方连载作品,1,0,东方茨歌仙（双月刊）,1312,1071,240,1311,15.73,15.3,17.9,8343,7000,1341,2
8,chara,2,,5,2,您关注哪些近期连载的官方连载作品,1,1,新东方三月精（季刊）,841,713,128,841,10.08,10.19,9.55,8343,7000,1341,2
8,chara,2,,5,2,您关注哪些近期连载的官方连载作品,1,2,新东方香霖堂（半年刊）,588,472,116,588,7.05,6.74,8.65,8343,7000,1341,2
8,chara,2,,5,2,您关注哪些近期连载的官方连载作品,1,3,都不关注,670,562,108,670,8.03,8.03,8.05,8343,7000,1341,2
8,chara,2,,6,0,对二次同人是否有兴趣,0,0,非常热衷,1460,1175,284,1459,17.46,16.75,21.13,8360,7014,1344,2
8,chara,2,,6,0,对二次同人是否有兴趣,0,1,有些兴趣,811,693,118,811,9.7,9.88,8.78,8360,7014,1344,2
8,chara,2,,6,0,对二次同人是否有兴趣,0,2,完全不感兴趣,23,19,4,23,0.28,0.27,0.3,8360,7014,1344,2
8,chara,2,,7,1,在二次同人中您最关注,1,0,音乐,1935,1593,341,1934,23.52,23.07,25.87,8226,6906,1318,2
8,chara,2,,7,1,在二次同人中您最关注,1,1,漫画,1441,1140,300,1440,17.52,16.51,22.76,8226,6906,1318,2
8,chara,2,,7,1,在二次同人中您最关注,1,2,游戏,1474,1279,194,1473,17.92,18.52,14.72,8226,6906,1318,2
8,chara,2,,7,1,在二次同人中您最关注,1,3,绘画,1328,1021,306,1327,16.14,14.78,23.22,8226,6906,1318,2
8,chara,2,,7,1,在二次同人中您最关注,1,4,视频,1458,1223,234,1457,17.72,17.71,17.75,8226,6906,1318,2
8,chara,2,,7,1,在二次同人中您最关注,1,5,小说,542,406,136,542,6.59,5.88,10.32,8226,6906,1318,2
8,chara,2,,7,1,在二次同人中您最关注,1,6,实物,653,520,132,652,7.94,7.53,10.02,8226,6906,1318,2
8,chara,2,,7,1,在二次同人中您最关注,1,7,其他,228,190,38,228,2.77,2.75,2.88,8226,6906,1318,2
8,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,267,213,54,267,3.24,3.08,4.1,8231,6913,1317,1
8,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,921,744,177,921,11.19,10.76,13.44,8231,6913,1317,1
8,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,735,620,115,735,8.93,8.97,8.73,8231,6913,1317,1
8,chara,2,,8,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,341,288,53,341,4.14,4.17,4.02,8231,6913,1317,1
8,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,302,238,64,302,3.67,3.44,4.85,8239,6917,1320,2
8,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,1,购买过,1123,924,199,1123,13.63,13.36,15.08,8239,6917,1320,2
8,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,467,393,73,466,5.67,5.68,5.53,8239,6917,1320,2
8,chara,2,,9,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,377,312,65,377,4.58,4.51,4.92,8239,6917,1320,2
8,chara,2,,10,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,434,281,153,434,5.27,4.06,11.58,8242,6919,1321,2
8,chara,2,,10,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,1170,990,179,1169,14.2,14.31,13.55,8242,6919,1321,2
8,chara,2,,10,4,有想过做东方的同人创作吗,0,2,没有想过,667,597,70,667,8.09,8.63,5.3,8242,6919,1321,2
8,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,0,有购买,1437,1147,290,1437,17.19,16.35,21.58,8359,7014,1344,1
8,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,1,想买但是没有机会,534,472,62,534,6.39,6.73,4.61,8359,7014,1344,1
8,chara,2,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,2,没有考虑过,322,268,54,322,3.85,3.82,4.02,8359,7014,1344,1
8,chara,2,,12,1,是否参加过东方专门同人展,0,0,有,741,631,110,741,8.87,9,8.2,8352,7008,1342,2
8,chara,2,,12,1,是否参加过东方专门同人展,0,1,没有,1553,1256,296,1552,18.59,17.92,22.06,8352,7008,1342,2
8,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,1304,1072,232,1304,15.61,15.29,17.29,8354,7010,1342,2
8,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,800,657,142,799,9.58,9.37,10.58,8354,7010,1342,2
8,chara,2,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,186,155,31,186,2.23,2.21,2.31,8354,7010,1342,2
8,chara,3,,0,3,您正式接触东方Project多久,0,0,不到一个月,5,3,2,5,0.06,0.04,0.15,8355,7010,1343,2
8,chara,3,,0,3,您正式接触东方Project多久,0,1,半年以内,14,13,1,14,0.17,0.19,0.07,8355,7010,1343,2
8,chara,3,,0,3,您正式接触东方Project多久,0,2,半年到一年（2018年下半年或之后）,47,43,4,47,0.56,0.61,0.3,8355,7010,1343,2
8,chara,3,,0,3,您正式接触东方Project多久,0,3,一年到三年（2016年或之后）,160,149,11,160,1.92,2.13,0.82,8355,7010,1343,2
8,chara,3,,0,3,您正式接触东方Project多久,0,4,三年到五年（2014年或之后）,77,72,5,77,0.92,1.03,0.37,8355,7010,1343,2
8,chara,3,,0,3,您正式接触东方Project多久,0,5,五年到七年（2012年或之后）,38,33,5,38,0.45,0.47,0.37,8355,7010,1343,2
8,chara,3,,0,3,您正式接触东方Project多久,0,6,七年到十年（2009年或之后）,14,13,1,14,0.17,0.19,0.07,8355,7010,1343,2
8,chara,3,,0,3,您正式接触东方Project多久,0,7,十年以上,1,1,0,1,0.01,0.01,0,8355,7010,1343,2
8,chara,3,,1,5,原作和二次同人您更热衷于,0,0,原作,35,31,4,35,0.42,0.44,0.3,8356,7011,1343,2
8,chara,3,,1,5,原作和二次同人您更热衷于,0,1,二次同人,33,30,3,33,0.39,0.43,0.22,8356,7011,1343,2
8,chara,3,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,285,263,22,285,3.41,3.75,1.64,8356,7011,1343,2
8,chara,3,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,3,3,0,3,0.04,0.04,0,8356,7011,1343,2
8,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,129,116,13,129,1.54,1.65,0.97,8361,7015,1344,2
8,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,64,59,5,64,0.77,0.84,0.37,8361,7015,1344,2
8,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,148,138,10,148,1.77,1.97,0.74,8361,7015,1344,2
8,chara,3,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,15,14,1,15,0.18,0.2,0.07,8361,7015,1344,2
8,chara,3,,3,1,您是否玩过旧五作,0,0,玩过,94,82,12,94,1.17,1.22,0.93,8030,6740,1288,2
8,chara,3,,3,1,您是否玩过旧五作,0,1,并未玩过,245,229,16,245,3.05,3.4,1.24,8030,6740,1288,2
8,chara,3,,3,1,您是否玩过旧五作,0,2,不知道旧五作是什么,2,2,0,2,0.02,0.03,0,8030,6740,1288,2
8,chara,3,,4,3,您最喜欢东方原作的哪方面,1,0,游戏本身,201,187,14,201,2.41,2.67,1.04,8333,6993,1340,0
8,chara,3,,4,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,331,306,25,331,3.97,4.38,1.87,8333,6993,1340,0
8,chara,3,,4,3,您最喜欢东方原作的哪方面,1,2,人物设定,318,292,26,318,3.82,4.18,1.94,8333,6993,1340,0
8,chara,3,,4,3,您最喜欢东方原作的哪方面,1,3,故事剧情,257,232,25,257,3.08,3.32,1.87,8333,6993,1340,0
8,chara,3,,4,3,您最喜欢东方原作的哪方面,1,4,对原作完全不感兴趣,2,2,0,2,0.02,0.03,0,8333,6993,1340,0
8,chara,3,,5,2,您关注哪些近期连载的官方连载作品,1,0,东方茨歌仙（双月刊）,180,162,18,180,2.16,2.31,1.34,8343,7000,1341,2
8,chara,3,,5,2,您关注哪些近期连载的官方连载作品,1,1,新东方三月精（季刊）,156,144,12,156,1.87,2.06,0.89,8343,7000,1341,2
8,chara,3,,5,2,您关注哪些近期连载的官方连载作品,1,2,新东方香霖堂（半年刊）,86,79,7,86,1.03,1.13,0.52,8343,7000,1341,2
8,chara,3,,5,2,您关注哪些近期连载的官方连载作品,1,3,都不关注,101,91,10,101,1.21,1.3,0.75,8343,7000,1341,2
8,chara,3,,6,0,对二次同人是否有兴趣,0,0,非常热衷,243,222,21,243,2.91,3.17,1.56,8360,7014,1344,2
8,chara,3,,6,0,对二次同人是否有兴趣,0,1,有些兴趣,107,100,7,107,1.28,1.43,0.52,8360,7014,1344,2
8,chara,3,,6,0,对二次同人是否有兴趣,0,2,完全不感兴趣,6,5,1,6,0.07,0.07,0.07,8360,7014,1344,2
8,chara,3,,7,1,在二次同人中您最关注,1,0,音乐,298,277,21,298,3.62,4.01,1.59,8226,6906,1318,2
8,chara,3,,7,1,在二次同人中您最关注,1,1,漫画,216,196,20,216,2.63,2.84,1.52,8226,6906,1318,2
8,chara,3,,7,1,在二次同人中您最关注,1,2,游戏,228,208,20,228,2.77,3.01,1.52,8226,6906,1318,2
8,chara,3,,7,1,在二次同人中您最关注,1,3,绘画,211,192,19,211,2.57,2.78,1.44,8226,6906,1318,2
8,chara,3,,7,1,在二次同人中您最关注,1,4,视频,255,240,15,255,3.1,3.48,1.14,8226,6906,1318,2
8,chara,3,,7,1,在二次同人中您最关注,1,5,小说,95,85,10,95,1.15,1.23,0.76,8226,6906,1318,2
8,chara,3,,7,1,在二次同人中您最关注,1,6,实物,106,97,9,106,1.29,1.4,0.68,8226,6906,1318,2
8,chara,3,,7,1,在二次同人中您最关注,1,7,其他,49,44,5,49,0.6,0.64,0.38,8226,6906,1318,2
8,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,0,热衷于购买,38,34,4,38,0.46,0.49,0.3,8231,6913,1317,1
8,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,1,购买过,147,134,13,147,1.79,1.94,0.99,8231,6913,1317,1
8,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,2,想买但是没有条件,113,107,6,113,1.37,1.55,0.46,8231,6913,1317,1
8,chara,3,,8,2,购买过二次同人作品吗（非国内作品）,0,3,没有考虑过,52,47,5,52,0.63,0.68,0.38,8231,6913,1317,1
8,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,0,热衷于购买,49,42,7,49,0.59,0.61,0.53,8239,6917,1320,2
8,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,1,购买过,167,155,12,167,2.03,2.24,0.91,8239,6917,1320,2
8,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,2,想买但是没有条件,86,82,4,86,1.04,1.19,0.3,8239,6917,1320,2
8,chara,3,,9,3,购买过国内创作的二次同人作品吗,0,3,没有考虑过,48,43,5,48,0.58,0.62,0.38,8239,6917,1320,2
8,chara,3,,10,4,有想过做东方的同人创作吗,0,0,已经做过或正在做,76,67,9,76,0.92,0.97,0.68,8242,6919,1321,2
8,chara,3,,10,4,有想过做东方的同人创作吗,0,1,想过还没有实际做过,177,164,13,177,2.15,2.37,0.98,8242,6919,1321,2
8,chara,3,,10,4,有想过做东方的同人创作吗,0,2,没有想过,97,91,6,97,1.18,1.32,0.45,8242,6919,1321,2
8,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,0,有购买,229,207,22,229,2.74,2.95,1.64,8359,7014,1344,1
8,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,1,想买但是没有机会,81,76,5,81,0.97,1.08,0.37,8359,7014,1344,1
8,chara,3,,11,6,是否购买实物型周边（手办、抱枕、挂链、钱包、贴纸、挂画等类）,0,2,没有考虑过,46,44,2,46,0.55,0.63,0.15,8359,7014,1344,1
8,chara,3,,12,1,是否参加过东方专门同人展,0,0,有,118,108,10,118,1.41,1.54,0.75,8352,7008,1342,2
8,chara,3,,12,1,是否参加过东方专门同人展,0,1,没有,238,219,19,238,2.85,3.13,1.42,8352,7008,1342,2
8,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,0,会,201,184,17,201,2.41,2.62,1.27,8354,7010,1342,2
8,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,1,不会,117,110,7,117,1.4,1.57,0.52,8354,7010,1342,2
8,chara,3,,13,4,是否会主动向周围的人介绍东方Project,0,2,会刻意隐藏东方爱好者的身份,38,33,5,38,0.45,0.47,0.37,8354,7010,1342,2
8,chara,4,,0,3,您正式接触东方Project多久,0,0,不到一个月,3,3,0,3,0.04,0.04,0,8355,7010,1343,2
8,chara,4,,0,3,您正式接触东方Project多久,0,1,半年以内,10,10,0,10,0.12,0.14,0,8355,7010,1343,2
8,chara,4,,0,3,您正式接触东方Project多久,0,2,半年到一年（2018年下半年或之后）,31,30,1,31,0.37,0.43,0.07,8355,7010,1343,2
8,chara,4,,0,3,您正式接触东方Project多久,0,3,一年到三年（2016年或之后）,94,88,6,94,1.13,1.26,0.45,8355,7010,1343,2
8,chara,4,,0,3,您正式接触东方Project多久,0,4,三年到五年（2014年或之后）,55,52,3,55,0.66,0.74,0.22,8355,7010,1343,2
8,chara,4,,0,3,您正式接触东方Project多久,0,5,五年到七年（2012年或之后）,29,24,5,29,0.35,0.34,0.37,8355,7010,1343,2
8,chara,4,,0,3,您正式接触东方Project多久,0,6,七年到十年（2009年或之后）,9,8,1,9,0.11,0.11,0.07,8355,7010,1343,2
8,chara,4,,0,3,您正式接触东方Project多久,0,7,十年以上,2,2,0,2,0.02,0.03,0,8355,7010,1343,2
8,chara,4,,1,5,原作和二次同人您更热衷于,0,0,原作,22,22,0,22,0.26,0.31,0,8356,7011,1343,2
8,chara,4,,1,5,原作和二次同人您更热衷于,0,1,二次同人,29,27,2,29,0.35,0.39,0.15,8356,7011,1343,2
8,chara,4,,1,5,原作和二次同人您更热衷于,0,2,都很喜欢,181,167,14,181,2.17,2.38,1.04,8356,7011,1343,2
8,chara,4,,1,5,原作和二次同人您更热衷于,0,3,都没兴趣,1,1,0,1,0.01,0.01,0,8356,7011,1343,2
8,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,0,STG（射击类）,86,81,5,86,1.03,1.15,0.37,8361,7015,1344,2
8,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,1,FTG（格斗类）,37,33,4,37,0.44,0.47,0.3,8361,7015,1344,2
8,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,2,都喜欢,97,90,7,97,1.16,1.28,0.52,8361,7015,1344,2
8,chara,4,,2,1,您更喜欢官方游戏中的哪一类,0,3,对官方游戏不感兴趣，也不会去玩,13,13,0,13,0.16,0.19,0,8361,7015,1344,2
8,chara,4,,3,1,您是否玩过旧五作,0,0,玩过,61,56,5,61,0.76,0.83,0.39,8030,6740,1288,2
8,chara,4,,3,1,您是否玩过旧五作,0,1,并未玩过,159,148,11,159,1.98,2.2,0.85,8030,6740,1288,2
8,chara,4,,3,1,您是否玩过旧五作,0,2,不知道旧五作是什么,0,0,0,0,0,0,0,8030,6740,1288,2
8,chara,4,,4,3,您最喜欢东方原作的哪方面,1,0,游戏本身,130,120,10,130,1.56,1.72,0.75,8333,6993,1340,0
8,chara,4,,4,3,您最喜欢东方原作的哪方面,1,1,音乐曲目,216,203,13,216,2.59,2.9,0.97,8333,6993,1340,0
8,chara,4,,4,3,您最喜欢东方原作的哪方面,1,2,人物设定,206,190,16,206,2.47,2.72,1.19,8333,6993,1340,0
